Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2022-06-22 12:00:00,,-4.192112542189982e-05,-2.030068712620295e-05,-6.878971296300391e-06,4.429393180380315e-06,1.0406618604993878e-05
2022-06-22 12:15:00,,-4.159425033681427e-05,-2.0163757359684722e-05,-6.727806461335267e-06,4.512077082339608e-06,1.0468466983162621e-05
2022-06-22 12:30:00,,-4.120874651680254e-05,-2.000131555412401e-05,-6.54251586426084e-06,4.59347925379095e-06,1.0526550124193545e-05
2022-06-22 12:45:00,,-4.085076880741808e-05,-1.9851521001418366e-05,-6.370295086278675e-06,4.671868680327933e-06,1.0580239259642135e-05
2022-06-22 13:00:00,,-4.049061978475392e-05,-1.9700979889005746e-05,-6.196623523671538e-06,4.7471271343455134e-06,1.062994662737763e-05
2022-06-22 13:15:00,,-4.0109131178895706e-05,-1.9533763127855105e-05,-6.004549725472653e-06,4.822096067464961e-06,1.0676652748729198e-05
2022-06-22 13:30:00,,-3.9718374931159715e-05,-1.9356103725931025e-05,-5.804138938768164e-06,4.897590174489429e-06,1.0720571328385312e-05
2022-06-22 13:45:00,,-3.930880032877528e-05,-1.9164745127008605e-05,-5.578764163437714e-06,4.973921142303309e-06,1.0762604342607819e-05
2022-06-22 14:00:00,,-3.88764636735198e-05,-1.8954492197322235e-05,-5.33213123717226e-06,5.054249440199216e-06,1.0803201882036312e-05
2022-06-22 14:15:00,,-3.84236075257639e-05,-1.8728937889920266e-05,-5.067656719657873e-06,5.139070716791295e-06,1.0843242418562059e-05
2022-06-22 14:30:00,,-3.79488457277383e-05,-1.8489863787725797e-05,-4.791249864053117e-06,5.231238901655233e-06,1.0883555901128798e-05
2022-06-22 14:45:00,,-3.747407921506693e-05,-1.8245446665199035e-05,-4.507731811147465e-06,5.329037555072132e-06,1.0924435260789785e-05
2022-06-22 15:00:00,,-3.699435393903589e-05,-1.7995907153056303e-05,-4.217204218917843e-06,5.432683445951417e-06,1.0966377485464134e-05
2022-06-22 15:15:00,,-3.650570559945317e-05,-1.7733525100162067e-05,-3.915200056529287e-06,5.542025010719712e-06,1.1010004000123788e-05
2022-06-22 15:30:00,,-3.600813748196373e-05,-1.7463195845942225e-05,-3.5988678565683814e-06,5.658587671250088e-06,1.105580428036285e-05
2022-06-22 15:45:00,,-3.551394756494283e-05,-1.719348868426941e-05,-3.275263071888642e-06,5.780835220783119e-06,1.1103925990718802e-05
2022-06-22 16:00:00,,-3.5029629476158196e-05,-1.6922737572522794e-05,-2.949984611971993e-06,5.907598775211704e-06,1.1154362978639992e-05
2022-06-22 16:15:00,,-3.455324262167595e-05,-1.66519150175988e-05,-2.624095602659169e-06,6.0392966869913665e-06,1.120744337903174e-05
2022-06-22 16:30:00,,-3.4092997861331086e-05,-1.639166274972027e-05,-2.3021956041153044e-06,6.174002466861714e-06,1.1262735168918662e-05
2022-06-22 16:45:00,,-3.364817992333529e-05,-1.6138078778276566e-05,-1.989328882357174e-06,6.311484598680249e-06,1.1320414457298256e-05
2022-06-22 17:00:00,,-3.322184999051242e-05,-1.5895416677381085e-05,-1.6916312831190932e-06,6.450414148604034e-06,1.1380167112539984e-05
2022-06-22 17:15:00,,-3.281810173106103e-05,-1.5665313429919497e-05,-1.4051968597504852e-06,6.588970822860697e-06,1.144167027962416e-05
2022-06-22 17:30:00,,-3.2435122281506566e-05,-1.5447229474529083e-05,-1.1342358383821521e-06,6.726703837603834e-06,1.1504927163743191e-05
2022-06-22 17:45:00,,-3.207769057865003e-05,-1.5244735931282404e-05,-8.835750683777433e-07,6.862159005193702e-06,1.1569321453541598e-05
2022-06-22 18:00:00,,-3.174343592976038e-05,-1.5056170694552981e-05,-6.520297234841174e-07,6.9948007774690725e-06,1.1634702332486645e-05
2022-06-22 18:15:00,,-3.143627107170488e-05,-1.4884605837318064e-05,-4.3991419799856243e-07,7.124001254550154e-06,1.1700837108071085e-05
2022-06-22 18:30:00,,-3.115912840961942e-05,-1.4733569919963129e-05,-2.5275164196831304e-07,7.247900607542902e-06,1.1767311070470853e-05
2022-06-22 18:45:00,,-3.0912943462272654e-05,-1.4604326593045593e-05,-9.406184370069685e-08,7.365462890929166e-06,1.1833476849679641e-05
2022-06-22 19:00:00,,-3.069696917807211e-05,-1.449732889198667e-05,3.704291898119848e-08,7.475687946317372e-06,1.1898981298669537e-05
2022-06-22 19:15:00,,-3.0511031921524638e-05,-1.4413326814693306e-05,1.3928899958918354e-07,7.576719703010717e-06,1.1963393513507984e-05
2022-06-22 19:30:00,,-3.0354668982531136e-05,-1.4352052970080471e-05,2.1260476966544602e-07,7.668497590140277e-06,1.2026177930149518e-05
2022-06-22 19:45:00,,-3.0229834215775324e-05,-1.4314251027681791e-05,2.568940735976101e-07,7.750310116981894e-06,1.208671237144724e-05
2022-06-22 20:00:00,,-3.013248915056156e-05,-1.4299062442998637e-05,2.7258052778212076e-07,7.821710833520424e-06,1.214459464639727e-05
2022-06-22 20:15:00,,-3.006510639458047e-05,-1.4307271140085516e-05,2.5971178844788663e-07,7.882146645799757e-06,1.2199424848320508e-05
2022-06-22 20:30:00,,-3.0022276423289557e-05,-1.4336263056369554e-05,2.1965537941144026e-07,7.931064523388478e-06,1.2250764140917637e-05
2022-06-22 20:45:00,,-3.0006718042819763e-05,-1.4387501486465079e-05,1.5189138935909943e-07,7.968155147283779e-06,1.2298181832899091e-05
2022-06-22 21:00:00,,-3.0014448155610154e-05,-1.4457422741572844e-05,5.87201211510657e-08,7.993454314054041e-06,1.2341412142051004e-05
2022-06-22 21:15:00,,-3.0045320715651706e-05,-1.454778909289727e-05,-5.7250618685596863e-08,8.006816403989154e-06,1.2380272727143737e-05
2022-06-22 21:30:00,,-3.0093047395185593e-05,-1.4652315975879147e-05,-1.9544418340714297e-07,8.008914765219497e-06,1.2414452639286775e-05
2022-06-22 21:45:00,,-3.015702539041853e-05,-1.4771112703375161e-05,-3.5452988689655557e-07,7.999928612789788e-06,1.2443782280901106e-05
2022-06-22 22:00:00,,-3.0242369726389816e-05,-1.4906714953753484e-05,-5.337375508470977e-07,7.980032951805231e-06,1.2468082776281113e-05
2022-06-22 22:15:00,,-3.033705507712531e-05,-1.5051512964745827e-05,-7.262150832254148e-07,7.950088245428771e-06,1.2487329779363481e-05
2022-06-22 22:30:00,,-3.0449984338831063e-05,-1.5210633380082472e-05,-9.368626631601243e-07,7.910253960810227e-06,1.2501403274626095e-05
2022-06-22 22:45:00,,-3.0563735058047726e-05,-1.5373595296729913e-05,-1.1573023174390512e-06,7.861627720790438e-06,1.251040185005529e-05
2022-06-22 23:00:00,,-3.068674133344492e-05,-1.5546024446274476e-05,-1.3883333447664798e-06,7.804892751887675e-06,1.2514335444857478e-05
2022-06-22 23:15:00,,-3.0818496912721144e-05,-1.57211610605667e-05,-1.6274165477299968e-06,7.740363038611785e-06,1.251326932966211e-05
2022-06-22 23:30:00,,-3.09525767488229e-05,-1.5900751808966068e-05,-1.8712047333863979e-06,7.669065260399963e-06,1.2507389071384142e-05
2022-06-22 23:45:00,,-3.108758764702425e-05,-1.6080279756053072e-05,-2.122288788892615e-06,7.59187345717524e-06,1.2496817633885023e-05
2022-06-23 00:00:00,,-3.1231077842704904e-05,-1.6263911556304923e-05,-2.3775195272982593e-06,7.5087173100736835e-06,1.2481656680093735e-05
2022-06-23 00:15:00,,-3.1369030392249593e-05,-1.6445582658087156e-05,-2.6320764621752724e-06,7.4212258979548895e-06,1.2462268952463335e-05
2022-06-23 00:30:00,,-3.151202690061071e-05,-1.6628314663696467e-05,-2.8891658519865953e-06,7.329290423268455e-06,1.2438748559974708e-05
2022-06-23 00:45:00,,-3.1651268745058304e-05,-1.6807271071283235e-05,-3.146728976333871e-06,7.234292622757807e-06,1.2411457875132183e-05
2022-06-23 01:00:00,,-3.178399589121942e-05,-1.6983333121488934e-05,-3.402306193010447e-06,7.136565990978801e-06,1.2380687932445797e-05
2022-06-23 01:15:00,,-3.1922566681261815e-05,-1.7160411434946346e-05,-3.656525444949669e-06,7.036249321424918e-06,1.2346544827342961e-05
2022-06-23 01:30:00,,-3.2055680066294196e-05,-1.7330974300519984e-05,-3.904871308895837e-06,6.9344061125619e-06,1.23094357603609e-05
2022-06-23 01:45:00,,-3.217674631370574e-05,-1.7491591109891953e-05,-4.145723323800211e-06,6.8318863747389826e-06,1.2269806178992775e-05
2022-06-23 02:00:00,,-3.230087366148343e-05,-1.7650761696069938e-05,-4.384713138309525e-06,6.72844701403945e-06,1.2227706797522443e-05
2022-06-23 02:15:00,,-3.241489213318464e-05,-1.7801754637238885e-05,-4.6149791459415245e-06,6.625487187527673e-06,1.2183640089938816e-05
2022-06-23 02:30:00,,-3.252426798196764e-05,-1.7946394421268812e-05,-4.8356458449062835e-06,6.523156395805853e-06,1.2137880742781714e-05
2022-06-23 02:45:00,,-3.262358424175123e-05,-1.808190038923209e-05,-5.046223603254378e-06,6.422145245226043e-06,1.209084278123608e-05
2022-06-23 03:00:00,,-3.2720390838804685e-05,-1.8210261890498572e-05,-5.251190157325391e-06,6.322068132109673e-06,1.2042664341888663e-05
2022-06-23 03:15:00,,-3.2814751734082515e-05,-1.8331247826990708e-05,-5.447551200260396e-06,6.223955291625021e-06,1.1993733582904483e-05
2022-06-23 03:30:00,,-3.2897459004170407e-05,-1.84434005299028e-05,-5.6317498047453945e-06,6.12792689791948e-06,1.1944366535410433e-05
