data_name,average,t_stat,p_value,significant
summer_concentrations,0.032636363636363644,9.991698878434772,1.9658008167446012e-09,Yes
spring_concentrations,0.03518181818181818,8.395603814116912,7.696429960726792e-06,Yes
up_summer,0.03209090909090909,6.19164860350129,0.00010256755607556931,Yes
down_summer,0.03318181818181818,7.845562777441137,1.3961523266168992e-05,Yes
up_spring,0.0388,5.941869750767381,0.004023462606658633,Yes
down_spring,0.03216666666666667,5.6897754118936,0.00233809487864169,Yes
