Date_Time,WSE
2021-07-29 12:15:00,2737.11941389337
2021-07-29 12:30:00,2737.1207794793663
2021-07-29 12:45:00,2737.1190302130076
2021-07-29 13:00:00,2737.120193140653
2021-07-29 13:15:00,2737.116496161928
2021-07-29 13:30:00,2737.1172716474994
2021-07-29 13:45:00,2737.1161055628486
2021-07-29 14:00:00,2737.1137715792
2021-07-29 14:15:00,2737.117665495983
2021-07-29 14:30:00,2737.1178628534158
2021-07-29 14:45:00,2737.11396972337
2021-07-29 15:00:00,2737.111439707738
2021-07-29 15:15:00,2737.1112446905427
2021-07-29 15:30:00,2737.114359017113
2021-07-29 15:45:00,2737.1131897562686
2021-07-29 16:00:00,2737.110853512478
2021-07-29 16:15:00,2737.111242762465
2021-07-29 16:30:00,2737.110464768512
2021-07-29 16:45:00,2737.1077390790415
2021-07-29 17:00:00,2737.1102693810612
2021-07-29 17:15:00,2737.1091011034346
2021-07-29 17:30:00,2737.105018406694
2021-07-29 17:45:00,2737.1118202579273
2021-07-29 18:00:00,2737.1075409718696
2021-07-29 18:15:00,2737.105599330906
2021-07-29 18:30:00,2737.1032644824013
2021-07-29 18:45:00,2737.105014387047
2021-07-29 19:00:00,2737.1050136971235
2021-07-29 19:15:00,2737.1046227736415
2021-07-29 19:30:00,2737.1026749797534
2021-07-29 19:45:00,2737.105588170816
2021-07-29 20:00:00,2737.1063643265525
2021-07-29 20:15:00,2737.1050002567786
2021-07-29 20:30:00,2737.1038329497574
2021-07-29 20:45:00,2737.106362711965
2021-07-29 21:00:00,2737.105588818529
2021-07-29 21:15:00,2737.1073385150976
2021-07-29 21:30:00,2737.1051980004745
2021-07-29 21:45:00,2737.1067477431206
2021-07-29 22:00:00,2737.105190750562
2021-07-29 22:15:00,2737.103243749757
2021-07-29 22:30:00,2737.1026601618096
2021-07-29 22:45:00,2737.103243269847
2021-07-29 23:00:00,2737.1040230515628
2021-07-29 23:15:00,2737.1049994838313
2021-07-29 23:30:00,2737.1032493498155
2021-07-29 23:45:00,2737.104999105686
2021-07-30 00:00:00,2737.103248973349
2021-07-30 00:15:00,2737.1026655579594
2021-07-30 00:30:00,2737.103248802336
2021-07-30 00:45:00,2737.103248738578
2021-07-30 01:00:00,2737.1024687212002
2021-07-30 01:15:00,2737.1040219183383
2021-07-30 01:30:00,2737.1036352108836
2021-07-30 01:45:00,2737.1026585740765
2021-07-30 02:00:00,2737.102658567021
2021-07-30 02:15:00,2737.1026585587897
2021-07-30 02:30:00,2737.103241874994
2021-07-30 02:45:00,2737.1026585905397
2021-07-30 03:00:00,2737.102658597595
2021-07-30 03:15:00,2737.104991821364
2021-07-30 03:30:00,2737.106158433035
2021-07-30 03:45:00,2737.1055751231906
2021-07-30 04:00:00,2737.1053817820894
2021-07-30 04:15:00,2737.102081924512
2021-07-30 04:30:00,2737.1049983850176
2021-07-30 04:45:00,2737.1032484378356
2021-07-30 05:00:00,2737.099748604422
2021-07-30 05:15:00,2737.1049982182085
2021-07-30 05:30:00,2737.1038315520027
2021-07-30 05:45:00,2737.10674796097
2021-07-30 06:00:00,2737.1044147373045
2021-07-30 06:15:00,2737.1022748334594
2021-07-30 06:30:00,2737.102468114254
2021-07-30 06:45:00,2737.099358300452
2021-07-30 07:00:00,2737.1003282053416
2021-07-30 07:15:00,2737.0985783261153
2021-07-30 07:30:00,2737.1014947744047
2021-07-30 07:45:00,2737.102074744541
2021-07-30 08:00:00,2737.096441878642
2021-07-30 08:15:00,2737.0985851080036
2021-07-30 08:30:00,2737.095085416253
2021-07-30 08:45:00,2737.0979986376724
2021-07-30 09:00:00,2737.0979987560427
2021-07-30 09:15:00,2737.100332111554
2021-07-30 09:30:00,2737.09974899643
2021-07-30 09:45:00,2737.1009160742765
2021-07-30 10:00:00,2737.0997500700432
2021-07-30 10:15:00,2737.0962507725385
2021-07-30 10:30:00,2737.0962516791596
2021-07-30 10:45:00,2737.09838964694
2021-07-30 11:00:00,2737.0970272176833
2021-07-30 11:15:00,2737.098392170863
2021-07-30 11:30:00,2737.1009176690955
2021-07-30 11:45:00,2737.099751961123
2021-07-30 12:00:00,2737.1018940736676
2021-07-30 12:15:00,2737.102869064409
2021-07-30 12:30:00,2737.095672630342
2021-07-30 12:45:00,2737.097814194162
2021-07-30 13:00:00,2737.098011501204
2021-07-30 13:15:00,2737.0972356382517
2021-07-30 13:30:00,2737.099183620666
2021-07-30 13:45:00,2737.0985993866047
2021-07-30 14:00:00,2737.100934468308
2021-07-30 14:15:00,2737.100350978974
2021-07-30 14:30:00,2737.098599828225
2021-07-30 14:45:00,2737.099767696225
2021-07-30 15:00:00,2737.0974323036507
2021-07-30 15:15:00,2737.0980155097823
2021-07-30 15:30:00,2737.0980157359263
2021-07-30 15:45:00,2737.1009340090045
2021-07-30 16:00:00,2737.0985989992337
2021-07-30 16:15:00,2737.0943195755526
2021-07-30 16:30:00,2737.0952899371587
2021-07-30 16:45:00,2737.093932047037
2021-07-30 17:00:00,2737.0950984703513
2021-07-30 17:15:00,2737.0937337322894
2021-07-30 17:30:00,2737.094119892906
2021-07-30 17:45:00,2737.0954830637206
2021-07-30 18:00:00,2737.093338429626
2021-07-30 18:15:00,2737.0962553226123
2021-07-30 18:30:00,2737.097421659984
2021-07-30 18:45:00,2737.0941170071674
2021-07-30 19:00:00,2737.095283443432
2021-07-30 19:15:00,2737.0954764597855
2021-07-30 19:30:00,2737.093922560123
2021-07-30 19:45:00,2737.0956725280425
2021-07-30 20:00:00,2737.0956722311835
2021-07-30 20:15:00,2737.0927583236476
