Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,Temp C,Vertical Position m,Battery V,Cable Pwr V
7/12/2023,8:15:00,38.6,-1.05,20.48,6.88,55,74.2,90.1,8.36,-1.489,0.02,54,35,4.25,0,1.192,10.069,-1.037,5.16,0
7/12/2023,8:30:00,38.6,-1.049,20.42,6.87,54.8,74.1,90,8.33,-1.488,0.02,53.9,35,4.17,0,1.196,10.185,-1.036,5.15,0
7/12/2023,8:45:00,38.7,-1.048,20.35,6.84,54.7,74.2,90,8.32,-1.486,0.02,53.8,35,4.1,0,1.192,10.298,-1.034,5.16,0
7/12/2023,9:00:00,38.8,-1.047,20.29,6.82,54.7,74.2,90.1,8.29,-1.485,0.02,53.7,35,4.06,0,1.195,10.457,-1.034,5.15,0
7/12/2023,9:15:00,38.9,-1.046,20.2,6.79,54.6,74.2,90.1,8.26,-1.484,0.02,53.6,35,4.04,0,1.194,10.635,-1.033,5.16,0
7/12/2023,9:30:00,39.1,-1.045,20.06,6.74,54.4,74.4,90.3,8.22,-1.482,0.02,53.5,35,4.03,0,1.196,10.894,-1.031,5.15,0
7/12/2023,9:45:00,39.3,-1.044,19.93,6.7,54.2,74.5,90.4,8.17,-1.481,0.02,53.3,35,4.04,0,1.194,11.227,-1.031,5.17,0
7/12/2023,10:00:00,39.5,-1.045,19.86,6.68,54.1,74.4,90.3,8.1,-1.481,0.02,53.2,35,4.08,0,1.19,11.525,-1.031,5.16,0
7/12/2023,10:15:00,39.7,-1.045,19.76,6.64,54.1,74.3,90.2,8.05,-1.482,0.02,53.1,35,4.14,0,1.201,11.768,-1.032,5.18,0
7/12/2023,10:30:00,40,-1.046,19.71,6.63,54,74.5,90.4,8,-1.483,0.02,53.1,35,4.21,0,1.189,12.122,-1.032,5.16,0
7/12/2023,10:45:00,40.3,-1.045,19.66,6.61,54,74.3,90.2,7.94,-1.482,0.02,53.1,35,4.18,0,1.191,12.371,-1.032,5.18,0
7/12/2023,11:00:00,40.5,-1.044,19.62,6.6,54.1,74.4,90.3,7.93,-1.481,0.02,53.2,35,4.18,0,1.194,12.517,-1.031,5.16,0
7/12/2023,11:15:00,41.1,-1.046,19.35,6.5,54.1,74.5,90.4,7.83,-1.482,0.02,53.2,35,4.19,0,1.195,13.125,-1.032,5.17,0
7/12/2023,11:30:00,41.6,-1.046,19.17,6.44,54.1,74.6,90.5,7.76,-1.483,0.02,53.2,35,4.29,0,1.2,13.549,-1.033,5.17,0
7/12/2023,11:45:00,41.5,-1.047,19.41,6.52,54.2,74.1,90,7.75,-1.484,0.02,53.4,35,4.17,0,1.19,13.362,-1.034,5.17,0
7/12/2023,12:00:00,41.3,-1.047,19.63,6.6,54.3,74.1,89.9,7.79,-1.484,0.02,53.5,35,4.14,0,1.202,13.086,-1.033,5.17,0
7/12/2023,12:15:00,41.2,-1.048,19.69,6.62,54.4,74.4,90.3,7.84,-1.486,0.02,53.5,35,4.1,0,1.189,12.987,-1.035,5.18,0
7/12/2023,12:30:00,41.6,-1.048,19.57,6.58,54.3,74.2,90.1,7.76,-1.486,0.02,53.5,35,4.15,0,1.192,13.344,-1.035,5.17,0
7/12/2023,12:45:00,41.4,-1.049,19.73,6.63,54.4,74.1,90,7.79,-1.487,0.02,53.5,35,4.12,0,1.192,13.114,-1.036,5.18,0
7/12/2023,13:00:00,41.7,-1.051,19.54,6.57,54.3,74.3,90.2,7.74,-1.49,0.02,53.4,35,4.17,0,1.19,13.509,-1.038,5.17,0
7/12/2023,13:15:00,41.7,-1.052,19.58,6.58,54.3,74.2,90.1,7.73,-1.491,0.02,53.4,35,4.17,0,1.201,13.538,-1.039,5.19,0
7/12/2023,13:30:00,42.1,-1.054,19.46,6.54,54.2,74.3,90.2,7.66,-1.494,0.02,53.3,35,4.24,0,1.194,13.999,-1.041,5.18,0
7/12/2023,13:45:00,42,-1.055,19.59,6.58,54.2,74.2,90,7.66,-1.496,0.02,53.4,35,4.2,0,1.196,13.884,-1.042,5.19,0
7/12/2023,14:00:00,42.5,-1.057,19.69,6.62,54.3,74.2,90,7.61,-1.498,0.02,53.5,35,4.31,0,1.196,14.214,-1.043,5.18,0
7/12/2023,14:15:00,42.5,-1.058,20.05,6.74,54.5,74.3,90.2,7.63,-1.5,0.02,53.7,35,4.29,0,1.191,14.132,-1.045,5.19,0
7/12/2023,14:30:00,43,-1.059,20.74,6.97,55,74.1,90,7.59,-1.501,0.02,54.1,35,4.34,0,1.193,14.284,-1.045,5.19,0
7/12/2023,14:45:00,42.7,-1.059,20.32,6.83,54.7,74.2,90,7.61,-1.501,0.02,53.9,35,4.32,0,1.192,14.17,-1.046,5.2,0
7/12/2023,15:00:00,42.8,-1.06,20.31,6.83,54.7,74,89.8,7.58,-1.502,0.02,53.9,35,4.33,0,1.191,14.247,-1.046,5.19,0
7/12/2023,15:15:00,42.8,-1.061,20.49,6.89,54.9,74.2,90.1,7.63,-1.504,0.02,54,35,4.27,0,1.193,14.119,-1.048,5.2,0
7/12/2023,15:30:00,42.8,-1.062,20.22,6.8,54.8,74.1,89.9,7.6,-1.505,0.02,53.9,35,4.36,0,1.196,14.198,-1.048,5.19,0
7/12/2023,15:45:00,42.6,-1.063,20.21,6.79,54.8,74,89.8,7.61,-1.508,0.02,53.9,35,4.35,0,1.195,14.069,-1.05,5.19,0
7/12/2023,16:00:00,42.5,-1.065,20.3,6.82,54.9,73.9,89.7,7.64,-1.51,0.02,54,35,4.48,0,1.196,13.863,-1.052,5.19,0
7/12/2023,16:15:00,42.4,-1.066,20.38,6.85,54.9,74,89.8,7.67,-1.512,0.02,54,35,4.39,0,1.192,13.734,-1.053,5.19,0
7/12/2023,16:30:00,42.5,-1.068,20.34,6.84,54.9,74.1,90,7.67,-1.514,0.02,54,35,4.37,0,1.196,13.78,-1.054,5.18,0
7/12/2023,16:45:00,42.6,-1.068,20.25,6.81,54.9,74.1,89.9,7.64,-1.514,0.02,54,35,4.44,0,1.194,13.968,-1.055,5.19,0
7/12/2023,17:00:00,42.7,-1.07,20.24,6.81,54.9,74,89.8,7.62,-1.516,0.02,54,35,4.41,0,1.196,14.009,-1.056,5.18,0
7/12/2023,17:15:00,42.7,-1.07,20.35,6.84,55,73.9,89.7,7.63,-1.517,0.02,54.1,35,4.38,0,1.195,13.935,-1.057,5.19,0
7/12/2023,17:30:00,42.6,-1.072,20.42,6.87,55,74,89.8,7.66,-1.519,0.02,54.1,35,4.38,0,1.196,13.821,-1.058,5.17,0
7/12/2023,17:45:00,42.5,-1.073,20.46,6.88,55.1,74,89.8,7.67,-1.521,0.02,54.2,35,4.4,0,1.193,13.742,-1.059,5.19,0
7/12/2023,18:00:00,42.5,-1.072,20.48,6.89,55.2,74,89.8,7.69,-1.52,0.02,54.3,35,4.67,0,1.19,13.606,-1.059,5.16,0
7/12/2023,18:15:00,42.4,-1.072,20.59,6.92,55.3,74,89.8,7.72,-1.52,0.02,54.4,35,4.43,0,1.192,13.447,-1.059,5.18,0
7/12/2023,18:30:00,42.3,-1.072,20.68,6.95,55.4,73.9,89.7,7.74,-1.52,0.02,54.5,35,4.35,0,1.196,13.281,-1.059,5.16,0
7/12/2023,18:45:00,42.1,-1.072,20.73,6.97,55.4,73.9,89.7,7.77,-1.519,0.02,54.5,35,4.33,0,1.194,13.105,-1.058,5.17,0
7/12/2023,19:00:00,42.3,-1.071,20.93,7.04,55.9,73.9,89.7,7.8,-1.519,0.02,55,36,4.37,0,1.196,12.912,-1.058,5.16,0
7/12/2023,19:15:00,42.3,-1.07,20.96,7.05,56.2,73.8,89.6,7.83,-1.518,0.03,55.2,36,4.37,0,1.193,12.731,-1.057,5.17,0
7/12/2023,19:30:00,42.2,-1.07,21.36,7.18,56.3,73.8,89.6,7.85,-1.517,0.03,55.4,36,4.35,0,1.196,12.583,-1.057,5.16,0
7/12/2023,19:45:00,42,-1.069,21.05,7.08,56.3,73.8,89.6,7.88,-1.516,0.03,55.3,36,4.33,0,1.192,12.447,-1.056,5.16,0
7/12/2023,20:00:00,41.8,-1.069,20.92,7.03,56.1,73.9,89.7,7.9,-1.516,0.03,55.1,36,4.28,0,1.196,12.316,-1.056,5.15,0
7/12/2023,20:15:00,41.6,-1.068,20.9,7.03,56.1,73.8,89.6,7.92,-1.515,0.03,55.1,36,4.23,0,1.196,12.185,-1.055,5.16,0
7/12/2023,20:30:00,41.5,-1.067,20.91,7.03,56.2,73.8,89.6,7.94,-1.513,0.03,55.2,36,4.29,0,1.19,12.047,-1.054,5.13,0
7/12/2023,20:45:00,41.5,-1.067,21.09,7.09,56.3,73.8,89.5,7.96,-1.513,0.03,55.3,36,4.46,0,1.202,11.924,-1.054,5.15,0
7/12/2023,21:00:00,41.8,-1.067,21.37,7.18,56.8,73.8,89.5,7.98,-1.512,0.03,55.8,36,4.89,0,1.194,11.814,-1.053,5.13,0
7/12/2023,21:15:00,41.4,-1.066,21.06,7.08,56.5,73.8,89.5,8,-1.512,0.03,55.5,36,4.79,0,1.202,11.71,-1.053,5.14,0
7/12/2023,21:30:00,41.2,-1.064,20.97,7.05,56.3,73.8,89.5,8.02,-1.509,0.03,55.4,36,4.79,0,1.195,11.628,-1.051,5.11,0
7/12/2023,21:45:00,41.1,-1.062,20.96,7.05,56.3,73.8,89.6,8.03,-1.506,0.03,55.3,36,4.81,0,1.199,11.557,-1.049,5.13,0
7/12/2023,22:00:00,41.1,-1.061,20.96,7.05,56.3,73.9,89.6,8.05,-1.505,0.03,55.3,36,4.79,0,1.19,11.498,-1.048,5.11,0
7/12/2023,22:15:00,41,-1.061,20.92,7.03,56.3,73.9,89.7,8.07,-1.504,0.03,55.3,36,4.75,0,1.192,11.432,-1.048,5.11,0
7/12/2023,22:30:00,41,-1.059,20.9,7.03,56.4,73.9,89.7,8.08,-1.502,0.03,55.4,36,4.8,0,1.195,11.368,-1.046,5.11,0
7/12/2023,22:45:00,40.9,-1.058,20.88,7.02,56.4,74,89.8,8.1,-1.5,0.03,55.4,36,4.83,0,1.194,11.304,-1.044,5.11,0
7/12/2023,23:00:00,40.8,-1.057,20.81,7,56.4,74,89.9,8.12,-1.499,0.03,55.4,36,5.05,0,1.194,11.22,-1.044,5.09,0
7/12/2023,23:15:00,40.8,-1.056,20.8,6.99,56.4,74,89.9,8.13,-1.498,0.03,55.5,36,4.75,0,1.204,11.159,-1.043,5.1,0
7/12/2023,23:30:00,40.8,-1.056,20.76,6.98,56.5,74,89.9,8.15,-1.498,0.03,55.5,36,4.71,0,1.191,11.073,-1.043,5.08,0
7/12/2023,23:45:00,40.7,-1.057,20.76,6.98,56.5,74.1,89.9,8.17,-1.499,0.03,55.5,36,4.68,0,1.202,10.999,-1.043,5.09,0
7/13/2023,0:00:00,40.6,-1.058,20.7,6.96,56.5,74.1,89.9,8.18,-1.5,0.03,55.5,36,4.71,0,1.19,10.948,-1.044,5.07,0
7/13/2023,0:15:00,40.6,-1.056,20.65,6.94,56.5,74.1,90,8.19,-1.497,0.03,55.5,36,4.66,0,1.2,10.902,-1.042,5.08,0
7/13/2023,0:30:00,40.4,-1.056,20.62,6.93,56.4,74.2,90,8.2,-1.498,0.03,55.4,36,4.66,0,1.191,10.868,-1.043,5.07,0
7/13/2023,0:45:00,40.3,-1.056,20.62,6.93,56.3,74.2,90,8.21,-1.498,0.03,55.3,36,4.63,0,1.194,10.823,-1.043,5.07,0
7/13/2023,1:00:00,40.2,-1.058,20.58,6.92,56.2,74.1,90,8.22,-1.501,0.03,55.2,36,4.62,0,1.196,10.778,-1.045,5.07,0
7/13/2023,1:15:00,40.2,-1.059,20.54,6.91,56.2,74.2,90,8.23,-1.502,0.03,55.2,36,4.57,0,1.194,10.717,-1.046,5.06,0
7/13/2023,1:30:00,40.1,-1.06,20.52,6.9,56.2,74.1,90,8.24,-1.504,0.03,55.3,36,4.56,0,1.191,10.647,-1.047,5.06,0
7/13/2023,1:45:00,40,-1.061,20.51,6.89,56.2,74.1,90,8.25,-1.505,0.03,55.2,36,4.54,0,1.187,10.578,-1.048,5.05,0
7/13/2023,2:00:00,39.9,-1.062,20.5,6.89,56.2,74.1,89.9,8.26,-1.506,0.03,55.2,36,4.5,0,1.194,10.515,-1.049,5.04,0
7/13/2023,2:15:00,39.8,-1.062,20.47,6.88,56.1,74.1,89.9,8.27,-1.506,0.03,55.1,36,4.49,0,1.194,10.441,-1.049,5.05,0
7/13/2023,2:30:00,39.7,-1.062,20.46,6.88,56,74.1,89.9,8.29,-1.506,0.03,55,36,4.45,0,1.196,10.366,-1.048,5.03,0
7/13/2023,2:45:00,39.5,-1.063,20.48,6.88,56,74.1,90,8.31,-1.507,0.03,55,36,4.43,0,1.191,10.291,-1.049,5.04,0
7/13/2023,3:00:00,39.4,-1.063,20.46,6.88,55.9,74.2,90,8.33,-1.507,0.02,54.9,36,4.36,0,1.194,10.225,-1.049,5.03,0
7/13/2023,3:15:00,39.3,-1.063,20.44,6.87,55.9,74.2,90,8.34,-1.508,0.02,54.9,36,4.32,0,1.196,10.167,-1.05,5.03,0
7/13/2023,3:30:00,39.3,-1.064,20.4,6.86,55.8,74.1,90,8.35,-1.509,0.02,54.8,36,4.31,0,1.195,10.118,-1.051,5.02,0
7/13/2023,3:45:00,39.2,-1.065,20.4,6.86,55.7,74.2,90.1,8.36,-1.51,0.02,54.8,36,4.28,0,1.192,10.08,-1.052,5.02,0
7/13/2023,4:00:00,39.1,-1.064,20.38,6.85,55.7,74.2,90.1,8.37,-1.509,0.02,54.7,36,4.29,0,1.196,10.05,-1.051,5.02,0
7/13/2023,4:15:00,39,-1.063,20.37,6.85,55.6,74.2,90,8.37,-1.507,0.02,54.7,36,4.22,0,1.193,10.007,-1.05,5.02,0
7/13/2023,4:30:00,39,-1.063,20.35,6.84,55.6,74.3,90.1,8.39,-1.507,0.02,54.7,36,4.2,0,1.196,9.972,-1.049,5,0
7/13/2023,4:45:00,38.9,-1.063,20.34,6.84,55.6,74.3,90.1,8.4,-1.508,0.02,54.7,36,4.18,0,1.197,9.938,-1.05,5.01,0
7/13/2023,5:00:00,38.9,-1.063,20.31,6.83,55.6,74.3,90.1,8.4,-1.508,0.02,54.7,36,4.21,0,1.195,9.903,-1.05,5,0
7/13/2023,5:15:00,38.9,-1.063,20.29,6.82,55.7,74.3,90.1,8.41,-1.507,0.02,54.7,36,4.15,0,1.194,9.861,-1.05,5,0
7/13/2023,5:30:00,38.8,-1.063,20.26,6.81,55.7,74.2,90.1,8.41,-1.507,0.02,54.7,36,4.16,0,1.196,9.819,-1.05,4.99,0
7/13/2023,5:45:00,38.8,-1.062,20.25,6.81,55.6,74.3,90.1,8.43,-1.507,0.02,54.7,36,4.18,0,1.193,9.765,-1.049,4.99,0
7/13/2023,6:00:00,38.7,-1.062,20.25,6.81,55.6,74.3,90.2,8.44,-1.507,0.02,54.6,36,4.22,0,1.196,9.732,-1.049,4.99,0
7/13/2023,6:15:00,38.7,-1.062,20.24,6.81,55.6,74.4,90.3,8.45,-1.506,0.02,54.6,35,4.22,0,1.196,9.706,-1.049,4.99,0
7/13/2023,6:30:00,38.6,-1.062,20.24,6.8,55.5,74.4,90.3,8.46,-1.506,0.02,54.5,35,4.19,0,1.191,9.706,-1.049,4.98,0
7/13/2023,6:45:00,38.6,-1.061,20.28,6.82,55.4,74.5,90.4,8.46,-1.505,0.02,54.5,35,4.19,0,1.202,9.716,-1.048,4.98,0
7/13/2023,7:00:00,39,-1.061,22.81,7.67,56,74.4,90.3,8.45,-1.505,0.03,55,36,9.66,0,1.19,9.754,-1.048,4.97,0
7/13/2023,7:05:00,39.1,-1.051,23.82,8.01,56.1,74.4,90.3,8.44,-1.49,0.03,55.1,36,7.52,0,1.19,9.772,-1.048,4.96,0
7/13/2023,7:10:00,39,-1.049,22.18,7.46,55.9,74.4,90.3,8.44,-1.487,0.02,54.9,36,6.45,0,1.19,9.785,-1.048,4.95,0
7/13/2023,7:15:00,39.1,-1.049,21.33,7.17,56,74.4,90.3,8.44,-1.487,0.03,55.1,36,7.9,0,1.19,9.801,-1.048,4.93,0
7/13/2023,7:20:00,38.9,-1.048,20.74,6.97,55.7,74.5,90.4,8.45,-1.487,0.02,54.8,36,7.44,0,1.19,9.815,-1.048,4.91,0
7/13/2023,7:25:00,38.9,-1.048,20.93,7.04,55.7,74.5,90.5,8.45,-1.486,0.02,54.8,36,6.64,0,1.19,9.835,-1.047,4.92,0
7/13/2023,7:30:00,38.7,-1.047,20.53,6.9,55.5,74.6,90.5,8.45,-1.485,0.02,54.5,35,6.02,0,1.19,9.854,-1.047,4.91,0
7/13/2023,7:45:00,38.6,-1.057,20.43,6.87,55.2,74.7,90.6,8.44,-1.499,0.02,54.3,35,5.28,0,1.185,9.921,-1.045,4.93,0
7/13/2023,8:00:00,39,-1.058,20.92,7.03,55.7,74.6,90.5,8.42,-1.5,0.02,54.7,36,6.6,0,1.193,9.978,-1.045,4.96,0
7/13/2023,8:15:00,39.5,-1.057,21.3,7.16,56.2,74.5,90.4,8.4,-1.5,0.03,55.2,36,8.79,0,1.19,10.064,-1.044,4.94,0
7/13/2023,8:20:00,39.8,-1.047,21.45,7.21,56.6,74.5,90.4,8.38,-1.484,0.03,55.6,36,9.32,0,1.19,10.118,-1.045,4.93,0
7/13/2023,8:25:00,39.9,-1.045,21.21,7.13,56.7,74.5,90.5,8.38,-1.482,0.03,55.7,36,9.14,0,1.19,10.168,-1.044,4.93,0
7/13/2023,8:30:00,39.5,-1.045,20.61,6.93,56,74.6,90.5,8.37,-1.482,0.03,55,36,7.99,0,1.19,10.223,-1.044,4.91,0
7/13/2023,8:35:00,39.2,-1.045,20.35,6.84,55.6,74.6,90.5,8.37,-1.481,0.02,54.6,36,7.08,0,1.19,10.256,-1.044,4.91,0
7/13/2023,8:40:00,39.1,-1.045,20.32,6.83,55.4,74.6,90.6,8.37,-1.482,0.02,54.4,35,6.48,0,1.19,10.29,-1.044,4.89,0
7/13/2023,8:45:00,39.1,-1.044,20.33,6.83,55.3,74.7,90.7,8.37,-1.481,0.02,54.4,35,6.11,0,1.19,10.321,-1.044,4.88,0
7/13/2023,9:00:00,39.5,-1.055,20.55,6.91,55.7,74.8,90.7,8.36,-1.496,0.02,54.7,36,5.7,0,1.205,10.417,-1.043,4.92,0
7/13/2023,9:15:00,39.5,-1.055,20.39,6.86,55.5,74.8,90.8,8.34,-1.497,0.02,54.6,35,5.28,0,1.188,10.52,-1.042,4.94,0
7/13/2023,9:30:00,39.3,-1.055,20.24,6.81,55.2,74.8,90.7,8.32,-1.496,0.02,54.2,35,4.99,0,1.202,10.591,-1.041,4.95,0
7/13/2023,9:45:00,39.2,-1.054,20.14,6.77,54.9,74.8,90.7,8.31,-1.495,0.02,54,35,4.84,0,1.192,10.656,-1.041,4.96,0
7/13/2023,10:00:00,39.1,-1.053,20.1,6.76,54.7,74.8,90.7,8.29,-1.494,0.02,53.8,35,4.65,0,1.196,10.738,-1.04,4.96,0
7/13/2023,10:15:00,39.1,-1.053,20.06,6.74,54.7,74.7,90.7,8.28,-1.493,0.02,53.7,35,4.86,0,1.194,10.794,-1.04,4.97,0
7/13/2023,10:30:00,39.3,-1.053,19.98,6.72,54.6,74.9,90.9,8.26,-1.493,0.02,53.6,35,4.7,0,1.196,10.978,-1.04,4.96,0
7/13/2023,10:45:00,39.4,-1.053,19.89,6.69,54.5,74.9,90.9,8.23,-1.493,0.02,53.6,35,4.52,0,1.193,11.157,-1.04,4.99,0
7/13/2023,11:00:00,40,-1.052,19.56,6.58,54.4,74.9,90.9,8.11,-1.492,0.02,53.5,35,4.55,0,1.196,11.745,-1.039,4.97,0
7/13/2023,11:15:00,39.9,-1.052,19.63,6.6,54.5,74.7,90.7,8.11,-1.491,0.02,53.6,35,4.46,0,1.193,11.685,-1.038,4.99,0
7/13/2023,11:30:00,40.5,-1.053,19.47,6.55,54.5,75,91,8.04,-1.493,0.02,53.6,35,4.47,0,1.196,12.23,-1.039,4.98,0
7/13/2023,11:45:00,41.1,-1.054,19.13,6.43,54.4,75,91,7.92,-1.495,0.02,53.5,35,4.48,0,1.191,12.845,-1.041,5,0
7/13/2023,12:00:00,41.5,-1.055,19.05,6.4,54.4,74.7,90.6,7.82,-1.495,0.02,53.5,35,4.56,0,1.196,13.258,-1.041,5,0
7/13/2023,12:15:00,41.4,-1.055,19.18,6.45,54.4,74.6,90.6,7.84,-1.496,0.02,53.5,35,4.58,0,1.194,13.132,-1.042,5.01,0
7/13/2023,12:30:00,41.4,-1.056,19.29,6.48,54.4,74.5,90.5,7.82,-1.497,0.02,53.5,35,4.6,0,1.196,13.179,-1.043,5.01,0
7/13/2023,12:45:00,42.1,-1.058,18.99,6.38,54.3,74.9,90.9,7.74,-1.499,0.02,53.5,35,4.66,0,1.191,13.844,-1.044,5.03,0
7/13/2023,13:00:00,42.5,-1.059,18.9,6.35,54.4,74.9,90.8,7.68,-1.501,0.02,53.6,35,4.63,0,1.193,14.231,-1.046,5.02,0
7/13/2023,13:15:00,43,-1.06,18.82,6.33,54.5,74.9,90.9,7.61,-1.502,0.02,53.6,35,4.64,0,1.193,14.63,-1.047,5.04,0
7/13/2023,13:30:00,43.5,-1.06,18.73,6.3,54.5,74.8,90.7,7.53,-1.503,0.02,53.7,35,4.62,0,1.196,15.073,-1.047,5.05,0
7/13/2023,13:45:00,44,-1.061,18.71,6.29,54.6,74.7,90.7,7.47,-1.504,0.02,53.8,35,4.66,0,1.201,15.436,-1.048,5.06,0
7/13/2023,14:00:00,43.9,-1.061,18.95,6.37,54.7,74.4,90.3,7.45,-1.503,0.02,53.9,35,4.66,0,1.187,15.31,-1.047,5.06,0
7/13/2023,14:15:00,44.1,-1.063,18.95,6.37,54.7,74.5,90.5,7.43,-1.507,0.02,53.9,35,4.64,0,1.201,15.55,-1.05,5.07,0
7/13/2023,14:30:00,44,-1.064,19.19,6.45,54.8,74.3,90.1,7.45,-1.508,0.02,54,35,4.6,0,1.192,15.238,-1.051,5.07,0
7/13/2023,14:45:00,43.7,-1.066,19.45,6.54,54.9,74.4,90.3,7.51,-1.511,0.02,54.1,35,4.59,0,1.187,14.941,-1.052,5.08,0
7/13/2023,15:00:00,43.9,-1.067,19.36,6.51,55,74.6,90.5,7.5,-1.512,0.02,54.2,35,4.59,0,1.192,15.105,-1.054,5.08,0
7/13/2023,15:15:00,44.8,-1.067,21.99,7.4,56.1,74.3,90.2,7.48,-1.513,0.02,55.2,36,4.61,0,1.19,15.087,-1.054,5.09,0
7/13/2023,15:30:00,44,-1.068,20.47,6.88,55.6,74.3,90.2,7.54,-1.514,0.02,54.7,36,4.57,0,1.198,14.695,-1.055,5.08,0
7/13/2023,15:45:00,43.8,-1.07,19.94,6.7,55.3,74.5,90.4,7.55,-1.517,0.02,54.5,35,4.66,0,1.187,14.741,-1.057,5.09,0
7/13/2023,16:00:00,43.8,-1.071,19.78,6.65,55.2,74.4,90.3,7.53,-1.518,0.02,54.4,35,4.67,0,1.188,14.841,-1.058,5.09,0
7/13/2023,16:15:00,43.8,-1.071,19.7,6.62,55.2,74.3,90.2,7.52,-1.518,0.02,54.4,35,4.66,0,1.197,14.841,-1.058,5.09,0
7/13/2023,16:30:00,43.8,-1.071,19.71,6.63,55.3,74.3,90.2,7.54,-1.519,0.02,54.5,35,4.76,0,1.197,14.754,-1.058,5.09,0
7/13/2023,16:45:00,43.8,-1.073,19.78,6.65,55.4,74.3,90.2,7.55,-1.521,0.02,54.5,35,4.61,0,1.193,14.661,-1.06,5.09,0
7/13/2023,17:00:00,43.6,-1.074,19.93,6.7,55.5,74.2,90,7.58,-1.522,0.02,54.6,36,4.58,0,1.194,14.411,-1.06,5.09,0
7/13/2023,17:15:00,43.6,-1.075,19.63,6.6,55.7,74.2,90,7.59,-1.524,0.02,54.8,36,7.49,0,1.198,14.295,-1.062,5.1,0
7/13/2023,17:20:00,43.6,-1.066,19.78,6.65,55.8,74.1,89.9,7.6,-1.511,0.02,54.9,36,7.09,0,1.198,14.24,-1.064,5.07,0
7/13/2023,17:25:00,43.8,-1.064,20.58,6.92,56.1,74,89.9,7.6,-1.508,0.03,55.3,36,7.41,0,1.198,14.161,-1.064,5.07,0
7/13/2023,17:30:00,44.4,-1.065,21.33,7.17,57,74,89.8,7.61,-1.509,0.03,56.1,36,10.92,0,1.198,14.085,-1.064,5.06,0
7/13/2023,17:35:00,44.2,-1.065,21.1,7.09,56.9,74.1,89.9,7.63,-1.51,0.03,56,36,11.01,0,1.198,14.015,-1.065,5.05,0
7/13/2023,17:40:00,43.9,-1.066,20.67,6.95,56.5,74.1,90,7.65,-1.511,0.03,55.6,36,8.51,0,1.198,13.953,-1.065,5.04,0
7/13/2023,17:45:00,43.6,-1.066,20.37,6.85,56.2,74.2,90,7.66,-1.512,0.03,55.3,36,7.51,0,1.198,13.89,-1.066,5.03,0
7/13/2023,17:50:00,43.5,-1.067,20.34,6.84,56.2,74.1,89.9,7.67,-1.513,0.03,55.3,36,7.4,0,1.198,13.821,-1.067,5.03,0
7/13/2023,17:55:00,43.5,-1.067,20.56,6.91,56.3,74,89.8,7.67,-1.513,0.03,55.4,36,7.47,0,1.198,13.745,-1.067,5.02,0
7/13/2023,18:00:00,44.3,-1.068,22.07,7.42,57.5,73.9,89.6,7.67,-1.514,0.03,56.6,37,8.37,0,1.198,13.661,-1.068,5.01,0
7/13/2023,18:05:00,45,-1.068,23.3,7.83,58.5,73.8,89.6,7.68,-1.514,0.03,57.6,37,6.78,0,1.198,13.559,-1.068,5.01,0
7/13/2023,18:10:00,44.6,-1.069,22.28,7.49,58.1,73.9,89.7,7.7,-1.515,0.03,57.1,37,6.14,0,1.198,13.486,-1.069,5,0
7/13/2023,18:15:00,43.9,-1.069,21.28,7.15,57.3,74,89.8,7.73,-1.516,0.03,56.4,37,5.85,0,1.198,13.415,-1.069,4.99,0
7/13/2023,18:30:00,43.1,-1.08,20.72,6.97,56.6,74,89.8,7.77,-1.531,0.03,55.7,36,5.47,0,1.187,13.196,-1.068,5.03,0
7/13/2023,18:45:00,43.2,-1.081,21.14,7.11,57.1,74,89.8,7.8,-1.533,0.03,56.2,37,6.41,0,1.192,12.947,-1.068,5.03,0
7/13/2023,19:00:00,43.5,-1.081,22.39,7.53,57.8,73.9,89.7,7.84,-1.533,0.03,56.9,37,5.82,0,1.185,12.679,-1.068,5.04,0
7/13/2023,19:15:00,43.1,-1.081,21.93,7.37,57.7,74,89.9,7.89,-1.533,0.03,56.7,37,5.3,0,1.198,12.47,-1.068,5.03,0
7/13/2023,19:30:00,42.8,-1.081,21.38,7.19,57.5,74.1,90,7.94,-1.532,0.03,56.5,37,5.16,0,1.185,12.298,-1.067,5.03,0
7/13/2023,19:45:00,42.5,-1.08,21.16,7.11,57.2,74.1,90,7.96,-1.532,0.03,56.3,37,5.04,0,1.19,12.151,-1.067,5.02,0
7/13/2023,20:00:00,42.1,-1.08,21.03,7.07,57,74.1,90,7.99,-1.531,0.03,56.1,36,4.96,0,1.195,12.01,-1.067,5.02,0
7/13/2023,20:15:00,41.9,-1.079,20.97,7.05,56.9,74.1,90,8.01,-1.531,0.03,56,36,4.91,0,1.196,11.873,-1.066,5.01,0
7/13/2023,20:30:00,41.9,-1.079,21.58,7.26,57.1,74.1,89.9,8.03,-1.529,0.03,56.1,36,4.87,0,1.202,11.742,-1.065,5.02,0
7/13/2023,20:45:00,41.8,-1.077,21.18,7.12,57.1,74,89.9,8.05,-1.527,0.03,56.1,36,4.95,0,1.192,11.617,-1.064,5,0
