sample,sediment (mg),SSC (mg/L)_x,D50,datetime,depth,volconc (uL/L),0.37,0.44,0.52,0.61,0.72,0.85,1.01,1.19,1.4,1.65,1.95,2.3,2.72,3.2,3.78,4.46,5.27,6.21,7.33,8.65,10.21,12.05,14.22,16.78,19.81,23.37,27.58,32.55,38.41,45.32,53.48,63.11,74.48,87.89,103.72,122.39,144.43,170.44,201.13,237.35,280.09,330.52,390.04,460.27,SSC (mg/L)_y,Q,P3,Clay,Silt,Fine_Sand,Coarse_Sand
D1,0.0044,23.158,74.67,4/17/2023 16:30,,106.21,0.000244798,0.000263629,0.000282459,0.000310705,0.000357782,0.000404858,0.000489596,0.000706148,0.001082761,0.001393466,0.001751248,0.002212598,0.002636287,0.003116467,0.003624894,0.004312212,0.005103098,0.00592223,0.006788438,0.007890029,0.009349402,0.011251295,0.014508992,0.019414368,0.025976838,0.032972413,0.039064118,0.044619151,0.051464081,0.058817437,0.067931457,0.074211468,0.078184728,0.080962245,0.072874494,0.064711421,0.051624141,0.042124094,0.032068543,0.024112607,0.0182657,0.014198286,0.011467847,0.010950005,2.105585833,0.097309868,0.267351795,0.168762767,2.827757333,18.3325627,1.575773142
D2,0.003,15,45.328,4/17/2023 20:30,,51.23,0.000195198,0.000214718,0.000253758,0.000312317,0.000409916,0.000527035,0.000702713,0.00109311,0.001971501,0.002927972,0.004040601,0.005602186,0.006910014,0.008374,0.009701347,0.011399571,0.013078274,0.014386102,0.015420652,0.016884638,0.018875659,0.021432754,0.026234628,0.033671677,0.043529182,0.053230529,0.059906305,0.063048995,0.065567051,0.067967988,0.070544603,0.067850869,0.063302752,0.05727113,0.044680851,0.0353699,0.025102479,0.019500293,0.014444661,0.010716377,0.008061683,0.006090182,0.004743314,0.004567636,17.30659333,0.106115186,0.271229538,0.189732585,3.68251026,10.61682609,0.44417334
D3,0.0017,8.947,68.435,4/18/2023 0:30,,59.16,0.00015213,0.000185936,0.000219743,0.000270453,0.000321163,0.000388776,0.000456389,0.000625423,0.000963489,0.001233942,0.001538201,0.001994591,0.002366464,0.002873563,0.003296146,0.003955375,0.004716024,0.005527383,0.006389452,0.007555781,0.009093982,0.011088573,0.014790399,0.020977011,0.029783638,0.03902975,0.045655849,0.051081812,0.057860041,0.064114266,0.072785666,0.076369168,0.07745098,0.078566599,0.067866802,0.058941853,0.045875592,0.037322515,0.028600406,0.021348884,0.016041244,0.012068966,0.009465855,0.008958756,12.11344667,0.099592425,0.275107282,0.056863956,1.113081794,7.171211062,0.527201519
D4,0.0019,9.5,66.54,4/18/2023 4:30,,48.47,0.000185682,0.000206313,0.000226945,0.000288838,0.000371364,0.000433258,0.000515783,0.000742727,0.001196616,0.001650505,0.002248814,0.003218486,0.004085001,0.005219724,0.006148133,0.007324118,0.008335053,0.008871467,0.009098411,0.00969672,0.010707654,0.012316897,0.015886115,0.021972354,0.030575614,0.03911698,0.044563648,0.048421704,0.05382711,0.060037136,0.069135548,0.071487518,0.073034867,0.074375903,0.06354446,0.056137817,0.043593976,0.037136373,0.029812255,0.022942026,0.017907984,0.013719827,0.010521972,0.009222199,10.88139333,0.094511399,0.278985026,0.076635028,1.457829597,7.260140302,0.618372186
D7,0.0046,23,47.095,4/18/2023 16:30,,78.71,0.00044467,0.00047008,0.000508195,0.000546309,0.000609834,0.000686063,0.000863931,0.001295896,0.002083598,0.002795071,0.003608182,0.004738915,0.005628256,0.006860628,0.00806759,0.009795452,0.011688477,0.013492568,0.015207725,0.017469191,0.020378605,0.023643756,0.02843349,0.034023631,0.040376064,0.04736374,0.055024774,0.061135815,0.066459154,0.070118155,0.070308728,0.068809554,0.063791132,0.057603862,0.048583407,0.039982213,0.03127938,0.023580231,0.016300343,0.01086266,0.006644645,0.003951213,0.002490154,0.002096303,26.23676667,0.114273967,0.290618256,0.319972067,5.515500004,16.56783122,0.550819456
D8,0.003,15,78.83,4/18/2023 21:30,,45.42,0.000264201,0.000286218,0.000308234,0.000374284,0.000418318,0.000484368,0.000594452,0.000814619,0.001232937,0.001607221,0.001959489,0.002575958,0.002862175,0.003544694,0.004051079,0.004909731,0.005834434,0.006825187,0.00788199,0.009335095,0.011074417,0.012791722,0.014773228,0.016468516,0.018405989,0.021730515,0.027873184,0.036217525,0.04682959,0.058190225,0.068009687,0.082364597,0.088199031,0.089542052,0.087142228,0.074218406,0.063870542,0.046543373,0.031373844,0.020761779,0.012241303,0.007265522,0.00444738,0.003500661,15.60599333,0.114919321,0.295465436,0.125165115,1.820013225,12.33157198,0.67073976
D9,0.002,10,68.87,4/19/2023 2:30,,74.76,0.00024077,0.000254147,0.000267523,0.000280899,0.000307651,0.000361156,0.000441413,0.000642055,0.00100321,0.001324238,0.001698769,0.002340824,0.002742108,0.003517924,0.004093098,0.005002675,0.005979133,0.006942215,0.007918673,0.009242911,0.010861423,0.01253344,0.014941145,0.018057785,0.0226458,0.030016051,0.040636704,0.050200642,0.057932049,0.06758962,0.074264312,0.079106474,0.08164794,0.07794275,0.071428571,0.062948101,0.051631889,0.040315677,0.028491172,0.020144462,0.013255752,0.008788122,0.005751739,0.004266988,8.867346667,0.103697477,0.300312615,0.06821831,1.26819154,8.14151952,0.47940075
D11,0.0007,3.5,57.345,4/19/2023 12:30,29.38,56.59,0.000295989,0.000309242,0.000318077,0.000335748,0.000362255,0.000406432,0.000512458,0.000759852,0.001183955,0.001568298,0.001992401,0.00265948,0.003057077,0.003808093,0.004448666,0.005517759,0.006798904,0.008208164,0.00978088,0.011879307,0.014622725,0.017856512,0.022344937,0.027487189,0.033420216,0.040311893,0.049195971,0.058084467,0.067056901,0.073378689,0.075627319,0.077668316,0.073458208,0.068086234,0.059657183,0.049933734,0.040625552,0.030813748,0.021390705,0.01439742,0.008853154,0.005363138,0.003379572,0.002739,8.95874,0.099592425,0.310006974,0.028156475,0.601614682,2.74851122,0.111976494
D16,0.001,6.25,49.8,4/21/2023 9:30,29.43,36.31,0.000302947,0.000302947,0.000330487,0.000385569,0.00044065,0.000523272,0.000660975,0.000936381,0.001404572,0.00179014,0.002148169,0.002946847,0.00311209,0.00399339,0.004461581,0.005425503,0.006609749,0.007876618,0.00928119,0.011126411,0.01327458,0.015367667,0.01814927,0.02170201,0.026769485,0.0345084,0.044367943,0.051087855,0.055163867,0.063095566,0.069182044,0.072266593,0.077499311,0.077251446,0.072294134,0.066538144,0.053428807,0.040732581,0.026934729,0.016882402,0.009639218,0.005260259,0.002781603,0.001624897,6.172633333,0.103719875,0.2943,0.057663181,0.938102444,5.027196375,0.216021763
