D50,0.0063,42,74.05,4/30/2023 18:00,30.04,63.56,0.000424795,0.000456262,0.000503461,0.000566394,0.00064506,0.000723726,0.000865324,0.001195721,0.001809314,0.002391441,0.003099434,0.004059157,0.004955947,0.006057269,0.007268722,0.008842039,0.010352423,0.011375079,0.011925739,0.012759597,0.013845186,0.015040906,0.017353682,0.020531781,0.024528005,0.028980491,0.033668974,0.038310258,0.044210195,0.051211454,0.058889239,0.065465702,0.069902454,0.072498427,0.068234739,0.062020138,0.052438641,0.044257395,0.035509755,0.027847703,0.021648836,0.016976086,0.013735053,0.012649465,37.76384,0.117629877,0.3004,0.532599144,7.093612344,30.4751102,3.368722476
D51,0.0027,17.419,79.16,4/30/2023 23:00,30.04,85.89,0.00029107,0.000314356,0.000360927,0.000419141,0.00050064,0.000593783,0.000710211,0.000908138,0.001269065,0.001548492,0.001816277,0.002200489,0.002503202,0.002945628,0.003376412,0.004016766,0.004773548,0.005611829,0.006508325,0.007579462,0.008906741,0.010455233,0.012748865,0.015845849,0.019850972,0.024799162,0.030981488,0.038246594,0.047572476,0.058702992,0.070369077,0.081092095,0.087472348,0.088799627,0.081371522,0.070124578,0.056060077,0.043334498,0.031633485,0.023192455,0.016916987,0.012842007,0.010350448,0.010071021,18.62388,0.117650789,0.3004,0.15210445,1.869464928,14.11914497,1.102655744
D54,0.0009,6,58.66,5/1/2023 14:00,29.79,50.13,0.00031917,0.000359066,0.000418911,0.0005386,0.000678237,0.000817874,0.00095751,0.001236784,0.001835228,0.002373828,0.002972272,0.003909834,0.004847397,0.006124077,0.007640136,0.009674845,0.011849192,0.013564732,0.014741672,0.016517056,0.018491921,0.020127668,0.022940355,0.026291642,0.03048075,0.035647317,0.042050668,0.048414123,0.055316178,0.061679633,0.066706563,0.070616397,0.070795931,0.068501895,0.06118093,0.052164373,0.041891083,0.03219629,0.023219629,0.016696589,0.011849192,0.008657491,0.006642729,0.006064233,10.67516667,0.111670608,0.2979,0.07504488,1.243207662,4.38228606,0.263076006
D55,0.0031,22.143,102.87,5/1/2023 20:00,30.74,44.99,0.000222272,0.000266726,0.000333407,0.000422316,0.000577906,0.000755723,0.000866859,0.001044677,0.001400311,0.00164481,0.001822627,0.002289398,0.002489442,0.003067348,0.003534119,0.004312069,0.005312292,0.006468104,0.007646144,0.009090909,0.010802401,0.012536119,0.014914425,0.017626139,0.02067126,0.024005335,0.027806179,0.031340298,0.035563459,0.040297844,0.045276728,0.05121138,0.05614581,0.061169149,0.063347411,0.065281174,0.064792176,0.062902867,0.057034897,0.051389198,0.044921094,0.038030673,0.028984219,0.020315626,18.24352,0.135740177,0.3074,0.20720609,2.673992422,15.19396654,3.616509549
D56,0.0015,10,68.71,5/2/2023 3:00,30.99,35.73,0.000195914,0.000223901,0.000307865,0.000391828,0.000587741,0.000839631,0.001147495,0.001623286,0.002490904,0.003246572,0.004086202,0.005429611,0.006269242,0.007668626,0.008676182,0.010131542,0.011390988,0.012202631,0.012874335,0.014077806,0.015757067,0.017856143,0.020850826,0.023761545,0.026392387,0.028379513,0.031010355,0.0359082,0.04497621,0.052392947,0.060481388,0.074503219,0.080128743,0.088553037,0.085838231,0.071536524,0.057962497,0.039014833,0.022502099,0.011279037,0.004701931,0.001651273,0.000447803,0.000111951,10.69228,0.142690257,0.3099,0.15141339,1.93338931,7.73187796,0.18080044
D57,0.0009,6.429,76.46,5/2/2023 10:00,30.44,31.62,0.000347881,0.000411132,0.000506009,0.000664137,0.000885515,0.00113852,0.001391524,0.001834282,0.002688172,0.003289058,0.003826692,0.004807084,0.005249842,0.00626186,0.007084124,0.008380772,0.009803922,0.011132195,0.012460468,0.014073371,0.015370019,0.016129032,0.017773561,0.019924099,0.023055028,0.027672359,0.033554712,0.038583175,0.043105629,0.048703352,0.053320683,0.057179001,0.059424415,0.058349146,0.055344719,0.053194181,0.048608476,0.044086022,0.038614801,0.036084756,0.034313725,0.03257432,0.027545857,0.021283997,6.67622,0.127738759,0.3044,0.109183206,1.102608069,4.241472774,0.839104452
D58,0.0027,18,78.58,5/2/2023 17:00,32.57,25.42,0.000275374,0.000314713,0.000354052,0.000472069,0.000629426,0.000826121,0.001022817,0.001258851,0.001730921,0.002242329,0.002714398,0.003737215,0.004130606,0.005428796,0.006294256,0.007710464,0.009166011,0.010385523,0.011369001,0.012745869,0.014358773,0.015656963,0.017387884,0.0193155,0.021793863,0.025137687,0.029858379,0.035326515,0.042171518,0.049685287,0.057199056,0.066089693,0.07147915,0.075413061,0.074272227,0.070416994,0.063532651,0.053973249,0.041463415,0.030369788,0.020338316,0.0122738,0.006254917,0.003225806,8.53978,0.273098999,0.3257,0.213139278,2.870653032,13.60833988,1.246262778
D65,0.0031,20.667,86.67,5/3/2023 20:00,35.59,68.76,0.000363583,0.00039267,0.000450844,0.000538104,0.000639907,0.000756254,0.000901687,0.001207097,0.001803374,0.002341478,0.002894124,0.003723095,0.004319372,0.005221059,0.006050029,0.007198953,0.008435137,0.009511344,0.010398487,0.011576498,0.013074462,0.014557882,0.016826643,0.019328098,0.022018615,0.025029087,0.028752182,0.03262071,0.037812682,0.044604421,0.05091623,0.058551483,0.062434555,0.064368819,0.060427574,0.055890052,0.049403723,0.044109948,0.038365329,0.036503781,0.035863874,0.037187318,0.036401978,0.036256545,19.95103333,0.273098999,0.3559,0.253979284,3.146337343,13.50147819,3.016492306
D64,0.0019,11.875,71.05,5/4/2023 2:00,34.82,50.92,0.000235664,0.000255302,0.000314218,0.000392773,0.000510605,0.000648075,0.000785546,0.00102121,0.001472899,0.001904949,0.002376277,0.003220738,0.003809898,0.004850746,0.005695208,0.006952082,0.008169678,0.009112333,0.009819324,0.010860173,0.012234878,0.013864886,0.016653574,0.020384918,0.024980361,0.02994894,0.035271013,0.041064415,0.049332286,0.058641005,0.06875491,0.078908091,0.085526316,0.089257659,0.082678712,0.072172035,0.056598586,0.040907306,0.025255302,0.013904163,0.006716418,0.002886881,0.001139042,0.000549882,12.8686,0.273098999,0.3482,0.117770526,1.788479464,9.67000934,0.292677235
D70,0.001,7.143,50.79,5/4/2023 23:00,33.8,33.08,0,0,0,0,0,0,0,0,0,0,0,0.000181378,0.003355502,0.014721886,0.025876663,0.018984281,0.012394196,0.014842805,0.021886336,0.021342201,0.020979444,0.024455865,0.024334946,0.026632406,0.031076179,0.035822249,0.042986699,0.050483676,0.061819831,0.069437727,0.078839178,0.087212817,0.082527207,0.074788392,0.062152358,0.042714631,0.028174123,0.014026602,0.005471584,0.001813785,0.000423216,9.07E-05,3.02E-05,0,6.138366667,0.273098999,0.338,0,1.864780781,5.26051288,0.016842487
