sample,T1-A,T1-B,T1-C,T1-D,T2-A,T2-B,T3-C,T3-D,T5-A,T5-B,T5-C,T5-D,T6-B,T6-C,T6-D,T7-A,T7-B,T7-C,T7-D,T8-A,T8-C,T8-D
d50,39.93274799,39.93619964,29.64854514,30.88884368,34.64881721,30.25563023,15.10429612,30.87760987,24.42154401,26.14053558,15.18610348,11.29824903,25.09831575,28.7943622,27.42098926,26.36707288,38.61559494,14.68020611,25.09031993,9.392459905,22.69746124,34.94269353
