Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O],
3/3/2022 1:15,768.725,751.225,17.5,
3/3/2022 1:30,768.725,751.225,17.5,
3/3/2022 1:45,768.725,751.225,17.5,
3/3/2022 2:00,768.9,751.342,17.558,
3/3/2022 2:15,768.9,751.225,17.675,
3/3/2022 2:30,768.9,751.225,17.675,
3/3/2022 2:45,768.9,751.225,17.675,
3/3/2022 3:00,768.9,751.225,17.675,
3/3/2022 3:15,768.783,751.05,17.733,
3/3/2022 3:30,768.608,750.875,17.733,
3/3/2022 3:45,768.608,750.875,17.733,
3/3/2022 4:00,768.433,750.758,17.675,
3/3/2022 4:15,768.608,750.758,17.85,
3/3/2022 4:30,768.433,750.758,17.675,
3/3/2022 4:45,768.608,750.875,17.733,
3/3/2022 5:00,768.433,750.583,17.85,
3/3/2022 5:15,768.433,750.583,17.85,
3/3/2022 5:30,768.433,750.758,17.675,
3/3/2022 5:45,768.433,750.758,17.675,
3/3/2022 6:00,768.433,750.583,17.85,
3/3/2022 6:15,768.317,750.758,17.559,
3/3/2022 6:30,768.433,750.758,17.675,
3/3/2022 6:45,768.317,750.408,17.909,
3/3/2022 7:00,768.433,750.408,18.025,
3/3/2022 7:15,768.317,750.408,17.909,
3/3/2022 7:30,768.317,750.408,17.909,
3/3/2022 7:45,768.142,750.408,17.734,
3/3/2022 8:00,768.433,750.583,17.85,
3/3/2022 8:15,768.317,750.758,17.559,
3/3/2022 8:30,768.317,750.875,17.442,
3/3/2022 8:45,768.317,750.875,17.442,
3/3/2022 9:00,768.433,750.875,17.558,
3/3/2022 9:15,768.608,751.05,17.558,
3/3/2022 9:30,768.608,751.342,17.266,
3/3/2022 9:45,768.608,751.517,17.091,
3/3/2022 10:00,768.608,751.692,16.916,
3/3/2022 10:15,768.608,751.517,17.091,
3/3/2022 10:30,768.433,751.342,17.091,
3/3/2022 10:45,768.433,751.517,16.916,
3/3/2022 11:00,768.317,751.517,16.8,
3/3/2022 11:15,768.317,751.342,16.975,
3/3/2022 11:30,768.433,751.517,16.916,
3/3/2022 11:45,768.317,751.517,16.8,
3/3/2022 12:00,768.317,751.342,16.975,
3/3/2022 12:15,768.258,751.05,17.208,
3/3/2022 12:30,767.967,751.05,16.917,
3/3/2022 12:45,767.792,750.875,16.917,
3/3/2022 13:00,767.675,750.758,16.917,
3/3/2022 13:15,767.5,750.583,16.917,
3/3/2022 13:30,767.208,750.292,16.916,
3/3/2022 13:45,767.033,750.292,16.741,
3/3/2022 14:00,766.742,750,16.742,
3/3/2022 14:15,766.742,749.825,16.917,
3/3/2022 14:30,766.567,749.65,16.917,
3/3/2022 14:45,766.567,749.475,17.092,
3/3/2022 15:00,766.275,749.358,16.917,
3/3/2022 15:15,766.1,749.008,17.092,
3/3/2022 15:30,766.275,749.183,17.092,
3/3/2022 15:45,766.1,749.183,16.917,
3/3/2022 16:00,766.1,748.892,17.208,
3/3/2022 16:15,765.983,748.542,17.441,
3/3/2022 16:30,765.983,748.717,17.266,
3/3/2022 16:45,765.808,748.542,17.266,
3/3/2022 17:00,765.633,748.542,17.091,
3/3/2022 17:15,765.633,748.542,17.091,
3/3/2022 17:30,765.517,748.25,17.267,
3/3/2022 17:45,765.342,748.25,17.092,
3/3/2022 18:00,765.342,748.075,17.267,
3/3/2022 18:15,765.342,748.075,17.267,
3/3/2022 18:30,765.167,748.075,17.092,
3/3/2022 18:45,765.167,748.075,17.092,
3/3/2022 19:00,765.05,747.783,17.267,
3/3/2022 19:15,765.167,747.783,17.384,
3/3/2022 19:30,765.342,747.958,17.384,
3/3/2022 19:45,765.517,747.783,17.734,
3/3/2022 20:00,765.633,748.133,17.5,
3/3/2022 20:15,765.517,748.133,17.384,
3/3/2022 20:30,765.517,748.133,17.384,
3/3/2022 20:45,765.517,748.25,17.267,
3/3/2022 21:00,765.517,748.25,17.267,
3/3/2022 21:15,765.517,747.958,17.559,
3/3/2022 21:30,765.342,747.783,17.559,
3/3/2022 21:45,765.167,747.667,17.5,
3/3/2022 22:00,765.342,747.667,17.675,
3/3/2022 22:15,765.167,747.667,17.5,
3/3/2022 22:30,765.167,747.667,17.5,
3/3/2022 22:45,765.05,747.783,17.267,
3/3/2022 23:00,765.05,747.783,17.267,
3/3/2022 23:15,765.05,747.783,17.267,
3/3/2022 23:30,764.875,747.958,16.917,
3/3/2022 23:45,764.875,747.667,17.208,
3/4/2022 0:00,764.875,747.667,17.208,
3/4/2022 0:15,764.583,747.492,17.091,
3/4/2022 0:30,764.408,747.317,17.091,
3/4/2022 0:45,764.233,746.85,17.383,
3/4/2022 1:00,764.117,746.85,17.267,
3/4/2022 1:15,764.233,746.733,17.5,
3/4/2022 1:30,764.117,746.733,17.384,
3/4/2022 1:45,764.117,746.733,17.384,
3/4/2022 2:00,763.767,746.558,17.209,
3/4/2022 2:15,763.65,746.383,17.267,
3/4/2022 2:30,763.65,746.092,17.558,
3/4/2022 2:45,763.183,746.092,17.091,
3/4/2022 3:00,763.475,745.8,17.675,
3/4/2022 3:15,763.3,745.917,17.383,
3/4/2022 3:30,763.183,745.917,17.266,
3/4/2022 3:45,762.833,745.45,17.383,
3/4/2022 4:00,763.008,745.625,17.383,
3/4/2022 4:15,762.833,745.45,17.383,
3/4/2022 4:30,762.833,745.45,17.383,
3/4/2022 4:45,762.542,745.158,17.384,
3/4/2022 5:00,762.367,744.983,17.384,
3/4/2022 5:15,762.367,744.983,17.384,
3/4/2022 5:30,762.367,744.983,17.384,
3/4/2022 5:45,762.25,744.867,17.383,
3/4/2022 6:00,762.25,744.692,17.558,
3/4/2022 6:15,762.25,744.983,17.267,
3/4/2022 6:30,762.367,744.867,17.5,
3/4/2022 6:45,762.367,744.983,17.384,
3/4/2022 7:00,762.542,745.333,17.209,
3/4/2022 7:15,762.542,744.983,17.559,
3/4/2022 7:30,762.542,745.333,17.209,
3/4/2022 7:45,762.367,745.158,17.209,
3/4/2022 8:00,762.542,745.158,17.384,
3/4/2022 8:15,762.542,745.158,17.384,
3/4/2022 8:30,762.717,745.333,17.384,
3/4/2022 8:45,762.367,745.158,17.209,
3/4/2022 9:00,762.542,745.45,17.092,
3/4/2022 9:15,762.367,745.158,17.209,
3/4/2022 9:30,762.367,745.158,17.209,
3/4/2022 9:45,762.367,745.275,17.092,
3/4/2022 10:00,762.075,745.275,16.8,
3/4/2022 10:15,762.075,745.158,16.917,
3/4/2022 10:30,762.075,744.808,17.267,
3/4/2022 10:45,761.608,744.808,16.8,
3/4/2022 11:00,761.608,744.517,17.091,
3/4/2022 11:15,761.433,744.342,17.091,
3/4/2022 11:30,761.317,744.342,16.975,
3/4/2022 11:45,761.317,744.342,16.975,
3/4/2022 12:00,760.967,743.875,17.092,
3/4/2022 12:15,760.85,743.875,16.975,
3/4/2022 12:30,760.675,743.583,17.092,
3/4/2022 12:45,760.383,743.408,16.975,
3/4/2022 13:00,760.383,743.408,16.975,
3/4/2022 13:15,760.092,743.117,16.975,
3/4/2022 13:30,759.917,742.825,17.092,
3/4/2022 13:45,759.45,742.358,17.092,
3/4/2022 14:00,758.692,741.892,16.8,
3/4/2022 14:15,758.342,741.542,16.8,
3/4/2022 14:30,758.05,741.25,16.8,
3/4/2022 14:45,757.875,740.783,17.092,
3/4/2022 15:00,757.408,740.317,17.091,
3/4/2022 15:15,756.942,739.85,17.092,
3/4/2022 15:30,757.408,740.025,17.383,
3/4/2022 15:45,756.942,739.85,17.092,
3/4/2022 16:00,756.475,739.383,17.092,
3/4/2022 16:15,756.183,739.208,16.975,
3/4/2022 16:30,756.183,739.092,17.091,
3/4/2022 16:45,756.008,738.917,17.091,
3/4/2022 17:00,755.892,738.567,17.325,
3/4/2022 17:15,756.008,739.033,16.975,
3/4/2022 17:30,756.358,739.208,17.15,
3/4/2022 17:45,756.475,739.092,17.383,
3/4/2022 18:00,756.183,738.8,17.383,
3/4/2022 18:15,756.008,738.917,17.091,
3/4/2022 18:30,756.183,738.8,17.383,
3/4/2022 18:45,756.008,738.625,17.383,
3/4/2022 19:00,756.183,738.625,17.558,
3/4/2022 19:15,756.475,738.917,17.558,
3/4/2022 19:30,756.65,738.917,17.733,
3/4/2022 19:45,756.358,738.8,17.558,
3/4/2022 20:00,756.475,739.092,17.383,
3/4/2022 20:15,756.65,739.092,17.558,
3/4/2022 20:30,756.65,739.092,17.558,
3/4/2022 20:45,756.475,738.917,17.558,
3/4/2022 21:00,756.65,739.092,17.558,
3/4/2022 21:15,756.825,739.383,17.442,
3/4/2022 21:30,756.942,739.383,17.559,
3/4/2022 21:45,757.117,739.558,17.559,
3/4/2022 22:00,757.117,739.558,17.559,
3/4/2022 22:15,757.583,739.85,17.733,
3/4/2022 22:30,757.758,739.85,17.908,
3/4/2022 22:45,757.875,740.2,17.675,
3/4/2022 23:00,757.583,739.85,17.733,
3/4/2022 23:15,757.292,739.85,17.442,
3/4/2022 23:30,757.758,740.025,17.733,
3/4/2022 23:45,757.292,739.733,17.559,
3/5/2022 0:00,757.408,739.733,17.675,
3/5/2022 0:15,757.117,739.383,17.734,
3/5/2022 0:30,756.942,739.383,17.559,
3/5/2022 0:45,757.117,739.092,18.025,
3/5/2022 1:00,757.117,739.267,17.85,
3/5/2022 1:15,757.117,738.975,18.142,
3/5/2022 1:30,756.942,739.092,17.85,
3/5/2022 1:45,756.942,738.975,17.967,
3/5/2022 2:00,757.117,738.975,18.142,
3/5/2022 2:15,756.942,739.092,17.85,
3/5/2022 2:30,757.117,739.267,17.85,
3/5/2022 2:45,756.942,738.8,18.142,
3/5/2022 3:00,756.825,738.917,17.908,
3/5/2022 3:15,756.65,738.8,17.85,
3/5/2022 3:30,756.825,738.8,18.025,
3/5/2022 3:45,756.65,738.508,18.142,
3/5/2022 4:00,756.65,738.8,17.85,
3/5/2022 4:15,756.65,738.508,18.142,
3/5/2022 4:30,756.475,738.508,17.967,
3/5/2022 4:45,756.65,738.8,17.85,
3/5/2022 5:00,756.65,738.8,17.85,
3/5/2022 5:15,756.65,738.625,18.025,
3/5/2022 5:30,756.825,738.508,18.317,
3/5/2022 5:45,756.65,738.625,18.025,
3/5/2022 6:00,756.65,738.8,17.85,
3/5/2022 6:15,756.65,738.8,17.85,
3/5/2022 6:30,756.942,738.8,18.142,
3/5/2022 6:45,756.942,738.975,17.967,
3/5/2022 7:00,756.825,738.975,17.85,
3/5/2022 7:15,756.65,738.975,17.675,
3/5/2022 7:30,756.65,738.8,17.85,
3/5/2022 7:45,756.825,738.975,17.85,
3/5/2022 8:00,756.942,739.092,17.85,
3/5/2022 8:15,757.117,739.267,17.85,
3/5/2022 8:30,757.292,739.267,18.025,
3/5/2022 8:45,757.408,739.558,17.85,
3/5/2022 9:00,757.583,739.733,17.85,
3/5/2022 9:15,757.758,740.025,17.733,
3/5/2022 9:30,757.875,740.025,17.85,
3/5/2022 9:45,758.05,740.667,17.383,
3/5/2022 10:00,758.225,740.958,17.267,
3/5/2022 10:15,758.225,740.667,17.558,
3/5/2022 10:30,758.225,740.492,17.733,
3/5/2022 10:45,758.342,740.958,17.384,
3/5/2022 11:00,758.342,740.667,17.675,
3/5/2022 11:15,758.225,740.783,17.442,
3/5/2022 11:30,758.517,740.958,17.559,
3/5/2022 11:45,758.517,741.133,17.384,
3/5/2022 12:00,758.808,741.25,17.558,
3/5/2022 12:15,758.808,741.425,17.383,
3/5/2022 12:30,758.808,741.133,17.675,
3/5/2022 12:45,758.808,741.25,17.558,
3/5/2022 13:00,758.808,741.133,17.675,
3/5/2022 13:15,758.692,741.25,17.442,
3/5/2022 13:30,758.517,741.133,17.384,
3/5/2022 13:45,758.517,741.133,17.384,
3/5/2022 14:00,758.517,740.783,17.734,
3/5/2022 14:15,758.342,740.783,17.559,
3/5/2022 14:30,758.517,740.783,17.734,
3/5/2022 14:45,758.342,740.958,17.384,
3/5/2022 15:00,758.517,741.133,17.384,
3/5/2022 15:15,758.517,740.783,17.734,
3/5/2022 15:30,758.517,740.958,17.559,
3/5/2022 15:45,758.342,740.492,17.85,
3/5/2022 16:00,758.225,740.667,17.558,
3/5/2022 16:15,758.225,740.492,17.733,
3/5/2022 16:30,758.05,740.667,17.383,
3/5/2022 16:45,757.875,740.492,17.383,
3/5/2022 17:00,757.583,740.492,17.091,
3/5/2022 17:15,757.875,740.492,17.383,
3/5/2022 17:30,758.05,740.492,17.558,
3/5/2022 17:45,758.225,740.317,17.908,
3/5/2022 18:00,758.225,740.317,17.908,
3/5/2022 18:15,758.05,740.317,17.733,
3/5/2022 18:30,757.875,740.2,17.675,
3/5/2022 18:45,757.875,740.2,17.675,
3/5/2022 19:00,757.583,739.85,17.733,
3/5/2022 19:15,757.758,739.733,18.025,
3/5/2022 19:30,757.758,740.025,17.733,
3/5/2022 19:45,757.875,740.025,17.85,
3/5/2022 20:00,757.875,740.025,17.85,
3/5/2022 20:15,757.875,740.025,17.85,
3/5/2022 20:30,757.875,740.2,17.675,
3/5/2022 20:45,758.05,740.2,17.85,
3/5/2022 21:00,758.225,740.492,17.733,
3/5/2022 21:15,758.225,740.492,17.733,
3/5/2022 21:30,758.342,740.492,17.85,
3/5/2022 21:45,758.342,740.492,17.85,
3/5/2022 22:00,758.342,740.667,17.675,
3/5/2022 22:15,758.342,740.667,17.675,
3/5/2022 22:30,758.225,740.667,17.558,
3/5/2022 22:45,758.225,740.667,17.558,
3/5/2022 23:00,758.342,740.667,17.675,
3/5/2022 23:15,758.342,740.492,17.85,
3/5/2022 23:30,758.225,740.492,17.733,
3/5/2022 23:45,758.05,740.317,17.733,
3/6/2022 0:00,757.875,740.025,17.85,
3/6/2022 0:15,757.758,740.2,17.558,
3/6/2022 0:30,757.583,739.733,17.85,
3/6/2022 0:45,757.408,739.733,17.675,
3/6/2022 1:00,757.292,739.558,17.734,
3/6/2022 1:15,757.117,739.267,17.85,
3/6/2022 1:30,757.117,739.267,17.85,
3/6/2022 1:45,756.942,738.975,17.967,
3/6/2022 2:00,756.825,738.8,18.025,
3/6/2022 2:15,756.825,738.8,18.025,
3/6/2022 2:30,756.65,738.8,17.85,
3/6/2022 2:45,756.358,738.508,17.85,
3/6/2022 3:00,756.183,738.508,17.675,
3/6/2022 3:15,756.008,738.333,17.675,
3/6/2022 3:30,755.892,738.158,17.734,
3/6/2022 3:45,755.542,737.867,17.675,
3/6/2022 4:00,755.425,737.692,17.733,
3/6/2022 4:15,755.075,737.575,17.5,
3/6/2022 4:30,754.958,737.4,17.558,
3/6/2022 4:45,754.783,737.4,17.383,
3/6/2022 5:00,754.783,737.4,17.383,
3/6/2022 5:15,754.783,737.108,17.675,
3/6/2022 5:30,754.608,736.933,17.675,
3/6/2022 5:45,754.608,736.933,17.675,
3/6/2022 6:00,754.608,736.758,17.85,
3/6/2022 6:15,754.492,736.583,17.909,
3/6/2022 6:30,754.142,736.467,17.675,
3/6/2022 6:45,754.142,736.642,17.5,
3/6/2022 7:00,754.142,736.642,17.5,
3/6/2022 7:15,754.142,736.467,17.675,
3/6/2022 7:30,754.492,736.758,17.734,
3/6/2022 7:45,754.608,736.758,17.85,
3/6/2022 8:00,754.608,736.467,18.141,
3/6/2022 8:15,754.608,736.758,17.85,
3/6/2022 8:30,754.783,736.758,18.025,
3/6/2022 8:45,754.958,736.933,18.025,
3/6/2022 9:00,754.608,736.933,17.675,
3/6/2022 9:15,755.25,737.108,18.142,
3/6/2022 9:30,755.425,737.4,18.025,
3/6/2022 9:45,755.25,737.4,17.85,
3/6/2022 10:00,754.958,737.225,17.733,
3/6/2022 10:15,755.075,737.4,17.675,
3/6/2022 10:30,754.783,736.933,17.85,
3/6/2022 10:45,755.075,737.225,17.85,
3/6/2022 11:00,755.25,737.575,17.675,
3/6/2022 11:15,755.425,737.4,18.025,
3/6/2022 11:30,755.542,737.692,17.85,
3/6/2022 11:45,755.717,737.575,18.142,
3/6/2022 12:00,755.717,737.867,17.85,
3/6/2022 12:15,755.717,737.692,18.025,
3/6/2022 12:30,755.717,738.158,17.559,
3/6/2022 12:45,756.008,737.867,18.141,
3/6/2022 13:00,755.717,738.333,17.384,
3/6/2022 13:15,755.425,737.983,17.442,
3/6/2022 13:30,755.425,737.983,17.442,
3/6/2022 13:45,755.425,737.867,17.558,
3/6/2022 14:00,755.542,737.575,17.967,
3/6/2022 14:15,755.542,737.867,17.675,
3/6/2022 14:30,755.717,738.042,17.675,
3/6/2022 14:45,755.892,737.867,18.025,
3/6/2022 15:00,755.892,738.042,17.85,
3/6/2022 15:15,755.892,738.042,17.85,
3/6/2022 15:30,756.183,738.042,18.141,
3/6/2022 15:45,756.358,738.508,17.85,
3/6/2022 16:00,756.65,739.092,17.558,
3/6/2022 16:15,756.825,738.975,17.85,
3/6/2022 16:30,756.825,739.092,17.733,
3/6/2022 16:45,757.117,739.383,17.734,
3/6/2022 17:00,757.117,739.558,17.559,
3/6/2022 17:15,757.408,739.733,17.675,
3/6/2022 17:30,757.875,740.025,17.85,
3/6/2022 17:45,758.05,740.025,18.025,
3/6/2022 18:00,758.342,740.375,17.967,
3/6/2022 18:15,758.692,740.667,18.025,
3/6/2022 18:30,758.808,740.958,17.85,
3/6/2022 18:45,759.275,741.133,18.142,
3/6/2022 19:00,759.275,741.308,17.967,
3/6/2022 19:15,759.567,741.6,17.967,
3/6/2022 19:30,759.625,741.6,18.025,
3/6/2022 19:45,759.742,741.717,18.025,
3/6/2022 20:00,759.742,741.775,17.967,
3/6/2022 20:15,759.742,741.775,17.967,
3/6/2022 20:30,759.917,741.892,18.025,
3/6/2022 20:45,760.208,742.067,18.141,
3/6/2022 21:00,760.383,742.242,18.141,
3/6/2022 21:15,760.383,742.358,18.025,
3/6/2022 21:30,760.558,742.358,18.2,
3/6/2022 21:45,760.675,742.708,17.967,
3/6/2022 22:00,760.967,742.708,18.259,
3/6/2022 22:15,761.142,743,18.142,
3/6/2022 22:30,761.433,743.292,18.141,
3/6/2022 22:45,761.608,743.175,18.433,
3/6/2022 23:00,761.608,743.175,18.433,
3/6/2022 23:15,761.9,743.175,18.725,
3/6/2022 23:30,762.075,743.292,18.783,
3/6/2022 23:45,762.075,743.467,18.608,
3/7/2022 0:00,762.075,743.292,18.783,
3/7/2022 0:15,762.075,743.292,18.783,
3/7/2022 0:30,761.783,743.175,18.608,
3/7/2022 0:45,761.783,742.825,18.958,
3/7/2022 1:00,761.9,743,18.9,
3/7/2022 1:15,761.783,742.708,19.075,
3/7/2022 1:30,761.783,742.825,18.958,
3/7/2022 1:45,762.075,743,19.075,
3/7/2022 2:00,762.25,742.825,19.425,
3/7/2022 2:15,762.075,743,19.075,
3/7/2022 2:30,762.25,743,19.25,
3/7/2022 2:45,762.25,742.825,19.425,
3/7/2022 3:00,761.9,742.825,19.075,
3/7/2022 3:15,762.25,742.708,19.542,
3/7/2022 3:30,762.075,742.825,19.25,
3/7/2022 3:45,761.783,742.533,19.25,
3/7/2022 4:00,761.9,742.533,19.367,
3/7/2022 4:15,761.9,742.358,19.542,
3/7/2022 4:30,761.9,742.242,19.658,
3/7/2022 4:45,761.9,742.067,19.833,
3/7/2022 5:00,762.075,742.242,19.833,
3/7/2022 5:15,762.075,742.242,19.833,
3/7/2022 5:30,762.367,742.533,19.834,
3/7/2022 5:45,762.367,742.533,19.834,
3/7/2022 6:00,762.542,742.358,20.184,
3/7/2022 6:15,762.542,742.533,20.009,
3/7/2022 6:30,762.542,742.533,20.009,
3/7/2022 6:45,762.717,742.533,20.184,
3/7/2022 7:00,762.717,742.358,20.359,
3/7/2022 7:15,762.542,742.533,20.009,
3/7/2022 7:30,762.833,742.533,20.3,
3/7/2022 7:45,762.717,742.708,20.009,
3/7/2022 8:00,762.833,742.533,20.3,
3/7/2022 8:15,763.008,743,20.008,
3/7/2022 8:30,763.183,743.175,20.008,
3/7/2022 8:45,763.3,743.292,20.008,
3/7/2022 9:00,763.475,743.467,20.008,
3/7/2022 9:15,763.65,743.933,19.717,
3/7/2022 9:30,763.767,744.05,19.717,
3/7/2022 9:45,763.767,744.225,19.542,
3/7/2022 10:00,763.767,744.4,19.367,
3/7/2022 10:15,763.767,744.517,19.25,
3/7/2022 10:30,763.767,744.4,19.367,
3/7/2022 10:45,763.767,744.517,19.25,
3/7/2022 11:00,763.767,744.05,19.717,
3/7/2022 11:15,763.65,743.933,19.717,
3/7/2022 11:30,763.65,744.05,19.6,
3/7/2022 11:45,763.475,743.933,19.542,
3/7/2022 12:00,763.475,743.758,19.717,
3/7/2022 12:15,763.3,743.758,19.542,
3/7/2022 12:30,763.3,743.758,19.542,
3/7/2022 12:45,763.183,743.758,19.425,
3/7/2022 13:00,763.008,743.583,19.425,
