Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2022-03-04 12:00:00,,3.229565417416398e-06,1.5361391894696183e-06,1.6408231766574691e-06,1.8393694351591963e-06,-3.008730267560834e-07
2022-03-04 12:15:00,,3.225872130590237e-06,1.5347861435117514e-06,1.6390186113635745e-06,1.8324415149966224e-06,-3.04637997479599e-07
2022-03-04 12:30:00,,3.2219930039533957e-06,1.5332847396185253e-06,1.637309185027948e-06,1.8256656851812382e-06,-3.085368138480316e-07
2022-03-04 12:45:00,,3.218016792403361e-06,1.5316384431484661e-06,1.635633825553561e-06,1.8190451197783832e-06,-3.1258240431763005e-07
2022-03-04 13:00:00,,3.2139243803693082e-06,1.5298461396273377e-06,1.633982475817843e-06,1.8125801864978556e-06,-3.1676188795770463e-07
2022-03-04 13:15:00,,3.2097477264994264e-06,1.527905091611622e-06,1.6324012603719552e-06,1.8062693986052365e-06,-3.210626941889051e-07
2022-03-04 13:30:00,,3.205457811782931e-06,1.5258162539610798e-06,1.6308179253426873e-06,1.8001099499558855e-06,-3.2547225937770015e-07
2022-03-04 13:45:00,,3.20111763776626e-06,1.5235878839618604e-06,1.6291721319939273e-06,1.7941016781485438e-06,-3.299754504999083e-07
2022-03-04 14:00:00,,3.19668940742558e-06,1.5212290505150054e-06,1.6275611890075109e-06,1.7882405280387091e-06,-3.345848433958351e-07
2022-03-04 14:15:00,,3.1921701829914145e-06,1.5187260167950983e-06,1.6259195481366588e-06,1.7823932879156123e-06,-3.3924300360206895e-07
2022-03-04 14:30:00,,3.1877260831081325e-06,1.516129317699348e-06,1.624246470626495e-06,1.7768163873600067e-06,-3.439459181978836e-07
2022-03-04 14:45:00,,3.183335154576215e-06,1.5134382411270718e-06,1.622532569514095e-06,1.7713782592932527e-06,-3.486793362352078e-07
2022-03-04 15:00:00,,3.1791183542006008e-06,1.5106799177886439e-06,1.6207782827626098e-06,1.7660782835143112e-06,-3.5342511246903927e-07
2022-03-04 15:15:00,,3.175149602529125e-06,1.5078575234337674e-06,1.6189806669099855e-06,1.760912541337967e-06,-3.581671160805755e-07
2022-03-04 15:30:00,,3.1714204177136203e-06,1.5050027149663455e-06,1.6171353778900436e-06,1.7558751515580774e-06,-3.6289041990034925e-07
2022-03-04 15:45:00,,3.167894057790037e-06,1.5021230981491211e-06,1.6152359907722712e-06,1.7510947235527797e-06,-3.67579235805375e-07
2022-03-04 16:00:00,,3.1645728809610576e-06,1.4992315886766154e-06,1.61327826115971e-06,1.7462886752569796e-06,-3.722081588245105e-07
2022-03-04 16:15:00,,3.1614660907412616e-06,1.496342925865872e-06,1.6112596843851571e-06,1.7417220159160953e-06,-3.767623737793489e-07
2022-03-04 16:30:00,,3.1585422088496746e-06,1.4934700851928658e-06,1.6091758840643308e-06,1.7372456434917786e-06,-3.8121822967793246e-07
