Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O]
3/1/2022 12:15,808.508,752.158,56.35
3/1/2022 12:30,808.333,751.983,56.35
3/1/2022 12:45,808.217,751.692,56.525
3/1/2022 13:00,808.042,751.517,56.525
3/1/2022 13:15,808.042,751.342,56.7
3/1/2022 13:30,807.867,751.342,56.525
3/1/2022 13:45,807.692,751.225,56.467
3/1/2022 14:00,807.517,751.225,56.292
3/1/2022 14:15,807.517,750.875,56.642
3/1/2022 14:30,807.4,750.875,56.525
3/1/2022 14:45,807.4,750.758,56.642
3/1/2022 15:00,807.4,750.583,56.817
3/1/2022 15:15,807.4,750.583,56.817
3/1/2022 15:30,807.05,750.408,56.642
3/1/2022 15:45,807.225,750.583,56.642
3/1/2022 16:00,807.4,750.583,56.817
3/1/2022 16:15,807.4,750.758,56.642
3/1/2022 16:30,807.4,750.758,56.642
3/1/2022 16:45,807.4,750.583,56.817
3/1/2022 17:00,807.225,750.583,56.642
3/1/2022 17:15,807.225,750.758,56.467
3/1/2022 17:30,807.225,750.758,56.467
3/1/2022 17:45,807.4,750.583,56.817
3/1/2022 18:00,807.517,750.583,56.934
3/1/2022 18:15,807.517,750.758,56.759
3/1/2022 18:30,807.517,750.583,56.934
3/1/2022 18:45,807.692,750.583,57.109
3/1/2022 19:00,807.867,750.583,57.284
3/1/2022 19:15,807.867,750.758,57.109
3/1/2022 19:30,807.867,750.758,57.109
3/1/2022 19:45,808.042,750.875,57.167
3/1/2022 20:00,808.217,751.05,57.167
3/1/2022 20:15,808.333,751.05,57.283
3/1/2022 20:30,808.333,751.05,57.283
3/1/2022 20:45,808.333,751.225,57.108
3/1/2022 21:00,808.508,751.342,57.166
3/1/2022 21:15,808.508,751.342,57.166
3/1/2022 21:30,808.742,751.342,57.4
3/1/2022 21:45,808.8,751.517,57.283
3/1/2022 22:00,808.8,751.517,57.283
3/1/2022 22:15,808.858,751.692,57.166
3/1/2022 22:30,808.858,751.517,57.341
3/1/2022 22:45,808.858,751.692,57.166
3/1/2022 23:00,808.858,751.692,57.166
3/1/2022 23:15,809.033,751.692,57.341
3/1/2022 23:30,808.858,751.692,57.166
3/1/2022 23:45,808.858,751.692,57.166
3/2/2022 0:00,808.858,751.517,57.341
3/2/2022 0:15,808.858,751.517,57.341
3/2/2022 0:30,809.15,751.692,57.458
3/2/2022 0:45,809.15,751.692,57.458
3/2/2022 1:00,808.975,751.517,57.458
3/2/2022 1:15,808.975,751.692,57.283
3/2/2022 1:30,809.208,751.692,57.516
3/2/2022 1:45,809.208,751.517,57.691
3/2/2022 2:00,809.033,751.692,57.341
3/2/2022 2:15,809.033,751.342,57.691
