Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O]
3/1/2022 12:15,760.267,752.158,8.109
3/1/2022 12:30,760.092,751.983,8.109
3/1/2022 12:45,759.917,751.692,8.225
3/1/2022 13:00,759.917,751.517,8.4
3/1/2022 13:15,759.742,751.342,8.4
3/1/2022 13:30,759.742,751.342,8.4
3/1/2022 13:45,759.567,751.225,8.342
3/1/2022 14:00,759.392,751.225,8.167
3/1/2022 14:15,759.217,750.875,8.342
3/1/2022 14:30,759.042,750.875,8.167
3/1/2022 14:45,758.925,750.758,8.167
3/1/2022 15:00,758.925,750.583,8.342
3/1/2022 15:15,758.925,750.583,8.342
3/1/2022 15:30,758.75,750.408,8.342
3/1/2022 15:45,758.75,750.583,8.167
3/1/2022 16:00,758.925,750.583,8.342
3/1/2022 16:15,758.925,750.758,8.167
3/1/2022 16:30,758.925,750.758,8.167
3/1/2022 16:45,758.925,750.583,8.342
3/1/2022 17:00,758.925,750.583,8.342
3/1/2022 17:15,758.925,750.758,8.167
3/1/2022 17:30,758.925,750.758,8.167
3/1/2022 17:45,758.925,750.583,8.342
3/1/2022 18:00,759.042,750.583,8.459
3/1/2022 18:15,759.042,750.758,8.284
3/1/2022 18:30,759.217,750.583,8.634
3/1/2022 18:45,759.217,750.583,8.634
3/1/2022 19:00,759.567,750.583,8.984
3/1/2022 19:15,759.567,750.758,8.809
3/1/2022 19:30,759.392,750.758,8.634
3/1/2022 19:45,759.567,750.875,8.692
3/1/2022 20:00,759.742,751.05,8.692
3/1/2022 20:15,759.742,751.05,8.692
3/1/2022 20:30,759.917,751.05,8.867
3/1/2022 20:45,759.917,751.225,8.692
3/1/2022 21:00,759.917,751.342,8.575
3/1/2022 21:15,760.267,751.342,8.925
3/1/2022 21:30,760.442,751.342,9.1
3/1/2022 21:45,760.442,751.517,8.925
3/1/2022 22:00,760.267,751.517,8.75
3/1/2022 22:15,760.267,751.692,8.575
3/1/2022 22:30,760.442,751.517,8.925
3/1/2022 22:45,760.442,751.692,8.75
3/1/2022 23:00,760.617,751.692,8.925
3/1/2022 23:15,760.617,751.692,8.925
3/1/2022 23:30,760.617,751.692,8.925
3/1/2022 23:45,760.617,751.692,8.925
3/2/2022 0:00,760.442,751.517,8.925
3/2/2022 0:15,760.442,751.517,8.925
3/2/2022 0:30,760.617,751.692,8.925
3/2/2022 0:45,760.617,751.692,8.925
3/2/2022 1:00,760.617,751.517,9.1
3/2/2022 1:15,760.617,751.692,8.925
3/2/2022 1:30,760.967,751.692,9.275
