Date_Time,SSC (mg/L)
4/17/2023 12:14,2.211
4/17/2023 12:29,4.066
4/17/2023 12:44,4.472
4/17/2023 12:59,4.442
4/17/2023 13:14,4.419
4/17/2023 13:29,2.663
4/17/2023 13:44,4.255
4/17/2023 13:59,2.662
4/17/2023 14:14,3.136
4/17/2023 14:29,3.185
4/17/2023 14:44,3.021
4/17/2023 14:59,3.053
4/17/2023 15:14,3.045
4/17/2023 15:29,2.815
4/17/2023 15:44,0.053
4/17/2023 19:44,10.761
4/17/2023 19:59,8.294
4/17/2023 20:14,12.451
4/17/2023 20:29,16.986
4/17/2023 20:44,21.792
4/17/2023 20:59,18.759
4/17/2023 21:14,18.135
4/17/2023 21:29,13.060
4/17/2023 21:44,14.591
4/17/2023 21:59,11.237
4/17/2023 22:14,11.637
4/17/2023 22:29,9.191
4/17/2023 22:48,10.382
4/17/2023 23:03,11.878
4/17/2023 23:18,10.127
4/17/2023 23:33,10.236
4/17/2023 23:44,10.574
4/17/2023 23:59,10.653
4/18/2023 0:14,10.129
4/18/2023 0:29,12.274
4/18/2023 0:44,9.862
4/18/2023 0:59,9.851
4/18/2023 1:14,12.558
4/18/2023 1:29,9.195
4/18/2023 1:44,9.709
4/18/2023 1:59,10.886
4/18/2023 2:14,14.915
4/18/2023 2:29,9.635
4/18/2023 2:44,9.703
4/18/2023 2:59,11.600
4/18/2023 3:14,9.049
4/18/2023 3:29,9.043
4/18/2023 3:44,9.298
4/18/2023 3:59,12.005
4/18/2023 4:14,10.052
4/18/2023 4:29,10.950
4/18/2023 4:44,9.918
4/18/2023 4:59,8.789
4/18/2023 5:14,12.060
4/18/2023 5:29,10.003
4/18/2023 5:44,9.490
4/18/2023 5:59,7.763
4/18/2023 6:14,8.235
4/18/2023 6:29,8.606
4/18/2023 6:44,9.576
4/18/2023 6:59,11.582
4/18/2023 7:14,10.974
4/18/2023 7:29,8.383
4/18/2023 7:44,12.244
4/18/2023 7:59,11.461
4/18/2023 8:14,11.857
4/18/2023 8:29,8.765
4/18/2023 8:44,10.655
4/18/2023 8:59,11.295
4/18/2023 9:14,11.304
4/18/2023 9:29,8.972
4/18/2023 9:44,9.646
4/18/2023 9:59,11.402
4/18/2023 10:14,10.490
4/18/2023 10:29,9.086
4/18/2023 10:44,8.445
4/18/2023 10:59,12.533
4/18/2023 11:14,8.033
4/18/2023 11:29,11.740
4/18/2023 11:44,7.931
4/18/2023 11:59,8.869
4/18/2023 12:14,10.557
4/18/2023 12:29,10.110
4/18/2023 12:44,9.651
4/18/2023 12:59,10.112
4/18/2023 13:14,12.084
4/18/2023 13:29,10.694
4/18/2023 13:44,11.006
4/18/2023 13:59,14.324
4/18/2023 14:14,12.617
4/18/2023 14:29,12.848
4/18/2023 14:44,19.964
4/18/2023 14:59,15.701
4/18/2023 15:14,15.912
4/18/2023 15:29,16.743
4/18/2023 15:44,17.185
4/18/2023 15:59,15.746
4/18/2023 16:14,16.666
4/18/2023 16:29,26.094
4/18/2023 16:44,28.237
4/18/2023 16:59,30.521
4/18/2023 17:14,18.695
4/18/2023 17:29,19.216
4/18/2023 17:44,18.122
4/18/2023 17:59,18.199
4/18/2023 18:14,13.385
4/18/2023 18:29,14.345
4/18/2023 18:44,16.817
4/18/2023 18:59,26.164
4/18/2023 19:14,23.591
4/18/2023 19:29,13.167
4/18/2023 19:44,12.587
4/18/2023 19:59,12.028
4/18/2023 20:14,15.582
4/18/2023 20:29,13.877
4/18/2023 20:44,14.889
4/18/2023 20:59,13.012
4/18/2023 21:14,15.323
4/18/2023 21:29,15.990
4/18/2023 21:44,10.233
4/18/2023 21:59,12.992
4/18/2023 22:14,13.790
4/18/2023 22:29,10.675
4/18/2023 22:44,10.699
4/18/2023 22:59,11.262
4/18/2023 23:14,10.388
4/18/2023 23:29,12.360
4/18/2023 23:44,11.047
4/18/2023 23:59,9.640
4/19/2023 0:14,10.164
4/19/2023 0:29,11.302
4/19/2023 0:44,12.688
4/19/2023 0:59,13.585
4/19/2023 1:14,12.533
4/19/2023 1:29,9.634
4/19/2023 1:44,10.715
4/19/2023 1:59,11.439
4/19/2023 2:14,10.267
4/19/2023 2:29,8.713
4/19/2023 2:44,11.024
4/19/2023 2:59,9.857
4/19/2023 3:14,9.881
4/19/2023 3:29,11.481
4/19/2023 3:44,11.621
4/19/2023 3:59,10.742
4/19/2023 4:14,11.645
4/19/2023 4:29,12.204
4/19/2023 4:44,9.712
4/19/2023 4:59,9.568
4/19/2023 5:14,10.646
4/19/2023 5:29,11.536
4/19/2023 5:44,9.689
4/19/2023 5:59,10.683
4/19/2023 6:14,10.817
4/19/2023 6:29,13.411
4/19/2023 6:44,10.477
4/19/2023 6:59,9.674
4/19/2023 7:14,8.570
4/19/2023 7:29,9.012
4/19/2023 7:44,11.005
4/19/2023 7:59,9.866
4/19/2023 8:14,10.975
4/19/2023 8:29,8.506
4/19/2023 8:44,10.928
4/19/2023 8:59,10.072
4/19/2023 9:14,10.170
4/19/2023 9:29,10.781
4/19/2023 9:44,8.806
4/19/2023 9:59,9.126
4/19/2023 10:14,8.815
4/19/2023 10:29,10.225
4/19/2023 10:44,9.654
4/19/2023 10:59,11.714
4/19/2023 11:14,9.964
4/19/2023 11:29,9.608
4/19/2023 11:44,10.359
4/19/2023 11:59,9.830
4/19/2023 12:14,7.318
4/19/2023 12:29,8.792
4/19/2023 12:44,11.296
4/19/2023 12:59,8.349
4/19/2023 13:14,9.422
4/19/2023 13:29,8.550
4/19/2023 13:44,10.335
4/19/2023 13:59,9.074
4/19/2023 14:14,11.555
4/19/2023 14:29,11.855
4/19/2023 14:44,12.647
4/19/2023 14:59,12.887
4/19/2023 15:14,12.450
4/19/2023 15:29,10.951
4/19/2023 15:44,13.823
4/19/2023 15:59,11.697
4/19/2023 16:14,17.509
4/19/2023 16:29,16.545
4/19/2023 16:44,13.622
4/19/2023 16:59,15.973
4/19/2023 17:14,11.415
4/19/2023 17:29,14.417
4/19/2023 17:44,12.902
4/19/2023 17:59,12.178
4/19/2023 18:14,12.969
4/19/2023 18:29,15.799
4/19/2023 18:44,18.232
4/19/2023 18:59,11.721
4/19/2023 19:14,12.376
4/19/2023 19:29,12.640
4/19/2023 19:44,10.194
4/19/2023 19:59,8.486
4/19/2023 20:14,9.768
4/19/2023 20:29,10.434
4/19/2023 20:44,10.951
4/19/2023 20:59,9.167
4/19/2023 21:14,10.235
4/19/2023 21:29,15.473
4/19/2023 21:44,9.468
4/19/2023 21:59,12.061
4/19/2023 22:14,10.749
4/19/2023 22:29,7.672
4/19/2023 22:44,8.551
4/19/2023 22:59,10.176
4/19/2023 23:14,9.806
4/19/2023 23:29,9.211
4/19/2023 23:44,9.524
4/19/2023 23:59,10.449
4/20/2023 0:14,8.707
4/20/2023 0:29,8.680
4/20/2023 0:44,11.746
4/20/2023 0:59,8.742
4/20/2023 1:14,7.787
4/20/2023 1:29,9.330
4/20/2023 1:44,8.534
4/20/2023 1:59,8.509
4/20/2023 2:14,10.741
4/20/2023 2:29,8.007
4/20/2023 2:44,9.738
4/20/2023 2:59,8.668
4/20/2023 3:14,7.844
4/20/2023 3:29,9.024
4/20/2023 3:44,7.848
4/20/2023 3:59,9.119
4/20/2023 4:14,10.445
4/20/2023 4:29,9.455
4/20/2023 4:44,7.180
4/20/2023 4:59,7.178
4/20/2023 5:14,9.646
4/20/2023 5:29,12.093
4/20/2023 5:44,8.250
4/20/2023 5:59,7.419
4/20/2023 6:14,9.284
4/20/2023 6:29,9.595
4/20/2023 6:44,10.251
4/20/2023 6:59,9.940
4/20/2023 7:14,8.961
4/20/2023 7:29,8.859
4/20/2023 7:44,8.599
4/20/2023 7:59,7.679
4/20/2023 8:14,10.794
4/20/2023 8:29,9.526
4/20/2023 8:44,7.982
4/20/2023 8:59,9.168
4/20/2023 9:14,15.199
4/20/2023 9:29,8.053
4/20/2023 9:44,8.111
4/20/2023 9:59,10.471
4/20/2023 10:14,9.476
4/20/2023 10:29,7.576
4/20/2023 10:44,8.861
4/20/2023 10:59,10.432
4/20/2023 11:14,7.731
4/20/2023 11:29,7.876
4/20/2023 11:44,8.163
4/20/2023 11:59,10.098
4/20/2023 12:14,9.193
4/20/2023 12:29,8.997
4/20/2023 12:44,8.029
4/20/2023 12:59,8.652
4/20/2023 13:14,7.504
4/20/2023 13:29,10.362
4/20/2023 13:44,8.383
4/20/2023 13:59,7.892
4/20/2023 14:14,8.608
4/20/2023 14:29,7.994
4/20/2023 14:44,11.582
4/20/2023 14:59,10.842
4/20/2023 15:14,9.943
4/20/2023 15:29,9.133
4/20/2023 15:44,9.638
4/20/2023 15:59,7.777
4/20/2023 16:14,10.338
4/20/2023 16:29,8.412
4/20/2023 16:44,8.416
4/20/2023 16:59,8.288
4/20/2023 17:14,8.010
4/20/2023 17:29,7.259
4/20/2023 17:44,7.797
4/20/2023 17:59,11.912
4/20/2023 18:14,8.751
4/20/2023 18:29,10.586
4/20/2023 18:44,8.710
4/20/2023 18:59,7.984
4/20/2023 19:14,6.774
4/20/2023 19:29,7.942
4/20/2023 19:44,6.272
4/20/2023 19:59,7.676
4/20/2023 20:14,9.609
4/20/2023 20:29,11.609
4/20/2023 20:44,9.718
4/20/2023 20:59,6.556
4/20/2023 21:14,7.440
4/20/2023 21:29,11.090
4/20/2023 21:44,9.218
4/20/2023 21:59,7.657
4/20/2023 22:14,6.375
4/20/2023 22:29,9.278
4/20/2023 22:44,7.815
4/20/2023 22:59,7.713
4/20/2023 23:14,8.096
4/20/2023 23:29,12.186
4/20/2023 23:44,7.638
4/20/2023 23:59,8.104
4/21/2023 0:14,6.728
4/21/2023 0:29,6.647
4/21/2023 0:44,6.495
4/21/2023 0:59,9.954
4/21/2023 1:14,6.563
4/21/2023 1:29,6.417
4/21/2023 1:44,7.097
4/21/2023 1:59,6.605
4/21/2023 2:14,6.042
