Date_Time,down_turb,up_turb
7/25/2021 19:15,3.54,3.69
7/25/2021 19:30,3.58,3.66
7/25/2021 19:45,4.27,4.09
7/25/2021 20:00,3.96,3.85
7/25/2021 20:15,3.82,3.74
7/25/2021 20:30,3.55,3.73
7/25/2021 20:45,3.64,3.71
7/25/2021 21:00,3.62,3.89
7/25/2021 21:15,3.46,3.72
7/25/2021 21:30,3.54,3.68
7/25/2021 21:45,3.51,3.65
7/25/2021 22:00,3.57,3.63
7/25/2021 22:15,3.54,3.63
7/25/2021 22:30,3.49,3.63
7/25/2021 22:45,3.51,3.64
7/25/2021 23:00,3.42,3.63
7/25/2021 23:15,3.61,3.63
7/25/2021 23:30,3.25,3.62
7/25/2021 23:45,3.56,3.62
7/26/2021 0:00,3.56,3.6
7/26/2021 0:15,3.6,3.62
7/26/2021 0:30,3.4,3.6
7/26/2021 0:45,3.41,3.58
7/26/2021 1:00,3.45,3.58
7/26/2021 1:15,3.57,3.56
7/26/2021 1:30,3.41,3.54
7/26/2021 1:45,3.38,3.55
7/26/2021 2:00,3.38,3.53
7/26/2021 2:15,3.41,3.52
7/26/2021 2:30,3.56,3.51
7/26/2021 2:45,3.44,3.51
7/26/2021 3:00,3.39,3.48
7/26/2021 3:15,3.43,3.49
7/26/2021 3:30,3.35,3.48
7/26/2021 3:45,3.34,3.47
7/26/2021 4:00,3.3,3.45
7/26/2021 4:15,3.37,3.45
7/26/2021 4:30,3.38,3.44
7/26/2021 4:45,3.25,3.43
7/26/2021 5:00,3.35,3.44
7/26/2021 5:15,3.33,3.43
7/26/2021 5:30,3.3,3.43
7/26/2021 5:45,3.43,3.43
7/26/2021 6:00,3.34,3.44
7/26/2021 6:15,3.61,3.44
7/26/2021 6:30,3.36,3.44
7/26/2021 6:45,3.29,3.44
7/26/2021 7:00,3.35,3.41
7/26/2021 7:15,3.45,3.61
7/26/2021 7:30,3.47,3.48
7/26/2021 7:45,3.53,3.65
7/26/2021 8:00,3.55,3.49
7/26/2021 8:15,3.4,3.44
7/26/2021 8:30,3.32,3.38
7/26/2021 8:45,3.33,3.37
7/26/2021 9:00,3.34,3.33
7/26/2021 9:15,3.3,3.32
7/26/2021 9:30,3.53,3.32
7/26/2021 9:45,3.2,3.3
7/26/2021 10:00,3.17,3.29
7/26/2021 10:15,3.13,3.28
7/26/2021 10:30,3.12,3.25
7/26/2021 10:45,3.1,3.22
7/26/2021 11:00,3.04,3.18
7/26/2021 11:15,3.04,3.13
7/26/2021 11:30,3.22,3.21
7/26/2021 11:45,3.12,3.14
7/26/2021 12:00,3.07,3.11
7/26/2021 12:15,3.22,3.08
7/26/2021 12:30,3.05,3.09
7/26/2021 12:45,3.09,3.08
7/26/2021 13:00,3.03,3.07
7/26/2021 13:15,3.06,3.07
7/26/2021 13:30,3.1,3.07
7/26/2021 13:45,2.99,3.1
7/26/2021 14:00,3.07,3.1
7/26/2021 14:15,3.25,3.11
7/26/2021 14:30,3.12,3.11
7/26/2021 14:45,3.16,3.15
7/26/2021 15:00,3.13,3.13
7/26/2021 15:15,3.13,3.16
7/26/2021 15:30,3.12,3.12
7/26/2021 15:45,3.18,3.13
7/26/2021 16:00,3.12,3.15
7/26/2021 16:15,3.01,3.16
7/26/2021 16:30,3.07,3.16
7/26/2021 16:45,3.26,3.16
7/26/2021 17:00,3.07,3.13
7/26/2021 17:15,3.08,3.13
7/26/2021 17:30,3.16,3.13
7/26/2021 17:45,3.17,3.14
7/26/2021 18:00,3.11,3.12
7/26/2021 18:15,4,3.1
7/26/2021 18:30,3.08,3.09
7/26/2021 18:45,3.33,3.11
7/26/2021 19:00,3.06,3.42
7/26/2021 19:15,3.01,3.16
7/26/2021 19:30,3.15,3.1
7/26/2021 19:45,3.08,3.06
7/26/2021 20:00,2.9,3.05
7/26/2021 20:15,2.95,3.07
7/26/2021 20:30,3.01,3.07
7/26/2021 20:45,3.02,3.07
7/26/2021 21:00,3,3.08
7/26/2021 21:15,2.99,3.06
7/26/2021 21:30,2.94,3.06
7/26/2021 21:45,3.15,3.05
7/26/2021 22:00,2.9,3.04
7/26/2021 22:15,2.88,3.01
7/26/2021 22:30,2.99,3.03
7/26/2021 22:45,2.87,3.04
7/26/2021 23:00,2.86,3.03
7/26/2021 23:15,3.02,3.02
7/26/2021 23:30,2.91,3.01
7/26/2021 23:45,2.93,3.02
7/27/2021 0:00,2.88,3.01
7/27/2021 0:15,2.95,3.01
7/27/2021 0:30,2.85,3
7/27/2021 0:45,2.9,3.01
7/27/2021 1:00,2.94,3.03
7/27/2021 1:15,2.99,3.02
7/27/2021 1:30,2.86,3.01
7/27/2021 1:45,2.9,3
7/27/2021 2:00,3.22,3
7/27/2021 2:15,2.97,2.98
7/27/2021 2:30,2.94,2.97
7/27/2021 2:45,3.07,2.96
7/27/2021 3:00,2.84,2.96
7/27/2021 3:15,2.8,2.97
7/27/2021 3:30,2.92,2.96
7/27/2021 3:45,2.83,2.95
7/27/2021 4:00,2.83,2.95
7/27/2021 4:15,2.91,2.96
7/27/2021 4:30,2.84,2.94
7/27/2021 4:45,2.95,2.95
7/27/2021 5:00,2.94,2.92
7/27/2021 5:15,2.88,2.92
7/27/2021 5:30,2.82,2.92
7/27/2021 5:45,2.86,2.92
7/27/2021 6:00,2.9,2.94
7/27/2021 6:15,2.74,2.95
7/27/2021 6:30,2.84,2.95
7/27/2021 6:45,2.81,2.97
8/5/2021 17:30,1.7,4.86
8/5/2021 17:45,1.86,2.83
8/5/2021 18:00,1.83,1.97
8/5/2021 18:15,1.86,1.84
8/5/2021 18:30,1.84,1.82
8/5/2021 18:45,1.71,1.8
8/5/2021 19:00,1.65,1.8
8/5/2021 19:15,1.8,1.8
8/5/2021 19:30,1.72,1.81
8/5/2021 19:45,1.72,1.81
8/5/2021 20:00,1.63,1.81
8/5/2021 20:15,1.71,1.84
8/5/2021 20:30,1.66,1.83
8/5/2021 20:45,1.71,1.84
8/5/2021 21:00,1.72,1.82
8/5/2021 21:15,1.73,1.86
8/5/2021 21:30,1.66,1.83
8/5/2021 21:45,1.67,1.81
8/5/2021 22:00,1.63,1.81
8/5/2021 22:15,1.69,1.81
8/5/2021 22:30,1.65,1.81
8/5/2021 22:45,1.74,1.83
8/5/2021 23:00,1.62,1.81
8/5/2021 23:15,1.76,1.8
8/5/2021 23:30,1.72,1.79
8/5/2021 23:45,1.65,1.81
8/6/2021 0:00,1.69,1.83
8/6/2021 0:15,1.75,1.79
8/6/2021 0:30,1.71,1.8
8/6/2021 0:45,1.63,1.82
8/6/2021 1:00,1.7,1.81
8/6/2021 1:15,1.65,1.81
8/6/2021 1:30,1.69,1.83
8/6/2021 1:45,1.73,1.82
8/6/2021 2:00,1.67,1.81
8/6/2021 2:15,1.7,1.79
8/6/2021 2:30,1.66,1.8
8/6/2021 2:45,1.69,1.9
8/6/2021 3:00,1.7,1.83
8/6/2021 3:15,1.64,1.8
8/6/2021 3:30,1.68,1.8
8/6/2021 3:45,1.79,1.83
8/6/2021 4:00,1.72,1.83
8/6/2021 4:15,1.68,1.81
8/6/2021 4:30,1.6,1.82
8/6/2021 4:45,1.65,1.8
8/6/2021 5:00,1.58,1.8
8/6/2021 5:15,1.71,1.79
8/6/2021 5:30,1.73,1.79
8/6/2021 5:45,1.63,1.81
8/6/2021 6:00,1.64,1.81
8/6/2021 6:15,1.69,1.83
8/6/2021 6:30,1.73,1.86
8/6/2021 6:45,1.78,1.82
8/6/2021 7:00,1.73,1.81
8/6/2021 7:15,1.74,1.79
8/6/2021 7:30,1.75,1.79
8/6/2021 7:45,1.64,1.79
8/6/2021 8:00,1.72,1.76
8/6/2021 8:15,1.62,1.74
8/6/2021 8:30,1.61,1.76
8/6/2021 8:45,1.62,1.77
8/6/2021 9:00,1.65,1.75
8/6/2021 9:15,1.6,1.76
8/6/2021 9:30,1.66,1.74
8/6/2021 9:45,1.66,1.76
8/6/2021 10:00,1.68,1.74
8/6/2021 10:15,1.63,1.77
8/6/2021 10:30,1.7,1.78
8/6/2021 10:45,1.67,1.79
8/6/2021 11:00,1.72,1.8
8/6/2021 11:15,1.75,1.83
8/6/2021 11:30,1.64,1.84
8/6/2021 11:45,1.68,1.82
8/6/2021 12:00,1.74,1.83
8/6/2021 12:15,1.76,1.81
8/6/2021 12:30,1.71,1.85
8/6/2021 12:45,1.76,1.85
8/6/2021 13:00,1.73,1.87
8/6/2021 13:15,1.75,1.85
8/6/2021 13:30,1.73,1.87
8/6/2021 13:45,1.77,1.86
8/6/2021 14:00,1.74,1.88
8/6/2021 14:15,1.66,1.88
8/6/2021 14:30,1.74,1.89
8/6/2021 14:45,1.7,1.9
8/6/2021 15:00,1.85,1.88
8/6/2021 15:15,1.71,1.86
8/6/2021 15:30,1.69,1.88
8/6/2021 15:45,1.71,1.88
8/6/2021 16:00,1.7,1.87
8/6/2021 16:15,1.71,1.85
8/6/2021 16:30,1.76,1.83
8/6/2021 16:45,1.68,1.81
8/6/2021 17:00,1.65,1.83
8/6/2021 17:15,1.7,1.83
8/6/2021 17:30,1.67,1.8
8/6/2021 17:45,1.6,1.82
8/6/2021 18:00,1.64,1.82
8/6/2021 18:15,1.64,1.8
8/6/2021 18:30,1.71,1.8
8/6/2021 18:45,1.67,1.79
8/6/2021 19:00,1.68,1.79
8/6/2021 19:15,1.62,1.76
8/6/2021 19:30,1.6,1.76
8/6/2021 19:45,1.68,1.74
8/6/2021 20:00,1.65,1.79
8/6/2021 20:15,1.59,1.78
8/6/2021 20:30,1.66,1.79
8/6/2021 20:45,1.62,1.79
8/6/2021 21:00,1.65,1.79
8/6/2021 21:15,1.69,1.77
8/6/2021 21:30,1.66,1.78
8/6/2021 21:45,1.69,1.79
8/6/2021 22:00,1.63,1.8
8/6/2021 22:15,1.63,1.78
8/6/2021 22:30,1.6,1.79
8/6/2021 22:45,1.67,1.79
8/6/2021 23:00,1.82,1.78
8/6/2021 23:15,1.65,1.74
8/6/2021 23:30,1.58,1.77
8/6/2021 23:45,1.63,1.77
8/7/2021 0:00,1.6,1.76
8/7/2021 0:15,1.66,1.77
8/7/2021 0:30,1.74,1.77
8/7/2021 0:45,1.62,1.78
8/7/2021 1:00,1.72,1.8
8/7/2021 1:15,1.64,1.81
8/7/2021 1:30,1.72,1.78
8/7/2021 1:45,1.65,1.79
8/7/2021 2:00,1.75,1.79
8/7/2021 2:15,1.63,1.78
8/7/2021 2:30,1.69,1.78
8/7/2021 2:45,1.81,1.79
8/7/2021 3:00,1.77,1.78
8/7/2021 3:15,1.63,1.77
8/7/2021 3:30,1.59,1.78
8/7/2021 3:45,1.58,1.76
8/7/2021 4:00,1.58,1.75
8/7/2021 4:15,1.7,1.75
8/7/2021 4:30,1.63,1.76
8/7/2021 4:45,1.59,1.77
8/7/2021 5:00,1.58,1.77
8/7/2021 5:15,1.6,1.76
8/7/2021 5:30,1.65,1.77
8/7/2021 5:45,1.72,1.76
8/7/2021 6:00,1.72,1.78
8/7/2021 6:15,1.73,1.8
8/7/2021 6:30,1.67,1.8
8/7/2021 6:45,1.71,1.78
8/7/2021 7:00,1.69,1.75
8/7/2021 7:15,1.62,1.76
8/7/2021 7:30,1.71,1.74
8/7/2021 7:45,1.65,1.74
8/7/2021 8:00,1.71,1.73
8/7/2021 8:15,1.64,1.7
8/7/2021 8:30,1.73,1.7
8/7/2021 8:45,1.62,1.69
8/7/2021 9:00,1.66,1.69
8/7/2021 9:15,1.58,1.67
8/7/2021 9:30,1.59,1.68
8/7/2021 9:45,1.55,1.67
8/7/2021 10:00,1.48,1.71
8/7/2021 10:15,1.63,1.7
8/7/2021 10:30,1.6,1.72
8/7/2021 10:45,1.59,1.74
8/7/2021 11:00,1.64,1.74
8/7/2021 11:15,1.59,1.73
8/7/2021 11:30,1.7,1.74
8/7/2021 11:45,2.05,1.78
8/7/2021 12:00,1.94,1.76
8/7/2021 12:15,1.95,1.75
8/7/2021 12:30,1.99,1.76
8/7/2021 12:45,1.97,1.78
8/7/2021 13:00,2.01,1.81
8/7/2021 13:15,2.05,1.84
8/7/2021 13:30,1.98,1.81
8/7/2021 13:45,2.01,1.81
8/7/2021 14:00,1.95,1.83
8/7/2021 14:15,1.98,1.88
8/7/2021 14:30,2.04,1.84
8/7/2021 14:45,2.07,1.85
8/7/2021 15:00,2.12,1.86
8/7/2021 15:15,2.1,1.82
8/7/2021 15:30,2.12,1.84
8/7/2021 15:45,1.96,1.85
8/7/2021 16:00,2.03,1.84
8/7/2021 16:15,2.16,1.81
8/7/2021 16:30,1.97,1.8
8/7/2021 16:45,1.99,1.81
8/7/2021 17:00,2.03,1.81
8/7/2021 17:15,1.97,1.85
8/7/2021 18:15,2.13,12.3
8/7/2021 18:30,2,1.75
8/7/2021 18:45,2.05,1.69
8/7/2021 19:00,1.94,1.81
8/7/2021 19:15,1.7,1.76
8/7/2021 19:30,1.62,1.69
8/7/2021 19:45,1.58,2.33
8/7/2021 20:00,1.58,1.62
8/7/2021 20:15,1.61,1.63
8/7/2021 20:30,1.65,1.68
8/7/2021 20:45,1.65,1.65
8/7/2021 21:00,1.64,1.66
8/7/2021 21:15,1.62,1.64
8/7/2021 21:30,1.54,1.65
8/7/2021 21:45,1.59,1.61
8/7/2021 22:00,1.52,1.63
8/7/2021 22:15,1.57,1.64
8/7/2021 22:30,1.61,1.63
8/7/2021 22:45,1.49,1.64
8/7/2021 23:00,1.58,1.64
8/7/2021 23:15,1.53,1.63
8/7/2021 23:30,1.57,1.65
8/7/2021 23:45,1.53,1.63
8/8/2021 0:00,1.57,1.63
8/8/2021 0:15,1.54,1.63
8/8/2021 0:30,1.63,1.63
8/8/2021 0:45,1.56,1.65
8/8/2021 1:00,1.59,1.65
8/8/2021 1:15,1.62,1.67
8/8/2021 1:30,1.55,1.66
8/8/2021 1:45,1.61,1.65
8/8/2021 2:00,1.55,1.64
8/8/2021 2:15,1.58,1.66
8/8/2021 2:30,1.53,1.66
8/8/2021 2:45,1.53,1.66
8/8/2021 3:00,1.54,1.67
8/8/2021 3:15,1.59,1.65
8/8/2021 3:30,1.58,1.65
8/8/2021 3:45,1.55,1.65
8/8/2021 4:00,1.58,1.64
8/8/2021 4:15,1.54,1.65
8/8/2021 4:30,1.53,1.63
8/8/2021 4:45,1.65,1.63
8/8/2021 5:00,1.55,1.63
8/8/2021 5:15,1.48,1.63
8/8/2021 5:30,1.44,1.63
8/8/2021 5:45,1.54,1.63
8/8/2021 6:00,1.58,1.66
8/8/2021 6:15,1.5,1.68
8/8/2021 6:30,1.63,1.65
8/8/2021 6:45,1.54,1.66
8/8/2021 7:00,1.56,1.63
8/8/2021 7:15,1.53,1.64
8/8/2021 7:30,1.58,1.61
8/8/2021 7:45,1.51,1.62
8/8/2021 8:00,1.58,1.61
8/8/2021 8:15,1.57,1.6
8/8/2021 8:30,1.5,1.62
8/8/2021 8:45,1.49,1.63
8/8/2021 9:00,1.5,1.64
8/8/2021 9:15,1.51,1.63
8/8/2021 9:30,1.53,1.62
8/8/2021 9:45,1.5,1.64
8/8/2021 10:00,1.47,1.65
8/8/2021 10:15,1.54,1.63
8/8/2021 10:30,1.53,1.66
8/8/2021 10:45,1.6,1.66
8/8/2021 11:00,1.56,1.67
8/8/2021 11:15,1.55,1.67
8/8/2021 11:30,1.65,1.68
8/8/2021 11:45,1.59,1.67
8/8/2021 12:00,1.63,1.67
8/8/2021 12:15,1.55,1.68
8/8/2021 12:30,1.53,1.69
8/8/2021 12:45,1.64,1.71
8/8/2021 13:00,1.57,1.72
8/8/2021 13:15,1.53,1.73
8/8/2021 13:30,1.54,1.74
8/8/2021 13:45,1.57,1.75
8/8/2021 14:00,1.59,1.75
8/8/2021 14:15,1.67,1.75
8/8/2021 14:30,1.64,1.75
8/8/2021 14:45,1.64,1.75
8/8/2021 15:00,1.64,1.74
8/8/2021 15:15,1.64,1.73
8/8/2021 15:30,1.65,1.74
8/8/2021 15:45,1.65,1.74
8/8/2021 16:00,1.66,1.73
8/8/2021 16:15,1.59,1.72
8/8/2021 16:30,1.55,1.72
8/8/2021 16:45,1.56,1.71
8/8/2021 17:00,1.58,1.7
8/8/2021 17:15,1.56,1.68
8/8/2021 17:30,1.64,1.68
8/8/2021 17:45,1.53,1.68
8/8/2021 18:00,1.55,1.67
8/8/2021 18:15,1.52,1.69
8/8/2021 18:30,1.57,1.67
8/8/2021 18:45,1.6,1.68
8/8/2021 19:00,1.55,1.66
8/8/2021 19:15,1.5,1.66
8/8/2021 19:30,1.59,1.66
8/8/2021 19:45,1.51,1.63
8/8/2021 20:00,1.42,1.62
8/8/2021 20:15,1.53,1.63
8/8/2021 20:30,1.53,1.66
8/8/2021 20:45,1.51,1.66
8/8/2021 21:00,1.57,1.66
8/8/2021 21:15,1.5,1.66
8/8/2021 21:30,1.56,1.65
8/8/2021 21:45,1.56,1.67
8/8/2021 22:00,1.51,1.65
8/8/2021 22:15,1.55,1.64
8/8/2021 22:30,1.49,1.64
8/8/2021 22:45,1.64,1.65
8/8/2021 23:00,1.54,1.63
8/8/2021 23:15,1.57,1.66
8/8/2021 23:30,1.57,1.66
8/8/2021 23:45,1.41,1.65
8/9/2021 0:00,1.52,1.65
8/9/2021 0:15,1.53,1.64
8/9/2021 0:30,1.59,1.65
8/9/2021 0:45,1.54,1.66
8/9/2021 1:00,1.51,1.64
8/9/2021 1:15,1.53,1.69
8/9/2021 1:30,1.69,1.64
8/9/2021 1:45,1.5,1.64
8/9/2021 2:00,1.5,1.64
8/9/2021 2:15,1.48,1.63
8/9/2021 2:30,1.53,1.64
8/9/2021 2:45,1.5,1.63
8/9/2021 3:00,1.54,1.64
8/9/2021 3:15,1.52,1.65
8/9/2021 3:30,1.46,1.65
8/9/2021 3:45,1.56,1.64
8/9/2021 4:00,1.48,1.63
8/9/2021 4:15,1.45,1.65
8/9/2021 4:30,1.52,1.62
8/9/2021 4:45,1.49,1.64
8/9/2021 5:00,1.56,1.64
8/9/2021 5:15,1.49,1.64
8/9/2021 5:30,1.48,1.63
8/9/2021 5:45,1.5,1.64
8/9/2021 6:00,1.52,1.63
8/9/2021 6:15,1.59,1.65
8/9/2021 6:30,1.51,1.63
8/9/2021 6:45,1.57,1.63
8/9/2021 7:00,1.54,1.63
8/9/2021 7:15,1.52,1.62
8/9/2021 7:30,1.49,1.6
8/9/2021 7:45,1.56,1.6
8/9/2021 8:00,1.51,1.59
8/9/2021 8:15,1.52,1.64
8/9/2021 8:30,1.49,1.61
8/9/2021 8:45,1.47,1.62
8/9/2021 9:00,1.48,1.59
8/9/2021 9:15,1.5,1.6
8/9/2021 9:30,1.45,1.6
8/9/2021 9:45,1.44,1.58
8/9/2021 10:00,1.49,1.6
8/9/2021 10:15,1.43,1.62
8/9/2021 10:30,1.56,1.64
8/9/2021 10:45,1.51,1.63
8/9/2021 11:00,1.58,1.65
8/9/2021 11:15,1.47,1.65
8/9/2021 11:30,1.56,1.66
8/9/2021 11:45,1.51,1.66
8/9/2021 12:00,1.49,1.68
8/9/2021 12:15,1.47,1.67
8/9/2021 12:30,1.52,1.67
8/9/2021 12:45,1.54,1.68
8/9/2021 13:00,1.65,1.71
8/9/2021 13:15,1.57,1.73
8/9/2021 13:30,1.51,1.69
8/9/2021 13:45,1.52,1.69
8/9/2021 14:00,1.61,1.68
8/9/2021 14:15,1.5,1.69
8/9/2021 14:30,1.65,1.69
8/9/2021 14:45,1.53,1.69
8/9/2021 15:00,1.63,1.68
8/9/2021 15:15,1.55,1.68
8/9/2021 15:30,1.54,1.68
8/9/2021 15:45,1.44,1.71
8/9/2021 16:00,1.56,1.68
8/9/2021 16:15,1.6,1.7
8/9/2021 16:30,1.52,1.69
8/9/2021 16:45,1.53,1.68
8/9/2021 17:00,1.63,1.68
8/9/2021 17:15,1.5,1.75
8/9/2021 17:30,1.54,1.71
8/9/2021 17:45,1.56,1.68
8/9/2021 18:00,1.49,1.67
8/9/2021 18:15,1.49,1.67
8/9/2021 18:30,1.54,1.66
8/9/2021 18:45,1.58,1.64
8/9/2021 19:00,1.47,1.71
8/9/2021 19:15,1.57,1.7
8/9/2021 19:30,1.55,1.7
8/9/2021 19:45,1.51,1.66
8/9/2021 20:00,1.55,1.62
8/9/2021 20:15,1.53,1.65
8/9/2021 20:30,1.5,1.67
8/9/2021 20:45,1.45,1.68
8/9/2021 21:00,1.53,1.66
8/9/2021 21:15,1.49,1.69
8/9/2021 21:30,1.57,1.67
8/9/2021 21:45,1.45,1.65
8/9/2021 22:00,1.54,1.65
8/9/2021 22:15,1.47,1.65
8/9/2021 22:30,1.56,1.64
8/9/2021 22:45,1.54,1.65
8/9/2021 23:00,1.49,1.64
8/9/2021 23:15,1.51,1.65
8/9/2021 23:30,1.53,1.66
8/9/2021 23:45,1.54,1.65
8/10/2021 0:00,1.47,1.66
8/10/2021 0:15,1.57,1.65
8/10/2021 0:30,1.5,1.65
8/10/2021 0:45,1.47,1.66
8/10/2021 1:00,1.91,1.65
8/10/2021 1:15,1.81,1.65
8/10/2021 1:30,1.72,1.66
8/10/2021 1:45,1.54,1.65
8/10/2021 2:00,1.49,1.64
8/10/2021 2:15,1.55,1.66
8/10/2021 2:30,1.5,1.66
8/10/2021 2:45,1.51,1.66
8/10/2021 3:00,1.56,1.66
8/10/2021 3:15,1.6,1.64
8/10/2021 3:30,1.52,1.66
8/10/2021 3:45,1.47,1.65
8/10/2021 4:00,1.51,1.64
8/10/2021 4:15,1.66,1.65
8/10/2021 4:30,1.5,1.66
8/10/2021 4:45,1.64,1.64
8/10/2021 5:00,1.48,1.62
8/10/2021 5:15,1.54,1.63
8/10/2021 5:30,1.5,1.63
8/10/2021 5:45,1.44,1.64
8/10/2021 6:00,1.47,1.65
8/10/2021 6:15,1.52,1.66
8/10/2021 6:30,1.54,1.64
8/10/2021 6:45,1.51,1.67
8/10/2021 7:00,1.52,1.67
8/10/2021 7:15,1.55,1.64
8/10/2021 7:30,1.53,1.61
8/10/2021 7:45,1.45,1.63
8/10/2021 8:00,1.45,1.61
8/10/2021 8:15,1.41,1.59
8/10/2021 8:30,1.38,1.59
8/10/2021 8:45,1.43,1.57
8/10/2021 9:00,1.4,1.57
8/10/2021 9:15,1.41,1.56
8/10/2021 9:30,1.45,1.56
8/10/2021 9:45,1.47,1.56
8/10/2021 10:00,1.42,1.56
8/10/2021 10:15,1.41,1.57
8/10/2021 10:30,1.4,1.59
8/10/2021 10:45,1.47,1.6
8/10/2021 11:00,1.51,1.6
8/10/2021 11:15,1.44,1.61
8/10/2021 11:30,1.41,1.63
8/10/2021 11:45,1.52,1.6
8/10/2021 12:00,1.5,1.59
8/10/2021 12:15,1.4,1.58
8/10/2021 12:30,1.4,1.57
8/10/2021 12:45,1.44,1.57
8/10/2021 13:00,1.39,1.59
8/10/2021 13:15,1.37,1.59
8/10/2021 13:30,1.48,1.62
8/10/2021 13:45,1.49,1.6
8/10/2021 14:00,1.43,1.58
8/10/2021 14:15,1.4,1.65
8/10/2021 14:30,1.52,1.62
8/10/2021 14:45,1.49,1.6
8/10/2021 15:00,1.5,1.62
8/10/2021 15:15,1.47,1.62
8/10/2021 15:30,1.52,1.65
8/10/2021 15:45,1.47,1.64
8/10/2021 16:00,1.49,1.65
8/10/2021 16:15,1.43,1.72
8/10/2021 16:30,1.47,1.75
8/10/2021 16:45,1.45,1.68
8/10/2021 17:00,1.52,1.66
8/10/2021 17:15,1.46,1.64
8/10/2021 17:30,1.42,1.64
8/10/2021 17:45,1.48,1.64
8/10/2021 18:00,1.49,1.64
8/10/2021 18:15,1.46,1.62
8/10/2021 18:30,1.44,1.62
8/10/2021 18:45,1.41,1.62
8/10/2021 19:00,1.41,1.62
8/10/2021 19:15,1.42,1.67
8/10/2021 19:30,1.45,1.65
8/10/2021 19:45,1.43,1.63
8/10/2021 20:00,1.56,1.61
8/10/2021 20:15,1.49,1.64
8/10/2021 20:30,1.52,1.66
8/10/2021 20:45,1.48,1.66
8/10/2021 21:00,1.49,1.65
8/10/2021 21:15,1.49,1.65
8/10/2021 21:30,1.45,1.61
8/10/2021 21:45,1.48,1.64
8/10/2021 22:00,1.46,1.62
8/10/2021 22:15,1.5,1.64
8/10/2021 22:30,1.45,1.63
8/10/2021 22:45,1.62,1.65
8/10/2021 23:00,1.54,1.66
8/10/2021 23:15,1.45,1.64
8/10/2021 23:30,1.51,1.64
8/10/2021 23:45,1.47,1.66
8/11/2021 0:00,1.51,1.66
8/11/2021 0:15,1.43,1.65
8/11/2021 0:30,1.49,1.62
8/11/2021 0:45,1.47,1.63
8/11/2021 1:00,1.48,1.65
8/11/2021 1:15,1.51,1.64
8/11/2021 1:30,1.5,1.63
8/11/2021 1:45,1.48,1.65
8/11/2021 2:00,1.59,1.7
8/11/2021 2:15,1.53,1.67
8/11/2021 2:30,1.44,1.76
8/11/2021 2:45,1.52,1.67
8/11/2021 3:00,1.5,1.68
8/11/2021 3:15,1.58,1.66
8/11/2021 3:30,1.52,1.65
8/11/2021 3:45,1.46,1.64
8/11/2021 4:00,1.49,1.62
8/11/2021 4:15,1.45,1.64
8/11/2021 4:30,1.42,1.63
8/11/2021 4:45,1.52,1.64
8/11/2021 5:00,1.49,1.63
8/11/2021 5:15,1.48,1.63
8/11/2021 5:30,1.51,1.63
8/11/2021 5:45,1.46,1.64
8/11/2021 6:00,1.48,1.65
8/11/2021 6:15,1.68,1.66
8/11/2021 6:30,1.53,1.66
8/11/2021 6:45,1.52,1.66
8/11/2021 7:00,1.61,1.64
8/11/2021 7:15,1.61,1.63
8/11/2021 7:30,1.53,1.67
8/11/2021 7:45,1.53,1.65
8/11/2021 8:00,1.55,1.61
8/11/2021 8:15,1.44,1.6
8/11/2021 8:30,1.46,1.6
8/11/2021 8:45,1.5,1.59
8/11/2021 9:00,1.54,1.58
8/11/2021 9:15,1.39,1.59
8/11/2021 9:30,1.36,1.57
8/11/2021 9:45,1.38,1.56
8/11/2021 10:00,1.44,1.6
8/11/2021 10:15,1.47,1.63
8/11/2021 10:30,1.38,1.61
8/11/2021 10:45,1.48,1.59
8/11/2021 11:00,1.48,1.6
8/11/2021 11:15,1.45,1.6
8/11/2021 11:30,1.39,1.58
8/11/2021 11:45,1.45,1.59
8/11/2021 12:00,1.47,1.59
8/11/2021 12:15,1.48,1.63
8/11/2021 12:30,1.49,1.62
8/11/2021 12:45,1.38,1.64
8/11/2021 13:00,1.48,1.63
8/11/2021 13:15,1.46,1.64
8/11/2021 13:30,1.54,1.66
8/11/2021 13:45,1.46,1.69
8/11/2021 14:00,1.53,1.69
8/11/2021 14:15,1.49,1.68
8/11/2021 14:30,1.49,1.66
8/11/2021 14:45,1.45,1.67
8/11/2021 15:00,1.58,1.64
8/11/2021 15:15,1.45,1.65
8/11/2021 15:30,1.38,1.62
8/11/2021 15:45,1.51,1.63
8/11/2021 16:00,1.35,1.61
8/11/2021 16:15,1.49,1.61
8/11/2021 16:30,1.48,1.59
8/11/2021 16:45,1.5,1.59
8/11/2021 17:00,2.1,1.66
8/11/2021 17:15,6.63,3.92
8/11/2021 17:30,6.54,4.63
8/11/2021 17:45,6.48,4.56
8/11/2021 18:00,6.54,4.62
8/11/2021 18:15,6.52,4.6
8/11/2021 18:30,6.56,4.6
8/11/2021 18:45,6.55,4.58
8/11/2021 19:00,6.55,4.56
8/11/2021 19:15,6.51,4.54
8/11/2021 19:30,6.46,4.53
8/11/2021 19:45,6.48,4.51
8/11/2021 20:00,6.45,4.5
8/11/2021 20:15,6.48,4.49
8/11/2021 20:30,6.46,4.48
8/11/2021 20:45,6.41,4.47
8/11/2021 21:00,6.45,4.45
8/11/2021 21:15,6.47,4.45
8/11/2021 21:30,6.46,4.45
8/11/2021 21:45,6.42,4.45
8/11/2021 22:00,6.41,4.45
8/11/2021 22:15,6.41,4.44
