Date_Time,Turbidity,sediment
2023-04-18 08:30:00,10.750207933333334,10.0
2023-04-18 12:30:00,11.98366814,6.82
2023-04-18 16:30:00,28.755143333333336,21.5
2023-04-18 21:30:00,17.720414,11.05
2023-04-19 02:30:00,10.725819333333334,18.0
2023-04-19 07:30:00,11.013855333333334,6.5
2023-04-19 12:30:00,10.820681333333333,8.0
2023-04-19 17:30:00,16.38102933333333,12.0
2023-04-19 22:30:00,9.5457912,6.0
2023-04-20 03:30:00,10.8071176,8.89
2023-04-20 08:30:00,11.302605,12.22
2023-04-20 18:30:00,12.379865893333333,6.88
2023-04-20 23:30:00,13.855930533333334,4.67
2023-04-21 09:30:00,7.928678333333333,5.33
2023-04-21 14:30:00,9.290000266666667,6.0
2023-04-21 19:30:00,11.7388058,17.86
2023-04-22 00:30:00,10.340905666666666,4.0
2023-04-22 05:30:00,7.8816796,6.67
2023-04-22 10:30:00,6.612443333333333,5.52
2023-04-22 15:30:00,9.912716266666665,5.33
2023-04-22 20:30:00,9.937147333333334,8.0
2023-04-23 01:30:00,6.397282466666666,7.33
2023-04-23 16:00:00,11.168468666666666,11.25
2023-04-23 21:00:00,8.2048614,5.16
2023-04-24 02:00:00,7.851839466666666,8.67
2023-04-24 17:00:00,13.038916666666667,15.0
2023-04-24 22:00:00,9.265761653333332,7.14
2023-04-25 03:00:00,7.3385368,4.12
2023-04-25 13:00:00,8.663250266666665,7.14
2023-04-26 19:00:00,6.6294694666666665,11.33
2023-04-27 00:00:00,5.534429466666667,6.67
2023-04-27 05:00:00,5.794403533333333,5.29
2023-04-27 15:00:00,8.775232106666667,7.5
2023-04-28 01:00:00,8.396474866666667,8.12
2023-04-28 06:00:00,11.483500266666667,11.61
2023-04-28 11:00:00,5.404699533333333,8.12
2023-04-28 16:00:00,9.838444733333334,6.67
2023-04-28 21:00:00,5.6234687333333335,3.75
2023-04-29 02:00:00,6.5970211333333335,11.25
2023-04-29 12:00:00,4.898272733333333,4.67
2023-04-29 17:00:00,12.434268,14.55
2023-04-29 22:00:00,8.707696666666667,9.29
2023-04-30 03:00:00,10.258584,6.88
2023-04-30 08:00:00,7.501932399999999,2.5
2023-04-30 13:00:00,9.533501600000001,12.67
2023-04-30 18:00:00,40.720068000000005,45.0
2023-04-30 23:00:00,20.852958666666666,14.0
2023-05-01 04:00:00,12.526063340266665,10.0
2023-05-01 09:00:00,9.340075066666666,8.12
2023-05-01 14:00:00,12.602335333333333,13.53
2023-05-01 20:00:00,20.458221333333334,20.0
2023-05-02 03:00:00,12.620073333333334,10.0
2023-05-02 17:00:00,10.38581286,4.38
2023-05-03 00:00:00,8.9650456,3.33
2023-05-03 07:00:00,9.191385066666665,5.0
2023-05-03 14:00:00,8.336210719999999,10.67
2023-05-03 20:00:00,22.230606,24.37
2023-05-04 05:00:00,11.143065133333332,5.62
2023-05-04 14:00:00,10.3661924,1.29
2023-05-04 20:00:00,12.699106666666667,0.71
2023-05-05 05:00:00,4.5956702080000005,2.14
2023-05-05 11:00:00,6.537635133333334,0.67
2023-07-29 15:16:00,37.516,100.0
2023-07-29 15:31:00,36.156,105.56
2023-07-29 15:46:00,29.958000000000002,50.0
2023-07-29 16:01:00,22.630000000000003,68.89
2023-07-29 16:16:00,18.118000000000002,51.11
2023-07-29 16:31:00,15.154,45.26
2023-07-29 16:46:00,13.312,20.0
2023-07-29 17:16:00,11.456,15.45
2023-07-29 17:46:00,10.780000000000001,26.0
2023-07-29 18:31:00,11.886,21.0
2023-08-13 18:45:00,4.74,43.2
2023-08-13 19:00:00,4.74,29.23
2023-08-13 19:15:00,4.74,25.0
2023-08-13 19:30:00,4.74,23.75
2023-08-13 19:45:00,4.74,22.22
2023-08-13 20:00:00,4.74,22.22
2023-08-13 20:15:00,4.74,21.9
2023-08-13 20:30:00,4.74,18.0
2023-08-13 20:45:00,4.74,20.5
2023-08-13 21:00:00,4.74,12.56
2023-08-13 21:15:00,4.74,18.0
2023-08-13 21:30:00,4.74,20.0
2023-08-28 12:20:00,2.456603475513428,77.89
2023-08-28 12:35:00,2.4563665086887836,43.0
2023-08-28 12:50:00,2.456129541864139,36.0
2023-08-28 13:05:00,2.4558925750394947,28.84
2023-08-28 13:20:00,2.4556556082148497,29.55
2023-08-28 14:05:00,2.4549447077409163,26.84
2023-08-28 14:35:00,2.454470774091627,24.0
2023-08-28 15:20:00,2.4537598736176935,23.57
2023-09-14 17:45:00,12.23,30.77
2023-09-14 18:00:00,14.09,30.19
2023-09-14 18:15:00,13.07,29.17
2023-09-14 18:45:00,10.54,20.42
2023-09-14 19:15:00,8.47,18.0
2023-09-14 20:00:00,6.55,19.0
