KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,4/12/2022 18:50,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,30.8,-0.024,51.23,19.66,50.4,72.2,94.4,9.23,-0.034,0.02,49.7,32,5.42,0,1.209,NA,-34.1,5.048,-0.023,5.15,0
,,,STANDARD DEVIATION:,1.4,0.007,2.11,0.81,0.5,0.2,0.3,0.38,0.01,0,0.6,0,0.44,0,0.004,0.04,2.5,1.728,0.007,0.03,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17G101781,17G100304,21A106445,21A106445,17G101781,17G102845,17G102845,17G102845,17G100304,17G101781,17G101781,17G101781,17G100814,17G100814,17G102240,17H101000,17H101000,17G101781,17G100304,17H101020,17H101020
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond ï¿½S/,Depth m,fDOM QSU,fDOM RFU,nLF Cond ï¿½S/,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond ï¿½S/,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp ï¿,Vertical Position m,Battery V,Cable Pwr V
4/9/2022,18:30:00,0,LaJaraDownstream,32.1,-0.011,49.9,19.15,50.6,72.6,94.9,8.95,-0.016,0.02,49.8,32,6.37,0,1.208,7.29,-37.5,6.388,-0.01,5.15,0
4/9/2022,18:45:00,0,LaJaraDownstream,31.9,-0.011,50.02,19.2,50.6,72.4,94.6,8.96,-0.015,0.02,49.8,32,6.77,0,1.207,7.19,-32.1,6.201,-0.009,5.18,0
4/9/2022,19:00:00,0,LaJaraDownstream,31.8,-0.012,50.93,19.55,50.7,72.3,94.5,9,-0.017,0.02,49.9,32,7.05,0,1.207,7.23,-34.6,5.995,-0.011,5.2,0
4/9/2022,19:15:00,0,LaJaraDownstream,31.7,-0.015,51.7,19.84,50.8,72.2,94.4,9.04,-0.021,0.02,50.1,33,6.3,0,1.207,7.15,-30,5.807,-0.013,5.17,0
4/9/2022,19:30:00,0,LaJaraDownstream,31.7,-0.015,52.07,19.99,51,72.2,94.4,9.06,-0.022,0.02,50.2,33,6.03,0,1.208,7.15,-29.6,5.68,-0.014,5.18,0
4/9/2022,19:45:00,0,LaJaraDownstream,31.6,-0.016,52.46,20.13,51,72.1,94.3,9.08,-0.023,0.02,50.3,33,6.02,0,1.206,7.15,-30,5.541,-0.014,5.19,0
4/9/2022,20:00:00,0,LaJaraDownstream,31.5,-0.016,52.72,20.23,51.1,72.1,94.3,9.11,-0.023,0.02,50.4,33,6.1,0,1.207,7.17,-30.7,5.409,-0.016,5.18,0
4/9/2022,20:15:00,0,LaJaraDownstream,31.4,-0.016,52.98,20.33,51.1,72.1,94.3,9.15,-0.023,0.02,50.4,33,5.93,0,1.206,7.18,-31.2,5.282,-0.016,5.19,0
4/9/2022,20:30:00,0,LaJaraDownstream,31.3,-0.014,53.28,20.45,51.1,72.2,94.3,9.17,-0.019,0.02,50.4,33,5.84,0,1.207,7.17,-30.9,5.187,-0.013,5.17,0
4/9/2022,20:45:00,0,LaJaraDownstream,31.2,-0.013,53.39,20.49,51.1,72.2,94.3,9.19,-0.018,0.02,50.3,33,8.06,0,1.206,7.18,-31.2,5.121,-0.011,5.18,0
4/9/2022,21:00:00,0,LaJaraDownstream,31.2,-0.011,53.19,20.42,51.1,72.2,94.4,9.2,-0.016,0.02,50.3,33,5.72,0,1.207,7.19,-32.1,5.057,-0.009,5.19,0
4/9/2022,21:15:00,0,LaJaraDownstream,31,-0.01,53.83,20.66,51,72.2,94.4,9.22,-0.014,0.02,50.3,33,5.52,0,1.207,7.18,-31.4,4.968,-0.009,5.18,0
