,05/04/23 12:15:00,05/04/23 12:30:00,05/04/23 12:45:00,05/04/23 13:00:00,05/04/23 13:15:00,05/04/23 13:30:00,05/04/23 13:45:00,05/04/23 14:00:00,05/04/23 14:15:00,05/04/23 14:30:00,05/04/23 14:45:00,05/04/23 15:00:00,05/04/23 15:15:00,05/04/23 15:30:00,05/04/23 15:45:00,05/04/23 16:00:00,05/04/23 16:15:00,05/04/23 16:30:00,05/04/23 16:45:00,05/04/23 17:00:00,05/04/23 17:15:00,05/04/23 17:30:00,05/04/23 17:45:00,05/04/23 18:00:00,05/04/23 18:15:00,05/04/23 18:30:00,05/04/23 18:45:00,05/04/23 19:00:00,05/04/23 19:15:00,05/04/23 19:30:00,05/04/23 19:45:00,05/04/23 20:00:00,05/04/23 20:15:00,05/04/23 20:30:00,05/04/23 20:45:00,05/04/23 21:00:00,05/04/23 21:15:00,05/04/23 21:30:00,05/04/23 21:45:00,05/04/23 22:00:00,05/04/23 22:15:00,05/04/23 22:30:00,05/04/23 22:45:00,05/04/23 23:00:00,05/04/23 23:15:00,05/04/23 23:30:00,05/04/23 23:45:00,05/05/23 00:00:00,05/05/23 00:15:00,05/05/23 00:30:00,05/05/23 00:45:00,05/05/23 01:00:00,05/05/23 01:15:00,05/05/23 01:30:00,05/05/23 01:45:00,05/05/23 02:00:00,05/05/23 02:15:00,05/05/23 02:30:00,05/05/23 02:45:00,05/05/23 03:00:00,05/05/23 03:15:00,05/05/23 03:30:00,05/05/23 03:45:00,05/05/23 04:00:00,05/05/23 04:15:00,05/05/23 04:30:00,05/05/23 04:45:00,05/05/23 05:00:00,05/05/23 05:15:00,05/05/23 05:30:00,05/05/23 05:45:00,05/05/23 06:00:00,05/05/23 06:15:00,05/05/23 06:30:00,05/05/23 06:45:00,05/05/23 07:00:00,05/05/23 07:15:00,05/05/23 07:30:00,05/05/23 07:45:00,05/05/23 08:00:00,05/05/23 08:15:00,05/05/23 08:30:00,05/05/23 08:45:00,05/05/23 09:00:00,05/05/23 09:15:00,05/05/23 09:30:00,05/05/23 09:45:00,05/05/23 10:00:00,05/05/23 10:15:00,05/05/23 10:30:00,05/05/23 10:45:00,05/05/23 11:00:00,05/05/23 11:15:00,05/05/23 11:30:00,05/05/23 11:45:00,05/05/23 12:00:00,05/05/23 12:15:00,05/05/23 12:30:00,05/05/23 12:45:00,05/05/23 13:00:00,05/05/23 13:15:00,05/05/23 13:30:00,05/05/23 13:45:00,05/05/23 14:00:00,05/05/23 14:15:00,05/05/23 14:30:00,05/05/23 14:45:00,05/05/23 15:00:00,05/05/23 15:15:00,05/05/23 15:30:00,05/05/23 15:45:00,05/05/23 16:00:00,05/05/23 16:15:00,05/05/23 16:30:00,05/05/23 16:45:00,05/05/23 17:00:00,05/05/23 17:15:00,05/05/23 17:30:00,05/05/23 17:45:00
mean_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928691487376092,0.0,0.0,0.0,0.08623473089512894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16867590942761052
median_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928691487376092,0.0,0.0,0.0,0.08623473089512894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14774167024357318
max_env_ch5,0.3616690531242979,0.43178464019669044,0.36316599140386674,0.37379542496366,0.38424990716855256,0.34631623434930353,0.35607131412139775,0.3761498142275337,0.3574982840018537,0.37068630158682203,0.3612576689711614,0.3579155927894677,0.3653876672956943,0.36340381659260457,0.3574748170672018,0.389486551026575,0.3544045234093024,0.38103256939116154,0.36221146482624716,0.40641144642113725,0.35967098999540753,0.3694678361306804,0.37424085838440035,0.3818444088332703,0.3697382343598866,0.36370182263126943,0.39343156385560646,0.32455711846785684,0.33683554005278793,0.3415020049017104,0.3741736044632457,0.35370771605083906,0.35317257593102724,0.358863483425166,0.3368076347989573,0.32062021196035406,0.3291978500049264,0.3423306290184067,0.34951325366788344,0.31176504375217706,0.3550761441816273,0.31229160824536434,0.30769993816414765,0.32094094785670413,0.31605661026002685,0.3125090210727473,0.34475755080201387,0.30815135863249504,0.36670935731196386,0.2919264328175273,0.3061027148113703,0.33933191352502917,0.31908437051583177,0.3285313918537421,0.3410324204437747,0.3087158039223983,0.3286144561279494,0.35983084553825323,0.33829391407838355,0.35681601909688293,0.3498444806976604,0.31712687628130365,0.3265999344932539,0.36130133410833737,0.31981696475828747,0.35043257765372476,0.3111444154798671,0.32285929253655005,0.33085748310222085,0.35302036486579613,0.32579883509039725,0.3500565913697722,0.32380422689295835,0.33737890641037244,0.3444892784798119,0.3173391508916135,0.33712760020341087,0.3523018188580453,0.34770710629934876,0.3850165600876896,0.4139840886005864,0.38665971247264685,0.36261591307517943,0.37913998231325197,0.4255500006565359,0.42784925275397584,0.355610066543587,0.3451361150105043,0.42778445096632006,0.3674173336028338,0.4020617180419908,0.3894590140925563,0.37170931089255843,0.41615454038252697,0.4307924008393108,0.453427535685138,0.5375217360936447,0.4571457040623823,0.3721212322430336,0.34124881429262366,0.3338804432502986,0.389024311259803,0.3493046910443152,0.33871107329920563,0.3424068119952297,0.37499800811271367,0.38123339900829706,0.4062263388116393,0.3825182684123739,0.396525214493649,0.3551687510597525,0.3479172364735381,0.3912105874696627,0.34795224685544485,0.39299775246802754,0.35371631146133325,0.37497269699661073,0.3469116108531768,1.1701518479132318
mean_env_ch5,0.313709481946658,0.32990907373202627,0.3015358750440518,0.3112313027221084,0.31636931154303993,0.29158171165579083,0.29320440224088956,0.3134930975451522,0.3156030670511248,0.310531956096817,0.3125983300805233,0.31208450719963565,0.303582066709259,0.3031483107049328,0.3034114934712879,0.3145056672472569,0.30199425962425386,0.31755189532414047,0.31242972426211757,0.29987837532349326,0.312433533642856,0.30959593125244467,0.31094217273997027,0.30791956242462104,0.3181620980154391,0.3135463027484779,0.31586204852765987,0.29016009285695216,0.28277009041604273,0.2892556142389591,0.2925587156493793,0.29038553477276624,0.29750181185030766,0.28411196247548526,0.28563386871910645,0.2918296848402287,0.2845066559320571,0.27471503727298663,0.292011683450962,0.28380215600142833,0.29583904843715175,0.261675501953711,0.26126999586511473,0.2742657609056645,0.265804511621374,0.2719379313400158,0.2624454065981531,0.28016785564586466,0.2854572775105823,0.26055346661829376,0.2654596906290109,0.27841480271501395,0.26724162165630533,0.2743193720133969,0.27264293563965925,0.27590632370920665,0.2724022752914191,0.27853975647268264,0.27814568243149546,0.28577595775850295,0.29119804686869266,0.27429966889227625,0.28434814571264916,0.2767688429842365,0.2692449475726646,0.28780791293687447,0.2782323565861863,0.2914781155405227,0.2806990257694531,0.28100507344405157,0.2768348499262206,0.27564675714918596,0.27656639807300815,0.2871139942017386,0.28043968361281557,0.2799959691022998,0.28152193333988623,0.293812570363088,0.2841875137886296,0.3000733647569943,0.31171281732542433,0.28554444421369474,0.2997615096841909,0.3035249788440503,0.32709176806072987,0.3031759971513972,0.29468380329223404,0.2932210294979185,0.32543733813449355,0.3136310222429878,0.325307211160104,0.32564180079553784,0.32599962480159506,0.3223146970289558,0.3342094503223197,0.34805803044944955,0.3509584137052785,0.35106256714693485,0.30755814128190395,0.30275216453661125,0.2952146128577279,0.3166355463334375,0.30054539629509536,0.29839597079673513,0.30094019810776457,0.3025672603653743,0.3149131593548811,0.314362351437059,0.32039867251276316,0.32564374918255984,0.29987488295868775,0.3025894051711698,0.31842368558016854,0.31056528878877254,0.3083538643967984,0.3083809641153613,0.31228937219700853,0.3040798374478554,0.4114160544478872
median_env_ch5,0.3170924688313179,0.3216423516853833,0.2986614475724705,0.3150558323615809,0.3178380799071603,0.28911904200863187,0.28998484371337,0.31612552580767606,0.31315229174578174,0.30991729223885967,0.31421293270618156,0.3090677618881999,0.29966201028276673,0.29705517415314475,0.300642917685612,0.31270560813789444,0.29403688515338183,0.3173031524201683,0.30854536430174395,0.30036434224654673,0.3185432330663812,0.31256044538878314,0.31489601762153263,0.30554449025518265,0.3189348468567422,0.31233237490446564,0.30844475779043634,0.29612736360432074,0.2804925233093138,0.28893470516421904,0.2826370500733138,0.28389571436436434,0.3028998980216242,0.28226999898280997,0.28353831019021836,0.29652559162663594,0.2807235930619768,0.2668766112749542,0.2946736643416777,0.28614518254113064,0.29830915375861006,0.26035268713892606,0.25911375683926785,0.27824624255758057,0.2636471849818103,0.2644467445000252,0.258176569536391,0.28341235122357156,0.28577334279640015,0.26044168421974284,0.26523826412457047,0.2739751801190225,0.2608923541246597,0.2726099272565117,0.27371582616276313,0.28036844810613765,0.2731352196978504,0.2756540353546111,0.2671086495708377,0.2842760115090101,0.28819184468251424,0.2700894172047415,0.29159216429908336,0.2735753423898106,0.26752101268049283,0.287842456521644,0.28385262869306754,0.2956330941615584,0.2778640420863846,0.2682328511718629,0.2731251579884865,0.27471669798447834,0.28620102875040787,0.28431847756184087,0.27645348793356844,0.2799284572884406,0.28098728816948954,0.2897274741845374,0.2782459758799659,0.2948302175106795,0.299587919540209,0.29069500915099244,0.30953071714186353,0.2854957408893516,0.32509569647319997,0.29304925566833406,0.29189811628099915,0.28928994196146934,0.31309378054056025,0.315101786221738,0.3277585549136007,0.3128569672815281,0.3369765530506564,0.3111393575022855,0.3301058501047337,0.33980405425972016,0.3473615833429308,0.34973677227357985,0.3066570719079009,0.3036518581799365,0.30472917468313887,0.32148264045064495,0.29667981452978615,0.3038380409857729,0.3025503259149933,0.3006339226741802,0.30577297039538615,0.3045305263444906,0.3219160213995392,0.3253697659532484,0.2969320238179036,0.29530184833131085,0.31468026234332414,0.30987962276438585,0.30175647640880787,0.30914465174938177,0.3045515904780044,0.30444599800615557,0.34527527536378627
max_env_ch4,1.4466762124971917,1.7271385607867618,1.452663965615467,1.49518169985464,1.5369996286742102,1.3852649373972141,1.424285256485591,1.5045992569101347,1.4299931360074147,1.4827452063472881,1.4450306758846456,1.4316623711578709,1.461550669182777,1.4536152663704183,1.4298992682688072,1.5579462041063,1.4340571693182635,1.5241302775646461,1.4488458593049887,1.625645785684549,1.5177151653162346,1.4778713445227216,1.4969634335376014,1.5273776353330812,1.4789529374395465,1.4548072905250777,1.5737262554224258,1.3076775950091104,1.3473421602111517,1.3660080196068416,1.4966944178529829,1.4148308642033562,1.412690303724109,1.435453933700664,1.3472305391958292,1.2824808478414162,1.3167914000197056,1.3693225160736269,1.3980530146715338,1.2470601750087082,1.4203045767265092,1.2491664329814574,1.2307997526565906,1.2863610591782604,1.2642264410401074,1.2500360842909892,1.3790302032080555,1.3657981377800963,1.4668374292478554,1.2480532430620042,1.2244108592454812,1.3573276541001167,1.2823771171945249,1.3141255674149683,1.3641296817750987,1.3092367835229481,1.3144578245117975,1.439323382153013,1.3531756563135342,1.4272640763875317,1.3993779227906415,1.2685075051252146,1.3063997379730157,1.4452053364333495,1.2792678590331499,1.401730310614899,1.2445776619194684,1.2914371701462002,1.3234299324088834,1.4120814594631845,1.303195340361589,1.4002263654790887,1.30402637216663,1.3604255300143508,1.3779571139192477,1.269356603566454,1.3485104008136435,1.4092072754321812,1.390828425197395,1.5416702767588297,1.6559363544023455,1.5466388498905874,1.4504636523007177,1.5165599292530079,1.7022000026261437,1.7113970110159034,1.422440266174348,1.4609177924609238,1.7111378038652802,1.4696693344113352,1.6082468721679632,1.5578360563702252,1.4868372435702337,1.6646181615301079,1.7231696033572432,1.813710142740552,2.150086944374579,1.8285828162495292,1.4884849289721345,1.3649952571704946,1.3355217730011943,1.556097245039212,1.3972187641772609,1.3548442931968225,1.3758952657513905,1.4999920324508547,1.5249335960331882,1.624905355246557,1.5300730736494956,1.586100857974596,1.42067500423901,1.3916689458941525,1.5648423498786508,1.3918089874217794,1.5719910098721102,1.414865245845333,1.499890787986443,1.3876464434127072,4.680607391652927
mean_env_ch4,1.1773785004996067,1.1946117435440686,1.1554507627197697,1.159343087979302,1.1759194901976184,1.1144631905106912,1.104918328107717,1.1814577851224197,1.1986192762071233,1.1472659956412439,1.1435082608061333,1.1612728955766842,1.1360886869756839,1.165484513842783,1.1515525299624774,1.2046350146708598,1.1627768118763464,1.1979572534226082,1.189338105051405,1.1630707777444755,1.1828592244856873,1.1702147069844224,1.1712162146064473,1.182649816596777,1.197066667743774,1.2042977665989534,1.2010937951425171,1.127910357396175,1.0892471447368595,1.1029641752367954,1.1002087997788401,1.0842570580137287,1.1095108129017162,1.0816295180517679,1.082618737026575,1.0917054388486014,1.0804996188648133,1.0621381346594203,1.0891953343191154,1.074431243855989,1.0967475198836794,1.0289707211570736,1.0015161074981382,1.0261024668768297,1.0140739719433725,1.0257518169002955,1.0249040750224563,1.0543216102732296,1.059608462796294,1.0419405209476567,1.018401515012096,1.0543652324881592,1.0460177483583044,1.0422853763335151,1.0389519500337137,1.061723274261235,1.0442300871704346,1.0828929028339709,1.0602849071337836,1.067917824841285,1.0550885081446948,1.054206801969066,1.0548949970896857,1.072259415965362,1.062085256298223,1.0663551112059564,1.0640935726819896,1.0759758884402173,1.0583616205917854,1.073368111445589,1.0439167301562853,1.0646705942065433,1.0597776380540933,1.0996314014388908,1.064872163518946,1.0489575587471287,1.0437882681814075,1.0651697700168463,1.077948401333543,1.0975515792252353,1.1542506358148537,1.087775727261408,1.1072933242176404,1.1260969687581592,1.2049732037419183,1.1609680540833345,1.1546553586109052,1.135698726190791,1.198605005258777,1.1841414486719108,1.2044941554436468,1.2019036969710164,1.2295220439574288,1.2447756658213012,1.2419520410566862,1.3389918970309234,1.3418788996888005,1.3465767638378625,1.1576803782761913,1.129602411223226,1.1198169827925386,1.1898748617211037,1.1527410330936416,1.1463096897758642,1.1679287480263765,1.1640137270115825,1.1898430046129183,1.1880559303092575,1.2129025429574498,1.2237049342383828,1.1713711126646444,1.1273279876461964,1.1841815969255634,1.1747963568345419,1.1570844261676936,1.159162681863989,1.1512219232897214,1.1049829191591034,1.4754384555115736
median_env_ch4,1.1741324803134363,1.1491326514800217,1.1646248380909445,1.154924021608411,1.1764961761209776,1.1126540809727004,1.0962780755135833,1.1837604172540153,1.2001845120388919,1.1412642940574071,1.1324700853575331,1.1337134458670861,1.1234320189278724,1.1547406397154611,1.1470073652555457,1.1975860641098062,1.1543240466790903,1.1954564662203646,1.1860623381486706,1.1570876282460825,1.1713968337556715,1.1589156241703225,1.148538203040299,1.176548786065764,1.1717900831865538,1.2030441527404623,1.1928992455604712,1.143012092104702,1.0820390836640286,1.1002393785081979,1.08040608303722,1.079195884280885,1.1064963460152364,1.078264714068732,1.0858209788052893,1.0924202278238306,1.0871342341691,1.0508245505992848,1.0739052544920922,1.0775361703421078,1.0942857677979936,1.0348400776439068,1.0085982087849605,1.0176763133885247,0.9991505598271079,1.0285548080047042,1.0185357658977632,1.0539145600618154,1.0499642250074617,1.0378326599195355,1.012749774722856,1.060573673600933,1.032430922324541,1.0470715068408334,1.0272976833771827,1.0589653283522051,1.052295391161462,1.069622784470429,1.0510576315346767,1.0586459631322451,1.031396125244727,1.0549128270835464,1.0390909782616031,1.0612134119023753,1.0660354742956955,1.0406659584817868,1.0680347034249347,1.0857525752474548,1.047811245303159,1.0595472544991167,1.0373021985152322,1.051406877578386,1.0328894144032108,1.0964557893930489,1.0405195861065617,1.0489208850055944,1.036182762055128,1.040006458555506,1.0798251748999166,1.0887477985566676,1.1399590799203407,1.0647198373333526,1.0885169004361728,1.0991357737382748,1.1872902700026318,1.122698911477887,1.133270662448628,1.1254643606460526,1.1664449675959472,1.1534902312992976,1.1748279884515054,1.164778813771988,1.2110983358268963,1.2366363281374602,1.2333811426382546,1.332830844751508,1.3381197253541812,1.3450945084345074,1.1489000305778347,1.1222742503625076,1.129640003945971,1.190429555936809,1.1598449347428361,1.155132623269961,1.1770665550511956,1.1496785984307913,1.1598775831104415,1.1767844047959715,1.2183892749363925,1.2235229687765532,1.1740835617692351,1.1148832613663948,1.162868866175668,1.1621041505809293,1.1503404390574767,1.14728258408346,1.1302663580880525,1.0882396302592965,1.3072167275908515
max_env_ch3,5.786704849988767,6.908554243147047,5.810655862461868,5.98072679941856,6.147998514696841,5.5410597495888565,5.697141025942364,6.018397027640539,5.719972544029659,5.9309808253891525,5.7801227035385825,5.7266494846314835,5.846202676731108,5.814461065481673,5.719597073075229,6.2317848164252,5.736228677273054,6.096521110258585,5.795383437219955,6.502583142738196,6.0708606612649385,5.9114853780908865,5.987853734150406,6.109510541332325,5.915811749758186,5.819229162100311,6.294905021689703,5.230710380036442,5.389368640844607,5.464032078427366,5.986777671411931,5.659323456813425,5.650761214896436,5.741815734802656,5.388922156783317,5.129923391365665,5.2671656000788225,5.4772900642945075,5.592212058686135,4.988240700034833,5.681218306906037,4.996665731925829,4.923199010626362,5.1454442367130415,5.05690576416043,5.000144337163957,5.516120812832222,5.463192551120385,5.867349716991422,4.992212972248017,4.897643436981925,5.429310616400467,5.129508468778099,5.256502269659873,5.456518727100395,5.236947134091793,5.25783129804719,5.757293528612052,5.412702625254137,5.709056305550127,5.597511691162566,5.074030020500858,5.225598951892063,5.780821345733398,5.1170714361325995,5.606921242459596,4.978310647677874,5.165748680584801,5.293719729635534,5.648325837852738,5.212781361446356,5.600905461916355,5.21610548866652,5.441702120057403,5.511828455676991,5.077426414265816,5.394041603254574,5.636829101728725,5.56331370078958,6.166681107035319,6.623745417609382,6.18655539956235,5.801854609202871,6.0662397170120315,6.808800010504575,6.845588044063613,5.689761064697392,5.843671169843695,6.844551215461121,5.878677337645341,6.432987488671853,6.231344225480901,5.947348974280935,6.6584726461204315,6.892678413428973,7.254840570962208,8.600347777498316,7.314331264998117,5.953939715888538,5.4599810286819785,5.342087092004777,6.224388980156848,5.5888750567090435,5.41937717278729,5.503581063005562,5.999968129803419,6.099734384132753,6.499621420986228,6.1202922945979825,6.344403431898384,5.68270001695604,5.56667578357661,6.259369399514603,5.5672359496871175,6.287964039488441,5.659460983381332,5.999563151945772,5.550585773650829,18.72242956661171
mean_env_ch3,4.709514001998427,4.7784469741762745,4.621803050879079,4.637372351917208,4.703677960790474,4.457852762042765,4.419673312430868,4.725831140489679,4.794477104828493,4.5890639825649755,4.574033043224533,4.645091582306737,4.5443547479027355,4.661938055371132,4.6062101198499095,4.818540058683439,4.651107247505386,4.791829013690433,4.75735242020562,4.652283110977902,4.731436897942749,4.68085882793769,4.684864858425789,4.730599266387108,4.788266670975096,4.8171910663958135,4.8043751805700685,4.5116414295847,4.356988578947438,4.411856700947181,4.4008351991153605,4.337028232054915,4.438043251606865,4.3265180722070715,4.3304749481063,4.3668217553944055,4.321998475459253,4.248552538637681,4.356781337276462,4.297724975423956,4.386990079534717,4.115882884628294,4.006064429992553,4.104409867507319,4.05629588777349,4.103007267601182,4.099616300089825,4.217286441092918,4.238433851185176,4.167762083790627,4.073606060048384,4.217460929952637,4.184070993433218,4.169141505334061,4.155807800134855,4.24689309704494,4.176920348681739,4.3315716113358835,4.241139628535135,4.27167129936514,4.220354032578779,4.216827207876264,4.219579988358743,4.289037663861448,4.248341025192892,4.2654204448238255,4.256374290727958,4.303903553760869,4.233446482367142,4.293472445782356,4.175666920625141,4.258682376826173,4.239110552216373,4.398525605755563,4.259488654075784,4.195830234988515,4.17515307272563,4.260679080067385,4.311793605334172,4.390206316900941,4.617002543259415,4.351102909045632,4.4291732968705615,4.504387875032637,4.819892814967673,4.643872216333338,4.618621434443621,4.542794904763164,4.794420021035108,4.736565794687643,4.817976621774587,4.807614787884066,4.918088175829715,4.979102663285205,4.967808164226745,5.3559675881236934,5.367515598755202,5.38630705535145,4.630721513104765,4.518409644892904,4.479267931170154,4.759499446884415,4.6109641323745665,4.585238759103457,4.671714992105506,4.65605490804633,4.759372018451673,4.75222372123703,4.851610171829799,4.894819736953531,4.685484450658578,4.509311950584785,4.736726387702253,4.6991854273381675,4.628337704670774,4.636650727455956,4.604887693158886,4.419931676636414,5.901753822046294
median_env_ch3,4.696529921253745,4.596530605920087,4.658499352363778,4.619696086433644,4.70598470448391,4.450616323890801,4.385112302054333,4.735041669016061,4.8007380481555675,4.565057176229629,4.5298803414301325,4.5348537834683444,4.4937280757114895,4.618962558861845,4.588029461022183,4.790344256439225,4.617296186716361,4.781825864881458,4.744249352594682,4.62835051298433,4.685587335022686,4.63566249668129,4.594152812161196,4.706195144263056,4.687160332746215,4.812176610961849,4.771596982241885,4.572048368418808,4.328156334656114,4.4009575140327915,4.32162433214888,4.31678353712354,4.4259853840609455,4.313058856274928,4.343283915221157,4.3696809112953225,4.3485369366764,4.203298202397139,4.295621017968369,4.310144681368431,4.377143071191974,4.139360310575627,4.034392835139842,4.070705253554099,3.9966022393084315,4.114219232018817,4.074143063591053,4.2156582402472615,4.199856900029847,4.151330639678142,4.050999098891424,4.242294694403732,4.129723689298164,4.1882860273633336,4.109190733508731,4.2358613134088205,4.209181564645848,4.278491137881716,4.204230526138707,4.2345838525289805,4.125584500978908,4.219651308334186,4.1563639130464125,4.244853647609501,4.264141897182782,4.162663833927147,4.272138813699739,4.343010300989819,4.191244981212636,4.238189017996467,4.149208794060929,4.205627510313544,4.131557657612843,4.3858231575721955,4.162078344426247,4.195683540022378,4.144731048220512,4.160025834222024,4.319300699599666,4.35499119422667,4.559836319681363,4.2588793493334105,4.354067601744691,4.396543094953099,4.749161080010527,4.490795645911548,4.533082649794512,4.50185744258421,4.665779870383789,4.6139609251971905,4.6993119538060215,4.659115255087952,4.844393343307585,4.946545312549841,4.933524570553018,5.331323379006032,5.352478901416725,5.38037803373803,4.595600122311339,4.48909700145003,4.518560015783884,4.761718223747236,4.6393797389713445,4.620530493079844,4.7082662202047825,4.598714393723165,4.639510332441766,4.707137619183886,4.87355709974557,4.894091875106213,4.6963342470769405,4.459533045465579,4.651475464702672,4.648416602323717,4.601361756229907,4.58913033633384,4.52106543235221,4.352958521037186,5.228866910363406
max_env_ch2,23.146819399955067,27.634216972588188,23.24262344984747,23.92290719767424,24.591994058787364,22.164238998355426,22.788564103769456,24.073588110562156,22.879890176118636,23.72392330155661,23.12049081415433,22.906597938525934,23.384810706924434,23.257844261926692,22.878388292300915,24.9271392657008,22.944914709092217,24.38608444103434,23.18153374887982,26.010332570952784,24.283442645059754,23.645941512363546,23.951414936601623,24.4380421653293,23.663246999032744,23.276916648401244,25.179620086758813,20.922841520145766,21.557474563378427,21.856128313709466,23.947110685647726,22.6372938272537,22.603044859585744,22.967262939210624,21.555688627133268,20.51969356546266,21.06866240031529,21.90916025717803,22.36884823474454,19.952962800139332,22.724873227624148,19.986662927703318,19.69279604250545,20.581776946852166,20.22762305664172,20.000577348655828,22.064483251328888,21.85277020448154,23.469398867965687,19.968851888992067,19.5905737479277,21.717242465601867,20.518033875112398,21.026009078639493,21.82607490840158,20.94778853636717,21.03132519218876,23.029174114448207,21.650810501016547,22.836225222200508,22.390046764650265,20.296120082003434,20.90239580756825,23.12328538293359,20.468285744530398,22.427684969838385,19.913242590711494,20.662994722339203,21.174878918542134,22.593303351410952,20.851125445785424,22.40362184766542,20.86442195466608,21.766808480229614,22.047313822707963,20.309705657063265,21.576166413018296,22.5473164069149,22.25325480315832,24.666724428141276,26.49498167043753,24.7462215982494,23.207418436811484,24.264958868048126,27.2352000420183,27.382352176254454,22.75904425878957,23.37468467937478,27.378204861844484,23.514709350581363,25.731949954687412,24.925376901923602,23.78939589712374,26.633890584481726,27.57071365371589,29.01936228384883,34.40139110999326,29.257325059992468,23.81575886355415,21.839924114727914,21.36834836801911,24.897555920627394,22.355500226836174,21.67750869114916,22.01432425202225,23.999872519213675,24.39893753653101,25.998485683944914,24.48116917839193,25.377613727593538,22.73080006782416,22.26670313430644,25.037477598058413,22.26894379874847,25.151856157953763,22.63784393352533,23.998252607783087,22.202343094603314,74.88971826644683
mean_env_ch2,18.838056007993707,19.113787896705098,18.487212203516314,18.549489407668833,18.814711843161895,17.83141104817106,17.678693249723473,18.903324561958716,19.177908419313972,18.356255930259902,18.296132172898133,18.580366329226948,18.177418991610942,18.647752221484527,18.424840479399638,19.274160234733756,18.604428990021542,19.16731605476173,19.02940968082248,18.60913244391161,18.925747591770996,18.72343531175076,18.739459433703157,18.92239706554843,19.153066683900384,19.268764265583254,19.217500722280274,18.0465657183388,17.42795431578975,17.647426803788726,17.603340796461442,17.34811292821966,17.75217300642746,17.306072288828286,17.3218997924252,17.467287021577622,17.287993901837012,16.994210154550725,17.427125349105847,17.190899901695825,17.54796031813887,16.463531538513177,16.024257719970212,16.417639470029275,16.22518355109396,16.412029070404728,16.3984652003593,16.869145764371673,16.953735404740705,16.671048335162507,16.294424240193536,16.869843719810547,16.73628397373287,16.676566021336242,16.62323120053942,16.98757238817976,16.707681394726954,17.326286445343534,16.96455851414054,17.08668519746056,16.881416130315117,16.867308831505056,16.87831995343497,17.156150655445792,16.99336410077157,17.061681779295302,17.025497162911833,17.215614215043477,16.933785929468566,17.173889783129425,16.702667682500564,17.034729507304693,16.956442208865493,17.594102423022253,17.037954616303136,16.78332093995406,16.70061229090252,17.04271632026954,17.247174421336688,17.560825267603764,18.46801017303766,17.404411636182527,17.716693187482246,18.017551500130548,19.279571259870693,18.57548886533335,18.474485737774483,18.171179619052655,19.17768008414043,18.946263178750574,19.27190648709835,19.230459151536262,19.67235270331886,19.91641065314082,19.87123265690698,21.423870352494774,21.470062395020808,21.5452282214058,18.52288605241906,18.073638579571615,17.917071724680618,19.03799778753766,18.443856529498266,18.340955036413828,18.686859968422024,18.62421963218532,19.037488073806692,19.00889488494812,19.406440687319197,19.579278947814124,18.74193780263431,18.03724780233914,18.946905550809014,18.79674170935267,18.513350818683097,18.546602909823825,18.419550772635542,17.679726706545654,23.607015288185178
