,05/01/23 05:00:00,05/01/23 05:15:00,05/01/23 05:30:00,05/01/23 05:45:00,05/01/23 06:00:00,05/01/23 06:15:00,05/01/23 06:30:00,05/01/23 06:45:00,05/01/23 07:00:00,05/01/23 07:15:00,05/01/23 07:30:00,05/01/23 07:45:00,05/01/23 08:00:00,05/01/23 08:15:00,05/01/23 08:30:00,05/01/23 08:45:00,05/01/23 09:00:00,05/01/23 09:15:00,05/01/23 09:30:00,05/01/23 09:45:00,05/01/23 10:00:00,05/01/23 10:15:00,05/01/23 10:30:00,05/01/23 10:45:00,05/01/23 11:00:00,05/01/23 11:15:00,05/01/23 11:30:00,05/01/23 11:45:00,05/01/23 12:00:00,05/01/23 12:15:00,05/01/23 12:30:00,05/01/23 12:45:00,05/01/23 13:00:00,05/01/23 13:15:00,05/01/23 13:30:00,05/01/23 13:45:00,05/01/23 14:00:00,05/01/23 14:15:00,05/01/23 14:30:00,05/01/23 14:45:00,05/01/23 15:00:00,05/01/23 15:15:00,05/01/23 15:30:00,05/01/23 15:45:00,05/01/23 17:00:00,05/01/23 17:15:00,05/01/23 17:30:00,05/01/23 17:45:00,05/01/23 18:00:00,05/01/23 18:15:00,05/01/23 18:30:00,05/01/23 18:45:00,05/01/23 19:00:00,05/01/23 19:15:00,05/01/23 19:30:00,05/01/23 19:45:00,05/01/23 20:00:00,05/01/23 20:15:00,05/01/23 20:30:00,05/01/23 20:45:00,05/01/23 21:00:00,05/01/23 21:15:00,05/01/23 21:30:00,05/01/23 21:45:00,05/01/23 22:00:00,05/01/23 22:15:00,05/01/23 22:30:00,05/01/23 22:45:00,05/01/23 23:00:00,05/01/23 23:15:00,05/01/23 23:30:00,05/01/23 23:45:00,05/02/23 00:00:00,05/02/23 00:15:00,05/02/23 00:30:00,05/02/23 00:45:00,05/02/23 01:00:00,05/02/23 01:15:00,05/02/23 01:30:00,05/02/23 01:45:00,05/02/23 02:00:00,05/02/23 02:15:00,05/02/23 02:30:00,05/02/23 02:45:00,05/02/23 03:00:00,05/02/23 03:15:00,05/02/23 03:30:00,05/02/23 03:45:00,05/02/23 04:00:00,05/02/23 04:15:00,05/02/23 04:30:00,05/02/23 04:45:00,05/02/23 05:00:00,05/02/23 05:15:00,05/02/23 05:30:00,05/02/23 05:45:00,05/02/23 06:00:00,05/02/23 06:15:00,05/02/23 06:30:00,05/02/23 06:45:00,05/02/23 07:00:00,05/02/23 07:15:00,05/02/23 07:30:00,05/02/23 07:45:00,05/02/23 08:00:00,05/02/23 08:15:00,05/02/23 08:30:00,05/02/23 08:45:00,05/02/23 09:00:00,05/02/23 09:15:00,05/02/23 09:30:00,05/02/23 09:45:00,05/02/23 10:00:00,05/02/23 10:15:00,05/02/23 10:30:00,05/02/23 10:45:00,05/02/23 11:00:00,05/02/23 11:15:00,05/02/23 11:30:00,05/02/23 11:45:00,05/02/23 12:00:00,05/02/23 12:15:00,05/02/23 12:30:00,05/02/23 12:45:00,05/02/23 13:00:00,05/02/23 13:15:00,05/02/23 13:30:00,05/02/23 13:45:00,05/02/23 14:00:00,05/02/23 14:15:00,05/02/23 14:30:00,05/02/23 14:45:00,05/02/23 15:00:00,05/02/23 15:15:00,05/02/23 15:30:00,05/02/23 15:45:00,05/02/23 16:00:00,05/02/23 16:15:00,05/02/23 16:30:00,05/02/23 16:45:00,05/02/23 17:00:00,05/02/23 17:15:00,05/02/23 17:30:00,05/02/23 17:45:00,05/02/23 18:00:00,05/02/23 18:15:00,05/02/23 18:30:00,05/02/23 18:45:00,05/02/23 19:00:00,05/02/23 19:15:00,05/02/23 19:30:00,05/02/23 19:45:00,05/02/23 20:00:00
max_env_ch5,0.0,0.1064615321058688,0.0,0.0,0.0,0.0,0.0,0.12798123032308012,0.0,0.0,0.0,0.12317866401281803,0.13736270879666862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12517070102873767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14780241595821533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22390939224507236,0.2255048894770258,0.2522970765263105,0.23052456884201813,0.23374167266318938,0.20508195367944837,0.21539641933616413,0.0,0.0,0.2061738965517746,0.0,0.20995626161169842,0.19156524708212538,0.0,0.19492097193726213,0.19292510656356193,0.22319280661821117,0.19609252015050654,0.20321325008160598,0.19084730518432785,0.22459686615480687,0.20672467457341417,0.2017854273376518,0.0,0.0,0.1979890580821008,0.23043806113884652,0.0,0.0,0.0,0.19734848752133502,0.2044036585166473,0.0,0.18275991496715974,0.20154394501144487,0.19799869883107743,0.19793684621279717,0.15978572505935465,0.1879900672487324,0.2058085711805407,0.20799482349072826,0.17733409219284066,0.0,0.0,0.17734997793146717,0.0,0.16760553584546056,0.18872499885046426,0.1884949488960751,0.2023233739371254,0.0,0.0,0.0,0.0,0.18356765863282254,0.0,0.16375110906337592,0.0,0.0,0.0,0.0,0.2001048235340925,0.0,0.20415501394727475,0.0,0.21922468264821762,0.0,0.0,0.0,0.0,0.0,0.0,0.20345396073080746,0.19572564506110005,0.2333532535494321,0.1898312516044931,0.22524815362022935,0.1751280730381791,0.19768036386020588,0.25231183719478284,0.18113745902364445,0.2620405939365735,0.2063460225206771,0.2607243794631984,0.0,0.22851595439442202,0.0,0.20229197162452064,0.0
mean_env_ch5,0.0,0.1064615321058688,0.0,0.0,0.0,0.0,0.0,0.12798123032308012,0.0,0.0,0.0,0.12317866401281803,0.13736270879666862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12517070102873767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14780241595821533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22246097448460006,0.2255048894770258,0.24653813245345468,0.23052456884201813,0.2200335273945967,0.20508195367944837,0.202035210810199,0.0,0.0,0.1940441912313928,0.0,0.19304922328582225,0.19156524708212538,0.0,0.1821088146484065,0.19245508357122373,0.22319280661821117,0.19609252015050654,0.20321325008160598,0.19084730518432785,0.20596364919995175,0.20672467457341417,0.18934602231039657,0.0,0.0,0.19265659360743823,0.21954722737865154,0.0,0.0,0.0,0.19734848752133502,0.17950312480406405,0.0,0.18275991496715974,0.1940527024779677,0.19799869883107743,0.1795636324247776,0.15978572505935465,0.1879900672487324,0.19467202263413763,0.2029967731523063,0.17733409219284066,0.0,0.0,0.17456849957341797,0.0,0.16760553584546056,0.1869365465468776,0.1884949488960751,0.2023233739371254,0.0,0.0,0.0,0.0,0.18356765863282254,0.0,0.16375110906337592,0.0,0.0,0.0,0.0,0.1815558341912747,0.0,0.20415501394727475,0.0,0.21922468264821762,0.0,0.0,0.0,0.0,0.0,0.0,0.20282669825332525,0.1852241176044159,0.20888332085273764,0.1898312516044931,0.21432344115299024,0.1751280730381791,0.19768036386020588,0.23599241794066625,0.18113745902364445,0.2620405939365735,0.2063460225206771,0.21962217300324702,0.0,0.22851595439442202,0.0,0.20229197162452064,0.0
median_env_ch5,0.0,0.1064615321058688,0.0,0.0,0.0,0.0,0.0,0.12798123032308012,0.0,0.0,0.0,0.12317866401281803,0.13736270879666862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12517070102873767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14780241595821533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22246097448460006,0.2255048894770258,0.24653813245345468,0.23052456884201813,0.2204433984996526,0.20508195367944837,0.202035210810199,0.0,0.0,0.1940441912313928,0.0,0.19304922328582225,0.19156524708212538,0.0,0.1821088146484065,0.19245508357122373,0.22319280661821117,0.19609252015050654,0.20321325008160598,0.19084730518432785,0.20596364919995175,0.20672467457341417,0.1913577750285678,0.0,0.0,0.19265659360743823,0.21954722737865154,0.0,0.0,0.0,0.19734848752133502,0.17950312480406405,0.0,0.18275991496715974,0.1940527024779677,0.19799869883107743,0.1795636324247776,0.15978572505935465,0.1879900672487324,0.19467202263413763,0.2029967731523063,0.17733409219284066,0.0,0.0,0.17456849957341797,0.0,0.16760553584546056,0.1869365465468776,0.1884949488960751,0.2023233739371254,0.0,0.0,0.0,0.0,0.18356765863282254,0.0,0.16375110906337592,0.0,0.0,0.0,0.0,0.1815558341912747,0.0,0.20415501394727475,0.0,0.21922468264821762,0.0,0.0,0.0,0.0,0.0,0.0,0.20282669825332525,0.1852241176044159,0.20888332085273764,0.1898312516044931,0.21432344115299024,0.1751280730381791,0.19768036386020588,0.24426277010567346,0.18113745902364445,0.2620405939365735,0.2063460225206771,0.20201706437654865,0.0,0.22851595439442202,0.0,0.20229197162452064,0.0
max_env_ch4,0.6591443480574544,0.5853402996128435,0.5040105064147737,0.5183728636835365,0.5043444646152778,0.5408008408991252,0.5353888837734928,0.5597902733494821,0.5639234549885442,0.5789442654483169,0.5113904673960286,0.4927146560512721,0.5494508351866745,0.5721039985604665,0.5047260372932704,0.559995273018953,0.6102469832853775,0.5803257006665474,0.511299913418726,0.5890099387885684,0.5475431701397488,0.5007141624145297,0.5131027729784052,0.47621260325738873,0.49142454028609805,0.522287722436879,0.4930696045743389,0.5166405557654702,0.5102840405743659,0.5121920875549189,0.5593413119807986,0.5098413676017758,0.4900614401130062,0.5374353905526994,0.5220280292405461,0.5323550562901802,0.5584672325865973,0.5845344256166559,0.5637531654046469,0.6376275186285586,0.6412014920541075,0.6117294816331205,0.6714986655638995,0.6340084037104632,0.6096154945205933,0.6219313078364794,0.6235197161983939,0.64954876891828,0.6650736887520059,0.6692328203429303,0.6764916608579913,0.660755106365159,0.6876374046458271,0.6724889331752975,0.6250031075587128,0.6165786261361773,0.6556591114082501,0.6479234279253098,0.6343918249449159,0.680424226936062,0.6898215795071898,0.7136181926506602,0.7098020410256993,0.6617870918890637,0.9278094779232449,0.9440048531363702,1.009188306105242,0.9220982753680725,0.9349666906527575,0.9259070014003644,0.9656154441664362,0.9395728611663253,1.0244137651637313,0.9522911576434807,0.9950662910687046,0.8860493662115371,0.8627646877772855,0.925979186812233,0.8766445098533916,0.8540478078619905,0.8927712264728447,0.8891888002804631,0.9213018752915191,0.9075602724627371,0.9275619653728491,0.9374932751657702,0.8495332576768849,0.8892883595014616,0.8960066546397686,0.9747408721732601,0.9217522445553861,0.8540518005555461,0.9314979094984968,0.9050040541993513,0.8621037121237178,0.8295061194534847,0.8418589624120351,0.8375945075415993,0.8061757800457795,0.7919947953243097,0.8745849352252163,0.7437436851470703,0.849389993988937,0.8232342847221628,0.8393736149204499,0.8298007475799687,0.8898052441916792,0.8230310412132265,0.8100617443007031,0.8771000485090347,0.8789443006320214,0.8186389532836182,0.8321996358218151,0.8262863130197922,0.7595297276281497,0.8157472258019718,0.8456393106156201,0.7541417046220764,0.7592106295498133,0.846114020883674,0.8415605602830053,0.7750371841507977,0.8186957299314996,0.7965762708556359,0.8761522721987767,0.804724923450438,0.8582539331687168,0.8405151144681526,0.840875779312741,0.8768987305928705,0.8152677542998006,0.8894061382594151,0.8221935263899349,0.904322062030635,0.9801836178473906,0.9390293027383638,1.0091760507768779,0.9309861565236701,0.9334130141977284,0.9612273027475292,0.966362338504045,0.9164379982042944,0.9106112599405989,1.0311815211597635,0.9971405691485549,1.0830402999185722,0.943835394156065,1.0428975178527935,0.997709635570056,0.9489530378550998,0.9727813119821221,0.9861955366137845,0.9680560554593599
mean_env_ch4,0.5168517487075073,0.4703050551345178,0.4350802646181864,0.4362007880830318,0.4371474600680754,0.43534864237268894,0.45161353638816254,0.4507549907843563,0.476609716254052,0.4662843367544613,0.4431537156197678,0.42038351482235414,0.4301675730866542,0.4427725462849951,0.43646156635644046,0.4435486798038129,0.43699503145609603,0.4550837000887581,0.4360894311712047,0.43326075045293977,0.46042847988685703,0.431631545791671,0.4399340153777731,0.4134081117068428,0.41736116212005786,0.4405005374365453,0.40678251931263576,0.41766820994677945,0.4358456560124823,0.4506997880473061,0.4271042630451047,0.4208871674087968,0.42204774293115016,0.4532995131402133,0.4570261307711237,0.4643006092896182,0.48218704433952,0.47697757830541937,0.49753880896018154,0.5082548478724185,0.5086891940905637,0.522319388437907,0.5188742900299731,0.5320696848435885,0.5428827233407647,0.5518812487951776,0.5588117976191099,0.5597754963978677,0.5537693920524214,0.5507307714713007,0.5581721903117618,0.5529138933547927,0.5771660304451062,0.5514128908922111,0.563283588342577,0.5591891363349387,0.5662210988198444,0.5501224632108795,0.5502799066170911,0.5747507788357061,0.5836112810450099,0.5853970428979108,0.5839952004244163,0.5760880948713413,0.7901897987408394,0.7889234746750937,0.8066742162967504,0.7826745629576112,0.7907136809519304,0.7646279998540241,0.7852238877218565,0.7661021070224346,0.7548933353448323,0.7681984281779024,0.7693695869370145,0.7476610037735388,0.7564708532210026,0.7462840695491689,0.7391965982311216,0.7325221323305153,0.74851032164907,0.745880806069726,0.7441351955451705,0.7605040333041221,0.7651391920371903,0.7448424673553018,0.7334947364192785,0.7380709757547341,0.7415248425216119,0.7517129720211864,0.737409071603819,0.7251174548209082,0.7123425854459388,0.7331480481174417,0.6858639941595647,0.6704958486582324,0.6756546925879243,0.6868285259263934,0.664842056813094,0.6741115994567884,0.6774931612967182,0.6387447412803104,0.6873178047279601,0.6761356934548336,0.6737338699668878,0.6892683351491118,0.6824319859802851,0.6740104443947327,0.667788052977469,0.6878575479752629,0.6708951934462791,0.6635702648130428,0.6790951080292025,0.6648836382997887,0.6629781152754959,0.665598393413788,0.6902718054727661,0.6506386987858583,0.6501671003788613,0.6657788314571057,0.6681842442826779,0.6621479488627622,0.6590907756728122,0.6480135485158662,0.6676832186119211,0.6986465169627678,0.6845141371187549,0.6747251629742386,0.6877509133266898,0.6968730516729511,0.6831673279327342,0.6980344860746751,0.7018240556549106,0.7241553144322845,0.7697363207904705,0.7698111386438758,0.7927173022146555,0.7633483786529726,0.7751222776922015,0.786648060624207,0.802365897758842,0.7806359380782147,0.7609909813869693,0.8285034008949543,0.8185293121150968,0.8264955053870727,0.7937428997463893,0.7868506336197032,0.8027437886556028,0.7998517647650686,0.8102216455452887,0.7936784641416385,0.8227648474967674
median_env_ch4,0.5007365124940053,0.47329731239769,0.4338871312955419,0.43161331295591243,0.43198565447388865,0.4411078473745123,0.45926422589213867,0.44526150057402825,0.4738537350485308,0.4681473956998524,0.4427956747633438,0.4203198465421203,0.42120287525578826,0.4440711470673335,0.4274663363661909,0.4397390241601184,0.42693822502986006,0.4493896553056507,0.43084700752046023,0.43381781676370285,0.45548288146642185,0.43234987882604,0.4404724104769372,0.4083113287631355,0.41463514260249845,0.4383228269197869,0.40699916402055847,0.4106999871334169,0.445911975737699,0.4478967191729818,0.4248584537584434,0.4198485187399643,0.4292246969866093,0.4538802496538739,0.4559384824126971,0.46635955982985716,0.48494003905600036,0.4784933914964091,0.4888252691580983,0.5037870861275445,0.5110959134820083,0.5259680479667377,0.5152666937879959,0.5218691085116551,0.5406002134206489,0.5529168682671393,0.5589209878102592,0.5587856087535973,0.5519121657417713,0.5517957184041327,0.5520965390956337,0.5538422943779905,0.5688452553507545,0.5460291164211986,0.5609310183733702,0.5645117132232695,0.561106396420991,0.5416937320453455,0.5485380426153343,0.5764083666601767,0.5842541734228089,0.5852168659442141,0.5865460931713886,0.5695640390513671,0.7910345575099366,0.7790905118968547,0.7975149507662405,0.768810601559601,0.8012989837831761,0.7617260263597109,0.7823640713478474,0.7602675182806451,0.7615309230574028,0.7598584483553802,0.7680449776175227,0.7443837593899143,0.7636973813049986,0.7372097859519138,0.7379490220616415,0.7358040836861413,0.753574659503115,0.7543510793282436,0.7431706411452753,0.759890731843462,0.760225386400847,0.7391727649577857,0.7364025956285287,0.7380956626979949,0.7359621083283627,0.7496871079086209,0.7423578529950434,0.7130359964942637,0.7130554966085929,0.7274254950190222,0.6887911905309632,0.672496360542866,0.6676432015752143,0.6812904849143253,0.6651200933179968,0.6805404918409318,0.6709644028970521,0.6305519951278022,0.6826426329231898,0.6713696418467904,0.6602830402728486,0.6986781784679148,0.6735636821729716,0.6707534041442575,0.6690370225437693,0.6801349405250681,0.6697548743016996,0.6625834102649912,0.6747755912602016,0.6570940740740518,0.66798117045952,0.6559013224424438,0.6906424736559187,0.6503817550233958,0.6471078589056084,0.6593287060441413,0.6587331662665773,0.6668786770695159,0.6565460477733343,0.6453472553574875,0.6632381229070798,0.7013836696752995,0.6813626696266146,0.6658407242873858,0.6872637533804388,0.6995654060792739,0.6808295975541916,0.6941016543376792,0.7056837253115809,0.7130210631214444,0.7774036405646045,0.7647313901907786,0.7890330392289114,0.7596017790248885,0.7788201872617616,0.7702306283603879,0.7975645096514329,0.7884546199107261,0.7682681449624352,0.8246977726096825,0.8134703731704862,0.8253020831181113,0.7905875638752202,0.7766165400483054,0.7994577776405462,0.801097430284828,0.8003331761760448,0.7880527529479003,0.8126960686727047
max_env_ch3,2.6365773922298175,2.341361198451374,2.016042025659095,2.075124596352469,2.0173778584611113,2.1632033635965007,2.1415555350939712,2.2391610933979282,2.255693819954177,2.3157770617932676,2.0455618695841142,1.9708586242050885,2.197803340746698,2.288415994241866,2.0189041491730815,2.239981092075812,2.44098793314151,2.3213028026661897,2.045199653674904,2.3560397551542738,2.1901726805589954,2.002856649658119,2.052411091913621,1.904850413029555,1.9656981611443922,2.089150889747516,1.9722784182973556,2.0665622230618808,2.0411361622974638,2.0487683502196754,2.2373652479231945,2.039365470407103,1.9602457604520247,2.1497415622107976,2.0881121169621846,2.129420225160721,2.233868930346389,2.3381377024666237,2.2550126616185877,2.5505100745142344,2.56480596821643,2.446917926532482,2.685994662255598,2.5360336148418527,2.438461978082373,2.4877252313459177,2.4940788647935754,2.59819507567312,2.6602947550080236,2.676931281371721,2.705966643431965,2.643020425460636,2.7505496185833085,2.68995573270119,2.500012430234851,2.4663145045447092,2.6226364456330002,2.591693711701239,2.5375672997796634,2.721696907744248,2.7592863180287592,2.8544727706026407,2.8392081641027973,2.647148367556255,3.7112379116929795,3.7760194125454807,4.036753224420968,3.68839310147229,3.73986676261103,3.7036280056014577,3.8624617766657448,3.7582914446653013,4.097655060654925,3.809164630573923,3.9802651642748184,3.5441974648461483,3.451058751109142,3.703916747248932,3.5065780394135664,3.416191231447962,3.5710849058913787,3.5567552011218524,3.6852075011660763,3.6302410898509483,3.7102478614913963,3.7499731006630808,3.3981330307075397,3.5571534380058463,3.5840266185590743,3.8989634886930404,3.6870089782215443,3.4162072022221843,3.725991637993987,3.620016216797405,3.4484148484948713,3.318024477813939,3.3674358496481402,3.350378030166397,3.224703120183118,3.167979181297239,3.498339740900865,2.9749747405882814,3.397559975955748,3.292937138888651,3.3574944596817997,3.3192029903198748,3.5592209767667167,3.292124164852906,3.2402469772028124,3.5084001940361387,3.515777202528086,3.274555813134473,3.3287985432872604,3.3051452520791686,3.038118910512599,3.262988903207887,3.3825572424624806,3.0165668184883057,3.0368425181992533,3.384456083534696,3.366242241132021,3.100148736603191,3.2747829197259986,3.1863050834225435,3.5046090887951067,3.218899693801752,3.433015732674867,3.3620604578726105,3.363503117250964,3.507594922371482,3.2610710171992023,3.5576245530376602,3.2887741055597397,3.61728824812254,3.9207344713895624,3.7561172109534553,4.0367042031075115,3.7239446260946805,3.7336520567909135,3.844909210990117,3.86544935401618,3.6657519928171776,3.6424450397623955,4.124726084639054,3.9885622765942195,4.332161199674289,3.77534157662426,4.171590071411174,3.990838542280224,3.795812151420399,3.8911252479284886,3.944782146455138,3.8722242218374396
mean_env_ch3,2.0395970864062534,1.8141132424142727,1.6820012802204352,1.7120795984035164,1.726896016282765,1.7241505665695696,1.7590977485948422,1.737586307889491,1.8511194552478882,1.8246531047211139,1.7208172296552497,1.639306331274077,1.658950255324849,1.685590876385933,1.6870415363371012,1.71448435803856,1.6826506314356213,1.7451432445598782,1.7147112442694106,1.6712273310626282,1.7656418585958018,1.6754661497282235,1.7231470069513017,1.6036567126578727,1.6297213989220227,1.6871726809741834,1.6024106347946718,1.6114418364149325,1.6889313334638558,1.728103503131615,1.651835323467714,1.6427993414297197,1.648741745429322,1.7618476868948663,1.8038555094397073,1.8417997178286165,1.8927999324547609,1.893346937153328,1.9606662096806637,2.0060075779564546,2.007747069780824,2.049766626154007,2.0352991027254186,2.1061993884242467,2.152080033615572,2.171584408007016,2.216166408052098,2.20598331373802,2.201874967047752,2.175826825995689,2.2145867075009367,2.1843427399501985,2.2963581674922167,2.1863540662955088,2.2421451888378345,2.2330242386325865,2.254403109383747,2.1920050154835953,2.1803359392276884,2.2824623802201254,2.3349123358519206,2.326637229731126,2.326955477323038,2.2816016179850176,3.1607591949633576,3.155693898700375,3.2266968651870016,3.1306982518304447,3.1628547238077216,3.0585119994160963,3.140895550887426,3.0644084280897386,3.019573341379329,3.0727937127116096,3.077478347748058,2.9906440150941553,3.0258834128840104,2.9851362781966757,2.9567863929244864,2.9300885293220613,2.99404128659628,2.983523224278904,2.976540782180682,3.0420161332164883,3.060556768148761,2.979369869421207,2.933978945677114,2.9522839030189365,2.9660993700864475,3.0068518880847455,2.949636286415276,2.9004698192836327,2.849370341783755,2.932592192469767,2.7367350659214447,2.6819833946329297,2.7026187703516973,2.7413159682328776,2.659368227252376,2.696446397827154,2.709972645186873,2.554978965121242,2.7492712189118405,2.7045427738193344,2.694935479867551,2.757073340596447,2.7297279439211404,2.6960417775789307,2.671152211909876,2.7514301919010515,2.6835807737851165,2.6542810592521713,2.71638043211681,2.6465584372200133,2.6519124611019835,2.662393573655152,2.7610872218910645,2.6025547951434334,2.593324784933915,2.663115325828423,2.6727369771307115,2.6485917954510487,2.6152922164204773,2.592054194063465,2.6707328744476846,2.794586067851071,2.7380565484750194,2.6989006518969543,2.7510036533067592,2.7874922066918044,2.7326693117309366,2.7921379442987004,2.8072962226196423,2.896621257729138,3.078945283161882,3.0792445545755034,3.170869208858622,3.0533935146118902,3.100489110768806,3.146592242496828,3.209463591035368,3.122543752312859,3.043963925547877,3.3140136035798173,3.2741172484603873,3.305982021548291,3.1749715989855574,3.147402534478813,3.2109751546224112,3.1994070590602743,3.240886582181155,3.174713856566554,3.2910593899870695
median_env_ch3,1.9825813536016228,1.7843617929361328,1.6811468230068838,1.7173444218062512,1.7031156309054505,1.7366127026052267,1.7556566325187646,1.7230975961698352,1.8379272345615316,1.8170718003212465,1.7522565364472202,1.6204115334636513,1.6471436984537857,1.6515237664240434,1.6716118793462007,1.707284574004756,1.6722308500609593,1.7140785482506802,1.7184645819825293,1.632145973387333,1.7706647064724832,1.6872940344888039,1.7395527405556281,1.5916138536924909,1.6148803178851614,1.6969411066732465,1.5916050325162354,1.607128618726759,1.692213892839157,1.7261001948997694,1.6476071887591974,1.619113100541931,1.6497448903120608,1.7567784292793265,1.7940473962492542,1.8556603497051967,1.9081791626284152,1.9026884297273883,1.9386751848060035,1.9960392196644046,1.9977260012861744,2.0499224613746536,1.9912866915006802,2.0729579261248174,2.145185070177016,2.1862601429620554,2.215501968465549,2.217430355581749,2.1891202050300187,2.191651550597644,2.197099454651293,2.188403572638006,2.266942780425687,2.1567139772398294,2.2298277268948064,2.251470412255131,2.2413623002173897,2.161258182726945,2.1885216696466534,2.27185306238717,2.3340182583616675,2.3318851604230177,2.3318268127028814,2.269753134984093,3.1641382300397463,3.116362047587419,3.190059803064962,3.075242406238404,3.2051959351327044,3.0469041054388435,3.1294562853913894,3.0410700731225804,3.046123692229611,3.0394337934215208,3.0721799104700906,2.977535037559657,3.0547895252199946,2.948839143807655,2.951796088246566,2.943216334744565,3.01429863801246,3.0174043173129745,2.9726825645811012,3.039562927373848,3.040901545603388,2.956691059831143,2.945610382514115,2.9523826507919795,2.943848433313451,2.9987484316344837,2.9694314119801737,2.852143985977055,2.8522219864343716,2.909701980076089,2.73045124732204,2.689985442171464,2.670572806300857,2.7242683194410766,2.6604803732719873,2.722161967363727,2.6838576115882082,2.522207980511209,2.7305705316927593,2.6854785673871615,2.6411321610913943,2.794712713871659,2.6942547286918863,2.68301361657703,2.676148090175077,2.7205397621002723,2.679019497206798,2.650333641059965,2.6991023650408064,2.62755816163388,2.67192468183808,2.6236052897697753,2.7625698946236747,2.601527020093583,2.585918818931396,2.637314824176565,2.634932665066309,2.6675147082780635,2.6117632923232508,2.58138902142995,2.6529524916283194,2.805534678701198,2.7254506785064585,2.6633628971495433,2.749055013521755,2.7982616243170955,2.7233183902167664,2.776406617350717,2.8227349012463234,2.8520842524857777,3.109614562258418,3.0589255607631145,3.1561321569156457,3.038407116099554,3.1152807490470464,3.0809225134415517,3.1902580386057315,3.1538184796429043,3.073072579849741,3.29879109043873,3.253881492681945,3.301208332472445,3.162350255500881,3.1064661601932215,3.1978311105621846,3.204389721139312,3.2013327047041793,3.1522110117916013,3.250784274690819
max_env_ch2,10.54630956891927,9.365444793805496,8.06416810263638,8.300498385409876,8.069511433844445,8.652813454386003,8.566222140375885,8.956644373591713,9.022775279816708,9.26310824717307,8.182247478336457,7.883434496820354,8.791213362986792,9.153663976967463,8.075616596692326,8.959924368303248,9.76395173256604,9.285211210664759,8.180798614699617,9.424159020617095,8.760690722235982,8.011426598632475,8.209644367654484,7.61940165211822,7.862792644577569,8.356603558990065,7.8891136731894225,8.266248892247523,8.164544649189855,8.195073400878702,8.949460991692778,8.157461881628413,7.840983041808099,8.59896624884319,8.352448467848738,8.517680900642883,8.935475721385556,9.352550809866495,9.02005064647435,10.202040298056938,10.25922387286572,9.787671706129927,10.743978649022392,10.144134459367411,9.753847912329492,9.95090092538367,9.976315459174302,10.39278030269248,10.641179020032094,10.707725125486885,10.82386657372786,10.572081701842544,11.002198474333234,10.75982293080476,10.000049720939405,9.865258018178837,10.490545782532001,10.366774846804956,10.150269199118654,10.886787630976992,11.037145272115037,11.417891082410563,11.35683265641119,10.58859347022502,14.844951646771918,15.104077650181923,16.147012897683872,14.75357240588916,14.95946705044412,14.81451202240583,15.449847106662979,15.033165778661205,16.3906202426197,15.236658522295691,15.921060657099273,14.176789859384593,13.804235004436569,14.815666988995728,14.026312157654266,13.664764925791848,14.284339623565515,14.22702080448741,14.740830004664305,14.520964359403793,14.840991445965585,14.999892402652323,13.592532122830159,14.228613752023385,14.336106474236297,15.595853954772162,14.748035912886177,13.664828808888737,14.903966551975948,14.48006486718962,13.793659393979485,13.272097911255756,13.469743398592561,13.401512120665588,12.898812480732472,12.671916725188956,13.99335896360346,11.899898962353125,13.590239903822992,13.171748555554604,13.429977838727199,13.276811961279499,14.236883907066867,13.168496659411623,12.96098790881125,14.033600776144555,14.063108810112343,13.098223252537892,13.315194173149042,13.220581008316675,12.152475642050396,13.051955612831549,13.530228969849922,12.066267273953223,12.147370072797013,13.537824334138785,13.464968964528085,12.400594946412763,13.099131678903994,12.745220333690174,14.018436355180427,12.875598775207008,13.732062930699469,13.448241831490442,13.454012469003857,14.030379689485928,13.04428406879681,14.230498212150641,13.155096422238959,14.46915299249016,15.68293788555825,15.024468843813821,16.146816812430046,14.895778504378722,14.934608227163654,15.379636843960467,15.46179741606472,14.66300797126871,14.569780159049582,16.498904338556216,15.954249106376878,17.328644798697155,15.10136630649704,16.686360285644696,15.963354169120896,15.183248605681596,15.564500991713954,15.779128585820551,15.488896887349759
