,05/03/23 06:00:00,05/03/23 06:15:00,05/03/23 06:30:00,05/03/23 06:45:00,05/03/23 07:00:00,05/03/23 07:15:00,05/03/23 07:30:00,05/03/23 07:45:00,05/03/23 08:00:00,05/03/23 08:15:00,05/03/23 08:30:00,05/03/23 08:45:00,05/03/23 09:00:00,05/03/23 09:15:00,05/03/23 09:30:00,05/03/23 09:45:00,05/03/23 10:00:00,05/03/23 10:15:00,05/03/23 10:30:00,05/03/23 10:45:00,05/03/23 11:00:00,05/03/23 11:15:00,05/03/23 11:30:00,05/03/23 11:45:00,05/03/23 12:00:00,05/03/23 12:15:00,05/03/23 12:30:00,05/03/23 12:45:00,05/03/23 13:00:00,05/03/23 13:15:00,05/03/23 13:30:00,05/03/23 13:45:00,05/03/23 14:00:00,05/03/23 14:15:00,05/03/23 14:30:00,05/03/23 14:45:00,05/03/23 15:00:00,05/03/23 15:15:00,05/03/23 15:30:00,05/03/23 15:45:00,05/03/23 16:00:00,05/03/23 16:15:00,05/03/23 16:30:00,05/03/23 16:45:00,05/03/23 17:00:00,05/03/23 17:15:00,05/03/23 17:30:00,05/03/23 17:45:00,05/03/23 18:00:00,05/03/23 18:15:00,05/03/23 18:30:00,05/03/23 18:45:00,05/03/23 19:00:00,05/03/23 19:15:00,05/03/23 19:30:00,05/03/23 19:45:00,05/03/23 20:00:00,05/03/23 20:15:00,05/03/23 20:30:00,05/03/23 20:45:00,05/03/23 21:00:00,05/03/23 21:15:00,05/03/23 21:30:00,05/03/23 21:45:00,05/03/23 22:00:00,05/03/23 22:15:00,05/03/23 22:30:00,05/03/23 22:45:00,05/03/23 23:00:00,05/03/23 23:15:00,05/03/23 23:30:00,05/03/23 23:45:00,05/04/23 00:00:00,05/04/23 00:15:00,05/04/23 00:30:00,05/04/23 00:45:00,05/04/23 01:00:00,05/04/23 01:15:00,05/04/23 01:30:00,05/04/23 01:45:00,05/04/23 02:00:00,05/04/23 02:15:00,05/04/23 02:30:00,05/04/23 02:45:00,05/04/23 03:00:00,05/04/23 03:15:00,05/04/23 03:30:00,05/04/23 03:45:00,05/04/23 04:00:00,05/04/23 04:15:00,05/04/23 04:30:00,05/04/23 04:45:00,05/04/23 05:00:00,05/04/23 05:15:00,05/04/23 05:30:00,05/04/23 05:45:00,05/04/23 06:00:00,05/04/23 06:15:00,05/04/23 06:30:00,05/04/23 06:45:00,05/04/23 07:00:00,05/04/23 07:15:00,05/04/23 07:30:00,05/04/23 07:45:00,05/04/23 08:00:00,05/04/23 08:15:00,05/04/23 08:30:00,05/04/23 08:45:00,05/04/23 09:00:00,05/04/23 09:15:00,05/04/23 09:30:00,05/04/23 09:45:00,05/04/23 10:00:00,05/04/23 10:15:00,05/04/23 10:30:00,05/04/23 10:45:00,05/04/23 11:00:00,05/04/23 11:15:00,05/04/23 11:30:00,05/04/23 11:45:00,05/04/23 12:00:00
mean_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03498051771287664,0.0,0.0,0.07115864057074768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09095801112801838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08353618606890659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856654779794788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513789522724783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03498051771287664,0.0,0.0,0.0687926933559741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09095801112801838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08353618606890659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856654779794788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513789522724783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch5,0.0,0.1214032937748305,0.0,0.0,0.12156548107830772,0.0,0.0,0.0,0.1219255658244452,0.0,0.0,0.0,0.0,0.0,0.10093650436162924,0.0,0.08480079595954554,0.11700703208672944,0.0,0.0,0.10073725719681546,0.11014029225959167,0.0,0.0,0.13013694451976673,0.10061411729760915,0.12299827210257153,0.0,0.11061105216047346,0.0,0.0,0.12685441679664347,0.13270883056348132,0.14055587794099597,0.0,0.14262339370863572,0.0,0.0,0.0,0.13992207085150657,0.0,0.15165255048673573,0.3458876640727009,0.40575772848420455,0.3930670992781593,0.4652976866861647,0.3899360750031376,0.36490805798961584,0.4069597902299084,0.390135959975291,0.42137290963141844,0.3777616589507309,0.3971679697821529,0.43787203193663277,0.39174286402810665,0.36788549280524413,0.39459374017450727,0.3842112083176669,0.37239030923835253,0.36992218010404404,0.42429354989908996,0.3836885668417003,0.3473191013405751,0.41934484468293626,0.3739665885391404,0.37947034787575906,0.3815667171984487,0.35990105371282516,0.38052121744716466,0.38494132637702394,0.4023492929960764,0.4065215561772031,0.361275053257585,0.36747103037656564,0.34698809144936865,0.4124026143942845,0.3380524418534766,0.3443037534089206,0.39554747784993605,0.41015133401727055,0.3447872817079823,0.3533100103829066,0.3443971491044484,0.38296110815322915,0.3937370126264232,0.3592626738743702,0.36532834568478195,0.3577806077679327,0.3287292837199618,0.35107331049363144,0.4330591357190268,0.38322769506351717,0.42968793683366135,0.3226532274503618,0.32010682637425875,0.3370744296255089,0.34637427977991014,0.3898017184089121,0.31385570118440526,0.40438309825101754,0.40451519844602535,0.3480190064013253,0.3617138949901472,0.36252354600158404,0.32793185473732184,0.4336044110497126,0.3604920844329223,0.3664922483169454,0.3930711888170995,0.41421383738141787,0.45445818263109317,0.42492822954052883,0.5156632694181795,0.4324096735598676,0.3788197114122862,0.4526682930807559,0.4197527654771514,0.4465073021298275,0.4102984958737008,0.40742969876189705,0.4802334573792918
mean_env_ch5,0.0,0.1214032937748305,0.0,0.0,0.12156548107830772,0.0,0.0,0.0,0.1200081393438095,0.0,0.0,0.0,0.0,0.0,0.10093650436162924,0.0,0.08480079595954554,0.11700703208672944,0.0,0.0,0.10073725719681546,0.11014029225959167,0.0,0.0,0.13013694451976673,0.09982383891900606,0.12299827210257153,0.0,0.11061105216047346,0.0,0.0,0.12685441679664347,0.13270883056348132,0.14055587794099597,0.0,0.14262339370863572,0.0,0.0,0.0,0.13992207085150657,0.0,0.15165255048673573,0.22073346422029105,0.34700199477121435,0.32277280256013097,0.3396935240954505,0.3188930602642671,0.32474528581767476,0.32843943495401223,0.3293964153801905,0.3333136099583147,0.3154707615466028,0.3376853693166615,0.3457303529845567,0.3290364010190474,0.322774274956744,0.31366679716854545,0.3093069237219046,0.32216694899628534,0.31936485712121554,0.31034858258505293,0.33446858409820823,0.31682954574008404,0.3245438495235896,0.3263199341663984,0.3341883765696342,0.3169815724054055,0.3027379887066258,0.307034745569528,0.31152298761083974,0.31580316952190324,0.3120176684515656,0.30027687799257136,0.31377751662067827,0.3049593176485904,0.31344764198133873,0.29773847560924804,0.2965746706311691,0.303391566209543,0.30424618967424827,0.2917088231367329,0.29195344647094595,0.3011492547870285,0.3180904419541722,0.3106292050227945,0.3000102278381038,0.3004713896135475,0.2997933201683122,0.29467632348939377,0.298171900515819,0.30495978837294146,0.3028122364156146,0.2916695500404254,0.284465401465765,0.28617049876185346,0.2837000712647434,0.28903123392254537,0.2871146658887203,0.28098204121317233,0.3003801841654231,0.29926760690224163,0.2877874601910861,0.29633316990366476,0.28101717860019587,0.28969355336250674,0.30261843861141724,0.2913873478467362,0.29414336759199405,0.29469621983413247,0.31079566401560393,0.2960498197136979,0.29196989075943086,0.3148735920642016,0.3058010984580434,0.30239848694079663,0.3114398595446988,0.30580914289419364,0.31458038264919597,0.33221469944720167,0.3322432880577473,0.3169006047667072
median_env_ch5,0.0,0.1214032937748305,0.0,0.0,0.12156548107830772,0.0,0.0,0.0,0.1200081393438095,0.0,0.0,0.0,0.0,0.0,0.10093650436162924,0.0,0.08480079595954554,0.11700703208672944,0.0,0.0,0.10073725719681546,0.11014029225959167,0.0,0.0,0.13013694451976673,0.09982383891900606,0.12299827210257153,0.0,0.11061105216047346,0.0,0.0,0.12685441679664347,0.13270883056348132,0.14055587794099597,0.0,0.14262339370863572,0.0,0.0,0.0,0.13992207085150657,0.0,0.15165255048673573,0.21362248964036792,0.34392210992799693,0.31891097518466505,0.3302155735678475,0.30626312596937333,0.32248380481215533,0.3220644991106455,0.3256537079913119,0.3359580635935454,0.3091189873139385,0.3362824116558688,0.3447969844837773,0.3306858791318349,0.32505663219670405,0.3142167790113323,0.3056901552809559,0.3204194276797511,0.3206582485567133,0.30867139496381085,0.33309072930741024,0.3247654220560159,0.321592362422244,0.3216314602623306,0.33570878048492486,0.3117634122587535,0.29688357670780635,0.30642925888759553,0.3135409546934109,0.3058665585273145,0.30285381117580695,0.29452735022952486,0.30696288703880975,0.29831107629268305,0.31035487924364047,0.30252740521326293,0.29315959995124324,0.2958401438584175,0.30288949178263036,0.28795023857890006,0.2884674427169612,0.296319286292302,0.31709684088392043,0.30999593364701905,0.2975196320519071,0.2902027220794324,0.2940411387019015,0.30018382126625665,0.29875850118648367,0.29064594448798037,0.29646687248162895,0.2877884066088784,0.28330299488166005,0.28629414435992945,0.2868362939140612,0.2860685646206017,0.279926294996681,0.278693471081218,0.2982243634360423,0.28137532513800023,0.27917180441855766,0.2990349717713562,0.2698015079134379,0.2922834962952926,0.3013928427793538,0.2888044422960746,0.29382328082855946,0.28651635405833886,0.29042234609284673,0.28801296201171145,0.28780277654147524,0.302158292546275,0.29305150567125715,0.29085082656070615,0.29468834199020255,0.3053578186716107,0.30052094850556677,0.33086823397565174,0.33677306284686026,0.30497399491237304
max_env_ch4,0.47937111748478745,0.5741673047458035,0.497347955576151,0.4825762537304763,0.5270611609778008,0.5025163241963014,0.4835555696974843,0.5191764365897537,0.4877022632977808,0.488842627779568,0.49953051327661685,0.4982547339203788,0.5233410822697283,0.467822686055728,0.5015066289225161,0.4726646097312811,0.5437839764968161,0.5103275063161432,0.4820792395267738,0.4974018531438728,0.49184777266185153,0.4763745840970921,0.4385699891203936,0.48738412595307923,0.5205477780790669,0.4865987314128668,0.4966310883150738,0.5085697316658169,0.4966635719815333,0.5433964364753644,0.5201496857828473,0.5291087536273479,0.5308353222539253,0.5622235117639839,0.5620407113174058,0.5840877803286674,0.5832274772380095,0.5757221919555331,0.6305048390735081,0.5918207614803519,0.5986090446102359,0.6113876218179785,1.3835506562908035,1.6237415051071937,1.5722683971126372,1.861190746744659,1.5597443000125504,1.465704540188497,1.6708594015002394,1.560543839901164,1.6854916385256737,1.5110466358029235,1.5886718791286116,1.751488127746531,1.5669714561124266,1.5330614503492919,1.578374960698029,1.5368448332706677,1.4895612369534101,1.4796887204161762,1.6971741995963598,1.534754267366801,1.3892764053623003,1.677379378731745,1.4958663541565616,1.5178813915030362,1.5262668687937948,1.4677438439745836,1.5220848697886586,1.5397653055080958,1.6093971719843057,1.6260862247088124,1.44510021303034,1.4698841215062626,1.3879523657974746,1.649610457577138,1.3957354795255,1.3772150136356824,1.5821899113997442,1.6406053360690822,1.4952955626632134,1.4132400415316264,1.3775885964177936,1.5318444326129166,1.5749480505056928,1.4370506954974809,1.4613133827391278,1.4311224310717308,1.3149171348798472,1.4042932419745258,1.7322365428761073,1.5329107802540687,1.7187517473346454,1.3155489488046652,1.302218728068161,1.448509055172591,1.3854971191196406,1.5592068736356484,1.3152670862442735,1.6175323930040701,1.6180607937841014,1.3920760256053013,1.4468555799605889,1.4500941840063362,1.3117274189492873,1.7344176441988504,1.4419683377316892,1.4659689932677815,1.572284755268398,1.6568553495256715,1.8178327305243727,1.6997129181621153,2.062653077672718,1.7296386942394704,1.5152788456491448,1.8106731723230236,1.6790110619086056,1.78602920851931,1.6411939834948033,1.6297187950475882,1.9209338295171672
mean_env_ch4,0.4254152913630186,0.4299983932184414,0.43107772750241435,0.4312422745219082,0.4315235733105206,0.42472345447143517,0.42506231637752406,0.4134952149090991,0.42237391389071155,0.415735338130895,0.41206304672424576,0.41756239607554146,0.41437319985675314,0.41797069454672187,0.4202296489235846,0.4185172143233298,0.4105615538484314,0.40268065149752147,0.4096788629201438,0.4160381283837036,0.40429243407123944,0.40800309272632773,0.39121855109721704,0.40558486848014264,0.42229976158174526,0.4200865998554374,0.4264543917168492,0.42247761106692455,0.4398205368663589,0.43805123192489376,0.44581351401856123,0.4488264706483215,0.437361826111169,0.4658747310143377,0.4704329067371001,0.4889173932075758,0.5038099515139535,0.509276236593623,0.5028315252885783,0.5183075691849145,0.5207927568120854,0.5263471962132652,0.8047673107502221,1.3186244816938555,1.229975357876688,1.2968713025520526,1.2264476967910634,1.2567758566945266,1.2642521497946497,1.2825603870955347,1.2935148234388285,1.234209442647061,1.2848966946205131,1.3162514280712136,1.248676088062791,1.239130398987372,1.1972563600476427,1.1896373043066224,1.1967386068008719,1.2335591293633223,1.1756429566621318,1.2399593338557027,1.1876838124110656,1.242251566618801,1.2248550701211702,1.2481659842208552,1.191842451344266,1.1628757275096782,1.1670469887083164,1.1928445173944566,1.1794500235359842,1.1788143417995989,1.1602304877705467,1.189362523811369,1.15359960177328,1.1712018118197258,1.1401914935066304,1.1475534790085233,1.1172807681304977,1.1362940655797074,1.1292838657726436,1.1098807409488647,1.1049868024060412,1.1290909442515773,1.1363240755619013,1.1253290858996612,1.1159940622100548,1.1020428962614413,1.100504650847249,1.1309492190783794,1.121547573533483,1.1246826343628102,1.0953429160672643,1.087875599097152,1.0865764641500055,1.0861765481902401,1.0920041886287224,1.0896869948777177,1.0619433647573786,1.0917238099143423,1.1192828249905853,1.1012250513505348,1.1054991431653967,1.0866798270863611,1.087594721804814,1.1032867911297974,1.108051378219146,1.1064258412113792,1.1227318173404217,1.1266599211258677,1.1050329299999675,1.1305090370719109,1.1679321590991953,1.1225507755272293,1.1197255330019922,1.128886438130469,1.0909570504687496,1.1777560551045478,1.1979535938010761,1.2340142126124756,1.1742013402828115
median_env_ch4,0.4306921788376783,0.42650854649293274,0.43364982423448706,0.43187729151066406,0.43146843747922786,0.4182317558615307,0.422348467653811,0.40868404326865226,0.4147891741257006,0.4139024296330238,0.40237383706715424,0.4189238141441973,0.40903205281727395,0.417506946746533,0.41334777521818034,0.41197727254674427,0.40646107804405923,0.4027716113081945,0.4142924020176865,0.41155722308644455,0.4043716543872621,0.41058124950766406,0.3949467376143462,0.4019450230542089,0.42032385065358596,0.41553591650476107,0.4225048314569172,0.41624510650722074,0.4424442086418938,0.4432154828742867,0.43576732303823895,0.4516836197569557,0.42983965260919654,0.46048859012127696,0.46546079691979514,0.4853590252905058,0.5028776821067127,0.51390324345563,0.5003756922534361,0.5104023653135823,0.5169408750059528,0.5277855186993414,0.7719176623529018,1.2686055561050384,1.2280584725117816,1.2790066027225708,1.2025200379762326,1.2600960656527773,1.2591315413363195,1.2738690515277558,1.2798358566752621,1.2170518610305772,1.2767710900050195,1.303251323219503,1.2672398394329587,1.2286168868598064,1.1944860767364922,1.180930169243958,1.203049035027829,1.243859847583976,1.1542912821607594,1.2242023107013298,1.1900716025225555,1.2229649828493658,1.2111137835647183,1.2366243908880277,1.1684545638384791,1.1506144572754868,1.1536895460658378,1.1822638604171196,1.168719318052237,1.1581863785486255,1.1485458414501735,1.1813224888653169,1.1478232307791336,1.1671656611737202,1.1373134465781662,1.138338391596124,1.1079967194849578,1.1134340133459024,1.0968940015454238,1.1081502398131549,1.1028407248941234,1.1217247812548632,1.1068711936550875,1.1062457204501388,1.0991744475398237,1.0943439553734806,1.0981616487041932,1.123062065176687,1.1163744440600014,1.1291259170966308,1.0745634495962733,1.0730544794222174,1.0941590842310591,1.0590484648377225,1.0822369989253948,1.065834905407871,1.0694765488206452,1.051705632913499,1.0875052580357059,1.086058056399288,1.0898067868367733,1.067598854772961,1.068759973548917,1.0798507887316782,1.0883271194499802,1.106645078774184,1.109942716975921,1.1003857626921723,1.0895352481049025,1.1017934377828262,1.1419783894520963,1.1059823733943146,1.099305990216636,1.0862451091775442,1.0694050948356109,1.1450142301278001,1.1734343295776233,1.215008980815858,1.1268388705257184
max_env_ch3,1.9174844699391498,2.296669218983214,1.989391822304604,1.9303050149219052,2.108244643911203,2.0100652967852057,1.9342222787899372,2.0767057463590146,1.9508090531911233,1.955370511118272,1.9981220531064674,1.9930189356815151,2.0933643290789132,1.871290744222912,2.0060265156900643,1.8906584389251244,2.1751359059872644,2.041310025264573,1.9283169581070951,1.9896074125754912,1.9673910906474061,1.9054983363883684,1.7542799564815743,1.949536503812317,2.0821911123162677,1.9463949256514672,1.9865243532602952,2.0342789266632675,1.9866542879261333,2.1735857459014576,2.080598743131389,2.1164350145093915,2.123341289015701,2.2488940470559355,2.2481628452696234,2.3363511213146695,2.332909908952038,2.3028887678221324,2.5220193562940323,2.3672830459214076,2.3944361784409436,2.445550487271914,5.534202625163214,6.494966020428775,6.289073588450549,7.444762986978636,6.2389772000502015,5.862818160753988,6.6834376060009575,6.242175359604656,6.741966554102695,6.044186543211694,6.3546875165144465,7.005952510986124,6.267885824449706,6.1322458013971675,6.313499842792116,6.147379333082671,5.958244947813641,5.918754881664705,6.788696798385439,6.139017069467204,5.557105621449201,6.70951751492698,5.983465416626246,6.071525566012145,6.105067475175179,5.870975375898334,6.088339479154635,6.159061222032383,6.437588687937223,6.5043448988352495,5.78040085212136,5.87953648602505,5.551809463189898,6.598441830308552,5.582941918102,5.50886005454273,6.328759645598977,6.562421344276329,5.981182250652854,5.652960166126506,5.5103543856711745,6.127377730451666,6.299792202022771,5.7482027819899235,5.845253530956511,5.724489724286923,5.259668539519389,5.617172967898103,6.928946171504429,6.131643121016275,6.875006989338582,5.262195795218661,5.208874912272644,5.794036220690364,5.541988476478562,6.236827494542593,5.261068344977094,6.470129572016281,6.472243175136406,5.568304102421205,5.7874223198423556,5.800376736025345,5.246909675797149,6.9376705767954014,5.767873350926757,5.863875973071126,6.289139021073592,6.627421398102686,7.271330922097491,6.798851672648461,8.250612310690872,6.9185547769578815,6.061115382596579,7.242692689292094,6.716044247634422,7.14411683407724,6.564775933979213,6.518875180190353,7.683735318068669
mean_env_ch3,1.6461341039521653,1.6667152378843046,1.6997746243425178,1.6939980445495852,1.702980911400678,1.6737791347570117,1.6596473404502585,1.6196413971539425,1.6512948740368514,1.6099790921961543,1.5966373447647753,1.6299080537851405,1.6042161680213953,1.6339695092533597,1.6078596354376473,1.6260411248644673,1.5893855430077404,1.5748382321084788,1.5692386941191416,1.5912857464206145,1.5945334375508389,1.6054133876412695,1.5114529844619897,1.5773857951001145,1.6131534192796484,1.6344717717567254,1.6834105713924288,1.6626840784005752,1.7290381310766239,1.7261257324602977,1.7472813241319614,1.7558182784463747,1.715643757249363,1.821242454471335,1.8588756605687153,1.9121604594714268,1.9974155989693494,1.9917051990816481,1.9913951990690477,2.045203684293038,2.040177053300519,2.0829437258385126,3.2190692430008885,5.274497926775422,4.919901431506752,5.1874852102082105,4.905790787164253,5.0271034267781065,5.057008599178599,5.130241548382139,5.174059293755314,4.936837770588244,5.139586778482053,5.265005712284855,4.994704352251164,4.956521595949488,4.789025440190571,4.75854921722649,4.786954427203487,4.934236517453289,4.702571826648527,4.959837335422811,4.750735249644262,4.969006266475204,4.899420280484681,4.992663936883421,4.767369805377064,4.651502910038713,4.668187954833265,4.7713780695778265,4.717800094143937,4.7152573671983955,4.640921951082187,4.757450095245476,4.61439840709312,4.684807247278903,4.560765974026522,4.590213916034093,4.469123072521991,4.545176262318829,4.5171354630905745,4.439522963795459,4.419947209624165,4.516363777006309,4.545296302247605,4.501316343598645,4.463976248840219,4.408171585045765,4.402018603388996,4.523796876313518,4.486190294133932,4.498730537451241,4.381371664269057,4.351502396388608,4.346305856600022,4.3447061927609605,4.36801675451489,4.358747979510871,4.247773459029514,4.366895239657369,4.477131299962341,4.404900205402139,4.421996572661587,4.3467193083454445,4.350378887219256,4.41314716451919,4.432205512876584,4.425703364845517,4.490927269361687,4.506639684503471,4.42013171999987,4.522036148287643,4.671728636396781,4.490203102108917,4.478902132007969,4.515545752521876,4.363828201874998,4.711024220418191,4.7918143752043045,4.936056850449902,4.696805361131246
median_env_ch3,1.6338718184087062,1.652463733480836,1.6759131476146876,1.6892176576675917,1.6915574981796313,1.6476230384779096,1.6462391787295,1.600145338255944,1.635741957734934,1.5942819702479714,1.5796687535455627,1.6278127350772655,1.5959159634878006,1.6259642777860923,1.6032334133143022,1.6188998333528828,1.5810780716868544,1.5689954964303205,1.5530904928257345,1.5377643353498347,1.5581115211064938,1.6067059272689193,1.5137901689578328,1.579376969252575,1.608128271081335,1.625379256247972,1.6611656438608198,1.6392831065379538,1.7485113272374075,1.7053920823665163,1.7271743504480332,1.7574178635838082,1.6837431505584723,1.8178420033235736,1.841989521887601,1.9140855473211809,1.9725684340645793,1.969250126362156,1.973686779494268,2.0292938600413644,2.0419657445537798,2.085536280700061,3.0876706494116073,5.074422224420154,4.912233890047126,5.116026410890283,4.8100801519049305,5.040384262611109,5.036526165345278,5.095476206111023,5.1193434267010485,4.868207444122309,5.107084360020078,5.213005292878012,5.068959357731835,4.914467547439226,4.777944306945969,4.723720676975832,4.812196140111316,4.975439390335904,4.6171651286430375,4.896809242805319,4.760286410090222,4.891859931397463,4.844455134258873,4.946497563552111,4.6738182553539165,4.602457829101947,4.614758184263351,4.7290554416684785,4.674877272208948,4.632745514194502,4.594183365800694,4.7252899554612675,4.5912929231165345,4.668662644694881,4.549253786312665,4.553353566384496,4.431986877939831,4.45373605338361,4.387576006181695,4.432600959252619,4.411362899576494,4.486899125019453,4.42748477462035,4.424982881800555,4.396697790159295,4.3773758214939225,4.392646594816773,4.492248260706748,4.465497776240006,4.516503668386523,4.298253798385093,4.29221791768887,4.3766363369242365,4.23619385935089,4.328947995701579,4.263339621631484,4.277906195282581,4.206822531653996,4.350021032142823,4.344232225597152,4.359227147347093,4.270395419091844,4.275039894195668,4.319403154926713,4.353308477799921,4.426580315096736,4.439770867903684,4.401543050768689,4.35814099241961,4.407173751131305,4.567913557808385,4.423929493577258,4.397223960866544,4.344980436710177,4.277620379342443,4.5800569205112005,4.693737318310493,4.860035923263432,4.507355482102874
max_env_ch2,7.669937879756599,9.186676875932855,7.957567289218416,7.721220059687621,8.432978575644812,8.040261187140823,7.736889115159749,8.306822985436058,7.803236212764493,7.821482044473088,7.99248821242587,7.9720757427260605,8.373457316315653,7.485162976891648,8.024106062760257,7.562633755700498,8.700543623949057,8.165240101058291,7.7132678324283805,7.958429650301965,7.8695643625896246,7.621993345553474,7.017119825926297,7.798146015249268,8.328764449265071,7.785579702605869,7.946097413041181,8.13711570665307,7.946617151704533,8.69434298360583,8.322394972525556,8.465740058037566,8.493365156062804,8.995576188223742,8.992651381078494,9.345404485258678,9.331639635808152,9.21155507128853,10.08807742517613,9.46913218368563,9.577744713763774,9.782201949087655,22.136810500652857,25.9798640817151,25.156294353802195,29.779051947914542,24.955908800200806,23.45127264301595,26.73375042400383,24.968701438418623,26.96786621641078,24.176746172846777,25.418750066057786,28.023810043944497,25.071543297798826,24.52898320558867,25.253999371168465,24.589517332330683,23.832979791254562,23.67501952665882,27.154787193541758,24.556068277868818,22.228422485796806,26.83807005970792,23.933861666504985,24.28610226404858,24.420269900700717,23.483901503593337,24.35335791661854,24.636244888129532,25.75035475174889,26.017379595340998,23.12160340848544,23.5181459441002,22.207237852759594,26.393767321234208,22.331767672408,22.03544021817092,25.315038582395907,26.249685377105315,23.924729002611414,22.611840664506023,22.041417542684698,24.509510921806665,25.199168808091084,22.992811127959694,23.381014123826045,22.897958897147692,21.038674158077555,22.468691871592412,27.715784686017717,24.5265724840651,27.500027957354327,21.048783180874644,20.835499649090576,23.176144882761456,22.16795390591425,24.947309978170374,21.044273379908375,25.880518288065122,25.888972700545622,22.27321640968482,23.149689279369422,23.20150694410138,20.987638703188598,27.750682307181606,23.071493403707027,23.455503892284504,25.15655608429437,26.509685592410744,29.085323688389963,27.195406690593845,33.00244924276349,27.674219107831526,24.244461530386317,28.970770757168378,26.86417699053769,28.57646733630896,26.259103735916852,26.07550072076141,30.734941272274675
mean_env_ch2,6.584536415808661,6.666860951537219,6.799098497370071,6.775992178198341,6.811923645602712,6.695116539028047,6.638589361801034,6.47856558861577,6.6051794961474055,6.439916368784617,6.386549379059101,6.519632215140562,6.416864672085581,6.535878037013439,6.431438541750589,6.504164499457869,6.3575421720309615,6.299352928433915,6.2769547764765665,6.365142985682458,6.3781337502033555,6.421653550565078,6.045811937847959,6.309543180400458,6.452613677118594,6.537887087026902,6.733642285569715,6.650736313602301,6.916152524306495,6.904502929841191,6.989125296527845,7.023273113785499,6.862575028997452,7.28496981788534,7.435502642274861,7.648641837885707,7.989662395877398,7.9668207963265925,7.965580796276191,8.180814737172152,8.160708213202076,8.33177490335405,12.876276972003554,21.097991707101688,19.67960572602701,20.749940840832842,19.623163148657014,20.108413707112426,20.228034396714396,20.520966193528555,20.696237175021256,19.747351082352974,20.55834711392821,21.06002284913942,19.978817409004655,19.826086383797954,19.156101760762283,19.03419686890596,19.14781770881395,19.736946069813158,18.81028730659411,19.839349341691243,19.00294099857705,19.876025065900816,19.597681121938724,19.970655747533684,19.069479221508256,18.60601164015485,18.67275181933306,19.085512278311306,18.871200376575747,18.861029468793582,18.563687804328747,19.029800380981904,18.45759362837248,18.739228989115613,18.243063896106086,18.360855664136373,17.876492290087963,18.180705049275318,18.068541852362298,17.758091855181835,17.67978883849666,18.065455108025237,18.18118520899042,18.00526537439458,17.855904995360877,17.63268634018306,17.608074413555983,18.09518750525407,17.944761176535728,17.994922149804964,17.52548665707623,17.406009585554433,17.38522342640009,17.378824771043842,17.47206701805956,17.434991918043483,16.991093836118058,17.467580958629476,17.908525199849365,17.619600821608557,17.687986290646347,17.386877233381778,17.401515548877025,17.65258865807676,17.728822051506334,17.702813459382067,17.963709077446747,18.026558738013883,17.68052687999948,18.088144593150574,18.686914545587126,17.960812408435668,17.915608528031875,18.062183010087505,17.455312807499993,18.844096881672765,19.167257500817218,19.74422740179961,18.787221444524985
