Size (um),Vol Conc
0.37,0.11
0.44,0.1
0.52,0.1
0.61,0.1
0.72,0.1
0.85,0.11
1.01,0.14
1.19,0.2
1.4,0.29
1.65,0.35
1.95,0.42
2.3,0.47
2.72,0.5
3.2,0.54
3.78,0.58
4.46,0.64
5.27,0.7
6.21,0.78
7.33,0.87
8.65,0.99
10.21,1.15
12.05,1.35
14.22,1.64
16.78,2.02
19.81,2.45
23.37,2.91
27.58,3.43
32.55,4.13
38.41,5.18
45.32,6.32
53.48,7.58
63.11,9.08
74.48,9.94
87.89,10.91
103.72,10.8
122.39,10.32
144.43,9.57
170.44,8.83
201.13,7.9
237.35,7.14
280.09,6.4
330.52,5.74
390.04,5.1
460.27,4.81
TOTAL,152.79
