Size (um),Vol Conc
0.37,0.09
0.44,0.09
0.52,0.09
0.61,0.1
0.72,0.1
0.85,0.11
1.01,0.14
1.19,0.2
1.4,0.27
1.65,0.33
1.95,0.38
2.3,0.43
2.72,0.46
3.2,0.49
3.78,0.53
4.46,0.57
5.27,0.63
6.21,0.69
7.33,0.77
8.65,0.86
10.21,0.98
12.05,1.13
14.22,1.37
16.78,1.73
19.81,2.2
23.37,2.79
27.58,3.52
32.55,4.33
38.41,5.3
45.32,6.43
53.48,7.59
63.11,8.64
74.48,9.29
87.89,9.69
103.72,9.27
122.39,8.85
144.43,8.05
170.44,7.4
201.13,6.36
237.35,5.55
280.09,4.65
330.52,3.88
390.04,3.24
460.27,3.03
TOTAL,132.6
