LISST-Portable Data File  Created on: Wednesday, October 27, 2021  14:43:25   Day: 300 
  LISST-Portable Serial number = 606
  Firmware Version 3.013 Aug 10 2021 11:19:30
Date, Time, Optical Transmission, Total Volume Concentration, Total Mass Concentration, Mean Size, Standard Deviation, D5, D10, D16, D25, D50, D60, D75, D84, D90, D95, D60/D10, Surface Area, Silt Volume, Silt Ratio,  0.37,  0.44,  0.52,  0.61,  0.72,  0.85,  1.01,  1.19,  1.40,  1.65,  1.95,  2.30,  2.72,  3.20,  3.78,  4.46,  5.27,  6.21,  7.33,  8.65, 10.21, 12.05, 14.22, 16.78, 19.81, 23.37, 27.58, 32.55, 38.41, 45.32, 53.48, 63.11, 74.48, 87.89,103.72,122.39,144.43,170.44,201.13,237.35,280.09,330.52,390.04,460.27,Sample Note, Operator Name, SOP Name, SOP Note, Optical Model, [real imag], Effective Density, Mixer Speed, Mixer Duration, Ultrasonic Power,Ultrasonic Duration, Average Duration, Single Sample, Manual Control, Battery Voltage, Lref, Lpwr, Reserved, Reserved 
MM/DD/YYYY, HH:MM:SS, %, ul/l, mg/l, microns, microns, microns, microns, microns, microns, microns, microns, microns, microns, microns, microns,No units, m^2/l, ul/l,No units ,ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l,ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, ul/l, , , , ,No units, ,g/cm^3, %, sec, %, sec, sec,  , No units, volts, counts, counts,  ,  
10/27/2021, 14:43:05,     0.960,   182.774,     0.000,   245.594,   126.188,    78.319,   103.659,   124.604,   153.027,   247.299,   296.386,   382.042,   438.831,   477.567,   509.306,     2.859,     0.026,     7.914,     0.043,     0.184,     0.125,     0.069,     0.029,     0.011,     0.005,     0.005,     0.008,     0.010,     0.011,     0.015,     0.019,     0.024,     0.028,     0.029,     0.029,     0.029,     0.031,     0.039,     0.049,     0.064,     0.086,     0.113,     0.140,     0.167,     0.195,     0.246,     0.381,     0.652,     1.005,     1.551,     2.566,     4.033,     6.352,     9.580,    12.627,    14.860,    15.794,    16.141,    16.473,    17.242,    18.361,    19.880,    23.516, , NICOLE HUCKE, Fraunhofer Manual, Fraunhofer model, Fraunhofer,  n/a,     2.650, 100, -1, -1, -1, 20, 0, 1,     0.000, 0, 0, 0, -1 
10/27/2021, 15:06:39,     0.962,    95.825,     0.000,   108.893,    64.921,    65.042,    74.745,    77.853,    82.759,    95.941,   101.295,   121.253,   147.810,   181.322,   250.734,     1.355,     0.053,     9.080,     0.095,     0.033,     0.038,     0.048,     0.065,     0.089,     0.111,     0.117,     0.122,     0.142,     0.142,     0.115,     0.096,     0.075,     0.057,     0.041,     0.028,     0.019,     0.014,     0.013,     0.011,     0.010,     0.012,     0.014,     0.020,     0.031,     0.050,     0.078,     0.132,     0.257,     0.523,     1.337,     5.241,    23.367,    29.218,    10.815,     7.279,     5.258,     3.279,     2.225,     1.549,     1.080,     0.866,     0.813,     0.997, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
01/25/2022, 20:17:14,     0.935,   162.839,     0.000,   101.978,    45.476,    64.390,    73.820,    77.242,    81.834,    94.105,    98.855,   111.413,   128.601,   150.253,   189.593,     1.339,     0.054,    16.814,     0.103,     0.042,     0.053,     0.074,     0.113,     0.170,     0.212,     0.205,     0.209,     0.257,     0.248,     0.200,     0.168,     0.127,     0.097,     0.070,     0.050,     0.036,     0.029,     0.027,     0.023,     0.021,     0.023,     0.025,     0.032,     0.047,     0.076,     0.126,     0.230,     0.459,     0.951,     2.549,     9.864,    42.017,    54.749,    19.779,    11.467,     7.249,     4.078,     2.650,     1.681,     0.966,     0.583,     0.394,     0.414, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
01/25/2022, 20:18:25,     0.957,   106.515,     0.000,   101.029,    46.591,    63.743,    73.104,    77.050,    81.601,    93.888,    98.645,   110.749,   127.094,   147.535,   185.669,     1.349,     0.056,    11.376,     0.107,     0.032,     0.039,     0.051,     0.072,     0.103,     0.132,     0.140,     0.148,     0.175,     0.172,     0.143,     0.122,     0.094,     0.075,     0.055,     0.041,     0.031,     0.026,     0.024,     0.022,     0.020,     0.022,     0.024,     0.030,     0.043,     0.066,     0.111,     0.197,     0.360,     0.673,     1.699,     6.435,    27.655,    35.686,    13.048,     7.503,     4.639,     2.480,     1.545,     0.948,     0.565,     0.391,     0.312,     0.367,  , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/01/2022, 19:51:26,     0.963,    26.531,     0.000,    57.685,   131.828,     3.796,     7.456,    11.845,    19.176,    62.278,    95.964,   173.099,   256.036,   334.644,   421.372,    12.870,     0.167,    14.332,     0.540,     0.049,     0.046,     0.042,     0.037,     0.034,     0.035,     0.045,     0.067,     0.095,     0.120,     0.147,     0.180,     0.197,     0.228,     0.250,     0.291,     0.342,     0.402,     0.475,     0.566,     0.668,     0.754,     0.840,     0.900,     0.928,     0.935,     0.940,     0.923,     0.921,     0.936,     0.950,     0.990,     1.015,     1.077,     1.118,     1.151,     1.108,     1.042,     0.992,     0.985,     0.985,     0.970,     0.920,     0.836, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/01/2022, 20:19:44,     0.752,   103.060,     0.000,    16.221,    58.051,     1.820,     2.700,     3.812,     5.800,    15.170,    21.454,    37.161,    55.969,    79.129,   127.520,     7.947,     0.374,    91.868,     0.891,     0.203,     0.221,     0.248,     0.288,     0.341,     0.409,     0.516,     0.757,     1.213,     1.648,     2.060,     2.494,     2.832,     3.098,     3.383,     3.720,     4.004,     4.194,     4.319,     4.468,     4.578,     4.654,     4.835,     4.954,     4.973,     4.823,     4.625,     4.295,     3.926,     3.600,     3.262,     2.930,     2.423,     1.888,     1.432,     1.195,     0.947,     0.659,     0.422,     0.333,     0.457,     0.653,     0.554,     0.229, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/03/2022, 18:51:10,     0.955,    15.770,     0.000,    52.711,   124.347,     3.576,     6.619,    10.360,    16.904,    51.928,    89.029,   178.707,   244.889,   303.027,   378.147,    13.450,     0.166,     8.948,     0.567,     0.007,     0.009,     0.011,     0.015,     0.022,     0.035,     0.049,     0.062,     0.076,     0.082,     0.089,     0.114,     0.117,     0.150,     0.166,     0.205,     0.253,     0.299,     0.338,     0.385,     0.435,     0.473,     0.524,     0.567,     0.595,     0.607,     0.609,     0.589,     0.564,     0.530,     0.490,     0.479,     0.475,     0.492,     0.513,     0.567,     0.628,     0.713,     0.765,     0.768,     0.679,     0.532,     0.395,     0.294, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/08/2022, 19:39:57,     0.778,   127.081,     0.000,    25.309,    65.099,     2.383,     4.077,     6.346,    10.279,    26.424,    35.661,    55.972,    77.416,   104.093,   159.723,     8.747,     0.259,   105.635,     0.831,     0.185,     0.200,     0.222,     0.255,     0.298,     0.349,     0.428,     0.599,     0.906,     1.165,     1.398,     1.661,     1.876,     2.094,     2.364,     2.737,     3.149,     3.544,     3.891,     4.269,     4.617,     4.899,     5.353,     5.820,     6.313,     6.678,     7.026,     7.163,     7.142,     6.962,     6.368,     5.705,     4.767,     3.905,     3.012,     2.337,     1.762,     1.297,     0.889,     0.703,     0.705,     0.754,     0.703,     0.612, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Frÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ
