Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O]
7/29/2021 12:15,789.025,756.65,32.375
7/29/2021 12:30,788.85,756.358,32.4920000000001
7/29/2021 12:45,788.85,756.533,32.317
7/29/2021 13:00,788.85,756.183,32.667
7/29/2021 13:15,788.675,756.358,32.317
7/29/2021 13:30,788.675,756.067,32.6079999999999
7/29/2021 13:45,788.675,755.892,32.7829999999999
7/29/2021 14:00,788.383,756.067,32.316
7/29/2021 14:15,788.208,755.892,32.3159999999999
7/29/2021 14:30,788.325,755.6,32.725
7/29/2021 14:45,788.208,755.6,32.6079999999999
7/29/2021 15:00,788.208,755.717,32.491
7/29/2021 15:15,788.033,755.542,32.491
7/29/2021 15:30,787.858,755.425,32.433
7/29/2021 15:45,788.033,755.25,32.783
7/29/2021 16:00,787.683,755.425,32.258
7/29/2021 16:15,787.683,755.25,32.433
7/29/2021 16:30,787.683,754.958,32.725
7/29/2021 16:45,787.508,755.25,32.258
7/29/2021 17:00,787.508,754.958,32.5500000000001
7/29/2021 17:15,787.392,754.783,32.609
7/29/2021 17:30,787.217,754.958,32.259
7/29/2021 17:45,787.042,754.608,32.4340000000001
7/29/2021 18:00,786.867,754.492,32.375
7/29/2021 18:15,786.867,754.783,32.0839999999999
7/29/2021 18:30,787.042,754.783,32.259
7/29/2021 18:45,786.867,754.958,31.909
7/29/2021 19:00,787.042,754.608,32.4340000000001
7/29/2021 19:15,787.217,754.783,32.434
7/29/2021 19:30,787.392,755.075,32.317
7/29/2021 19:45,787.392,755.075,32.317
7/29/2021 20:00,787.567,755.425,32.1420000000001
7/29/2021 20:15,787.858,755.542,32.3159999999999
7/29/2021 20:30,787.858,755.717,32.141
7/29/2021 20:45,788.033,755.717,32.316
7/29/2021 21:00,788.208,756.008,32.1999999999999
7/29/2021 21:15,788.558,756.183,32.375
7/29/2021 21:30,788.675,756.358,32.317
7/29/2021 21:45,789.025,756.65,32.375
7/29/2021 22:00,789.2,756.825,32.375
7/29/2021 22:15,789.2,756.942,32.258
7/29/2021 22:30,789.492,757.292,32.1999999999999
7/29/2021 22:45,789.375,757.292,32.083
7/29/2021 23:00,789.492,757.117,32.375
7/29/2021 23:15,789.375,757.233,32.1420000000001
7/29/2021 23:30,789.492,757.233,32.259
7/29/2021 23:45,789.492,757.233,32.259
7/30/2021 0:00,789.667,757.233,32.4340000000001
7/30/2021 0:15,789.492,757.233,32.259
7/30/2021 0:30,789.667,757.408,32.259
7/30/2021 0:45,789.667,757.408,32.259
7/30/2021 1:00,789.492,757.408,32.0839999999999
7/30/2021 1:15,789.375,757.117,32.258
7/30/2021 1:30,789.375,757.233,32.1420000000001
7/30/2021 1:45,789.375,757.117,32.258
7/30/2021 2:00,789.375,757.117,32.258
7/30/2021 2:15,789.375,757.117,32.258
7/30/2021 2:30,789.2,757.117,32.0830000000001
7/30/2021 2:45,789.2,756.942,32.258
7/30/2021 3:00,789.2,756.942,32.258
7/30/2021 3:15,789.2,756.942,32.258
7/30/2021 3:30,789.025,756.767,32.2579999999999
7/30/2021 3:45,789.025,756.767,32.2579999999999
7/30/2021 4:00,789.025,756.942,32.083
7/30/2021 4:15,788.675,756.65,32.025
7/30/2021 4:30,788.675,756.475,32.1999999999999
7/30/2021 4:45,788.675,756.475,32.1999999999999
7/30/2021 5:00,788.675,756.475,32.1999999999999
7/30/2021 5:15,788.675,756.475,32.1999999999999
7/30/2021 5:30,788.85,756.475,32.375
7/30/2021 5:45,788.675,756.3,32.375
7/30/2021 6:00,788.675,756.3,32.375
7/30/2021 6:15,788.85,756.475,32.375
7/30/2021 6:30,789.025,756.767,32.2579999999999
7/30/2021 6:45,788.85,756.65,32.2
7/30/2021 7:00,789.025,756.767,32.2579999999999
7/30/2021 7:15,789.025,756.767,32.2579999999999
7/30/2021 7:30,789.025,756.767,32.2579999999999
7/30/2021 7:45,789.2,756.942,32.258
7/30/2021 8:00,789.2,757.117,32.0830000000001
7/30/2021 8:15,789.375,757.233,32.1420000000001
7/30/2021 8:30,789.492,757.408,32.0839999999999
7/30/2021 8:45,789.492,757.583,31.909
7/30/2021 9:00,789.667,757.583,32.0840000000001
7/30/2021 9:15,789.667,757.583,32.0840000000001
7/30/2021 9:30,789.667,757.408,32.259
7/30/2021 9:45,789.667,757.408,32.259
7/30/2021 10:00,789.667,757.583,32.0840000000001
7/30/2021 10:15,789.492,757.583,31.909
7/30/2021 10:30,789.667,757.583,32.0840000000001
7/30/2021 10:45,789.667,757.583,32.0840000000001
7/30/2021 11:00,789.492,757.467,32.025
7/30/2021 11:15,789.492,757.583,31.909
7/30/2021 11:30,789.375,757.467,31.908
7/30/2021 11:45,789.2,757.467,31.7330000000001
7/30/2021 12:00,789.2,757.292,31.908
7/30/2021 12:15,789.2,757,32.2
7/30/2021 12:30,789.025,757.292,31.7329999999999
7/30/2021 12:45,788.85,757.117,31.7330000000001
7/30/2021 13:00,788.85,756.825,32.025
7/30/2021 13:15,788.675,756.825,31.8499999999999
7/30/2021 13:30,788.383,756.533,31.85
7/30/2021 13:45,788.208,756.533,31.675
7/30/2021 14:00,788.208,756.183,32.025
7/30/2021 14:15,788.208,756.183,32.025
7/30/2021 14:30,788.208,756.358,31.85
7/30/2021 14:45,788.383,756.533,31.85
7/30/2021 15:00,788.383,756.358,32.0250000000001
7/30/2021 15:15,788.558,756.358,32.2
7/30/2021 15:30,788.208,756.183,32.025
7/30/2021 15:45,788.208,756.008,32.1999999999999
7/30/2021 16:00,788.033,756.008,32.025
7/30/2021 16:15,787.858,756.183,31.675
7/30/2021 16:30,787.683,755.892,31.7909999999999
7/30/2021 16:45,787.683,756.183,31.5
7/30/2021 17:00,788.033,756.008,32.025
7/30/2021 17:15,787.858,756.008,31.8499999999999
7/30/2021 17:30,788.033,755.892,32.141
7/30/2021 17:45,788.033,756.008,32.025
7/30/2021 18:00,787.683,755.892,31.7909999999999
7/30/2021 18:15,787.858,755.717,32.141
7/30/2021 18:30,787.858,755.717,32.141
7/30/2021 18:45,787.858,755.892,31.9659999999999
7/30/2021 19:00,788.383,756.008,32.375
7/30/2021 19:15,788.558,756.65,31.908
7/30/2021 19:30,788.383,756.358,32.0250000000001
7/30/2021 19:45,788.558,756.358,32.2
7/30/2021 20:00,788.558,756.358,32.2
7/30/2021 20:15,788.383,756.358,32.0250000000001
7/30/2021 20:30,788.383,756.008,32.375
7/30/2021 20:45,788.208,756.358,31.85
7/30/2021 21:00,788.208,756.183,32.025
