SampleID,t0,t1,max_amp,mean_amp,median_amp,impulses_ch6,impulses_ch5,impulses_ch4,impulses_ch3,impulses_ch2,impulses_ch1,ch6_mean,ch6_median,ch5_mean,ch5_median,ch4_mean,ch4_median,ch3_mean,ch3_median,ch2_mean,ch2_median,ch1_mean,ch1_median
flood2,0.0,49.999977324263035,0.1037854003411086,0.009309768550503219,0.0026623638531804135,7,32,148,475,1883,5866,0.08749137239881222,0.10375704824481825,0.20928125200218348,0.1469885814344222,0.5310742088397675,0.2491067393358368,1.1427850401592305,0.37211833067852323,2.426276712421049,0.6971875339534855,9.533202995715296,2.7262605856567435
