Date_Time,SS (uL/L),SRP (mg/L),TP (mg/L),DOC (mg/L),POC (mg/L),PP (mg/L),fDOM,Turbidity,P2C,P3C,P2C_depth,P3C_depth,depth
2021-07-23 14:30:00,0.0,,,2.31,2.47,,316.27,3.0,2723.128968,2724.207031,11.996799999997165,21.903100000008635,21.903100000008635
2021-07-23 14:54:00,92.06,0.042,0.094,4.522,11.10505732,0.15,329.294,8.208,2723.1421658,2724.2286918,13.316579999991518,24.069180000014967,24.069180000014967
2021-07-23 15:02:00,95.69,0.045,0.12,4.436,29.71212071,0.28,339.23,7.452,2723.1462602,2724.2341094,13.726020000012795,24.6109400000023,24.6109400000023
2021-07-23 16:13:00,403.515,0.09,0.362,12.442,41.27935076,1.66,388.274,122.774,2723.1806951333333,2724.2636894666666,17.169513333328723,27.56894666667904,27.56894666667904
2021-07-23 16:58:00,124.04,0.083,0.208,12.977,9.524065462,0.38,630.966,42.612,2723.182731,2724.2649807333337,17.373099999986152,27.698073333385764,27.698073333385764
2021-07-23 17:58:00,65.3,0.067,0.132,13.108,6.538644049,0.13,742.718,21.154,2723.1670978666666,2724.2541187333336,15.80978666665942,26.611873333376934,26.611873333376934
2021-07-23 20:13:00,42.87,0.048,0.086,12.073,5.707480069,0.06,779.8,10.37,2723.1486999999997,2724.2369897333333,13.96999999997206,24.898973333347385,24.898973333347385
