Date_Time,SS (uL/L),SRP (mg/L),TP (mg/L),DOC (mg/L),POC (mg/L),N (mg/L),PP (mg/L),LAB ID,fDOM,Turbidity,P2C_x,P3C_x,P2C_depth_x,P3C_depth_x,depth_x,P2C_y,P3C_y,P2C_depth_y,P3C_depth_y,depth_y,P2C_x.1,P3C_x.1,P2C_depth_x.1,P3C_depth_x.1,depth_x.1,P2C_y.1,P3C_y.1,P2C_depth_y.1,P3C_depth_y.1,depth_y.1,P2C_x,P3C_x,P2C_depth_x,P3C_depth_x,depth_x,P2C_y,P3C_y,P2C_depth_y,P3C_depth_y,depth_y,P2C,P3C,P2C_depth,P3C_depth,depth
2022-08-03 15:02:00,206.82,0.0149059,0.099315,4.913,6.784,0.097,0.48,95,33.03,21.59,2723.133916,2724.203287,12.49159333,21.52866,21.52866,2723.133916,2724.203287,12.49159333,21.52866,21.52866,2723.133916,2724.203287,12.49159333,21.52866,21.52866,2723.1339159333334,2724.2032866,12.491593333334094,21.52866000001268,21.52866000001268,2723.1339159333334,2724.2032866,12.491593333334094,21.52866000001268,21.52866000001268,2723.1339159333334,2724.2032866,12.491593333334094,21.528660000012678,21.528660000012678,2723.1339159333334,2724.2032866,12.491593333334094,21.528660000012678,21.528660000012678
2022-08-03 15:17:00,142.53,0.0715306,0.1012671,6.55,5.715,0.013,0.4,96,47.92,19.97,2723.155489,2724.236409,14.6489,24.84088,24.84088,2723.155489,2724.236409,14.6489,24.84088,24.84088,2723.155489,2724.236409,14.6489,24.84088,24.84088,2723.155489,2724.2364088,14.648899999974674,24.840880000010657,24.840880000010657,2723.155489,2724.2364088,14.648899999974674,24.840880000010657,24.840880000010657,2723.1554889999998,2724.2364088,14.648899999974674,24.840880000010657,24.840880000010657,2723.1554889999998,2724.2364088,14.648899999974674,24.840880000010657,24.840880000010657
2022-08-03 15:32:00,31.82,,,,,,,-,65.64,11.66,2723.154008,2724.23427,14.50084667,24.62704667,24.62704667,2723.154008,2724.23427,14.50084667,24.62704667,24.62704667,2723.154008,2724.23427,14.50084667,24.62704667,24.62704667,2723.1540084666667,2724.2342704666667,14.500846666669531,24.627046666682872,24.627046666682872,2723.1540084666667,2724.2342704666667,14.500846666669531,24.627046666682872,24.627046666682872,2723.1540084666667,2724.2342704666667,14.500846666669531,24.627046666682872,24.627046666682872,2723.1540084666667,2724.2342704666667,14.500846666669531,24.627046666682872,24.627046666682872
2022-08-03 15:47:00,55.06,0.0543716,0.0856503,8.035,3.149,0.0,0.14,97,64.42,10.48,2723.150976,2724.229757,14.1976,24.17574667,24.17574667,2723.150976,2724.229757,14.1976,24.17574667,24.17574667,2723.150976,2724.229757,14.1976,24.17574667,24.17574667,2723.150976,2724.229757466667,14.197599999988595,24.1757466666968,24.1757466666968,2723.150976,2724.229757466667,14.197599999988595,24.1757466666968,24.1757466666968,2723.150976,2724.229757466667,14.197599999988597,24.175746666696796,24.175746666696796,2723.150976,2724.229757466667,14.197599999988597,24.175746666696796,24.175746666696796
2022-08-03 16:02:00,36.44,,,,,,,-,66.67,10.47,2723.151599,2724.227814,14.25985333,23.98140667,23.98140667,2723.151599,2724.227814,14.25985333,23.98140667,23.98140667,2723.151599,2724.227814,14.25985333,23.98140667,23.98140667,2723.151598533333,2724.2278140666667,14.259853333305728,23.98140666668951,23.98140666668951,2723.151598533333,2724.2278140666667,14.259853333305728,23.98140666668951,23.98140666668951,2723.151598533333,2724.2278140666667,14.259853333305728,23.98140666668951,23.98140666668951,2723.151598533333,2724.2278140666667,14.259853333305728,23.98140666668951,23.98140666668951
2022-08-03 16:17:00,66.04,,,8.691,2.088,0.0,,98,70.53,13.01,2723.155256,2724.234504,14.62556667,24.65038,24.65038,2723.155256,2724.234504,14.62556667,24.65038,24.65038,2723.155256,2724.234504,14.62556667,24.65038,24.65038,2723.1552556666666,2724.2345038,14.625566666654777,24.65038000000277,24.65038000000277,2723.1552556666666,2724.2345038,14.625566666654777,24.65038000000277,24.65038000000277,2723.1552556666666,2724.2345038,14.625566666654777,24.65038000000277,24.65038000000277,2723.1552556666666,2724.2345038,14.625566666654777,24.65038000000277,24.65038000000277
2022-08-03 16:32:00,39.15,,,,,,,-,72.08,16.2,2723.152725,2724.231897,14.3725,24.38966667,24.38966667,2723.152725,2724.231897,14.3725,24.38966667,24.38966667,2723.152725,2724.231897,14.3725,24.38966667,24.38966667,2723.152725,2724.2318966666667,14.372499999990396,24.389666666684207,24.389666666684207,2723.152725,2724.2318966666667,14.372499999990396,24.389666666684207,24.389666666684207,2723.152725,2724.2318966666667,14.372499999990396,24.389666666684207,24.389666666684207,2723.152725,2724.2318966666667,14.372499999990396,24.389666666684207,24.389666666684207
2022-08-03 17:02:00,23.32,,,,,,,-,74.64,13.67,2723.154008,2724.229991,14.50084667,24.19908,24.19908,2723.154008,2724.229991,14.50084667,24.19908,24.19908,2723.154008,2724.229991,14.50084667,24.19908,24.19908,2723.1540084666667,2724.2299908,14.500846666669531,24.199080000016693,24.199080000016693,2723.1540084666667,2724.2299908,14.500846666669531,24.199080000016693,24.199080000016693,2723.1540084666667,2724.2299908,14.500846666669531,24.199080000016693,24.199080000016693,2723.1540084666667,2724.2299908,14.500846666669531,24.199080000016693,24.199080000016693
2022-08-03 17:32:00,0.0,,,,,,,-,72.53,11.3,2723.150976,2724.228242,14.1976,24.02416667,24.02416667,2723.150976,2724.228242,14.1976,24.02416667,24.02416667,2723.150976,2724.228242,14.1976,24.02416667,24.02416667,2723.150976,2724.2282416666667,14.197599999988595,24.024166666686146,24.024166666686146,2723.150976,2724.2282416666667,14.197599999988595,24.024166666686146,24.024166666686146,2723.150976,2724.2282416666667,14.197599999988597,24.024166666686142,24.024166666686142,2723.150976,2724.2282416666667,14.197599999988597,24.024166666686142,24.024166666686142
2022-08-03 17:47:00,0.0,,,,,,,-,74.57,10.57,2723.150976,2724.226259,14.1976,23.82586,23.82586,2723.150976,2724.226259,14.1976,23.82586,23.82586,2723.150976,2724.226259,14.1976,23.82586,23.82586,2723.150976,2724.2262586,14.197599999988595,23.82586000003357,23.82586000003357,2723.150976,2724.2262586,14.197599999988595,23.82586000003357,23.82586000003357,2723.150976,2724.2262586,14.197599999988597,23.825860000033572,23.825860000033572,2723.150976,2724.2262586,14.197599999988597,23.825860000033572,23.825860000033572
