time,ustar
3/1/2022 0:00,0.060971161
3/1/2022 0:15,0.061321388
3/1/2022 0:30,0.06170046
3/1/2022 0:45,0.062102056
3/1/2022 1:00,0.062430563
3/1/2022 1:15,0.062614056
3/1/2022 1:30,0.062649128
3/1/2022 1:45,0.062725513
3/1/2022 2:00,0.062843382
3/1/2022 2:15,0.063002864
3/1/2022 2:30,0.063204038
3/1/2022 2:45,0.063446942
3/1/2022 3:00,0.063731567
3/1/2022 3:15,0.064057865
3/1/2022 3:30,0.063702433
3/1/2022 3:45,0.063458993
3/1/2022 4:00,0.064109547
3/1/2022 4:15,0.064787934
3/1/2022 4:30,0.065609494
3/1/2022 4:45,0.065899825
3/1/2022 5:00,0.066175497
3/1/2022 5:15,0.0664476
3/1/2022 5:30,0.065481344
3/1/2022 5:45,0.06545464
3/1/2022 6:00,0.065974905
3/1/2022 6:15,0.066755638
3/1/2022 6:30,0.067357937
3/1/2022 6:45,0.067782051
3/1/2022 7:00,0.068081482
3/1/2022 7:15,0.068185234
3/1/2022 7:30,0.068099801
3/1/2022 7:45,0.067866636
3/1/2022 8:00,0.067480998
3/1/2022 8:15,0.066839673
3/1/2022 8:30,0.066030472
3/1/2022 8:45,0.064957887
3/1/2022 9:00,0.06408784
3/1/2022 9:15,0.064546566
3/1/2022 9:30,0.063575627
3/1/2022 9:45,0.062556858
3/1/2022 10:00,0.06175909
3/1/2022 10:15,0.061171216
3/1/2022 10:30,0.060600413
3/1/2022 10:45,0.059411375
3/1/2022 11:00,0.05889136
3/1/2022 11:15,0.058825695
3/1/2022 11:30,0.057832663
3/1/2022 11:45,0.05696933
3/1/2022 12:00,0.056230477
3/1/2022 12:15,0.055658911
3/1/2022 12:30,0.05534491
3/1/2022 12:45,0.055192652
3/1/2022 13:00,0.055292459
3/1/2022 13:15,0.05561005
3/1/2022 13:30,0.056012296
3/1/2022 13:45,0.056174592
3/1/2022 14:00,0.056289415
3/1/2022 14:15,0.05645215
3/1/2022 14:30,0.056630472
3/1/2022 14:45,0.056761253
3/1/2022 15:00,0.056907449
3/1/2022 15:15,0.057004608
3/1/2022 15:30,0.057040196
3/1/2022 15:45,0.05711468
3/1/2022 16:00,0.05714212
3/1/2022 16:15,0.05723051
3/1/2022 16:30,0.057335046
3/1/2022 16:45,0.057447049
3/1/2022 17:00,0.057609233
3/1/2022 17:15,0.057694899
3/1/2022 17:30,0.057816431
3/1/2022 17:45,0.057962236
3/1/2022 18:00,0.058176171
3/1/2022 18:15,0.058422067
3/1/2022 18:30,0.058631883
3/1/2022 18:45,0.058827657
3/1/2022 19:00,0.059073001
3/1/2022 19:15,0.059315072
3/1/2022 19:30,0.059544008
3/1/2022 19:45,0.059803364
3/1/2022 20:00,0.059950656
3/1/2022 20:15,0.060157322
3/1/2022 20:30,0.060314328
3/1/2022 20:45,0.060463611
3/1/2022 21:00,0.060558783
3/1/2022 21:15,0.060606478
3/1/2022 21:30,0.06072554
3/1/2022 21:45,0.060796135
3/1/2022 22:00,0.060771247
3/1/2022 22:15,0.060794138
3/1/2022 22:30,0.06083265
3/1/2022 22:45,0.060896466
3/1/2022 23:00,0.060994182
3/1/2022 23:15,0.061088521
3/1/2022 23:30,0.061239
3/1/2022 23:45,0.061396421
3/2/2022 0:00,0.061550092
3/2/2022 0:15,0.06167815
3/2/2022 0:30,0.061762474
3/2/2022 0:45,0.061886878
3/2/2022 1:00,0.061998439
3/2/2022 1:15,0.062042335
3/2/2022 1:30,0.062110459
3/2/2022 1:45,0.062086557
3/2/2022 2:00,0.06207921
3/2/2022 2:15,0.062040706
3/2/2022 2:30,0.061928855
3/2/2022 2:45,0.061916892
3/2/2022 3:00,0.061941558
3/2/2022 3:15,0.061967634
3/2/2022 3:30,0.061972413
3/2/2022 3:45,0.062015974
3/2/2022 4:00,0.062144806
3/2/2022 4:15,0.0621965
3/2/2022 4:30,0.062257952
3/2/2022 4:45,0.062367924
3/2/2022 5:00,0.062480041
3/2/2022 5:15,0.062346645
3/2/2022 5:30,0.061903926
3/2/2022 5:45,0.061575059
3/2/2022 6:00,0.061446386
3/2/2022 6:15,0.061243677
3/2/2022 6:30,0.061153736
3/2/2022 6:45,0.061157795
