Date_Time,SSC (mg/L)
7/8/2023 11:30,4.944
7/8/2023 11:45,4.888
7/8/2023 12:00,4.442
7/8/2023 12:15,4.359
7/8/2023 12:30,6.032
7/8/2023 12:45,4.805
7/8/2023 13:00,4.749
7/8/2023 13:15,4.916
7/8/2023 13:30,4.721
7/8/2023 13:45,4.665
7/8/2023 14:00,4.777
7/8/2023 14:15,4.888
7/8/2023 14:30,5.279
7/8/2023 14:45,5.139
7/8/2023 15:00,4.916
7/8/2023 15:15,5.167
7/8/2023 15:30,5.725
7/8/2023 15:45,4.944
7/8/2023 16:00,5.390
7/8/2023 16:15,5.307
7/8/2023 16:30,5.195
7/8/2023 16:45,5.307
7/8/2023 17:00,5.334
7/8/2023 17:15,5.502
7/8/2023 17:30,5.446
7/8/2023 17:45,5.362
7/8/2023 18:00,5.251
7/8/2023 18:15,5.139
7/8/2023 18:30,5.000
7/8/2023 18:45,5.028
7/8/2023 19:00,5.362
7/8/2023 19:15,5.084
7/8/2023 19:30,4.944
7/8/2023 19:45,4.833
7/8/2023 20:00,5.111
7/8/2023 20:15,7.509
7/8/2023 20:30,6.673
7/8/2023 20:45,6.059
7/8/2023 21:00,6.282
7/8/2023 21:15,6.729
7/8/2023 21:30,7.928
7/8/2023 21:45,6.729
7/8/2023 22:00,6.422
7/8/2023 22:15,6.784
7/8/2023 22:30,8.011
7/8/2023 22:45,7.928
7/8/2023 23:00,7.426
7/8/2023 23:15,7.286
7/8/2023 23:30,6.645
7/8/2023 23:45,6.255
7/9/2023 0:00,6.506
7/9/2023 0:15,6.645
7/9/2023 0:30,6.673
7/9/2023 0:45,6.143
7/9/2023 1:00,6.478
7/9/2023 1:15,6.059
7/9/2023 1:30,6.032
7/9/2023 1:45,5.808
7/9/2023 2:00,5.669
7/9/2023 2:15,5.725
7/9/2023 2:30,5.808
7/9/2023 2:45,6.338
7/9/2023 3:00,7.732
7/9/2023 3:15,6.756
7/9/2023 3:30,7.147
7/9/2023 3:45,6.282
7/9/2023 4:00,7.175
7/9/2023 4:15,7.007
7/9/2023 4:30,7.454
7/9/2023 4:45,8.429
7/9/2023 5:00,10.242
7/9/2023 5:15,9.684
7/9/2023 5:30,8.151
7/9/2023 5:45,9.768
7/9/2023 6:00,6.087
7/9/2023 6:15,4.275
7/9/2023 6:30,3.996
7/9/2023 6:45,4.024
7/9/2023 7:00,5.195
7/9/2023 7:15,6.255
7/9/2023 7:30,5.836
7/9/2023 7:45,6.701
7/9/2023 8:00,5.864
7/9/2023 8:15,6.115
7/9/2023 8:30,6.087
7/9/2023 8:45,6.450
7/9/2023 9:00,5.781
7/9/2023 9:00,3.115
7/9/2023 9:15,3.665
7/9/2023 9:30,3.363
7/9/2023 9:45,3.252
7/9/2023 10:00,3.693
7/9/2023 10:15,3.693
7/9/2023 10:30,3.830
7/9/2023 10:45,3.940
7/9/2023 11:00,4.188
7/9/2023 11:15,4.105
7/9/2023 11:30,4.711
7/9/2023 11:45,4.491
7/9/2023 12:00,5.261
7/9/2023 12:15,7.352
7/9/2023 12:30,5.151
7/9/2023 12:45,5.206
7/9/2023 13:00,5.619
7/9/2023 13:15,5.894
7/9/2023 13:30,6.829
7/9/2023 13:45,5.481
7/9/2023 14:00,5.756
7/9/2023 14:15,5.646
7/9/2023 14:30,7.462
7/9/2023 14:45,6.609
7/9/2023 15:00,6.912
7/9/2023 15:15,8.728
7/9/2023 15:30,6.389
7/9/2023 15:45,8.453
7/9/2023 16:00,9.608
7/9/2023 16:15,7.242
7/9/2023 16:30,7.435
7/9/2023 16:45,7.297
7/9/2023 16:50,7.600
7/9/2023 16:55,9.828
7/9/2023 17:00,10.819
7/9/2023 17:05,8.893
7/9/2023 17:10,9.141
7/9/2023 17:15,8.150
7/9/2023 17:30,10.599
7/9/2023 17:45,11.864
7/9/2023 18:00,6.554
7/9/2023 18:15,7.627
7/9/2023 18:30,9.993
7/9/2023 18:35,11.919
7/9/2023 18:40,10.819
7/9/2023 18:45,10.544
7/9/2023 18:50,13.763
7/9/2023 18:55,11.369
7/9/2023 19:00,8.865
7/9/2023 19:15,6.169
7/9/2023 19:30,5.976
7/9/2023 19:45,5.591
7/9/2023 20:00,5.426
7/9/2023 20:15,5.509
7/9/2023 20:30,5.371
7/9/2023 20:45,6.307
7/9/2023 21:00,5.894
7/9/2023 21:15,6.444
7/9/2023 21:30,6.389
7/9/2023 21:45,6.252
7/9/2023 22:00,6.141
7/9/2023 22:15,6.719
7/9/2023 22:30,5.674
7/9/2023 22:45,6.389
7/9/2023 23:00,5.976
7/9/2023 23:15,6.609
7/9/2023 23:30,5.564
7/9/2023 23:45,5.866
7/10/2023 0:00,5.976
7/10/2023 0:15,5.866
7/10/2023 0:30,5.976
7/10/2023 0:45,5.701
7/10/2023 1:00,5.399
7/10/2023 1:15,6.252
7/10/2023 1:30,5.399
7/10/2023 1:45,5.454
7/10/2023 2:00,5.289
7/10/2023 2:15,5.454
7/10/2023 2:30,5.894
7/10/2023 2:45,5.371
7/10/2023 3:00,5.674
7/10/2023 3:15,5.234
7/10/2023 3:30,5.068
7/10/2023 3:45,5.206
7/10/2023 4:00,4.463
7/10/2023 4:15,4.766
7/10/2023 4:30,5.013
7/10/2023 4:45,4.656
7/10/2023 5:00,4.601
7/10/2023 5:15,4.573
7/10/2023 5:30,4.353
7/10/2023 5:45,4.436
7/10/2023 6:00,4.683
7/10/2023 6:15,5.178
7/10/2023 6:30,4.628
7/10/2023 6:45,4.601
7/10/2023 7:00,5.261
7/10/2023 7:15,4.601
7/10/2023 7:30,4.491
7/10/2023 7:45,4.876
7/10/2023 8:00,4.683
7/10/2023 8:15,5.096
7/10/2023 8:30,5.454
7/10/2023 8:45,4.326
7/10/2023 9:00,4.271
7/10/2023 9:15,4.381
7/10/2023 9:30,4.078
7/10/2023 9:45,4.628
7/10/2023 0:00,6.171
7/10/2023 0:15,6.143
7/10/2023 0:30,6.199
7/10/2023 0:45,5.808
7/10/2023 1:00,5.920
7/10/2023 1:15,6.004
7/10/2023 1:30,5.641
7/10/2023 1:45,5.334
7/10/2023 2:00,5.585
7/10/2023 2:15,5.558
7/10/2023 2:30,5.808
7/10/2023 2:45,5.669
7/10/2023 3:00,5.836
7/10/2023 3:15,7.203
7/10/2023 3:30,5.390
7/10/2023 3:45,5.307
7/10/2023 4:00,5.000
7/10/2023 4:15,5.307
7/10/2023 4:30,4.833
7/10/2023 4:45,4.665
7/10/2023 5:00,4.637
7/10/2023 5:15,4.721
7/10/2023 5:30,4.693
7/10/2023 5:45,4.833
7/10/2023 6:00,5.111
7/10/2023 6:15,5.000
7/10/2023 6:30,5.028
7/10/2023 6:45,5.251
7/10/2023 7:00,4.833
7/10/2023 7:15,4.916
7/10/2023 7:30,5.056
7/10/2023 7:45,4.916
7/10/2023 8:00,4.554
7/10/2023 8:15,4.665
7/10/2023 8:30,4.972
7/10/2023 8:45,4.944
7/10/2023 9:00,5.167
7/10/2023 9:15,4.833
7/10/2023 9:30,6.032
7/10/2023 9:45,8.234
7/10/2023 10:00,5.167
7/10/2023 10:15,4.582
7/10/2023 10:30,4.888
7/10/2023 10:45,4.805
7/10/2023 11:00,5.418
7/10/2023 11:15,5.111
7/10/2023 11:30,4.860
7/10/2023 11:45,5.836
7/10/2023 12:00,6.032
7/10/2023 12:15,5.669
7/10/2023 12:30,5.474
7/10/2023 12:45,5.781
7/10/2023 13:00,6.143
7/10/2023 13:15,6.980
7/10/2023 13:30,6.478
7/10/2023 13:45,6.617
7/10/2023 14:00,5.725
7/10/2023 14:15,5.669
7/10/2023 14:30,6.087
7/10/2023 14:45,6.840
7/10/2023 15:00,6.199
7/10/2023 15:15,6.812
7/10/2023 15:30,6.338
7/10/2023 15:45,6.310
7/10/2023 16:00,6.199
7/10/2023 16:15,6.032
7/10/2023 16:30,6.589
7/10/2023 16:45,6.868
7/10/2023 17:00,6.478
7/10/2023 17:15,6.673
7/10/2023 17:30,6.812
7/10/2023 17:45,6.143
7/10/2023 18:00,6.394
7/10/2023 18:15,6.366
7/10/2023 18:30,6.087
7/10/2023 18:45,6.310
7/10/2023 19:00,6.004
7/10/2023 19:15,6.199
7/10/2023 19:30,6.282
7/10/2023 19:45,6.422
7/10/2023 20:00,6.533
7/10/2023 20:15,5.753
7/10/2023 20:30,6.338
7/10/2023 20:45,7.844
7/10/2023 21:00,7.983
7/10/2023 21:15,7.621
7/10/2023 21:30,7.816
7/10/2023 21:45,7.481
7/10/2023 22:00,7.816
7/10/2023 22:15,7.091
7/10/2023 22:30,7.286
7/10/2023 22:45,6.980
7/10/2023 23:00,8.123
7/10/2023 23:15,7.286
7/10/2023 23:30,7.119
7/10/2023 23:45,6.561
7/11/2023 0:00,7.063
7/11/2023 0:15,6.561
7/11/2023 0:30,7.621
7/11/2023 0:45,6.896
7/11/2023 1:00,6.310
7/11/2023 1:15,6.366
7/11/2023 1:30,6.032
7/11/2023 1:45,6.310
7/11/2023 2:00,5.864
7/11/2023 2:15,5.753
7/11/2023 2:30,5.892
7/11/2023 2:45,5.948
7/11/2023 3:00,5.976
7/11/2023 3:15,5.558
7/11/2023 3:30,5.920
7/11/2023 3:45,5.725
7/11/2023 4:00,5.502
7/11/2023 4:15,5.558
7/11/2023 4:30,5.753
7/11/2023 4:45,5.781
7/11/2023 5:00,5.223
7/11/2023 5:15,5.307
7/11/2023 5:30,5.781
7/11/2023 5:45,4.888
7/11/2023 6:00,6.840
7/11/2023 6:15,8.151
7/11/2023 6:30,7.342
7/11/2023 6:45,6.171
7/11/2023 7:00,6.338
7/11/2023 7:15,6.171
7/11/2023 7:30,6.310
7/11/2023 7:45,5.362
7/11/2023 8:00,5.577
7/11/2023 8:05,13.978
7/11/2023 8:10,10.772
7/11/2023 8:15,9.015
7/11/2023 8:20,7.844
7/11/2023 8:25,8.485
7/11/2023 8:30,7.732
7/11/2023 8:45,7.342
7/11/2023 9:00,6.812
7/11/2023 9:15,6.282
7/11/2023 9:30,5.697
7/11/2023 9:45,6.366
7/11/2023 10:00,5.864
7/11/2023 10:15,5.920
7/11/2023 10:30,5.920
7/11/2023 10:45,5.585
7/11/2023 11:00,6.143
7/11/2023 11:15,5.474
7/11/2023 11:30,6.143
7/11/2023 11:45,5.697
7/11/2023 12:00,6.282
7/11/2023 12:15,6.227
7/11/2023 12:30,6.840
7/11/2023 12:45,9.127
7/11/2023 13:00,10.158
7/11/2023 13:15,7.007
7/11/2023 13:30,6.338
7/11/2023 13:45,6.366
7/11/2023 14:00,7.928
7/11/2023 14:15,6.840
7/11/2023 14:30,6.589
7/11/2023 14:45,6.561
7/11/2023 14:50,6.171
7/11/2023 14:55,6.171
7/11/2023 15:00,5.892
7/11/2023 15:05,5.781
7/11/2023 15:10,5.725
7/11/2023 15:15,5.892
7/11/2023 15:20,6.673
7/11/2023 15:25,6.143
7/11/2023 15:30,5.697
7/11/2023 15:35,6.282
7/11/2023 15:40,6.227
7/11/2023 15:45,6.840
7/11/2023 15:50,9.127
7/11/2023 15:55,10.158
7/11/2023 16:00,7.007
7/11/2023 16:05,6.338
7/11/2023 16:10,6.366
7/11/2023 16:15,7.928
7/11/2023 16:20,6.840
7/11/2023 16:25,6.589
7/11/2023 16:30,6.561
7/11/2023 16:35,6.171
7/11/2023 16:40,6.171
7/11/2023 16:45,5.892
7/11/2023 16:50,5.781
7/11/2023 16:55,5.725
7/11/2023 17:45,5.892
7/11/2023 18:00,6.673
7/11/2023 18:15,6.143
7/11/2023 18:30,6.171
7/11/2023 18:45,6.171
7/11/2023 19:00,5.892
7/11/2023 19:15,5.781
7/11/2023 19:30,5.892
7/11/2023 19:45,5.864
7/11/2023 20:00,5.808
7/11/2023 20:15,5.669
7/11/2023 20:30,5.725
7/11/2023 20:45,5.892
7/11/2023 21:00,6.673
7/11/2023 21:15,6.729
7/11/2023 21:30,6.756
7/11/2023 21:45,6.784
7/11/2023 22:00,6.840
7/11/2023 22:15,6.729
7/11/2023 22:30,6.617
7/11/2023 22:45,6.645
7/11/2023 23:00,6.756
7/11/2023 23:15,6.589
7/11/2023 23:30,6.450
7/11/2023 23:45,6.394
7/12/2023 0:00,6.422
7/12/2023 0:15,6.255
7/12/2023 0:30,6.255
7/12/2023 0:45,6.087
7/12/2023 1:00,6.087
7/12/2023 1:15,6.450
7/12/2023 1:30,6.171
7/12/2023 1:45,6.004
7/12/2023 2:00,5.920
7/12/2023 2:15,5.808
7/12/2023 2:30,5.781
7/12/2023 2:45,5.697
7/12/2023 3:00,5.446
7/12/2023 3:15,5.446
7/12/2023 3:30,5.362
7/12/2023 3:45,5.307
7/12/2023 4:00,5.362
7/12/2023 4:15,5.279
7/12/2023 4:30,5.084
7/12/2023 4:45,4.944
7/12/2023 5:00,6.171
7/12/2023 5:15,5.279
7/12/2023 5:30,5.084
7/12/2023 5:45,5.530
7/12/2023 6:00,10.353
7/12/2023 6:15,6.143
7/12/2023 6:30,5.446
7/12/2023 6:45,5.502
7/12/2023 7:00,5.502
7/12/2023 7:15,5.781
7/12/2023 7:30,6.394
7/12/2023 7:45,5.697
7/12/2023 8:00,5.558
7/12/2023 8:15,5.139
7/12/2023 8:30,4.916
7/12/2023 8:45,4.721
7/12/2023 9:00,4.609
7/12/2023 9:15,4.554
7/12/2023 9:30,4.526
7/12/2023 9:45,4.554
7/12/2023 10:00,4.665
7/12/2023 10:15,4.833
7/12/2023 10:30,5.028
7/12/2023 10:45,4.944
7/12/2023 11:00,4.944
7/12/2023 11:15,4.972
7/12/2023 11:30,5.251
7/12/2023 11:45,4.916
7/12/2023 12:00,4.833
7/12/2023 12:15,4.721
7/12/2023 12:30,4.860
7/12/2023 12:45,4.777
7/12/2023 13:00,4.916
7/12/2023 13:15,4.916
7/12/2023 13:30,5.111
7/12/2023 13:45,5.000
7/12/2023 14:00,5.307
7/12/2023 14:15,5.251
7/12/2023 14:30,5.390
7/12/2023 14:45,5.334
7/12/2023 15:00,5.362
7/12/2023 15:15,5.195
7/12/2023 15:30,5.446
7/12/2023 15:45,5.418
7/12/2023 16:00,5.781
7/12/2023 16:15,5.530
7/12/2023 16:30,5.474
7/12/2023 16:45,5.669
7/12/2023 17:00,5.585
7/12/2023 17:15,5.502
7/12/2023 17:30,5.502
7/12/2023 17:45,5.558
7/12/2023 18:00,6.310
7/12/2023 18:15,5.641
7/12/2023 18:30,5.418
7/12/2023 18:45,5.362
7/12/2023 19:00,5.474
7/12/2023 19:15,5.474
7/12/2023 19:30,5.418
7/12/2023 19:45,5.362
7/12/2023 20:00,5.223
7/12/2023 20:15,5.084
7/12/2023 20:30,5.251
7/12/2023 20:45,5.725
7/12/2023 21:00,6.924
7/12/2023 21:15,6.645
7/12/2023 21:30,6.645
7/12/2023 21:45,6.701
7/12/2023 22:00,6.645
7/12/2023 22:15,6.533
7/12/2023 22:30,6.673
7/12/2023 22:45,6.756
7/12/2023 23:00,7.370
7/12/2023 23:15,6.533
7/12/2023 23:30,6.422
7/12/2023 23:45,6.338
7/13/2023 0:00,6.422
7/13/2023 0:15,6.282
7/13/2023 0:30,6.282
7/13/2023 0:45,6.199
7/13/2023 1:00,6.171
7/13/2023 1:15,6.032
7/13/2023 1:30,6.004
7/13/2023 1:45,5.948
7/13/2023 2:00,5.836
7/13/2023 2:15,5.808
7/13/2023 2:30,5.697
7/13/2023 2:45,5.641
7/13/2023 3:00,5.446
7/13/2023 3:15,5.334
7/13/2023 3:30,5.307
7/13/2023 3:45,5.223
7/13/2023 4:00,5.251
7/13/2023 4:15,5.056
7/13/2023 4:30,5.000
7/13/2023 4:45,4.944
7/13/2023 5:00,5.028
7/13/2023 5:15,4.860
7/13/2023 5:30,4.888
7/13/2023 5:45,4.944
7/13/2023 6:00,5.056
7/13/2023 6:15,5.056
7/13/2023 6:30,4.972
7/13/2023 6:45,4.972
7/13/2023 7:00,4.991
7/13/2023 7:05,14.257
7/13/2023 7:10,11.274
7/13/2023 7:15,15.317
7/13/2023 7:20,14.034
7/13/2023 7:25,11.803
7/13/2023 7:30,10.075
7/13/2023 7:45,8.011
7/13/2023 8:00,11.692
7/13/2023 8:15,17.798
7/13/2023 8:20,19.276
7/13/2023 8:25,18.774
7/13/2023 8:30,15.568
7/13/2023 8:35,13.030
7/13/2023 8:40,11.357
7/13/2023 8:45,10.326
7/13/2023 9:00,9.182
7/13/2023 9:15,8.011
7/13/2023 9:30,7.203
7/13/2023 9:45,6.784
7/13/2023 10:00,6.255
7/13/2023 10:15,6.840
7/13/2023 10:30,6.394
7/13/2023 10:45,5.892
7/13/2023 11:00,5.976
7/13/2023 11:15,5.725
7/13/2023 11:30,5.753
7/13/2023 11:45,5.781
7/13/2023 12:00,6.004
7/13/2023 12:15,6.059
7/13/2023 12:30,6.115
7/13/2023 12:45,6.282
7/13/2023 13:00,6.199
7/13/2023 13:15,6.227
7/13/2023 13:30,6.171
7/13/2023 13:45,6.282
7/13/2023 14:00,6.282
7/13/2023 14:15,6.227
7/13/2023 14:30,6.115
7/13/2023 14:45,6.087
7/13/2023 15:00,6.087
7/13/2023 15:15,6.143
7/13/2023 15:30,6.032
7/13/2023 15:45,6.282
7/13/2023 16:00,6.310
7/13/2023 16:15,6.282
7/13/2023 16:30,6.561
7/13/2023 16:45,6.143
7/13/2023 17:00,6.059
7/13/2023 17:15,14.173
7/13/2023 17:20,13.058
7/13/2023 17:25,13.950
7/13/2023 17:30,23.737
7/13/2023 17:35,23.988
7/13/2023 17:40,17.017
7/13/2023 17:45,14.229
7/13/2023 17:50,13.922
7/13/2023 17:55,14.118
7/13/2023 18:00,16.627
7/13/2023 18:05,12.194
7/13/2023 18:10,10.409
7/13/2023 18:15,9.601
7/13/2023 18:30,8.541
7/13/2023 18:45,11.162
7/13/2023 19:00,9.517
7/13/2023 19:15,8.067
7/13/2023 19:30,7.677
7/13/2023 19:45,7.342
7/13/2023 20:00,7.119
7/13/2023 20:15,6.980
7/13/2023 20:30,6.868
7/13/2023 20:45,7.091
7/13/2023 21:00,7.370
7/13/2023 21:15,7.816
7/13/2023 21:30,8.457
7/13/2023 21:45,8.095
7/13/2023 22:00,7.705
7/13/2023 22:15,7.593
7/13/2023 22:30,7.481
7/13/2023 22:45,7.398
7/13/2023 23:00,7.175
7/13/2023 23:15,7.231
7/13/2023 23:30,7.063
7/13/2023 23:45,7.063
7/14/2023 0:00,7.035
7/14/2023 0:15,6.868
7/14/2023 0:30,6.673
7/14/2023 0:45,6.561
7/14/2023 1:00,6.478
7/14/2023 1:15,6.366
7/14/2023 1:30,6.115
7/14/2023 1:45,6.143
7/14/2023 2:00,6.087
7/14/2023 2:15,5.920
7/14/2023 2:30,5.836
7/14/2023 2:45,5.781
7/14/2023 3:00,5.641
7/14/2023 3:15,5.558
7/14/2023 3:30,5.446
7/14/2023 3:45,5.334
7/14/2023 4:00,5.362
7/14/2023 4:15,5.139
7/14/2023 4:30,5.028
7/14/2023 4:45,4.916
7/14/2023 5:00,5.000
7/14/2023 5:15,4.860
7/14/2023 5:30,4.944
7/14/2023 5:45,5.056
7/14/2023 6:00,5.167
7/14/2023 6:15,5.111
7/14/2023 6:30,5.056
7/14/2023 6:45,4.916
7/14/2023 7:00,4.805
7/14/2023 7:15,4.777
7/14/2023 7:30,4.721
7/14/2023 7:45,4.833
7/14/2023 8:00,4.665
7/14/2023 8:15,4.609
7/14/2023 8:30,4.331
7/14/2023 8:45,4.331
7/14/2023 9:00,4.303
7/14/2023 9:15,4.247
7/14/2023 9:30,4.135
7/14/2023 9:45,4.498
7/14/2023 10:00,4.275
7/14/2023 10:15,4.303
7/14/2023 10:30,4.554
7/14/2023 10:45,4.693
7/14/2023 11:00,4.860
7/14/2023 11:15,5.028
7/14/2023 11:30,4.972
7/14/2023 11:45,5.139
7/14/2023 12:00,5.167
7/14/2023 12:15,5.613
7/14/2023 12:30,5.613
7/14/2023 12:45,5.585
7/14/2023 13:00,5.585
7/14/2023 13:15,5.502
7/14/2023 13:30,5.558
7/14/2023 13:45,5.641
7/14/2023 14:00,5.530
7/14/2023 14:15,5.836
7/14/2023 14:30,5.948
7/14/2023 14:45,5.864
7/14/2023 15:00,5.753
7/14/2023 15:15,6.227
7/14/2023 15:30,6.115
