time,ustar,
3/2/2023 9:00,0.073416624,0.270955022
3/2/2023 9:15,0.072909825,0.270018194
3/2/2023 9:30,0.072794866,0.269805237
3/2/2023 9:45,0.073090162,0.270351923
3/2/2023 10:00,0.071074421,0.266597864
3/2/2023 10:15,0.069742002,0.264087111
3/2/2023 10:30,0.068998303,0.262675281
3/2/2023 10:45,0.068243318,0.261234221
3/2/2023 11:00,0.069377788,0.263396636
3/2/2023 11:15,0.068855743,0.262403779
3/2/2023 11:30,0.069685188,0.263979522
3/2/2023 11:45,0.068894732,0.26247806
3/2/2023 12:00,0.068240589,0.261228997
3/2/2023 12:15,0.068993591,0.262666311
3/2/2023 12:30,0.069479066,0.26358882
3/2/2023 12:45,0.069235259,0.263125938
3/2/2023 13:00,0.068890823,0.262470614
3/2/2023 13:15,0.06997624,0.264530225
3/2/2023 13:30,0.069099376,0.262867602
3/2/2023 13:45,0.069141797,0.262948278
3/2/2023 14:00,0.068421145,0.261574358
3/2/2023 14:15,0.068717473,0.262140178
3/2/2023 14:30,0.068655683,0.262022295
3/2/2023 14:45,0.069061503,0.262795554
3/2/2023 15:00,0.070202783,0.264958078
3/2/2023 15:15,0.069698547,0.264004824
3/2/2023 15:30,0.070667792,0.265834144
3/2/2023 15:45,0.070400562,0.265331042
3/2/2023 16:00,0.070520726,0.265557387
3/2/2023 16:15,0.068198547,0.261148515
3/2/2023 16:30,0.068557411,0.261834702
3/2/2023 16:45,0.068248234,0.26124363
3/2/2023 17:00,0.06819472,0.261141188
3/2/2023 17:15,0.06817516,0.261103734
3/2/2023 17:30,0.068105944,0.260971155
3/2/2023 17:45,0.068657149,0.262025092
3/2/2023 18:00,0.069453616,0.26354054
3/2/2023 18:15,0.069571624,0.263764334
3/2/2023 18:30,0.070276793,0.265097705
3/2/2023 18:45,0.071182234,0.266799989
3/2/2023 19:00,0.070341983,0.265220631
3/2/2023 19:15,0.071342218,0.267099641
3/2/2023 19:30,0.070565606,0.265641875
3/2/2023 19:45,0.071565568,0.267517416
3/2/2023 20:00,0.071197774,0.26682911
3/2/2023 20:15,0.0719391,0.268214653
3/2/2023 20:30,0.07038274,0.265297456
3/2/2023 20:45,0.070324313,0.265187317
3/2/2023 21:00,0.071650411,0.267675944
3/2/2023 21:15,0.071723963,0.267813299
3/2/2023 21:30,0.071682031,0.267735001
3/2/2023 21:45,0.072231391,0.268758983
3/2/2023 22:00,0.072247192,0.268788378
3/2/2023 22:15,0.072006786,0.268340802
3/2/2023 22:30,0.071010518,0.266477988
3/2/2023 22:45,0.071627165,0.267632519
3/2/2023 23:00,0.072806816,0.269827382
3/2/2023 23:15,0.071196459,0.266826646
3/2/2023 23:30,0.072054649,0.26842997
3/2/2023 23:45,0.073310819,0.270759707
3/3/2023 0:00,0.073056382,0.270289441
3/3/2023 0:15,0.073481079,0.271073936
3/3/2023 0:30,0.072683387,0.269598566
3/3/2023 0:45,0.073103677,0.270376917
3/3/2023 1:00,0.072440765,0.269148221
3/3/2023 1:15,0.073292772,0.270726378
3/3/2023 1:30,0.073823649,0.271705077
3/3/2023 1:45,0.07332427,0.270784545
3/3/2023 2:00,0.073519124,0.271144102
3/3/2023 2:15,0.072962188,0.270115138
3/3/2023 2:30,0.073620635,0.271331227
3/3/2023 2:45,0.072162669,0.268631102
3/3/2023 3:00,0.07283864,0.269886346
3/3/2023 3:15,0.07232198,0.268927462
3/3/2023 3:30,0.072620943,0.269482732
3/3/2023 3:45,0.072636662,0.269511896
3/3/2023 4:00,0.072369136,0.269015122
3/3/2023 4:15,0.073481546,0.271074798
3/3/2023 4:30,0.072685572,0.269602619
3/3/2023 4:45,0.073762103,0.271591795
3/3/2023 5:00,0.073530435,0.271164959
3/3/2023 5:15,0.073723467,0.271520657
3/3/2023 5:30,0.072748126,0.269718605
3/3/2023 5:45,0.073577274,0.271251312
3/3/2023 6:00,0.073027115,0.270235296
3/3/2023 6:15,0.073608886,0.271309576
3/3/2023 6:30,0.073801901,0.271665053
3/3/2023 6:45,0.075162466,0.274157739
3/3/2023 7:00,0.075178139,0.274186322
3/3/2023 7:15,0.074923559,0.273721682
3/3/2023 7:30,0.07547652,0.274729904
3/3/2023 7:45,0.075492182,0.274758407
3/3/2023 8:00,0.074524389,0.272991555
3/3/2023 8:15,0.07327805,0.270699187
3/3/2023 8:30,0.074372743,0.272713665
3/3/2023 8:45,0.073847964,0.271749819
3/3/2023 9:00,0.073753621,0.271576179
3/3/2023 9:15,0.073032736,0.270245696
3/3/2023 9:30,0.073648562,0.271382686
3/3/2023 9:45,0.070208671,0.264969189
3/3/2023 10:00,0.07046424,0.265451012
3/3/2023 10:15,0.070222506,0.264995294
3/3/2023 10:30,0.071549422,0.267487237
3/3/2023 10:45,0.070061623,0.264691562
3/3/2023 11:00,0.071580659,0.26754562
3/3/2023 11:15,0.071395299,0.267198988
3/3/2023 11:30,0.071710199,0.267787601
3/3/2023 11:45,0.070226262,0.265002381
3/3/2023 12:00,0.069322677,0.263291999
3/3/2023 12:15,0.07019281,0.264939257
3/3/2023 12:30,0.070844762,0.266166794
3/3/2023 12:45,0.070199995,0.264952817
3/3/2023 13:00,0.070087519,0.264740475
3/3/2023 13:15,0.069934745,0.264451782
3/3/2023 13:30,0.070624223,0.265752183
3/3/2023 13:45,0.070622661,0.265749245
3/3/2023 14:00,0.070071654,0.26471051
3/3/2023 14:15,0.070225592,0.265001117
3/3/2023 14:30,0.070737152,0.265964569
3/3/2023 14:45,0.070752716,0.265993827
3/3/2023 15:00,0.070415165,0.265358559
3/3/2023 15:15,0.070559101,0.265629631
3/3/2023 15:30,0.070383148,0.265298225
3/3/2023 15:45,0.071675737,0.267723247
3/3/2023 16:00,0.071193404,0.266820921
3/3/2023 16:15,0.070795392,0.266074035
3/3/2023 16:30,0.069605211,0.263827995
3/3/2023 16:45,0.070445494,0.2654157
3/3/2023 17:00,0.071117251,0.266678179
3/3/2023 17:15,0.070846306,0.266169694
3/3/2023 17:30,0.071202369,0.26683772
3/3/2023 17:45,0.071302136,0.267024598
3/3/2023 18:00,0.070520675,0.265557291
3/3/2023 18:15,0.072662762,0.269560312
3/3/2023 18:30,0.071205802,0.266844153
3/3/2023 18:45,0.07180791,0.26796998
3/3/2023 19:00,0.071941838,0.268219757
3/3/2023 19:15,0.07333111,0.270797175
3/3/2023 19:30,0.072358474,0.268995305
3/3/2023 19:45,0.072373969,0.269024105
3/3/2023 20:00,0.072416939,0.269103956
3/3/2023 20:15,0.072404949,0.269081677
3/3/2023 20:30,0.072030295,0.268384603
3/3/2023 20:45,0.072435916,0.269139213
3/3/2023 21:00,0.072478872,0.269219004
3/3/2023 21:15,0.072466869,0.269196711
3/3/2023 21:30,0.07315156,0.270465451
3/3/2023 21:45,0.072496033,0.269250874
3/3/2023 22:00,0.071993342,0.268315751
3/3/2023 22:15,0.07179521,0.267946282
3/3/2023 22:30,0.07268949,0.269609885
3/3/2023 22:45,0.071645213,0.267666234
3/3/2023 23:00,0.072192753,0.268687091
3/3/2023 23:15,0.074111343,0.272233986
3/3/2023 23:30,0.073219171,0.270590412
3/3/2023 23:45,0.07335011,0.270832254
3/4/2023 0:00,0.071890733,0.268124473
3/4/2023 0:15,0.072744809,0.269712456
3/4/2023 0:30,0.073132839,0.27043084
3/4/2023 0:45,0.073065827,0.270306913
3/4/2023 1:00,0.072776791,0.269771739
3/4/2023 1:15,0.073222065,0.270595759
3/4/2023 1:30,0.072887567,0.269976975
3/4/2023 1:45,0.07341176,0.270946046
3/4/2023 2:00,0.075051225,0.273954786
3/4/2023 2:15,0.075515374,0.274800608
3/4/2023 2:30,0.076073604,0.275814438
3/4/2023 2:45,0.076780004,0.27709205
3/4/2023 3:00,0.078865587,0.280830175
3/4/2023 3:15,0.07930766,0.281616157
3/4/2023 3:30,0.079641061,0.282207479
3/4/2023 3:45,0.078626975,0.28040502
3/4/2023 4:00,0.078183587,0.279613281
3/4/2023 4:15,0.079459977,0.281886461
3/4/2023 4:30,0.07862499,0.28040148
3/4/2023 4:45,0.077940166,0.27917766
3/4/2023 5:00,0.079265318,0.28154097
3/4/2023 5:15,0.078157496,0.279566622
3/4/2023 5:30,0.078892733,0.280878502
3/4/2023 5:45,0.078105005,0.279472727
3/4/2023 6:00,0.079501668,0.281960401
3/4/2023 6:15,0.079811964,0.282510113
3/4/2023 6:30,0.080772241,0.284204576
3/4/2023 6:45,0.081490542,0.285465483
3/4/2023 7:00,0.081343817,0.285208375
3/4/2023 7:15,0.082996363,0.288090894
3/4/2023 7:30,0.083389798,0.288772918
3/4/2023 7:45,0.081648709,0.285742382
3/4/2023 8:00,0.081490401,0.285465236
3/4/2023 8:15,0.079943356,0.282742561
3/4/2023 8:30,0.077936413,0.279170939
3/4/2023 8:45,0.076222408,0.27608406
3/4/2023 9:00,0.075177209,0.274184626
3/4/2023 9:15,0.072860184,0.269926257
3/4/2023 9:30,0.072450332,0.269165993
3/4/2023 9:45,0.070017039,0.26460733
3/4/2023 10:00,0.068013308,0.260793612
3/4/2023 10:15,0.069789518,0.264177058
3/4/2023 10:30,0.07006707,0.264701851
3/4/2023 10:45,0.06909659,0.262862302
3/4/2023 11:00,0.069903821,0.264393307
3/4/2023 11:15,0.069160263,0.262983389
3/4/2023 11:30,0.067790072,0.260365267
3/4/2023 11:45,0.06704915,0.258938506
3/4/2023 12:00,0.066664865,0.258195401
3/4/2023 12:15,0.066863686,0.258580135
3/4/2023 12:30,0.067019522,0.258881289
3/4/2023 12:45,0.065643094,0.256209083
3/4/2023 13:00,0.066424146,0.257728823
3/4/2023 13:15,0.066212971,0.257318812
3/4/2023 13:30,0.068228761,0.261206357
3/4/2023 13:45,0.068326783,0.261393923
3/4/2023 14:00,0.068873546,0.262437699
3/4/2023 14:15,0.068442829,0.261615804
3/4/2023 14:30,0.06888937,0.262467846
3/4/2023 14:45,0.068946018,0.262575738
3/4/2023 15:00,0.068706405,0.262119066
3/4/2023 15:15,0.067883301,0.26054424
3/4/2023 15:30,0.068619985,0.261954166
3/4/2023 15:45,0.068330639,0.261401299
3/4/2023 16:00,0.068684139,0.26207659
3/4/2023 16:15,0.068328465,0.26139714
3/4/2023 16:30,0.068168111,0.261090235
3/4/2023 16:45,0.069077806,0.26282657
3/4/2023 17:00,0.068479671,0.261686207
3/4/2023 17:15,0.068578188,0.261874374
3/4/2023 17:30,0.068200643,0.261152528
3/4/2023 17:45,0.07002256,0.264617762
3/4/2023 18:00,0.069552974,0.263728978
3/4/2023 18:15,0.070602353,0.265711033
3/4/2023 18:30,0.071535407,0.267461038
3/4/2023 18:45,0.07056361,0.265638118
3/4/2023 19:00,0.072142106,0.268592826
3/4/2023 19:15,0.071686307,0.267742987
3/4/2023 19:30,0.072022983,0.26837098
3/4/2023 19:45,0.070942664,0.266350641
3/4/2023 20:00,0.072389865,0.269053647
3/4/2023 20:15,0.071905072,0.268151211
3/4/2023 20:30,0.071155808,0.26675046
3/4/2023 20:45,0.072677379,0.269587424
3/4/2023 21:00,0.072750423,0.269722863
3/4/2023 21:15,0.072597738,0.269439674
3/4/2023 21:30,0.07162739,0.267632939
3/4/2023 21:45,0.071050123,0.266552289
3/4/2023 22:00,0.071016961,0.266490077
3/4/2023 22:15,0.070505455,0.265528633
3/4/2023 22:30,0.07097345,0.266408427
3/4/2023 22:45,0.071714048,0.267794787
3/4/2023 23:00,0.070965511,0.266393527
3/4/2023 23:15,0.070272617,0.265089828
3/4/2023 23:30,0.070518865,0.265553883
3/4/2023 23:45,0.07024655,0.265040657
3/5/2023 0:00,0.070581482,0.265671756
3/5/2023 0:15,0.070298136,0.265137957
3/5/2023 0:30,0.071257439,0.26694089
3/5/2023 0:45,0.07105124,0.266554385
3/5/2023 1:00,0.069994557,0.264564845
3/5/2023 1:15,0.070426676,0.265380248
3/5/2023 1:30,0.07079836,0.266079612
3/5/2023 1:45,0.070560469,0.265632206
3/5/2023 2:00,0.068895848,0.262480186
3/5/2023 2:15,0.068311921,0.261365493
3/5/2023 2:30,0.070030273,0.264632336
3/5/2023 2:45,0.069382062,0.263404749
3/5/2023 3:00,0.069207995,0.263074125
3/5/2023 3:15,0.069024439,0.262725025
3/5/2023 3:30,0.067925051,0.260624348
3/5/2023 3:45,0.068410917,0.261554807
3/5/2023 4:00,0.068832365,0.262359229
3/5/2023 4:15,0.068454087,0.26163732
3/5/2023 4:30,0.0683772,0.261490344
3/5/2023 4:45,0.068706351,0.262118963
3/5/2023 5:00,0.068050536,0.260864977
3/5/2023 5:15,0.067907806,0.260591262
3/5/2023 5:30,0.068077375,0.260916414
3/5/2023 5:45,0.06926834,0.263188792
3/5/2023 6:00,0.068251541,0.261249959
3/5/2023 6:15,0.067549211,0.25990231
3/5/2023 6:30,0.068423525,0.261578908
3/5/2023 6:45,0.067898438,0.260573287
3/5/2023 7:00,0.068107037,0.26097325
3/5/2023 7:15,0.068669303,0.262048284
3/5/2023 7:30,0.068605801,0.261927091
3/5/2023 7:45,0.069408183,0.263454328
3/5/2023 8:00,0.069282885,0.263216422
3/5/2023 8:15,0.070213637,0.26497856
3/5/2023 8:30,0.07087148,0.266216979
3/5/2023 8:45,0.072074792,0.268467488
3/5/2023 9:00,0.0721109,0.268534728
3/5/2023 9:15,0.071646858,0.267669307
3/5/2023 9:30,0.071771303,0.267901667
3/5/2023 9:45,0.069701335,0.264010104
3/5/2023 10:00,0.068993163,0.262665496
3/5/2023 10:15,0.068945301,0.262574372
3/5/2023 10:30,0.068855767,0.262403824
3/5/2023 10:45,0.069137571,0.262940242
3/5/2023 11:00,0.068366852,0.261470557
3/5/2023 11:15,0.068736468,0.262176406
3/5/2023 11:30,0.06895886,0.26260019
3/5/2023 11:45,0.068573644,0.261865698
3/5/2023 12:00,0.067406437,0.259627497
3/5/2023 12:15,0.067528239,0.259861961
3/5/2023 12:30,0.066978658,0.258802353
3/5/2023 12:45,0.066636683,0.25814082
3/5/2023 13:00,0.067504212,0.259815727
3/5/2023 13:15,0.067503169,0.25981372
3/5/2023 13:30,0.068682351,0.262073179
3/5/2023 13:45,0.068303031,0.261348486
3/5/2023 14:00,0.068683491,0.262075354
3/5/2023 14:15,0.067694014,0.260180733
3/5/2023 14:30,0.067455602,0.259722163
3/5/2023 14:45,0.067528392,0.259862256
3/5/2023 15:00,0.068874184,0.262438915
3/5/2023 15:15,0.067883944,0.260545474
3/5/2023 15:30,0.067639791,0.26007651
3/5/2023 15:45,0.067571749,0.259945665
3/5/2023 16:00,0.068922189,0.262530358
3/5/2023 16:15,0.067622096,0.260042489
3/5/2023 16:30,0.068310576,0.26136292
3/5/2023 16:45,0.069552294,0.263727689
3/5/2023 17:00,0.069491,0.263611457
3/5/2023 17:15,0.069784789,0.264168107
3/5/2023 17:30,0.069355862,0.263355011
3/5/2023 17:45,0.069631574,0.263877953
3/5/2023 18:00,0.068760601,0.262222427
3/5/2023 18:15,0.069029233,0.262734149
3/5/2023 18:30,0.070238442,0.265025361
3/5/2023 18:45,0.070567742,0.265645896
3/5/2023 19:00,0.070458375,0.265439965
3/5/2023 19:15,0.070846509,0.266170075
3/5/2023 19:30,0.070965346,0.266393217
3/5/2023 19:45,0.071276005,0.266975664
3/5/2023 20:00,0.072031666,0.268387157
3/5/2023 20:15,0.071015985,0.266488246
3/5/2023 20:30,0.071974517,0.268280668
3/5/2023 20:45,0.070480943,0.265482472
3/5/2023 21:00,0.070419606,0.265366927
3/5/2023 21:15,0.070217095,0.264985084
3/5/2023 21:30,0.071228467,0.266886618
3/5/2023 21:45,0.070972735,0.266407085
3/5/2023 22:00,0.070210971,0.264973529
3/5/2023 22:15,0.070704111,0.265902446
3/5/2023 22:30,0.07075004,0.265988797
3/5/2023 22:45,0.070263645,0.265072905
3/5/2023 23:00,0.071024718,0.26650463
3/5/2023 23:15,0.07015623,0.264870214
3/5/2023 23:30,0.071366403,0.26714491
3/5/2023 23:45,0.070224293,0.264998666
3/6/2023 0:00,0.069849581,0.264290713
3/6/2023 0:15,0.07019714,0.264947429
3/6/2023 0:30,0.070742132,0.265973931
3/6/2023 0:45,0.071310488,0.267040237
3/6/2023 1:00,0.070667646,0.265833869
3/6/2023 1:15,0.070164564,0.264885945
3/6/2023 1:30,0.070794139,0.26607168
3/6/2023 1:45,0.070679419,0.265856012
3/6/2023 2:00,0.069974667,0.264527252
3/6/2023 2:15,0.070441541,0.265408253
3/6/2023 2:30,0.070425527,0.265378083
3/6/2023 2:45,0.06987007,0.264329472
3/6/2023 3:00,0.070386901,0.265305298
3/6/2023 3:15,0.070637567,0.265777288
3/6/2023 3:30,0.070139687,0.264838983
3/6/2023 3:45,0.070749064,0.265986962
3/6/2023 4:00,0.071042942,0.266538819
3/6/2023 4:15,0.071137893,0.266716878
3/6/2023 4:30,0.070316078,0.26517179
3/6/2023 4:45,0.070174499,0.264904698
3/6/2023 5:00,0.070241959,0.265031996
3/6/2023 5:15,0.070071115,0.264709492
3/6/2023 5:30,0.069583711,0.263787246
3/6/2023 5:45,0.070406493,0.265342219
3/6/2023 6:00,0.06996066,0.264500775
3/6/2023 6:15,0.070450584,0.265425289
3/6/2023 6:30,0.069343255,0.263331075
3/6/2023 6:45,0.070307159,0.265154972
3/6/2023 7:00,0.070206834,0.264965722
3/6/2023 7:15,0.069818396,0.264231709
3/6/2023 7:30,0.069678903,0.263967617
3/6/2023 7:45,0.070369396,0.265272305
3/6/2023 8:00,0.069704073,0.264015289
3/6/2023 8:15,0.068962465,0.262607054
3/6/2023 8:30,0.069194048,0.263047615
3/6/2023 8:45,0.070206172,0.264964473
3/6/2023 9:00,0.069047298,0.262768526
3/6/2023 9:15,0.069643234,0.263900045
3/6/2023 9:30,0.069939173,0.264460154
3/6/2023 9:45,0.068950488,0.262584249
3/6/2023 10:00,0.068430651,0.261592529
3/6/2023 10:15,0.068243565,0.261234693
3/6/2023 10:30,0.069827468,0.264248875
3/6/2023 10:45,0.067755411,0.260298696
3/6/2023 11:00,0.068251422,0.261249731
3/6/2023 11:15,0.067068721,0.258976294
3/6/2023 11:30,0.067405898,0.259626459
3/6/2023 11:45,0.068052426,0.260868599
3/6/2023 12:00,0.067178982,0.259189085
3/6/2023 12:15,0.067187596,0.259205702
3/6/2023 12:30,0.066646895,0.258160599
3/6/2023 12:45,0.065823804,0.256561501
3/6/2023 13:00,0.066311218,0.257509646
3/6/2023 13:15,0.067484151,0.259777118
3/6/2023 13:30,0.067260299,0.259345906
3/6/2023 13:45,0.067692258,0.260177359
3/6/2023 14:00,0.067884701,0.260546927
3/6/2023 14:15,0.067968147,0.260707014
3/6/2023 14:30,0.06870633,0.262118923
3/6/2023 14:45,0.068715999,0.262137367
3/6/2023 15:00,0.068460202,0.261649005
3/6/2023 15:15,0.069225791,0.263107946
3/6/2023 15:30,0.068740476,0.26218405
3/6/2023 15:45,0.067726944,0.260244009
3/6/2023 16:00,0.068587943,0.261892999
3/6/2023 16:15,0.068662653,0.262035595
3/6/2023 16:30,0.068425959,0.26158356
3/6/2023 16:45,0.068031674,0.260828821
3/6/2023 17:00,0.068606236,0.261927921
3/6/2023 17:15,0.068691322,0.262090294
3/6/2023 17:30,0.067532272,0.259869721
3/6/2023 17:45,0.068857507,0.26240714
3/6/2023 18:00,0.068890286,0.262469591
3/6/2023 18:15,0.069691563,0.263991596
3/6/2023 18:30,0.06921247,0.26308263
3/6/2023 18:45,0.069484844,0.26359978
3/6/2023 19:00,0.069506873,0.263641562
3/6/2023 19:15,0.069824763,0.264243757
3/6/2023 19:30,0.069754774,0.264111291
3/6/2023 19:45,0.0695138,0.263654698
3/6/2023 20:00,0.07002991,0.26463165
3/6/2023 20:15,0.070171937,0.264899862
3/6/2023 20:30,0.070343778,0.265224015
3/6/2023 20:45,0.069891135,0.264369316
3/6/2023 21:00,0.069937032,0.264456106
3/6/2023 21:15,0.070034549,0.264640415
3/6/2023 21:30,0.070812317,0.266105838
3/6/2023 21:45,0.070370173,0.26527377
3/6/2023 22:00,0.069999837,0.264574823
3/6/2023 22:15,0.070381059,0.265294288
3/6/2023 22:30,0.069954872,0.264489833
3/6/2023 22:45,0.070482801,0.265485971
3/6/2023 23:00,0.06997511,0.264528089
3/6/2023 23:15,0.069590341,0.263799812
3/6/2023 23:30,0.070666087,0.265830937
3/6/2023 23:45,0.070861254,0.266197772
3/7/2023 0:00,0.070597479,0.265701861
3/7/2023 0:15,0.070237114,0.265022856
3/7/2023 0:30,0.071099481,0.266644859
3/7/2023 0:45,0.071438013,0.267278905
3/7/2023 1:00,0.070381044,0.265294259
3/7/2023 1:15,0.070703665,0.265901608
3/7/2023 1:30,0.071383196,0.267176339
3/7/2023 1:45,0.070910084,0.266289474
3/7/2023 2:00,0.070673971,0.265845765
3/7/2023 2:15,0.071339314,0.267094204
3/7/2023 2:30,0.070728863,0.265948986
3/7/2023 2:45,0.071443036,0.267288301
3/7/2023 3:00,0.070381125,0.265294412
3/7/2023 3:15,0.070086007,0.264737619
3/7/2023 3:30,0.06981315,0.264221782
3/7/2023 3:45,0.070890699,0.266253073
3/7/2023 4:00,0.070405363,0.265340089
3/7/2023 4:15,0.070005163,0.264584888
3/7/2023 4:30,0.069678518,0.263966888
3/7/2023 4:45,0.069270154,0.263192238
3/7/2023 5:00,0.070100873,0.264765695
3/7/2023 5:15,0.07019869,0.264950354
3/7/2023 5:30,0.0696802,0.263970074
3/7/2023 5:45,0.069242782,0.263140233
3/7/2023 6:00,0.070121809,0.264805228
3/7/2023 6:15,0.069734653,0.264073196
3/7/2023 6:30,0.069206381,0.263071057
3/7/2023 6:45,0.068733383,0.262170523
3/7/2023 7:00,0.068227003,0.261202992
3/7/2023 7:15,0.068442607,0.26161538
3/7/2023 7:30,0.067583105,0.259967508
3/7/2023 7:45,0.067847881,0.260476258
