Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.16254,19.4635373,19.4635373,80.5364627
0.038,0.35656,42.69668303,62.16022033,37.83977967
0.025,0.2685,32.1518381,94.31205844,5.687941564
pan,0.0475,5.687941564,100,0
TOTAL,0.8351,,,
