Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.0508,16.84908789,16.84908789,83.15091211
0.038,0.0954,31.64179104,48.49087894,51.50912106
0.025,0.0676,22.4212272,70.91210614,29.08789386
pan,0.0877,29.08789386,100,0
TOTAL,0.3015,,,
