Sieve Size (mm),Weight (g),Percent Retained (%),Cumulative Retained (%),Percent Passing (%)
0.063,0,0,0,100
0.053,0.1124,14.57846952,14.57846952,85.42153048
0.038,0.2363,30.64850843,45.22697795,54.77302205
0.025,0.2223,28.83268482,74.05966278,25.94033722
pan,0.2,25.94033722,100,0
TOTAL,0.771,,,
