Date_Time,SS (uL/L),DOC (mg/L),POC (mg/L),N (mg/L),LAB_ID,fDOM,Turbidity,P2C,P3C,P2C_depth,P3C_depth,depth
8/13/2023 18:45,210.458,4.473,7.778,1.035,456,26.75,22.84,2723.160243,2724.1822,15.1243,19.42,19.42
8/13/2023 18:58,116.066,3.936,4.535,0.865,457,28.572,15.56,2723.159733,2724.179167,15.07325333,19.11666667,19.11666667
8/13/2023 19:02,113.258,3.943,5.889,1.832,458,28.868,13.776,2723.1588,2724.1787,14.97996,19.07,19.07
8/13/2023 19:10,81.15,4.039,4.804,0.835,459,29.22,11.31,2723.155382,2724.1787,14.6382,19.07,19.07
8/13/2023 21:02,56.15,2.786,2.921,0.234,460,22.616,8.756,2723.158105,2724.1813,14.91048,19.33,19.33
