distance,elevation
0,2733.755
20,2733.795
40,2733.861
60,2733.83
80,2733.775
100,2733.655
110,2733.39
130,2733.225
150,2733.045
160,2733.04
170,2733.005
180,2732.965
190,2732.92
200,2732.925
210,2732.86
220,2732.84
230,2732.865
240,2732.86
250,2732.95
250,2733.42
260,2733.07
270,2733.075
280,2733.105
290,2733.15
300,2733.17
320,2733.255
335,2733.435
350,2733.575
370,2733.56
390,2733.552
410,2733.498
430,2733.475
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
