distance,elevation
0,2722.007
10,2721.994
20,2721.996
30,2721.999
40,2721.967
50,2721.948
60,2721.918
70,2721.82
80,2721.753
90,2721.77
100,2721.778
110,2721.791
120,2721.774
130,2721.759
140,2721.741
150,2721.752
150,2722.207
160,2721.753
170,2721.735
180,2721.741
190,2721.737
200,2721.728
210,2721.727
220,2721.765
230,2721.748
240,2721.757
250,2721.77
260,2721.803
270,2721.815
280,2721.808
290,2721.811
300,2721.837
