distance,elevation
0,2722.996
10,2722.955
20,2722.89
30,2722.857
40,2722.626
50,2722.596
60,2722.565
70,2722.553
80,2722.55
90,2722.541
100,2722.582
110,2722.556
120,2722.649
130,2722.66
140,2722.654
150,2722.716
160,2722.725
170,2722.729
180,2722.711
190,2722.813
200,2722.831
210,2722.86
220,2722.953
230,2722.947
240,2722.931
240,2723.117
250,2722.932
260,2723.071
270,2723.063
280,2723.089
290,2723.14
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
