distance,elevation
0,2736.303
10,2736.169
20,2736.177
30,2736.133
40,2736.122
50,2736.116
60,2736.117
70,2736.096
80,2736.098
90,2736.098
100,2736.096
110,2736.101
120,2736.09
130,2736.053
140,2736.111
150,2736.097
160,2736.127
170,2736.129
180,2736.07
190,2736.071
200,2736.117
210,2736.277
220,2736.297
230,2736.354
240,2736.412
250,2736.444
260,2736.496
270,2736.588
280,2736.618
290,2736.643
290,2736.795
300,2736.793
310,2736.843
320,2736.849
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
