distance,elevation
0,2734.824
10,2734.809
20,2734.842
30,2734.775
40,2734.771
50,2734.737
60,2734.705
70,2734.666
70,2734.794
80,2734.598
90,2734.575
100,2734.535
110,2734.51
120,2734.467
130,2734.533
140,2734.535
150,2734.472
160,2734.091
170,2734.009
180,2734.088
190,2734.077
200,2734.004
210,2734.037
220,2734.049
230,2734.053
240,2734.045
250,2734.134
260,2734.153
270,2734.216
280,2734.242
290,2734.276
300,2734.303
310,2734.335
320,2734.375
330,2734.427
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
