distance,elevation
0,2732.988
10,2732.915
20,2732.864
30,2732.925
40,2732.914
50,2732.96
60,2732.941
70,2732.895
80,2732.91
90,2732.891
100,2732.937
110,2732.946
120,2732.972
130,2733.007
140,2732.947
150,2732.984
160,2732.994
170,2733.005
180,2733.07
190,2733.1
200,2733.205
210,2733.405
220,2733.494
230,2733.51
240,2733.374
250,2733.375
255,2733.383
255,2733.515
260,2733.405
270,2733.4
280,2733.395
290,2733.393
300,2733.386
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
