distance,elevation
0,2734.267
10,2734.261
20,2734.224
30,2734.206
40,2734.128
50,2734.134
60,2734.155
70,2734.168
80,2734.157
90,2734.114
100,2734.374
110,2734.431
120,2734.46
130,2734.388
140,2734.293
150,2734.264
160,2734.225
170,2734.263
180,2734.303
190,2734.359
190,2734.527
200,2734.421
210,2734.454
220,2734.513
230,2734.563
240,2734.604
250,2734.674
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
