sample,sediment (mg),SSC (mg/L)_x,D50,datetime,volconc (uL/L),0.37,0.44,0.52,0.61,0.72,0.85,1.01,1.19,1.4,1.65,1.95,2.3,2.72,3.2,3.78,4.46,5.27,6.21,7.33,8.65,10.21,12.05,14.22,16.78,19.81,23.37,27.58,32.55,38.41,45.32,53.48,63.11,74.48,87.89,103.72,122.39,144.43,170.44,201.13,237.35,280.09,330.52,390.04,460.27,SSC (mg/L)_y,Q,P3,Turbidity (NTU),Clay,Silt,Fine_Sand,Coarse_Sand,Fine/Sand
UP7,0.0043,21.5,56.03,2023-04-18 16:30:00,93.48,0.000310227,0.000342319,0.000374412,0.000406504,0.000470689,0.000524176,0.000631151,0.000877193,0.001315789,0.001690201,0.002043218,0.002567394,0.002920411,0.003508772,0.004172015,0.005241763,0.00665383,0.008386821,0.010355156,0.01292255,0.016089003,0.019587077,0.024186992,0.029107831,0.034477963,0.040703894,0.048609328,0.056514763,0.064548567,0.07084938,0.073577236,0.075834403,0.072443303,0.066923406,0.058664955,0.048716303,0.039773214,0.030412923,0.021854942,0.015404365,0.010205392,0.006750107,0.004781772,0.00436457,26.236766666666668,0.1142739669819895,0.2906182564102564,28.755143333333336,0.1931963985,3.873817927,16.542672265500002,0.7985451740000001,0.23452876591213906
UP8,0.0021,11.053,66.14,2023-04-18 21:30:00,53.79,0.000390407,0.000408998,0.000427589,0.00046477,0.000520543,0.000594906,0.000743633,0.001078267,0.001673173,0.002230898,0.002807213,0.0036438,0.00410857,0.004926566,0.005595836,0.006767057,0.008105596,0.009555679,0.011098717,0.012920617,0.01479829,0.016322737,0.018144637,0.020059491,0.022922476,0.028165086,0.037107269,0.046886038,0.05603272,0.065885852,0.072597137,0.080423871,0.08131623,0.076389664,0.070310467,0.060085518,0.050808701,0.037962447,0.025878416,0.01753114,0.010522402,0.006190742,0.003457892,0.002137944,15.605993333333334,0.1149193208625177,0.2954654358974359,17.720414,0.125345408041,1.7570961726570002,8.730205595047998,0.416722151328,0.2058004209603406
UP9,0.0036,18.0,57.16,2023-04-19 02:30:00,47.58,0.00023119,0.000252207,0.000273224,0.000294241,0.000336276,0.000399327,0.000483396,0.000672551,0.001071879,0.001429172,0.001807482,0.002437999,0.00273224,0.003446826,0.00395124,0.004875998,0.00592686,0.007124842,0.00851198,0.010445565,0.012904582,0.015825977,0.019714166,0.024043716,0.029319042,0.036738125,0.048045397,0.060907945,0.074211854,0.084510298,0.088272383,0.091761244,0.08442623,0.073076923,0.06063472,0.046090794,0.035119798,0.023833544,0.01481715,0.008995376,0.004791929,0.002543085,0.001450189,0.001219,8.867346666666666,0.1036974766620899,0.3003126153846154,10.725819333333334,0.13051701,2.7226985939999997,14.804035290000002,0.320050422,0.18865375787550281
UP10,0.0013,6.5,47.14,2023-04-19 07:30:00,40.96,0.000244141,0.000244141,0.000268555,0.000292969,0.000341797,0.000390625,0.000488281,0.000708008,0.001098633,0.001464844,0.001855469,0.002636719,0.00300293,0.003930664,0.004638672,0.005859375,0.007202148,0.00847168,0.009741211,0.011621094,0.01394043,0.016381836,0.019799805,0.02331543,0.027441406,0.032958984,0.04140625,0.051171875,0.062060547,0.071459961,0.077270508,0.084667969,0.083276367,0.078588867,0.070263672,0.057055664,0.045654297,0.03215332,0.02043457,0.012524414,0.006713867,0.003491211,0.001904297,0.001464844,9.14486,0.0984504993286129,0.3051597948717949,11.013855333333334,0.048083509499999996,1.0268921,5.2547485315,0.1601196285,0.19852295157265656
UP13,0.0006,6.0,38.82,2023-04-19 22:30:00,22.36,0.000581395,0.000626118,0.000670841,0.000760286,0.000894454,0.001028623,0.001252236,0.001788909,0.002862254,0.004025045,0.005545617,0.00773703,0.009794275,0.012388193,0.015161002,0.018783542,0.022406082,0.024821109,0.025849732,0.027057245,0.027996422,0.028398927,0.030232558,0.032871199,0.037298748,0.044543828,0.053443649,0.057423971,0.055366726,0.053398927,0.048479428,0.042128801,0.037075134,0.030769231,0.027191413,0.025805009,0.024150268,0.023211091,0.022584973,0.023881932,0.025715564,0.026162791,0.022182469,0.016144902,7.730533333333333,0.1290385658913754,0.3049,9.5457912,0.120214668,1.9247763840000003,3.2734346939999996,0.587656536,0.5296406974564029
UP14,0.0008,8.889,52.1,2023-04-20 03:30:00,30.84,0.00042153,0.000453956,0.000486381,0.000583658,0.000648508,0.000745785,0.000875486,0.001232166,0.001977951,0.002756161,0.003761349,0.005058366,0.006420233,0.007846952,0.009565499,0.011608301,0.013683528,0.015402075,0.016828794,0.018871595,0.021044099,0.022762646,0.024902724,0.026459144,0.0288262,0.034176394,0.044422827,0.055479896,0.063391699,0.070363165,0.07266537,0.073800259,0.06770428,0.057619974,0.05042153,0.042185473,0.036964981,0.027885863,0.020363165,0.015402075,0.010343709,0.006841764,0.004085603,0.002529183,8.945666666666668,0.1251505023915008,0.3034,10.8071176,0.123938713659,2.0380713066839995,6.377367502764,0.325987639239,0.3225265519345554
UP17,0.0007,4.667,58.21,2023-04-20 23:30:00,24.91,0.000521879,0.000562023,0.000642312,0.000762746,0.000883179,0.001043758,0.001204336,0.001645925,0.002609394,0.003532718,0.004456042,0.005740666,0.006784424,0.008269771,0.01003613,0.012605379,0.015535929,0.017944601,0.01926937,0.020313127,0.020915295,0.020915295,0.021678041,0.023123244,0.026134083,0.031834605,0.039943798,0.046166198,0.049618627,0.055359293,0.058410277,0.057125652,0.055158571,0.047812124,0.041188278,0.036973103,0.031995183,0.029586511,0.027980731,0.028904055,0.030951425,0.03259735,0.028984344,0.022240064,11.882906666666667,0.1104916739790678,0.2973,13.855930533333334,0.083372744104,1.0699814117850002,2.842916822317,0.5667472910579999,0.3382603439924678
UP20,0.0025,17.857,75.8,2023-04-21 19:30:00,67.12,0.000238379,0.000253278,0.000283075,0.000327771,0.000387366,0.000461859,0.000581049,0.000789631,0.001191895,0.001504768,0.00181764,0.002324195,0.002577473,0.003158522,0.003575685,0.004290822,0.00511025,0.005974374,0.006912992,0.008224076,0.00999702,0.012202026,0.015464839,0.019561979,0.024508343,0.03022944,0.036889154,0.043682956,0.051400477,0.059296782,0.066060787,0.072452324,0.075879023,0.078009535,0.074061383,0.068057211,0.058492253,0.048227056,0.036114422,0.026102503,0.017669845,0.011844458,0.007881406,0.006108462,9.843233333333334,0.0891489433677846,0.2872,11.7388058,0.139940148327,2.212171516772,14.265114503170999,1.133887571684,0.15274442159727733
UP22,0.001,6.67,80.92,2023-04-22 05:30:00,51.68,0.000135449,0.000154799,0.000174149,0.000212848,0.000270898,0.000348297,0.000445046,0.000638545,0.000986842,0.001315789,0.001644737,0.002321981,0.00249613,0.003270124,0.003599071,0.004334365,0.005166409,0.005998452,0.006849845,0.007914087,0.009055728,0.010139319,0.011861455,0.014531734,0.018672601,0.025290248,0.034210526,0.041602167,0.047368421,0.057043344,0.066660217,0.073568111,0.083339783,0.08630031,0.084171827,0.079798762,0.066002322,0.051799536,0.035642415,0.023393963,0.014241486,0.008494582,0.005069659,0.003560372,6.127293333333333,0.0843700680198312,0.2847,7.8816796,0.04220375133,0.70842937767,5.55476258663,0.3415019323,0.1273065559711724
