DateTime,DataValue
2021-07-11 13:30:00,17494.09
2021-07-11 13:35:00,17470.32
2021-07-11 13:40:00,17441.23
2021-07-11 13:45:00,17411.47
2021-07-11 13:50:00,17384.98
2021-07-11 13:55:00,17357.91
2021-07-11 14:00:00,17329.91
2021-07-11 14:05:00,17302.62
2021-07-11 14:10:00,17280.98
2021-07-11 14:15:00,17255.69
2021-07-11 14:20:00,17232.44
2021-07-11 14:25:00,17221.12
2021-07-11 14:30:00,17207.65
2021-07-11 14:35:00,17189.51
2021-07-11 14:40:00,17177.12
2021-07-11 14:45:00,17161.12
2021-07-11 14:50:00,17144.7
2021-07-11 14:55:00,17127.38
2021-07-11 15:00:00,17113.12
2021-07-11 15:05:00,17099.04
2021-07-11 15:10:00,17080.1
2021-07-11 15:15:00,17065.6
2021-07-11 15:20:00,17047.48
2021-07-11 15:25:00,17034.34
2021-07-11 15:30:00,17019.41
2021-07-11 15:35:00,17007.17
2021-07-11 15:40:00,16993.04
2021-07-11 15:45:00,16978.12
2021-07-11 15:50:00,16966.39
2021-07-11 15:55:00,16953.52
2021-07-11 16:00:00,16941.9
2021-07-11 16:05:00,16928.51
2021-07-11 16:10:00,16917.25
2021-07-11 16:15:00,16902.19
2021-07-11 16:20:00,16888.74
2021-07-11 16:25:00,16873.22
2021-07-11 16:30:00,16864.69
2021-07-11 16:35:00,16854.88
2021-07-11 16:40:00,16842.52
2021-07-11 16:45:00,16833.88
2021-07-11 16:50:00,16828.86
2021-07-11 16:55:00,16829.22
2021-07-11 17:00:00,16827.02
2021-07-11 17:05:00,16830.26
2021-07-11 17:10:00,16830.58
2021-07-11 17:15:00,16833.39
2021-07-11 17:20:00,16830.59
2021-07-11 17:25:00,16833.87
2021-07-11 17:30:00,16832.8
2021-07-11 17:35:00,16846.33
2021-07-11 17:40:00,16854.48
2021-07-11 17:45:00,16856.35
2021-07-11 17:50:00,16858.08
2021-07-11 17:55:00,16854.5
2021-07-11 18:00:00,16848.68
2021-07-11 18:05:00,16847.74
2021-07-11 18:10:00,16847.54
2021-07-11 18:15:00,16841.22
2021-07-11 18:20:00,16833.22
2021-07-11 18:25:00,16827.77
2021-07-11 18:30:00,16826.41
2021-07-11 18:35:00,16820.15
2021-07-11 18:40:00,16811.57
2021-07-11 18:45:00,16807.27
2021-07-11 18:50:00,16802.31
2021-07-11 18:55:00,16792.59
2021-07-11 19:00:00,16785.06
2021-07-11 19:05:00,16781.9
2021-07-11 19:10:00,16771.4
2021-07-11 19:15:00,16761.36
2021-07-11 19:20:00,16753.78
2021-07-11 19:25:00,16743.48
2021-07-11 19:30:00,16734.56
2021-07-11 19:35:00,16725.25
2021-07-11 19:40:00,16715.11
2021-07-11 19:45:00,16709.52
2021-07-11 19:50:00,16698.6
2021-07-11 19:55:00,16691.24
2021-07-11 20:00:00,16682.0
2021-07-11 20:05:00,16677.37
2021-07-11 20:10:00,16667.87
2021-07-11 20:15:00,16661.52
2021-07-11 20:20:00,16653.15
2021-07-11 20:25:00,16645.75
2021-07-11 20:30:00,16637.51
2021-07-11 20:35:00,16629.34
2021-07-11 20:40:00,16621.33
2021-07-11 20:45:00,16617.11
2021-07-11 20:50:00,16605.48
2021-07-11 20:55:00,16597.9
2021-07-11 21:00:00,16590.97
2021-07-11 21:05:00,16584.22
2021-07-11 21:10:00,16580.28
2021-07-11 21:15:00,16575.3
2021-07-11 21:20:00,16569.96
2021-07-11 21:25:00,16560.95
2021-07-11 21:30:00,16553.09
2021-07-11 21:35:00,16547.89
2021-07-11 21:40:00,16542.32
2021-07-11 21:45:00,16536.07
2021-07-11 21:50:00,16530.92
2021-07-11 21:55:00,16523.38
2021-07-11 22:00:00,16518.24
2021-07-11 22:05:00,16512.49
2021-07-11 22:10:00,16506.81
2021-07-11 22:15:00,16505.76
2021-07-11 22:20:00,16499.49
2021-07-11 22:25:00,16494.49
2021-07-11 22:30:00,16493.04
2021-07-11 22:35:00,16490.73
2021-07-11 22:40:00,16488.33
2021-07-11 22:45:00,16489.32
2021-07-11 22:50:00,16485.18
2021-07-11 22:55:00,16486.72
2021-07-11 23:00:00,16485.15
2021-07-11 23:05:00,16488.03
2021-07-11 23:10:00,16489.16
2021-07-11 23:15:00,16490.48
2021-07-11 23:20:00,16490.05
2021-07-11 23:25:00,16490.76
2021-07-11 23:30:00,16492.94
2021-07-11 23:35:00,16497.08
2021-07-11 23:40:00,16498.99
2021-07-11 23:45:00,16501.95
2021-07-11 23:50:00,16502.59
2021-07-11 23:55:00,16505.19
2021-07-12 00:00:00,16505.85
2021-07-12 00:05:00,16507.18
2021-07-12 00:10:00,16507.08
2021-07-12 00:15:00,16509.93
2021-07-12 00:20:00,16509.58
2021-07-12 00:25:00,16507.73
2021-07-12 00:30:00,16507.89
2021-07-12 00:35:00,16509.01
2021-07-12 00:40:00,16510.72
2021-07-12 00:45:00,16508.65
2021-07-12 00:50:00,16506.41
2021-07-12 00:55:00,16507.43
2021-07-12 01:00:00,16505.36
2021-07-12 01:05:00,16505.07
2021-07-12 01:10:00,16503.19
2021-07-12 01:15:00,16497.83
2021-07-12 01:20:00,16497.64
2021-07-12 01:25:00,16501.13
2021-07-12 01:30:00,16502.22
2021-07-12 01:35:00,16498.07
2021-07-12 01:40:00,16497.42
2021-07-12 01:45:00,16491.65
2021-07-12 01:50:00,16490.49
2021-07-12 01:55:00,16488.22
2021-07-12 02:00:00,16487.77
2021-07-12 02:05:00,16487.7
2021-07-12 02:10:00,16487.85
2021-07-12 02:15:00,16490.32
2021-07-12 02:20:00,16490.01
2021-07-12 02:25:00,16488.5
2021-07-12 02:30:00,16488.76
2021-07-12 02:35:00,16489.6
2021-07-12 02:40:00,16493.11
2021-07-12 02:45:00,16486.09
2021-07-12 02:50:00,16487.61
2021-07-12 02:55:00,16483.35
2021-07-12 03:00:00,16479.93
2021-07-12 03:05:00,16477.25
2021-07-12 03:10:00,16471.4
2021-07-12 03:15:00,16470.55
2021-07-12 03:20:00,16465.05
2021-07-12 03:25:00,16460.95
2021-07-12 03:30:00,16457.51
2021-07-12 03:35:00,16453.34
2021-07-12 03:40:00,16447.62
2021-07-12 03:45:00,16444.8
2021-07-12 03:50:00,16439.5
2021-07-12 03:55:00,16432.73
2021-07-12 04:00:00,16426.63
2021-07-12 04:05:00,16418.39
2021-07-12 04:10:00,16416.57
2021-07-12 04:15:00,16411.95
2021-07-12 04:20:00,16407.9
2021-07-12 04:25:00,16403.93
2021-07-12 04:30:00,16397.85
2021-07-12 04:35:00,16396.31
2021-07-12 04:40:00,16390.51
2021-07-12 04:45:00,16383.8
2021-07-12 04:50:00,16376.54
2021-07-12 04:55:00,16372.77
2021-07-12 05:00:00,16367.9
2021-07-12 05:05:00,16362.49
2021-07-12 05:10:00,16358.03
2021-07-12 05:15:00,16350.96
2021-07-12 05:20:00,16349.13
2021-07-12 05:25:00,16344.02
2021-07-12 05:30:00,16340.02
2021-07-12 05:35:00,16334.86
2021-07-12 05:40:00,16333.56
2021-07-12 05:45:00,16331.74
2021-07-12 05:50:00,16321.17
2021-07-12 05:55:00,16316.47
2021-07-12 06:00:00,16315.27
2021-07-12 06:05:00,16311.33
2021-07-12 06:10:00,16307.89
2021-07-12 06:15:00,16306.58
2021-07-12 06:20:00,16305.62
2021-07-12 06:25:00,16300.99
2021-07-12 06:30:00,16300.33
2021-07-12 06:35:00,16298.6
2021-07-12 06:40:00,16293.48
2021-07-12 06:45:00,16293.54
2021-07-12 06:50:00,16297.6
2021-07-12 06:55:00,16292.46
2021-07-12 07:00:00,16293.1
2021-07-12 07:05:00,16295.35
2021-07-12 07:10:00,16298.16
2021-07-12 07:15:00,16297.33
2021-07-12 07:20:00,16299.79
2021-07-12 07:25:00,16303.38
2021-07-12 07:30:00,16305.37
2021-07-12 07:35:00,16309.42
2021-07-12 07:40:00,16315.62
2021-07-12 07:45:00,16321.2
2021-07-12 07:50:00,16321.79
2021-07-12 07:55:00,16333.47
2021-07-12 08:00:00,16335.51
2021-07-12 08:05:00,16344.84
2021-07-12 08:10:00,16356.65
2021-07-12 08:15:00,16364.29
2021-07-12 08:20:00,16373.77
2021-07-12 08:25:00,16384.32
2021-07-12 08:30:00,16391.79
2021-07-12 08:35:00,16401.11
2021-07-12 08:40:00,16409.24
2021-07-12 08:45:00,16420.59
2021-07-12 08:50:00,16433.12
2021-07-12 08:55:00,16448.07
2021-07-12 09:00:00,16463.22
2021-07-12 09:05:00,16478.56
2021-07-12 09:10:00,16496.82
2021-07-12 09:15:00,16518.5
2021-07-12 09:20:00,16535.03
2021-07-12 09:25:00,16557.05
2021-07-12 09:30:00,16572.81
2021-07-12 09:35:00,16591.58
2021-07-12 09:40:00,16607.18
2021-07-12 09:45:00,16622.64
2021-07-12 09:50:00,16640.97
2021-07-12 09:55:00,16661.2
2021-07-12 10:00:00,16689.76
2021-07-12 10:05:00,16715.19
2021-07-12 10:10:00,16741.76
2021-07-12 10:15:00,16766.98
2021-07-12 10:20:00,16798.38
2021-07-12 10:25:00,16823.68
2021-07-12 10:30:00,16851.12
2021-07-12 10:35:00,16885.85
2021-07-12 10:40:00,16916.08
2021-07-12 10:45:00,16951.89
2021-07-12 10:50:00,16984.49
2021-07-12 10:55:00,17023.97
2021-07-12 11:00:00,17059.91
2021-07-12 11:05:00,17100.68
2021-07-12 11:10:00,17142.69
2021-07-12 11:15:00,17187.55
2021-07-12 11:20:00,17230.46
2021-07-12 11:25:00,17281.43
2021-07-12 11:30:00,17323.84
2021-07-12 11:35:00,17369.46
2021-07-12 11:40:00,17413.37
2021-07-12 11:45:00,17457.67
2021-07-12 11:50:00,17500.79
2021-07-12 11:55:00,17538.3
2021-07-12 12:00:00,17585.89
2021-07-12 12:05:00,17626.48
2021-07-12 12:10:00,17664.63
2021-07-12 12:15:00,17713.32
2021-07-12 12:20:00,17762.21
2021-07-12 12:25:00,17811.12
2021-07-12 12:30:00,17858.9
2021-07-12 12:35:00,17902.03
2021-07-12 12:40:00,17943.57
2021-07-12 12:45:00,17980.94
2021-07-12 12:50:00,18017.18
2021-07-12 12:55:00,18059.49
2021-07-12 13:00:00,18101.04
2021-07-12 13:05:00,18142.5
2021-07-12 13:10:32,18197.13
2021-07-12 13:15:26,18232.36
2021-07-12 13:20:47,18262.7
2021-07-12 13:25:47,18253.77
2021-07-12 13:30:04,18274.18
2021-07-12 13:35:00,18308.46
2021-07-12 13:40:00,18323.2
2021-07-12 13:45:00,18316.35
2021-07-12 13:50:00,18341.52
2021-07-12 13:55:00,18297.92
2021-07-12 14:00:00,18338.81
2021-07-12 14:05:00,18304.25
2021-07-12 14:10:00,18266.1
2021-07-12 14:15:00,18263.03
2021-07-12 14:20:00,18252.63
2021-07-12 14:25:00,18246.41
2021-07-12 14:30:00,18205.0
2021-07-12 14:35:00,18164.55
2021-07-12 14:40:00,18122.59
2021-07-12 14:45:00,18083.1
2021-07-12 14:50:00,18044.2
2021-07-12 14:55:00,18000.04
2021-07-12 15:00:00,17954.68
2021-07-12 15:05:00,17919.71
2021-07-12 15:10:00,17878.81
2021-07-12 15:15:00,17847.39
2021-07-12 15:20:00,17818.43
2021-07-12 15:25:00,17785.12
2021-07-12 15:30:00,17752.32
2021-07-12 15:35:00,17727.8
2021-07-12 15:40:00,17702.11
2021-07-12 15:45:00,17680.82
2021-07-12 15:50:00,17663.43
2021-07-12 15:55:00,17645.17
2021-07-12 16:00:00,17627.56
2021-07-12 16:05:00,17613.35
2021-07-12 16:10:00,17597.9
2021-07-12 16:15:00,17583.11
