"DateTime","DataValue","QualifierID"
2023-04-17 12:14:00,3.816212,0
2023-04-17 12:29:00,5.741602,0
2023-04-17 12:44:00,6.163095,0
2023-04-17 12:59:00,6.131924,0
2023-04-17 13:14:00,6.10893,0
2023-04-17 13:29:00,4.28539,0
2023-04-17 13:44:00,5.938188,0
2023-04-17 13:59:00,4.284571,0
2023-04-17 14:14:00,4.777033,0
2023-04-17 14:29:00,4.828017,0
2023-04-17 14:44:00,4.657146,0
2023-04-17 14:59:00,4.690478,0
2023-04-17 15:14:00,4.68257,0
2023-04-17 15:29:00,4.443966,0
2023-04-17 15:44:00,1.576826,0
2023-04-17 15:59:00,-9999,1
2023-04-17 16:14:00,-9999,1
2023-04-17 16:29:00,-9999,1
2023-04-17 16:44:00,-9999,1
2023-04-17 16:59:00,-9999,1
2023-04-17 17:14:00,-9999,1
2023-04-17 17:29:00,-9999,1
2023-04-17 17:44:00,-9999,1
2023-04-17 17:59:00,-9999,1
2023-04-17 18:14:00,-9999,1
2023-04-17 18:29:00,-9999,1
2023-04-17 18:44:00,-9999,1
2023-04-17 18:59:00,-9999,1
2023-04-17 19:14:00,-9999,1
2023-04-17 19:29:00,-9999,1
2023-04-17 19:44:00,12.69171,0
2023-04-17 19:59:00,10.1309739519462,1
2023-04-17 20:14:00,14.4460863141183,1
2023-04-17 20:29:00,19.1531182815365,1
2023-04-17 20:44:00,24.14156,0
2023-04-17 20:59:00,20.99287,0
2023-04-17 21:14:00,20.34559,0
2023-04-17 21:29:00,15.0773,0
2023-04-17 21:44:00,16.66652,0
2023-04-17 21:59:00,13.185073,1
2023-04-17 22:14:00,13.60092,0
2023-04-17 22:29:00,11.06126,0
2023-04-17 22:44:00,-9999,1
2023-04-17 22:59:00,-9999,1
2023-04-17 23:14:00,-9999,1
2023-04-17 23:29:00,-9999,1
2023-04-17 23:44:00,12.49722,0
2023-04-17 23:59:00,12.57903,0
2023-04-18 00:14:00,12.03538,0
2023-04-18 00:29:00,14.26217,0
2023-04-18 00:44:00,11.75775,0
2023-04-18 00:59:00,11.74694,0
2023-04-18 01:14:00,14.55705,0
2023-04-18 01:29:00,11.06583,0
2023-04-18 01:44:00,11.599934,1
2023-04-18 01:59:00,12.8207,0
2023-04-18 02:14:00,17.00332,0
2023-04-18 02:29:00,11.52268,0
2023-04-18 02:44:00,11.59288,0
2023-04-18 02:59:00,13.56236,0
2023-04-18 03:14:00,10.91404,0
2023-04-18 03:29:00,10.90825,0
2023-04-18 03:44:00,11.17267,0
2023-04-18 03:59:00,13.98291,0
2023-04-18 04:14:00,11.95597,0
2023-04-18 04:29:00,12.88775,0
2023-04-18 04:44:00,11.81645,0
2023-04-18 04:59:00,10.64471,0
2023-04-18 05:14:00,14.03991,0
2023-04-18 05:29:00,11.90496,0
2023-04-18 05:44:00,11.37261,0
2023-04-18 05:59:00,9.579949,0
2023-04-18 06:14:00,10.0693812,1
2023-04-18 06:29:00,10.45491,0
2023-04-18 06:44:00,11.46102,0
2023-04-18 06:59:00,13.54332,0
2023-04-18 07:14:00,12.91249,0
