Date_Time,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9
3/2/2022 0:15,2721.332827,2721.742738,2722.10495,2723.337356,2732.439041,2733.79171,2733.885484,2735.780177,2735.962644
3/2/2022 0:30,2721.33341,2721.739823,2722.103783,2723.336189,2732.439044,2733.793463,2733.884317,2735.777841,2735.963227
3/2/2022 0:45,2721.332244,2721.740406,2722.106116,2723.336772,2732.441377,2733.794046,2733.884901,2735.778424,2735.96381
3/2/2022 1:00,2721.332827,2721.742738,2722.106699,2723.335606,2732.439041,2733.79288,2733.883734,2735.779007,2735.964393
3/2/2022 1:15,2721.331661,2721.739823,2722.105533,2723.336189,2732.439044,2733.791714,2733.882568,2735.777841,2735.963227
3/2/2022 1:30,2721.333993,2721.743905,2722.107286,2723.338522,2732.441377,2733.794626,2733.88665,2735.778424,2735.967309
3/2/2022 1:45,2721.334576,2721.744488,2722.107869,2723.339105,2732.44196,2733.795209,2733.887233,2735.779007,2735.966143
3/2/2022 2:00,2721.336326,2721.744488,2722.107869,2723.339105,2732.44196,2733.79346,2733.885484,2735.780177,2735.966143
3/2/2022 2:15,2721.337492,2721.745654,2722.109035,2723.340271,2732.443127,2733.794626,2733.8884,2735.781343,2735.96556
3/2/2022 2:30,2721.33516,2721.743322,2722.108452,2723.339108,2732.440794,2733.793463,2733.884317,2735.77901,2735.964976
3/2/2022 2:45,2721.333993,2721.743905,2722.106116,2723.338522,2732.441377,2733.794046,2733.884901,2735.778424,2735.96381
3/2/2022 3:00,2721.33341,2721.743322,2722.106702,2723.339688,2732.440794,2733.794043,2733.884317,2735.77959,2735.964976
3/2/2022 3:15,2721.33516,2721.743322,2722.105533,2723.336189,2732.440794,2733.792293,2733.884317,2735.777841,2735.963227
3/2/2022 3:30,2721.333993,2721.743905,2722.106116,2723.338522,2732.440207,2733.792876,2733.883151,2735.778424,2735.96206
3/2/2022 3:45,2721.3338,2721.743712,2722.105923,2723.33541,2732.441764,2733.792683,2733.883548,2735.776481,2735.963617
3/2/2022 4:00,2721.333413,2721.742155,2722.105536,2723.338522,2732.443127,2733.792296,2733.883161,2735.777844,2735.96323
3/2/2022 4:15,2721.33458,2721.743322,2722.105533,2723.336779,2732.442544,2733.791713,2733.882578,2735.777851,2735.966146
3/2/2022 4:30,2721.33458,2721.742162,2722.105533,2723.336779,2732.442544,2733.793463,2733.884327,2735.777851,2735.966146
3/2/2022 4:45,2721.33458,2721.742162,2722.106702,2723.336779,2732.442544,2733.791713,2733.886077,2735.777851,2735.962647
3/2/2022 5:00,2721.333997,2721.742738,2722.106119,2723.339105,2732.44371,2733.79288,2733.883744,2735.778427,2735.963813
3/2/2022 5:15,2721.335163,2721.745074,2722.107286,2723.338522,2732.443127,2733.792296,2733.88607,2735.781343,2735.96498
3/2/2022 5:30,2721.336329,2721.745071,2722.106702,2723.336779,2732.444293,2733.791713,2733.886077,2735.784259,2735.966146
3/2/2022 5:45,2721.333997,2721.742738,2722.106119,2723.337356,2732.44196,2733.79288,2733.885494,2735.788345,2735.963813
3/2/2022 6:00,2721.333997,2721.744488,2722.106119,2723.336196,2732.44371,2733.79288,2733.886653,2735.794763,2735.963813
3/2/2022 6:15,2721.337496,2721.744488,2722.109618,2723.339105,2732.445459,2733.794629,2733.887243,2735.802341,2735.965563
3/2/2022 6:30,2721.335746,2721.742738,2722.106119,2723.336196,2732.44371,2733.79288,2733.885494,2735.80409,2735.963813
3/2/2022 6:45,2721.33458,2721.743322,2722.106702,2723.337939,2732.443713,2733.791713,2733.885487,2735.807593,2735.966146
3/2/2022 7:00,2721.33458,2721.744491,2722.108452,2723.337939,2732.442544,2733.791713,2733.885487,2735.811092,2735.964397
3/2/2022 7:15,2721.33458,2721.744491,2722.106702,2723.337939,2732.442544,2733.791713,2733.885487,2735.812252,2735.967896
3/2/2022 7:30,2721.333607,2721.743518,2722.107479,2723.336966,2732.44157,2733.79249,2733.884514,2735.814778,2735.965173
3/2/2022 7:45,2721.33341,2721.743322,2722.105533,2723.336769,2732.440794,2733.792293,2733.884317,2735.815751,2735.964976
3/2/2022 8:00,2721.33341,2721.743322,2722.105533,2723.336769,2732.442544,2733.792293,2733.884317,2735.820999,2735.964976
3/2/2022 8:15,2721.33516,2721.745071,2722.108452,2723.337939,2732.444293,2733.794043,2733.886067,2735.825668,2735.968476
3/2/2022 8:30,2721.336326,2721.742738,2722.107869,2723.337356,2732.440211,2733.793459,2733.885484,2735.826245,2735.967892
3/2/2022 8:45,2721.334773,2721.741186,2722.106316,2723.335803,2732.440407,2733.791907,2733.883931,2735.826441,2735.966339
3/2/2022 9:00,2721.331667,2721.741579,2722.104959,2723.334446,2732.439051,2733.79055,2733.882575,2735.826834,2735.964983
3/2/2022 9:15,2721.331667,2721.740999,2722.10321,2723.332697,2732.439051,2733.788801,2733.882575,2735.818677,2735.963234
3/2/2022 9:30,2721.329528,2721.73886,2722.101071,2723.332307,2732.436912,2733.787831,2733.878686,2735.8072,2735.961094
3/2/2022 9:45,2721.328748,2721.73808,2722.098541,2723.329778,2732.434382,2733.787051,2733.877906,2735.798262,2735.958565
3/2/2022 10:00,2721.327582,2721.736913,2722.100284,2723.328611,2732.433216,2733.785885,2733.87674,2735.790677,2735.959148
3/2/2022 10:15,2721.327582,2721.736913,2722.100284,2723.330361,2732.434386,2733.787634,2733.878489,2735.788928,2735.960898
3/2/2022 10:30,2721.327582,2721.736913,2722.099124,2723.330361,2732.436135,2733.787634,2733.878489,2735.786008,2735.959148
3/2/2022 10:45,2721.328741,2721.736913,2722.100284,2723.330361,2732.434386,2733.787634,2733.878489,2735.782509,2735.959148
3/2/2022 11:00,2721.328741,2721.735164,2722.100874,2723.33211,2732.434386,2733.787634,2733.879659,2735.78135,2735.960898
3/2/2022 11:15,2721.328741,2721.738663,2722.100874,2723.33211,2732.436135,2733.787635,2733.879659,2735.7796,2735.960898
3/2/2022 11:30,2721.329518,2721.73769,2722.099901,2723.331137,2732.435162,2733.788411,2733.878686,2735.778627,2735.959925
3/2/2022 11:45,2721.327572,2721.735744,2722.097955,2723.329191,2732.433216,2733.784715,2733.878489,2735.774931,2735.959728
3/2/2022 12:00,2721.328155,2721.734577,2722.099698,2723.329774,2732.433799,2733.787048,2733.877323,2735.773765,2735.958562
3/2/2022 12:15,2721.331071,2721.735744,2722.099704,2723.330941,2732.434966,2733.788214,2733.878489,2735.774931,2735.959728
3/2/2022 12:30,2721.327962,2721.737883,2722.100094,2723.331331,2732.433606,2733.786855,2733.877709,2735.775321,2735.960118
3/2/2022 12:45,2721.327582,2721.735164,2722.099124,2723.330361,2732.433216,2733.786465,2733.878489,2735.773182,2735.959148
3/2/2022 13:00,2721.328165,2721.735747,2722.097958,2723.329195,2732.433799,2733.788798,2733.877323,2735.773765,2735.957982
3/2/2022 13:15,2721.328165,2721.734577,2722.098538,2723.329195,2732.433799,2733.788798,2733.879072,2735.772015,2735.957982
3/2/2022 13:30,2721.327972,2721.734384,2722.096595,2723.329581,2732.433606,2733.786855,2733.878879,2735.770652,2735.957789
3/2/2022 13:45,2721.329918,2721.735161,2722.097372,2723.328028,2732.434382,2733.787051,2733.879076,2735.774348,2735.957985
3/2/2022 14:00,2721.330501,2721.737493,2722.097955,2723.330361,2732.434966,2733.788804,2733.878499,2735.774931,2735.958568
3/2/2022 14:15,2721.327388,2721.734971,2722.098341,2723.329588,2732.432443,2733.788021,2733.878886,2735.773568,2735.957205
3/2/2022 14:30,2721.328745,2721.736327,2722.096788,2723.329195,2732.433799,2733.787628,2733.879652,2735.774924,2735.958562
3/2/2022 14:45,2721.329911,2721.733994,2722.097955,2723.328611,2732.434966,2733.788794,2733.879659,2735.776091,2735.959728
3/2/2022 15:00,2721.327575,2721.734577,2722.098538,2723.327445,2732.433799,2733.787628,2733.878492,2735.776674,2735.958562
3/2/2022 15:15,2721.330881,2721.736134,2722.100094,2723.330751,2732.435355,2733.790934,2733.880049,2735.77998,2735.961868
3/2/2022 15:30,2721.329911,2721.736913,2722.100874,2723.329781,2732.434966,2733.789964,2733.879079,2735.77901,2735.960898
3/2/2022 15:45,2721.331661,2721.736913,2722.100874,2723.329781,2732.436135,2733.788804,2733.879079,2735.78076,2735.959148
3/2/2022 16:00,2721.328162,2721.736913,2722.099124,2723.329781,2732.434966,2733.787055,2733.877909,2735.78076,2735.959148
3/2/2022 16:15,2721.330494,2721.737497,2722.099708,2723.330364,2732.435549,2733.787638,2733.878492,2735.781343,2735.959731
3/2/2022 16:30,2721.329328,2721.73691,2722.098541,2723.330947,2732.436132,2733.788221,2733.879076,2735.783675,2735.958565
3/2/2022 16:45,2721.328162,2721.735744,2722.097375,2723.328611,2732.434386,2733.787055,2733.877909,2735.782509,2735.957399
3/2/2022 17:00,2721.328162,2721.735744,2722.097375,2723.328611,2732.434386,2733.787055,2733.877909,2735.782509,2735.957399
3/2/2022 17:15,2721.328745,2721.736327,2722.097958,2723.329195,2732.434969,2733.787638,2733.878492,2735.781343,2735.956232
3/2/2022 17:30,2721.329328,2721.73691,2722.098541,2723.329778,2732.435552,2733.786472,2733.879076,2735.781926,2735.956815
3/2/2022 17:45,2721.327578,2721.73691,2722.100291,2723.329198,2732.434382,2733.786472,2733.879076,2735.783675,2735.958565
3/2/2022 18:00,2721.329328,2721.73691,2722.100291,2723.331527,2732.437302,2733.788221,2733.880825,2735.785425,2735.960315
3/2/2022 18:15,2721.329135,2721.738466,2722.100097,2723.331334,2732.437108,2733.789777,2733.880632,2735.783482,2735.960121
3/2/2022 18:30,2721.331081,2721.740412,2722.103793,2723.33328,2732.439054,2733.791723,2733.882578,2735.787178,2735.963817
3/2/2022 18:45,2721.33458,2721.741582,2722.103793,2723.336199,2732.439054,2733.791723,2733.882578,2735.788347,2735.965566
3/2/2022 19:00,2721.33283,2721.741582,2722.103793,2723.33328,2732.439054,2733.794632,2733.882578,2735.790097,2735.962067
3/2/2022 19:15,2721.33419,2721.741192,2722.103403,2723.33406,2732.438665,2733.794242,2733.883358,2735.787958,2735.961677
3/2/2022 19:30,2721.3338,2721.742552,2722.103013,2723.33367,2732.440024,2733.792693,2733.882968,2735.789317,2735.961288
3/2/2022 19:45,2721.33419,2721.741192,2722.105153,2723.33581,2732.440414,2733.793083,2733.883358,2735.791457,2735.963427
3/2/2022 20:00,2721.33341,2721.740412,2722.104373,2723.336189,2732.441384,2733.792303,2733.882578,2735.790677,2735.964397
3/2/2022 20:15,2721.33341,2721.739243,2722.103783,2723.336189,2732.439634,2733.793462,2733.884327,2735.790677,2735.962647
3/2/2022 20:30,2721.33341,2721.740412,2722.103783,2723.33503,2732.441384,2733.792303,2733.882578,2735.790677,2735.962647
3/2/2022 20:45,2721.334576,2721.741579,2722.104949,2723.334446,2732.440801,2733.792879,2733.885494,2735.791263,2735.962064
3/2/2022 21:00,2721.33458,2721.738663,2722.103783,2723.33328,2732.439634,2733.791713,2733.882578,2735.790097,2735.964397
3/2/2022 21:15,2721.33458,2721.742162,2722.105532,2723.33503,2732.439634,2733.795212,2733.882578,2735.790097,2735.962647
3/2/2022 21:30,2721.33458,2721.742162,2722.103783,2723.336189,2732.440794,2733.793462,2733.884327,2735.790097,2735.964397
3/2/2022 21:45,2721.33458,2721.742162,2722.105532,2723.336189,2732.439634,2733.795212,2733.884327,2735.791846,2735.964397
3/2/2022 22:00,2721.33458,2721.743322,2722.106702,2723.337939,2732.440794,2733.795801,2733.886077,2735.791846,2735.962647
3/2/2022 22:15,2721.333997,2721.741579,2722.106699,2723.337356,2732.440211,2733.792879,2733.885494,2735.791263,2735.963813
3/2/2022 22:30,2721.33458,2721.741572,2722.105532,2723.336189,2732.439044,2733.794051,2733.884327,2735.790097,2735.964397
3/2/2022 22:45,2721.333413,2721.742155,2722.104366,2723.336773,2732.439628,2733.794635,2733.883161,2735.788931,2735.96323
3/2/2022 23:00,2721.33458,2721.742162,2722.105532,2723.337939,2732.440794,2733.796381,2733.886077,2735.791846,2735.964397
3/2/2022 23:15,2721.336912,2721.743905,2722.106115,2723.340272,2732.441377,2733.795794,2733.88782,2735.79068,2735.966729
3/2/2022 23:30,2721.335746,2721.744488,2722.108448,2723.339105,2732.440801,2733.796377,2733.887243,2735.790094,2735.967312
3/2/2022 23:45,2721.335746,2721.742738,2722.106699,2723.337356,2732.440211,2733.793468,2733.885494,2735.789514,2735.965563
3/3/2022 0:00,2721.33458,2721.741572,2722.105532,2723.336189,2732.439044,2733.794051,2733.884327,2735.788347,2735.964397
3/3/2022 0:15,2721.33458,2721.741572,2722.104952,2723.337939,2732.440794,2733.791712,2733.885487,2735.787178,2735.966146
3/3/2022 0:30,2721.33458,2721.741572,2722.103783,2723.337939,2732.439044,2733.793461,2733.885487,2735.785428,2735.964396
3/3/2022 0:45,2721.33458,2721.741572,2722.104952,2723.336189,2732.440794,2733.793461,2733.884327,2735.788347,2735.964396
3/3/2022 1:00,2721.33283,2721.741572,2722.104952,2723.336189,2732.440794,2733.793461,2733.885487,2735.787178,2735.964396
3/3/2022 1:15,2721.33458,2721.744491,2722.104952,2723.336189,2732.440794,2733.795211,2733.884327,2735.787178,2735.966146
3/3/2022 1:30,2721.336329,2721.741572,2722.104952,2723.336189,2732.440794,2733.795211,2733.885487,2735.788347,2735.964396
3/3/2022 1:45,2721.335939,2721.744101,2722.104562,2723.337549,2732.438655,2733.791911,2733.883938,2735.785038,2735.962257
3/3/2022 2:00,2721.335549,2721.742542,2722.105922,2723.337159,2732.440014,2733.793271,2733.884707,2735.786398,2735.965366
3/3/2022 2:15,2721.336329,2721.741572,2722.106702,2723.339109,2732.442543,2733.79521,2733.885487,2735.788347,2735.966146
3/3/2022 2:30,2721.336329,2721.746241,2722.106702,2723.339109,2732.442543,2733.79521,2733.887237,2735.787178,2735.966146
3/3/2022 2:45,2721.338079,2721.743322,2722.106702,2723.337939,2732.440794,2733.793461,2733.885487,2735.785428,2735.966146
3/3/2022 3:00,2721.335163,2721.745074,2722.107285,2723.338522,2732.439628,2733.794044,2733.88782,2735.786011,2735.96498
3/3/2022 3:15,2721.336912,2721.743905,2722.107865,2723.338522,2732.441377,2733.794044,2733.88666,2735.786011,2735.968479
3/3/2022 3:30,2721.338079,2721.743911,2722.107282,2723.337939,2732.442543,2733.7958,2733.886077,2735.786008,2735.967895
3/3/2022 3:45,2721.336719,2721.744301,2722.107672,2723.338329,2732.440024,2733.79619,2733.886467,2735.784648,2735.966536
3/3/2022 4:00,2721.339248,2721.745081,2722.106702,2723.339109,2732.442553,2733.79522,2733.887247,2735.785428,2735.967316
3/3/2022 4:15,2721.337499,2721.746241,2722.108451,2723.339109,2732.440804,2733.79522,2733.887247,2735.785428,2735.965566
3/3/2022 4:30,2721.337109,2721.744691,2722.106312,2723.338719,2732.442164,2733.797739,2733.886857,2735.783289,2735.965176
3/3/2022 4:45,2721.337302,2721.746044,2722.108255,2723.340661,2732.440607,2733.796183,2733.88705,2735.783482,2735.96362
3/3/2022 5:00,2721.339248,2721.745081,2722.108451,2723.339109,2732.442553,2733.798129,2733.887247,2735.785428,2735.967316
3/3/2022 5:15,2721.337496,2721.744498,2722.107868,2723.338525,2732.44197,2733.797546,2733.886663,2735.783095,2735.964983
3/3/2022 5:30,2721.336329,2721.741582,2722.106702,2723.337359,2732.440804,2733.79638,2733.885497,2735.780769,2735.963816
3/3/2022 5:45,2721.336912,2721.743915,2722.107285,2723.337942,2732.441387,2733.795213,2733.88608,2735.782512,2735.9644
3/3/2022 6:00,2721.337496,2721.746248,2722.107868,2723.338525,2732.44197,2733.795796,2733.884914,2735.781935,2735.964983
3/3/2022 6:15,2721.336329,2721.745081,2722.105542,2723.337359,2732.439634,2733.79638,2733.885497,2735.780769,2735.963816
3/3/2022 6:30,2721.337496,2721.746248,2722.107868,2723.340275,2732.44197,2733.795796,2733.886663,2735.781935,2735.964983
3/3/2022 6:45,2721.339828,2721.745081,2722.109041,2723.340858,2732.444303,2733.798129,2733.888996,2735.782519,2735.967316
3/3/2022 7:00,2721.339828,2721.745081,2722.110201,2723.340858,2732.444303,2733.798129,2733.888996,2735.782519,2735.967316
3/3/2022 7:15,2721.339828,2721.745081,2722.109041,2723.339698,2732.444303,2733.79638,2733.887247,2735.782519,2735.967315
3/3/2022 7:30,2721.339828,2721.745081,2722.109041,2723.339698,2732.444303,2733.798129,2733.887247,2735.782519,2735.965566
3/3/2022 7:45,2721.337496,2721.743328,2722.106708,2723.339115,2732.44255,2733.797546,2733.886663,2735.780186,2735.968482
3/3/2022 8:00,2721.337496,2721.742748,2722.107868,2723.338525,2732.440801,2733.795796,2733.886663,2735.778436,2735.964983
3/3/2022 8:15,2721.33419,2721.741192,2722.105152,2723.33581,2732.439244,2733.79424,2733.885107,2735.77863,2735.965176
3/3/2022 8:30,2721.33516,2721.742162,2722.104372,2723.336189,2732.439634,2733.79346,2733.886077,2735.779599,2735.964396
3/3/2022 8:45,2721.33516,2721.742162,2722.104372,2723.336189,2732.439634,2733.79346,2733.886077,2735.779599,2735.962647
3/3/2022 9:00,2721.335746,2721.741579,2722.104949,2723.335606,2732.440801,2733.794627,2733.885494,2735.779016,2735.962064
3/3/2022 9:15,2721.335356,2721.744098,2722.104559,2723.335216,2732.438661,2733.794237,2733.885104,2735.776877,2735.963423
3/3/2022 9:30,2721.334576,2721.739819,2722.10203,2723.334437,2732.439041,2733.791708,2733.882575,2735.775507,2735.960894
3/3/2022 9:45,2721.331077,2721.73807,2722.10028,2723.332687,2732.435542,2733.789958,2733.880825,2735.773757,2735.959144
3/3/2022 10:00,2721.328745,2721.737487,2722.099697,2723.330354,2732.433799,2733.789375,2733.880242,2735.770265,2735.958561
3/3/2022 10:15,2721.332244,2721.739236,2722.101447,2723.332104,2732.435549,2733.789375,2733.880242,2735.773764,2735.960311
3/3/2022 10:30,2721.332827,2721.73866,2722.10028,2723.332687,2732.436132,2733.791708,2733.880825,2735.772598,2735.960894
3/3/2022 10:45,2721.331661,2721.737493,2722.099114,2723.329771,2732.434965,2733.788792,2733.879659,2735.771431,2735.959727
3/3/2022 11:00,2721.330494,2721.736327,2722.098537,2723.332104,2732.435549,2733.788215,2733.880242,2735.772014,2735.958561
3/3/2022 11:15,2721.331077,2721.735161,2722.099121,2723.332687,2732.436132,2733.788799,2733.881985,2735.770848,2735.959144
3/3/2022 11:30,2721.329911,2721.737493,2722.099114,2723.331521,2732.434965,2733.787632,2733.880818,2735.769682,2735.959727
3/3/2022 11:45,2721.329325,2721.738076,2722.098537,2723.330354,2732.435549,2733.788215,2733.881402,2735.768515,2735.956812
3/3/2022 12:00,2721.331464,2721.735547,2722.100677,2723.332494,2732.435939,2733.786856,2733.882381,2735.770655,2735.958951
3/3/2022 12:15,2721.331661,2721.737493,2722.102033,2723.33328,2732.436715,2733.788802,2733.882578,2735.771431,2735.960897
3/3/2022 12:30,2721.330494,2721.736327,2722.099707,2723.332114,2732.435549,2733.787636,2733.881412,2735.768515,2735.957981
3/3/2022 12:45,2721.330301,2721.736134,2722.099514,2723.330751,2732.435355,2733.787442,2733.881218,2735.768902,2735.957788
3/3/2022 13:00,2721.329914,2721.736327,2722.099707,2723.330364,2732.433799,2733.787056,2733.881412,2735.768515,2735.959151
3/3/2022 13:15,2721.330301,2721.735554,2722.100094,2723.3325,2732.435935,2733.788022,2733.881798,2735.770651,2735.959537
3/3/2022 13:30,2721.331071,2721.735744,2722.099114,2723.330941,2732.434965,2733.788212,2733.881988,2735.767932,2735.958558
3/3/2022 13:45,2721.330294,2721.734967,2722.098337,2723.330744,2732.435939,2733.787436,2733.880042,2735.768905,2735.959531
3/3/2022 14:00,2721.329325,2721.737497,2722.097958,2723.331524,2732.434969,2733.787046,2733.879072,2735.767935,2735.956811
3/3/2022 14:15,2721.331074,2721.735157,2722.099707,2723.331524,2732.435549,2733.787046,2733.880822,2735.769685,2735.958561
3/3/2022 14:30,2721.331074,2721.735157,2722.099707,2723.332114,2732.435549,2733.787046,2733.880822,2735.770265,2735.958561
3/3/2022 14:45,2721.330881,2721.736713,2722.101263,2723.331921,2732.437105,2733.788602,2733.882378,2735.771821,2735.960117
3/3/2022 15:00,2721.332827,2721.73866,2722.10029,2723.332117,2732.436132,2733.788799,2733.881415,2735.773767,2735.960314
3/3/2022 15:15,2721.333417,2721.73866,2722.10029,2723.333867,2732.436132,2733.789389,2733.883164,2735.772018,2735.960314
3/3/2022 15:30,2721.33225,2721.737493,2722.100873,2723.3327,2732.436715,2733.789382,2733.883158,2735.772601,2735.960897
3/3/2022 15:45,2721.33322,2721.737303,2722.100094,2723.331921,2732.435935,2733.789192,2733.882968,2735.77357,2735.960117
3/3/2022 16:00,2721.334576,2721.740409,2722.103199,2723.333857,2732.437881,2733.790548,2733.884324,2735.774927,2735.961474
3/3/2022 16:15,2721.334576,2721.73866,2722.103779,2723.335606,2732.439631,2733.792298,2733.886074,2735.776676,2735.963223
3/3/2022 16:30,2721.333993,2721.738076,2722.103196,2723.333274,2732.437298,2733.789965,2733.883741,2735.774344,2735.96089
3/3/2022 16:45,2721.33341,2721.738073,2722.102613,2723.33444,2732.438464,2733.791132,2733.883158,2735.77434,2735.960307
3/3/2022 17:00,2721.331661,2721.738073,2722.100863,2723.33269,2732.436715,2733.789382,2733.881988,2735.772591,2735.958558
3/3/2022 17:15,2721.330884,2721.736127,2722.101836,2723.331914,2732.436518,2733.788606,2733.882961,2735.773564,2735.959531
3/3/2022 17:30,2721.331661,2721.736324,2722.102623,2723.33386,2732.436715,2733.790552,2733.884907,2735.77551,2735.959727
3/3/2022 17:45,2721.332244,2721.738656,2722.101457,2723.333274,2732.437298,2733.789965,2733.883741,2735.774344,2735.960311
3/3/2022 18:00,2721.33341,2721.738073,2722.102623,2723.33269,2732.436715,2733.791132,2733.884907,2735.77551,2735.959727
3/3/2022 18:15,2721.331661,2721.739823,2722.102623,2723.33269,2732.437295,2733.790552,2733.883158,2735.77551,2735.961477
3/3/2022 18:30,2721.33341,2721.736324,2722.100873,2723.33444,2732.438464,2733.790552,2733.883158,2735.77376,2735.959727
3/3/2022 18:45,2721.332634,2721.739046,2722.101846,2723.335413,2732.439437,2733.791525,2733.88588,2735.774733,2735.96245
3/3/2022 19:00,2721.33283,2721.739243,2722.102623,2723.33561,2732.440214,2733.791721,2733.886077,2735.77668,2735.960897
3/3/2022 19:15,2721.333996,2721.73866,2722.103209,2723.336776,2732.439631,2733.791138,2733.885494,2735.776096,2735.963813
3/3/2022 19:30,2721.335163,2721.739826,2722.104376,2723.336193,2732.439048,2733.792304,2733.88666,2735.777263,2735.964979
3/3/2022 19:45,2721.336332,2721.741575,2722.106125,2723.336193,2732.441967,2733.794054,2733.88841,2735.779012,2735.966729
3/3/2022 20:00,2721.335749,2721.739243,2722.104952,2723.33503,2732.439634,2733.791721,2733.886077,2735.778429,2735.960897
3/3/2022 20:15,2721.335749,2721.742162,2722.103792,2723.336779,2732.440804,2733.79522,2733.887247,2735.778429,2735.964396
3/3/2022 20:30,2721.335359,2721.738853,2722.103403,2723.33464,2732.439244,2733.793081,2733.885687,2735.77629,2735.962257
