Date_Time,P1A,Date_Time_P1B,P1B,P1C,P2A,P2B,P2C,P3A,P3B,P3C,P4A,P4B,P4C,P5A,P5B,P5C,P6A,P6B,P6C
7/29/2021 12:15,2721.560613,7/29/2021 12:10,2721.825604,2721.8413,2723.073407,2723.137653,2723.138546,2724.2436,2724.234207,2724.241348,2733.03883,2733.141973,2733.079954,2736.141424,2736.295885,2733.886304,2737.163879,2737.344999,2737.301152
7/29/2021 12:30,2721.558477,7/29/2021 12:15,2721.826577,2721.840913,2723.073021,2723.135517,2723.13466,2724.242044,2724.23266,2724.242121,2733.038444,2733.138677,2733.086565,2736.141037,2736.293749,2733.882998,2737.165242,2737.345202,2737.299016
7/29/2021 12:45,2721.560226,7/29/2021 12:20,2721.826967,2721.839164,2723.073021,2723.135517,2723.133501,2724.241465,2724.23382,2724.242711,2733.036694,2733.138677,2733.084816,2736.139288,2736.293749,2733.881839,2737.163492,2737.341703,2737.300766
7/29/2021 13:00,2721.554978,7/29/2021 12:25,2721.827357,2721.840913,2723.073021,2723.137267,2723.13525,2724.241465,2724.23441,2724.242711,2733.040193,2733.138677,2733.088314,2736.139868,2736.295499,2733.87834,2737.164652,2737.342283,2737.302515
7/29/2021 13:15,2721.553032,7/29/2021 12:30,2721.82619,2721.840717,2723.071075,2723.135321,2723.133304,2724.240098,2724.232464,2724.242514,2733.036498,2733.138481,2733.084619,2736.139671,2736.293553,2733.873475,2737.160957,2737.342087,2737.29882
7/29/2021 13:30,2721.553805,7/29/2021 12:35,2721.82619,2721.84208,2723.073597,2723.137843,2723.135827,2724.239122,2724.233237,2724.241538,2733.037271,2733.138084,2733.087141,2736.142194,2736.293156,2733.871329,2737.16173,2737.34169,2737.299593
7/29/2021 13:45,2721.556138,7/29/2021 12:40,2721.82619,2721.842663,2723.073011,2723.138426,2723.132911,2724.239705,2724.23382,2724.242121,2733.039603,2733.136918,2733.087725,2736.139868,2736.293739,2733.871912,2737.160563,2737.342273,2737.300176
7/29/2021 14:00,2721.541559,7/29/2021 12:45,2721.82794,2721.84208,2723.070678,2723.134344,2723.131158,2724.239122,2724.230318,2724.241538,2733.036101,2733.133416,2733.085392,2736.137535,2736.294906,2733.86783,2737.158231,2737.34169,2737.299593
7/29/2021 14:15,2721.541359,7/29/2021 12:50,2721.828523,2721.84072,2723.069319,2723.134734,2723.131548,2724.238352,2724.232457,2724.243677,2733.036491,2733.136725,2733.087531,2736.139675,2736.297045,2733.86822,2737.162119,2737.343829,2737.301732
7/29/2021 14:30,2721.543305,7/29/2021 12:55,2721.829106,2721.842666,2723.073014,2723.13668,2723.136413,2724.241458,2724.236153,2724.244453,2733.040187,2733.135752,2733.089477,2736.140451,2736.30074,2733.870166,2737.162316,2737.342277,2737.303678
7/29/2021 14:45,2721.537667,7/29/2021 13:00,2721.82794,2721.840527,2723.069125,2723.131042,2723.131355,2724.23641,2724.230515,2724.243484,2733.036298,2733.132453,2733.085589,2736.139481,2736.293943,2733.868616,2737.158427,2737.340727,2737.299789
7/29/2021 15:00,2721.533972,7/29/2021 13:05,2721.827357,2721.84033,2723.070678,2723.132595,2723.132908,2724.234464,2724.232067,2724.241538,2733.036101,2733.133416,2733.085392,2736.138115,2736.290247,2733.869579,2737.155902,2737.340531,2737.299593
7/29/2021 15:15,2721.532029,7/29/2021 13:10,2721.826773,2721.841886,2723.068736,2723.132402,2723.132714,2724.23602,2724.230125,2724.241924,2733.035908,2733.130313,2733.085199,2736.137922,2736.288884,2733.872885,2737.155708,2737.338588,2737.301149
7/29/2021 15:30,2721.535141,7/29/2021 13:15,2721.827743,2721.84208,2723.070098,2723.129686,2723.131158,2724.235633,2724.231488,2724.241538,2733.035522,2733.129927,2733.088311,2736.139285,2736.286748,2733.874838,2737.158821,2737.339951,2737.302512
7/29/2021 15:45,2721.54972,7/29/2021 13:20,2721.82813,2721.842663,2723.068932,2723.132018,2723.13466,2724.234467,2724.229152,2724.24387,2733.036105,2733.13051,2733.087145,2736.138698,2736.287332,2733.87833,2737.157654,2737.342283,2737.301345
7/29/2021 16:00,2721.543888,7/29/2021 13:25,2721.828516,2721.84033,2723.068349,2723.126187,2723.131158,2724.230965,2724.228569,2724.241538,2733.032612,2733.127008,2733.084812,2736.136366,2736.280331,2733.877747,2737.155322,2737.338781,2737.300762
7/29/2021 16:15,2721.544278,7/29/2021 13:30,2721.828516,2721.842469,2723.067579,2723.128326,2723.133297,2724.231355,2724.230128,2724.241928,2733.035911,2733.129147,2733.086951,2736.138505,2736.284219,2733.882225,2737.155712,2737.34092,2737.301152
7/29/2021 16:30,2721.545251,7/29/2021 13:35,2721.828709,2721.841693,2723.069712,2723.129299,2723.132521,2724.234077,2724.229931,2724.242901,2733.033975,2733.128371,2733.086755,2736.137729,2736.283443,2733.884947,2737.154935,2737.340144,2737.300376
7/29/2021 16:45,2721.53903,7/29/2021 13:40,2721.828903,2721.838971,2723.066989,2723.124827,2723.129799,2724.229605,2724.230128,2724.240178,2733.033002,2733.126228,2733.084032,2736.135596,2736.280721,2733.883974,2737.152213,2737.337422,2737.302902
7/29/2021 17:00,2721.53806,7/29/2021 13:45,2721.82793,2721.843249,2723.068359,2723.127357,2723.132328,2724.230385,2724.229738,2724.241538,2733.035531,2733.128757,2733.087731,2736.139285,2736.28325,2733.888833,2737.154742,2737.3417,2737.301932
7/29/2021 17:15,2721.535145,7/29/2021 13:50,2721.827347,2721.842083,2723.068942,2723.12619,2723.132911,2724.229219,2724.232071,2724.241541,2733.034365,2733.12934,2733.087145,2736.138708,2736.283833,2733.889416,2737.153576,2737.340534,2737.300766
7/29/2021 17:30,2721.540393,7/29/2021 13:55,2721.826763,2721.842083,2723.067193,2723.124441,2723.130002,2724.229219,2724.230321,2724.240371,2733.032616,2733.124682,2733.083646,2736.136959,2736.280924,2733.891745,2737.149497,2737.337615,2737.300766
7/29/2021 17:45,2721.541363,7/29/2021 14:00,2721.827347,2721.843053,2723.069912,2723.12716,2723.132721,2724.228439,2724.231291,2724.241341,2733.033585,2733.127401,2733.088114,2736.138508,2736.281893,2733.895054,2737.156295,2737.338585,2737.303485
7/29/2021 18:00,2721.541166,7/29/2021 14:05,2721.826763,2721.841686,2723.066216,2723.125214,2723.130775,2724.228822,2724.229345,2724.241145,2733.033389,2733.127204,2733.086168,2736.138312,2736.283446,2733.896607,2737.15202,2737.335479,2737.303288
7/29/2021 18:15,2721.546224,7/29/2021 14:10,2721.82618,2721.839747,2723.064277,2723.123275,2723.128836,2724.226303,2724.226246,2724.239205,2733.03145,2733.121766,2733.085978,2736.136372,2736.281507,2733.899326,2737.15008,2737.336449,2737.301349
7/29/2021 18:30,2721.536894,7/29/2021 14:15,2721.825987,2721.840333,2723.067193,2723.122692,2723.128252,2724.22572,2724.226822,2724.240371,2733.029697,2733.124682,2733.083646,2736.135789,2736.282083,2733.901082,2737.147748,2737.335865,2737.302515
7/29/2021 18:45,2721.543892,7/29/2021 14:20,2721.82696,2721.839164,2723.067193,2723.122692,2723.128252,2724.22572,2724.226822,2724.238622,2733.030866,2733.122933,2733.085395,2736.136959,2736.280924,2733.901662,2737.149497,2737.335865,2737.300766
7/29/2021 19:00,2721.54914,7/29/2021 14:25,2721.827933,2721.842083,2723.068352,2723.122102,2723.128252,2724.22455,2724.226822,2724.238622,2733.034365,2733.124682,2733.083646,2736.138708,2736.282673,2733.90691,2737.149497,2737.337615,2737.300766
7/29/2021 19:15,2721.545251,7/29/2021 14:30,2721.827933,2721.841693,2723.067962,2723.121712,2723.129612,2724.22416,2724.226433,2724.239982,2733.030477,2733.120793,2733.085005,2736.136569,2736.283443,2733.908849,2737.149107,2737.337225,2737.302125
7/29/2021 19:30,2721.541556,7/29/2021 14:35,2721.827543,2721.841496,2723.067766,2723.122105,2723.130575,2724.223384,2724.226236,2724.238036,2733.032029,2733.123506,2733.085978,2736.137532,2736.284416,2733.910992,2737.147161,2737.336449,2737.301929
7/29/2021 19:45,2721.53864,7/29/2021 14:40,2721.827153,2721.84208,2723.068349,2723.119189,2723.127659,2724.223967,2724.226819,2724.239788,2733.030863,2733.122339,2733.086562,2736.138115,2736.283829,2733.912735,2737.150074,2737.335282,2737.302512
7/29/2021 20:00,2721.539417,7/29/2021 14:45,2721.826374,2721.840527,2723.067376,2723.118216,2723.128436,2724.224744,2724.227016,2724.240565,2733.02989,2733.121366,2733.087338,2736.136562,2736.282277,2733.914681,2737.15085,2737.338978,2737.303288
7/29/2021 20:15,2721.541553,7/29/2021 14:50,2721.82579,2721.842663,2723.067763,2723.120352,2723.128822,2724.22513,2724.229152,2724.240951,2733.031436,2733.121173,2733.085975,2736.138698,2736.282663,2733.917986,2737.149487,2737.337615,2737.305424
7/29/2021 20:30,2721.535138,7/29/2021 14:55,2721.825207,2721.841496,2723.066596,2723.117437,2723.128826,2724.223964,2724.226236,2724.239785,2733.03027,2733.121756,2733.084809,2736.135783,2736.281497,2733.91565,2737.148321,2737.338198,2737.304258
7/29/2021 20:45,2721.535918,7/29/2021 15:00,2721.825597,2721.842276,2723.065627,2723.119966,2723.129605,2724.222414,2724.228185,2724.239985,2733.03105,2733.122536,2733.085589,2736.136562,2736.280527,2733.919349,2737.15085,2737.338388,2737.301539
