Date_Time,Pressure,Temperature,Barom,WC,WSE
2022-02-28 00:15:00,761.725,0.4,752.0413333333333,9.680359808019043,2723.0288035980802
2022-02-28 00:30:00,761.55,0.4,751.7693333333333,9.777326683656128,2723.029773266837
2022-02-28 00:45:00,761.55,0.4,751.692,9.854633608562636,2723.030546336086
2022-02-28 01:00:00,761.2,0.4,751.6336666666667,9.563066542643545,2723.027630665427
2022-02-28 01:15:00,761.2,0.4,751.517,9.679693369011206,2723.0287969336905
2022-02-28 01:30:00,761.2,0.4,751.614,9.582726493374121,2723.027827264934
2022-02-28 01:45:00,761.375,0.4,751.808,9.563732981651382,2723.0276373298166
2022-02-28 02:00:00,761.375,0.4,751.7693333333333,9.602386444104694,2723.0280238644414
2022-02-28 02:15:00,761.375,0.4,751.6336666666667,9.738006782194978,2723.0293800678223
2022-02-28 02:30:00,761.2,0.4,751.4586666666667,9.738006782195091,2723.0293800678223
2022-02-28 02:45:00,761.2,0.4,751.342,9.854633608562752,2723.030546336086
2022-02-28 03:00:00,761.2,0.4,751.342,9.854633608562752,2723.030546336086
2022-02-28 03:15:00,761.025,0.4,751.303,9.718680050968379,2723.0291868005097
2022-02-28 03:30:00,761.025,0.4,751.225,9.796653414882726,2723.029966534149
2022-02-28 03:45:00,760.85,0.407,751.1666666666666,9.68002658851518,2723.0288002658854
2022-02-28 04:00:00,760.617,0.4,750.9526666666667,9.661033076792329,2723.028610330768
2022-02-28 04:15:00,760.442,0.4,750.6413333333334,9.797319853890563,2723.029973198539
2022-02-28 04:30:00,760.442,0.4,750.4663333333333,9.972260093442111,2723.0317226009347
2022-02-28 04:45:00,760.267,0.4,750.583,9.680693027523018,2723.0288069302756
2022-02-28 05:00:00,760.442,0.4,750.6413333333334,9.797319853890563,2723.029973198539
2022-02-28 05:15:00,760.442,0.4,750.6996666666666,9.739006440706792,2723.0293900644074
2022-02-28 05:30:00,760.442,0.4,750.583,9.85563326707445,2723.030556332671
2022-02-28 05:45:00,760.442,0.4,750.583,9.85563326707445,2723.030556332671
2022-02-28 06:00:00,760.442,0.407,750.6803333333334,9.75833317193339,2723.0295833317196
2022-02-28 06:15:00,760.442,0.407,750.836,9.602719663608557,2723.0280271966362
2022-02-28 06:30:00,760.675,0.407,750.758,9.913613460754249,2723.031136134608
2022-02-28 06:45:00,760.675,0.407,750.758,9.913613460754249,2723.031136134608
2022-02-28 07:00:00,760.85,0.407,750.797,10.049567018348622,2723.032495670184
2022-02-28 07:15:00,760.792,0.4,750.836,9.952600142711535,2723.031526001427
2022-02-28 07:30:00,760.792,0.4,750.797,9.99158682466871,2723.031915868247
2022-02-28 07:45:00,760.85,0.407,750.875,9.971593654434274,2723.0317159365445
