Date_Time,Pressure,Temperature,Barom,WC,WSE
2022-02-28 00:15:00,753.908,0.817,752.0413333333333,1.8660292218824404,2721.489660292219
2022-02-28 00:30:00,753.908,0.803,751.7693333333333,2.137936337071072,2721.4923793633707
2022-02-28 00:45:00,753.558,0.797,751.692,1.8653627828746033,2721.489653627829
2022-02-28 01:00:00,753.325,0.797,751.6336666666667,1.6907557628270322,2721.487907557628
2022-02-28 01:15:00,753.558,0.79,751.517,2.0403030224260355,2721.4914030302243
2022-02-28 01:30:00,753.558,0.79,751.614,1.9433361467889507,2721.4904333614677
2022-02-28 01:45:00,753.558,0.79,751.808,1.7494023955147808,2721.4884940239554
2022-02-28 02:00:00,753.733,0.79,751.7693333333333,1.9629960975195253,2721.490629960975
2022-02-28 02:15:00,753.558,0.783,751.6336666666667,1.9236761960583761,2721.4902367619607
2022-02-28 02:30:00,753.15,0.777,751.4586666666667,1.6907557628270322,2721.487907557628
2022-02-28 02:45:00,753.15,0.777,751.342,1.807382589194692,2721.489073825892
2022-02-28 03:00:00,753.15,0.77,751.342,1.807382589194692,2721.489073825892
2022-02-28 03:15:00,752.975,0.763,751.303,1.6714290316004332,2721.487714290316
2022-02-28 03:30:00,752.8,0.763,751.225,1.5744621559632346,2721.4867446215594
2022-02-28 03:45:00,752.975,0.757,751.1666666666666,1.8077158086986675,2721.489077158087
2022-02-28 04:00:00,752.8,0.757,750.9526666666667,1.8467024906557277,2721.4894670249064
2022-02-28 04:15:00,752.625,0.757,750.6413333333334,1.982989267753962,2721.4908298926775
2022-02-28 04:30:00,752.45,0.757,750.4663333333333,1.9829892677540755,2721.4908298926775
2022-02-28 04:45:00,752.45,0.757,750.583,1.866362441386416,2721.489663624414
2022-02-28 05:00:00,752.45,0.757,750.6413333333334,1.8080490282025292,2721.489080490282
2022-02-28 05:15:00,752.625,0.757,750.6996666666666,1.924675854570189,2721.4902467585457
2022-02-28 05:30:00,752.625,0.757,750.583,2.0413026809378483,2721.4914130268094
2022-02-28 05:45:00,752.625,0.757,750.583,2.0413026809378483,2721.4914130268094
2022-02-28 06:00:00,752.45,0.75,750.6803333333334,1.7690623462453554,2721.4886906234624
2022-02-28 06:15:00,752.45,0.75,750.836,1.613448837920522,2721.487134488379
2022-02-28 06:30:00,752.625,0.75,750.758,1.8663624413863023,2721.489663624414
2022-02-28 06:45:00,752.625,0.75,750.758,1.8663624413863023,2721.489663624414
2022-02-28 07:00:00,752.625,0.75,750.797,1.8273757594291282,2721.489273757594
2022-02-28 07:15:00,752.8,0.743,750.836,1.9633293170233874,2721.49063329317
2022-02-28 07:30:00,752.8,0.743,750.797,2.002315998980561,2721.4910231599897
2022-02-28 07:45:00,752.625,0.743,750.875,1.7494023955147808,2721.4884940239554
2022-02-28 08:00:00,752.8,0.743,750.875,1.9243426350662134,2721.490243426351
2022-02-28 08:15:00,752.975,0.743,750.9916666666667,1.9826560482501,2721.4908265604827
2022-02-28 08:30:00,752.8,0.743,751.264,1.5354754740060608,2721.48635475474
2022-02-28 08:45:00,752.975,0.743,751.342,1.6324423496432594,2721.4873244234964
