Date_Time,tau_m
3/2/2023 10:15,7.915445283
3/2/2023 10:30,7.318852244
3/2/2023 10:45,6.46638642
3/2/2023 11:00,8.219448006
3/2/2023 11:15,7.318852244
3/2/2023 11:30,9.168602648
3/2/2023 11:45,7.617253113
3/2/2023 12:00,6.748314132
3/2/2023 12:15,8.848737649
3/2/2023 12:30,8.848737649
3/2/2023 12:45,8.848737649
3/2/2023 13:00,8.224735841
3/2/2023 13:15,10.17047984
3/2/2023 13:30,8.848737649
3/2/2023 13:45,8.848737649
3/2/2023 14:00,7.323863834
3/2/2023 14:15,8.224735841
3/2/2023 14:30,7.617253113
3/2/2023 14:45,8.224735841
3/2/2023 15:00,9.174163341
3/2/2023 15:15,8.224735841
3/2/2023 15:30,9.829121908
3/2/2023 15:45,9.829121908
3/2/2023 16:00,9.829121908
3/2/2023 16:15,6.748314132
3/2/2023 16:30,7.318852244
3/2/2023 16:45,7.612149723
3/2/2023 17:00,7.915445283
3/2/2023 17:15,7.915445283
3/2/2023 17:30,8.224735841
3/2/2023 17:45,8.848737649
3/2/2023 18:00,9.829121908
3/2/2023 18:15,10.17047984
3/2/2023 18:30,11.21365238
3/2/2023 18:45,11.93109919
3/2/2023 19:00,10.85715086
3/2/2023 19:15,11.93109919
3/2/2023 19:30,10.85715086
3/2/2023 19:45,11.93109919
3/2/2023 20:00,11.93109919
3/2/2023 20:15,13.051008
3/2/2023 20:30,11.20755585
3/2/2023 20:45,10.85715086
3/2/2023 21:00,11.93109919
3/2/2023 21:15,11.93109919
3/2/2023 21:30,11.93109919
3/2/2023 21:45,13.051008
3/2/2023 22:00,13.051008
3/2/2023 22:15,14.21704078
3/2/2023 22:30,10.85715086
3/2/2023 22:45,11.93109919
3/2/2023 23:00,14.21704078
3/2/2023 23:15,11.20755585
3/2/2023 23:30,12.29741312
3/2/2023 23:45,15.42736491
3/3/2023 0:00,15.0210489
3/3/2023 0:15,16.26186421
3/3/2023 0:30,15.0210489
3/3/2023 0:45,15.0210489
3/3/2023 1:00,13.82557441
3/3/2023 1:15,16.26186421
3/3/2023 1:30,16.26186421
3/3/2023 1:45,16.26186421
3/3/2023 2:00,16.26186421
3/3/2023 2:15,13.82557441
3/3/2023 2:30,16.26186421
3/3/2023 2:45,14.21704078
3/3/2023 3:00,15.0210489
3/3/2023 3:15,14.21704078
3/3/2023 3:30,15.0210489
3/3/2023 3:45,15.0210489
3/3/2023 4:00,14.21704078
3/3/2023 4:15,16.26186421
3/3/2023 4:30,15.0210489
3/3/2023 4:45,16.26186421
3/3/2023 5:00,16.26186421
3/3/2023 5:15,16.26186421
3/3/2023 5:30,15.0210489
3/3/2023 5:45,16.26186421
3/3/2023 6:00,15.0210489
3/3/2023 6:15,16.26186421
3/3/2023 6:30,16.26186421
3/3/2023 6:45,18.42965439
3/3/2023 7:00,18.42965439
3/3/2023 7:15,17.54612808
3/3/2023 7:30,18.42965439
3/3/2023 7:45,18.42965439
3/3/2023 8:00,17.54612808
3/3/2023 8:15,15.42736491
3/3/2023 8:30,16.68288004
3/3/2023 8:45,16.25464784
3/3/2023 9:00,15.42736491
3/3/2023 9:15,13.43906898
3/3/2023 9:30,15.42736491
3/3/2023 9:45,8.848737649
3/3/2023 10:00,9.829121908
3/3/2023 10:15,8.528729472
3/3/2023 10:30,10.50533009
3/3/2023 10:45,8.528729472
3/3/2023 11:00,10.50533009
3/3/2023 11:15,10.51124902
3/3/2023 11:30,10.50533009
3/3/2023 11:45,7.915445283
3/3/2023 12:00,6.47111822
3/3/2023 12:15,7.915445283
3/3/2023 12:30,8.528729472
3/3/2023 12:45,7.323863834
3/3/2023 13:00,7.323863834
3/3/2023 13:15,7.915445283
3/3/2023 13:30,7.915445283
3/3/2023 13:45,8.534108121
3/3/2023 14:00,7.030899448
3/3/2023 14:15,7.915445283
3/3/2023 14:30,10.16464956
3/3/2023 14:45,10.16464956
3/3/2023 15:00,7.915445283
3/3/2023 15:15,7.617253113
3/3/2023 15:30,7.617253113
3/3/2023 15:45,10.51124902
3/3/2023 16:00,9.498767551
3/3/2023 16:15,7.915445283
3/3/2023 16:30,6.195160776
3/3/2023 16:45,7.318852244
3/3/2023 17:00,8.848737649
3/3/2023 17:15,8.219448006
3/3/2023 17:30,8.848737649
3/3/2023 17:45,9.498767551
3/3/2023 18:00,9.498767551
3/3/2023 18:15,12.30377322
3/3/2023 18:30,9.498767551
3/3/2023 18:45,11.56983896
3/3/2023 19:00,11.21365238
3/3/2023 19:15,14.61344948
3/3/2023 19:30,12.29741312
3/3/2023 19:45,12.29741312
3/3/2023 20:00,11.20755585
3/3/2023 20:15,12.29741312
3/3/2023 20:30,11.20755585
3/3/2023 20:45,12.29741312
3/3/2023 21:00,11.20755585
3/3/2023 21:15,12.29741312
3/3/2023 21:30,13.051008
3/3/2023 21:45,12.29741312
3/3/2023 22:00,11.20755585
3/3/2023 22:15,10.51124902
3/3/2023 22:30,12.67520931
3/3/2023 22:45,10.85715086
3/3/2023 23:00,11.56983896
3/3/2023 23:15,14.61344948
3/3/2023 23:30,13.43244858
3/3/2023 23:45,13.43244858
3/4/2023 0:00,10.51124902
3/4/2023 0:15,11.56983896
3/4/2023 0:30,12.30377322
3/4/2023 0:45,12.67520931
3/4/2023 1:00,12.29741312
3/4/2023 1:15,14.61344948
3/4/2023 1:30,11.93109919
3/4/2023 1:45,12.66876254
3/4/2023 2:00,15.0140864
3/4/2023 2:15,14.61344948
3/4/2023 2:30,13.82557441
3/4/2023 2:45,13.82557441
3/4/2023 3:00,15.83857048
3/4/2023 3:15,15.83857048
3/4/2023 3:30,15.83857048
3/4/2023 3:45,14.61344948
3/4/2023 4:00,13.81886849
3/4/2023 4:15,15.83857048
3/4/2023 4:30,14.61344948
3/4/2023 4:45,13.43244858
3/4/2023 5:00,15.83857048
3/4/2023 5:15,15.0210489
3/4/2023 5:30,15.83857048
3/4/2023 5:45,14.61344948
3/4/2023 6:00,15.84570312
3/4/2023 6:15,15.84570312
3/4/2023 6:30,15.84570312
3/4/2023 6:45,15.84570312
3/4/2023 7:00,14.62032733
3/4/2023 7:15,15.84570312
3/4/2023 7:30,16.26186421
3/4/2023 7:45,13.82557441
3/4/2023 8:00,14.62032733
3/4/2023 8:15,13.82557441
3/4/2023 8:30,13.82557441
3/4/2023 8:45,13.051008
3/4/2023 9:00,15.0140864
3/4/2023 9:15,13.051008
3/4/2023 9:30,13.051008
3/4/2023 9:45,9.168602648
3/4/2023 10:00,6.748314132
3/4/2023 10:15,10.16464956
3/4/2023 10:30,10.16464956
3/4/2023 10:45,8.534108121
3/4/2023 11:00,10.16464956
3/4/2023 11:15,9.168602648
3/4/2023 11:30,7.617253113
3/4/2023 11:45,6.748314132
3/4/2023 12:00,6.748314132
3/4/2023 12:15,7.030899448
3/4/2023 12:30,7.915445283
3/4/2023 12:45,5.408421413
3/4/2023 13:00,7.030899448
3/4/2023 13:15,6.195160776
3/4/2023 13:30,9.168602648
3/4/2023 13:45,8.528729472
3/4/2023 14:00,8.848737649
3/4/2023 14:15,7.612149723
3/4/2023 14:30,8.528729472
3/4/2023 14:45,8.534108121
3/4/2023 15:00,8.219448006
3/4/2023 15:15,7.030899448
3/4/2023 15:30,8.219448006
3/4/2023 15:45,8.219448006
3/4/2023 16:00,8.534108121
3/4/2023 16:15,7.617253113
3/4/2023 16:30,7.617253113
3/4/2023 16:45,9.174163341
3/4/2023 17:00,8.534108121
3/4/2023 17:15,8.534108121
3/4/2023 17:30,7.617253113
3/4/2023 17:45,10.17047984
3/4/2023 18:00,9.174163341
3/4/2023 18:15,10.17047984
3/4/2023 18:30,11.21365238
3/4/2023 18:45,9.829121908
3/4/2023 19:00,11.93109919
3/4/2023 19:15,10.85715086
3/4/2023 19:30,11.21365238
3/4/2023 19:45,10.17047984
3/4/2023 20:00,11.93109919
3/4/2023 20:15,11.21365238
3/4/2023 20:30,10.17047984
3/4/2023 20:45,11.93109919
3/4/2023 21:00,11.93109919
3/4/2023 21:15,11.93109919
3/4/2023 21:30,10.85715086
3/4/2023 21:45,9.829121908
3/4/2023 22:00,10.16464956
3/4/2023 22:15,9.168602648
3/4/2023 22:30,10.16464956
3/4/2023 22:45,11.20755585
3/4/2023 23:00,10.16464956
3/4/2023 23:15,9.168602648
3/4/2023 23:30,9.829121908
3/4/2023 23:45,9.168602648
3/5/2023 0:00,10.16464956
3/5/2023 0:15,10.16464956
3/5/2023 0:30,11.20755585
3/5/2023 0:45,11.20755585
3/5/2023 1:00,10.16464956
3/5/2023 1:15,10.85715086
3/5/2023 1:30,11.93109919
3/5/2023 1:45,12.29741312
3/5/2023 2:00,10.16464956
3/5/2023 2:15,9.168602648
3/5/2023 2:30,12.29741312
3/5/2023 2:45,13.051008
3/5/2023 3:00,13.051008
3/5/2023 3:15,13.051008
3/5/2023 3:30,10.85715086
3/5/2023 3:45,12.66876254
3/5/2023 4:00,13.81886849
3/5/2023 4:15,13.051008
3/5/2023 4:30,13.051008
3/5/2023 4:45,13.81886849
3/5/2023 5:00,11.21365238
3/5/2023 5:15,11.21365238
3/5/2023 5:30,12.66876254
3/5/2023 5:45,13.81886849
3/5/2023 6:00,11.93109919
3/5/2023 6:15,10.85715086
3/5/2023 6:30,13.051008
3/5/2023 6:45,13.051008
3/5/2023 7:00,14.21704078
3/5/2023 7:15,13.051008
3/5/2023 7:30,13.82557441
3/5/2023 7:45,14.21704078
3/5/2023 8:00,11.93109919
3/5/2023 8:15,11.93109919
3/5/2023 8:30,11.20755585
3/5/2023 8:45,12.29741312
3/5/2023 9:00,11.93109919
3/5/2023 9:15,10.51124902
3/5/2023 9:30,10.51124902
3/5/2023 9:45,7.915445283
3/5/2023 10:00,7.915445283
3/5/2023 10:15,7.617253113
3/5/2023 10:30,8.528729472
3/5/2023 10:45,9.829121908
3/5/2023 11:00,7.612149723
3/5/2023 11:15,8.848737649
3/5/2023 11:30,8.528729472
3/5/2023 11:45,8.528729472
3/5/2023 12:00,7.030899448
3/5/2023 12:15,7.612149723
3/5/2023 12:30,7.030899448
3/5/2023 12:45,6.195160776
3/5/2023 13:00,7.915445283
3/5/2023 13:15,7.915445283
3/5/2023 13:30,9.498767551
3/5/2023 13:45,8.848737649
3/5/2023 14:00,8.848737649
3/5/2023 14:15,7.030899448
3/5/2023 14:30,7.030899448
3/5/2023 14:45,7.030899448
3/5/2023 15:00,9.174163341
3/5/2023 15:15,7.617253113
3/5/2023 15:30,7.030899448
3/5/2023 15:45,7.030899448
3/5/2023 16:00,9.174163341
3/5/2023 16:15,6.195160776
3/5/2023 16:30,7.617253113
3/5/2023 16:45,9.174163341
3/5/2023 17:00,8.534108121
3/5/2023 17:15,9.498767551
3/5/2023 17:30,8.534108121
3/5/2023 17:45,9.498767551
3/5/2023 18:00,7.617253113
3/5/2023 18:15,7.915445283
3/5/2023 18:30,9.493117483
3/5/2023 18:45,9.493117483
3/5/2023 19:00,9.493117483
3/5/2023 19:15,9.493117483
3/5/2023 19:30,9.493117483
3/5/2023 19:45,10.16464956
3/5/2023 20:00,11.20755585
3/5/2023 20:15,9.493117483
3/5/2023 20:30,11.20755585
3/5/2023 20:45,8.848737649
3/5/2023 21:00,8.534108121
3/5/2023 21:15,8.534108121
3/5/2023 21:30,10.51124902
3/5/2023 21:45,9.498767551
3/5/2023 22:00,8.848737649
3/5/2023 22:15,9.498767551
3/5/2023 22:30,9.498767551
3/5/2023 22:45,8.534108121
3/5/2023 23:00,9.498767551
3/5/2023 23:15,8.848737649
3/5/2023 23:30,10.51124902
3/5/2023 23:45,8.848737649
3/6/2023 0:00,7.915445283
3/6/2023 0:15,8.848737649
3/6/2023 0:30,9.829121908
3/6/2023 0:45,10.85715086
3/6/2023 1:00,9.829121908
3/6/2023 1:15,8.848737649
3/6/2023 1:30,10.51124902
3/6/2023 1:45,10.51124902
3/6/2023 2:00,9.498767551
3/6/2023 2:15,10.51124902
3/6/2023 2:30,10.51124902
3/6/2023 2:45,9.498767551
3/6/2023 3:00,10.51124902
3/6/2023 3:15,10.51124902
3/6/2023 3:30,9.498767551
3/6/2023 3:45,10.51124902
3/6/2023 4:00,11.56983896
3/6/2023 4:15,11.56983896
3/6/2023 4:30,9.498767551
3/6/2023 4:45,9.498767551
3/6/2023 5:00,10.51124902
3/6/2023 5:15,9.498767551
3/6/2023 5:30,8.848737649
3/6/2023 5:45,10.51124902
3/6/2023 6:00,10.51124902
3/6/2023 6:15,10.85715086
3/6/2023 6:30,8.848737649
3/6/2023 6:45,10.50533009
3/6/2023 7:00,10.50533009
3/6/2023 7:15,9.829121908
3/6/2023 7:30,9.829121908
3/6/2023 7:45,10.51124902
3/6/2023 8:00,9.498767551
3/6/2023 8:15,7.915445283
3/6/2023 8:30,8.219448006
3/6/2023 8:45,9.168602648
3/6/2023 9:00,7.318852244
3/6/2023 9:15,8.219448006
3/6/2023 9:30,8.848737649
3/6/2023 9:45,7.323863834
3/6/2023 10:00,6.47111822
3/6/2023 10:15,6.748314132
3/6/2023 10:30,10.17047984
3/6/2023 10:45,6.748314132
3/6/2023 11:00,8.534108121
3/6/2023 11:15,5.928897994
3/6/2023 11:30,6.748314132
3/6/2023 11:45,8.224735841
3/6/2023 12:00,6.748314132
3/6/2023 12:15,6.47111822
3/6/2023 12:30,6.47111822
3/6/2023 12:45,5.408421413
3/6/2023 13:00,6.748314132
3/6/2023 13:15,8.224735841
3/6/2023 13:30,7.318852244
3/6/2023 13:45,7.318852244
3/6/2023 14:00,7.318852244
3/6/2023 14:15,7.318852244
3/6/2023 14:30,7.915445283
3/6/2023 14:45,7.915445283
3/6/2023 15:00,7.318852244
3/6/2023 15:15,9.168602648
3/6/2023 15:30,8.219448006
3/6/2023 15:45,6.46638642
3/6/2023 16:00,8.219448006
3/6/2023 16:15,8.219448006
3/6/2023 16:30,8.219448006
3/6/2023 16:45,7.318852244
3/6/2023 17:00,8.219448006
3/6/2023 17:15,8.219448006
3/6/2023 17:30,5.663646486
3/6/2023 17:45,8.219448006
3/6/2023 18:00,8.848737649
3/6/2023 18:15,9.168602648
3/6/2023 18:30,8.219448006
3/6/2023 18:45,8.219448006
3/6/2023 19:00,9.168602648
3/6/2023 19:15,9.829121908
3/6/2023 19:30,8.848737649
3/6/2023 19:45,8.848737649
3/6/2023 20:00,9.829121908
3/6/2023 20:15,10.85715086
3/6/2023 20:30,9.829121908
3/6/2023 20:45,8.848737649
3/6/2023 21:00,8.848737649
3/6/2023 21:15,8.848737649
3/6/2023 21:30,10.85715086
3/6/2023 21:45,9.829121908
3/6/2023 22:00,9.829121908
3/6/2023 22:15,9.829121908
3/6/2023 22:30,8.848737649
3/6/2023 22:45,10.85715086
3/6/2023 23:00,8.224735841
3/6/2023 23:15,7.915445283
3/6/2023 23:30,9.829121908
3/6/2023 23:45,10.51124902
3/7/2023 0:00,9.829121908
3/7/2023 0:15,8.848737649
3/7/2023 0:30,10.85715086
3/7/2023 0:45,12.67520931
3/7/2023 1:00,9.829121908
3/7/2023 1:15,9.829121908
3/7/2023 1:30,10.85715086
3/7/2023 1:45,9.829121908
3/7/2023 2:00,9.498767551
3/7/2023 2:15,10.51124902
3/7/2023 2:30,9.498767551
3/7/2023 2:45,10.85715086
3/7/2023 3:00,8.848737649
3/7/2023 3:15,8.848737649
3/7/2023 3:30,8.219448006
3/7/2023 3:45,10.51124902
3/7/2023 4:00,9.498767551
3/7/2023 4:15,8.848737649
3/7/2023 4:30,7.915445283
3/7/2023 4:45,7.323863834
3/7/2023 5:00,9.493117483
3/7/2023 5:15,8.848737649
3/7/2023 5:30,7.915445283
3/7/2023 5:45,7.030899448
3/7/2023 6:00,8.848737649
3/7/2023 6:15,8.848737649
3/7/2023 6:30,8.848737649
3/7/2023 6:45,8.848737649
3/7/2023 7:00,9.498767551
3/7/2023 7:15,9.829121908
3/7/2023 7:30,8.848737649
3/7/2023 7:45,9.829121908
3/7/2023 8:00,9.829121908
3/7/2023 8:15,7.915445283
3/7/2023 8:30,9.168602648
3/7/2023 8:45,8.219448006
3/7/2023 9:00,9.829121908
3/7/2023 9:15,9.174163341
3/7/2023 9:30,8.848737649
3/7/2023 9:45,8.224735841
3/7/2023 10:00,8.224735841
3/7/2023 10:15,7.323863834
3/7/2023 10:30,7.323863834
3/7/2023 10:45,7.323863834
3/7/2023 11:00,9.174163341
3/7/2023 11:15,6.748314132
3/7/2023 11:30,6.748314132
3/7/2023 11:45,8.534108121
3/7/2023 12:00,8.224735841
3/7/2023 12:15,7.323863834
3/7/2023 12:30,8.224735841
3/7/2023 12:45,7.323863834
3/7/2023 13:00,7.323863834
3/7/2023 13:15,7.617253113
3/7/2023 13:30,6.748314132
3/7/2023 13:45,7.617253113
3/7/2023 14:00,7.318852244
3/7/2023 14:15,7.318852244
3/7/2023 14:30,8.219448006
3/7/2023 14:45,8.219448006
3/7/2023 15:00,6.46638642
3/7/2023 15:15,7.318852244
3/7/2023 15:30,8.848737649
3/7/2023 15:45,7.323863834
3/7/2023 16:00,7.030899448
3/7/2023 16:15,8.848737649
3/7/2023 16:30,6.47111822
3/7/2023 16:45,6.748314132
3/7/2023 17:00,8.219448006
3/7/2023 17:15,8.848737649
3/7/2023 17:30,9.829121908
3/7/2023 17:45,7.030899448
3/7/2023 18:00,7.915445283
3/7/2023 18:15,8.848737649
3/7/2023 18:30,7.318852244
3/7/2023 18:45,9.498767551
3/7/2023 19:00,8.848737649
3/7/2023 19:15,8.219448006
3/7/2023 19:30,8.848737649
3/7/2023 19:45,8.848737649
3/7/2023 20:00,8.848737649
3/7/2023 20:15,8.224735841
3/7/2023 20:30,7.323863834
3/7/2023 20:45,7.323863834
3/7/2023 21:00,8.848737649
3/7/2023 21:15,10.17047984
3/7/2023 21:30,9.829121908
3/7/2023 21:45,9.174163341
3/7/2023 22:00,8.848737649
3/7/2023 22:15,9.174163341
3/7/2023 22:30,10.17047984
3/7/2023 22:45,10.17047984
3/7/2023 23:00,10.85715086
3/7/2023 23:15,9.829121908
3/7/2023 23:30,10.85715086
3/7/2023 23:45,8.848737649
3/8/2023 0:00,10.85715086
3/8/2023 0:15,10.17047984
3/8/2023 0:30,9.174163341
3/8/2023 0:45,9.174163341
3/8/2023 1:00,10.17047984
3/8/2023 1:15,9.829121908
3/8/2023 1:30,9.174163341
3/8/2023 1:45,11.56365498
3/8/2023 2:00,10.85715086
3/8/2023 2:15,8.224735841
3/8/2023 2:30,9.829121908
3/8/2023 2:45,9.829121908
3/8/2023 3:00,10.85715086
3/8/2023 3:15,11.93109919
3/8/2023 3:30,9.829121908
3/8/2023 3:45,11.56983896
3/8/2023 4:00,13.051008
3/8/2023 4:15,9.829121908
3/8/2023 4:30,9.829121908
3/8/2023 4:45,10.85715086
3/8/2023 5:00,10.85715086
3/8/2023 5:15,10.85715086
3/8/2023 5:30,11.93109919
3/8/2023 5:45,10.85715086
3/8/2023 6:00,9.829121908
3/8/2023 6:15,12.67520931
3/8/2023 6:30,10.85715086
3/8/2023 6:45,10.85715086
3/8/2023 7:00,11.56983896
3/8/2023 7:15,11.56983896
3/8/2023 7:30,13.82557441
3/8/2023 7:45,11.56983896
3/8/2023 8:00,10.85715086
3/8/2023 8:15,11.93109919
3/8/2023 8:30,9.174163341
3/8/2023 8:45,9.829121908
3/8/2023 9:00,8.848737649
3/8/2023 9:15,9.829121908
3/8/2023 9:30,9.168602648
3/8/2023 9:45,9.168602648
3/8/2023 10:00,8.528729472
3/8/2023 10:15,7.612149723
3/8/2023 10:30,8.528729472
3/8/2023 10:45,6.743488909
3/8/2023 11:00,7.612149723
3/8/2023 11:15,8.219448006
3/8/2023 11:30,8.219448006
3/8/2023 11:45,8.219448006
3/8/2023 12:00,6.748314132
3/8/2023 12:15,7.617253113
3/8/2023 12:30,5.158704411
3/8/2023 12:45,7.323863834
3/8/2023 13:00,8.224735841
3/8/2023 13:15,8.224735841
3/8/2023 13:30,7.318852244
3/8/2023 13:45,8.848737649
3/8/2023 14:00,7.318852244
3/8/2023 14:15,7.318852244
3/8/2023 14:30,8.224735841
3/8/2023 14:45,8.224735841
3/8/2023 15:00,9.174163341
3/8/2023 15:15,8.224735841
3/8/2023 15:30,8.224735841
3/8/2023 15:45,8.848737649
3/8/2023 16:00,8.848737649
3/8/2023 16:15,7.915445283
3/8/2023 16:30,9.498767551
3/8/2023 16:45,8.848737649
3/8/2023 17:00,8.848737649
3/8/2023 17:15,9.498767551
3/8/2023 17:30,10.51124902
3/8/2023 17:45,10.85715086
3/8/2023 18:00,9.498767551
3/8/2023 18:15,9.829121908
3/8/2023 18:30,8.848737649
3/8/2023 18:45,11.56983896
3/8/2023 19:00,11.56983896
3/8/2023 19:15,10.51124902
3/8/2023 19:30,10.51124902
3/8/2023 19:45,11.56983896
3/8/2023 20:00,11.56983896
3/8/2023 20:15,9.829121908
3/8/2023 20:30,10.85715086
3/8/2023 20:45,10.50533009
3/8/2023 21:00,12.66876254
3/8/2023 21:15,10.50533009
3/8/2023 21:30,10.50533009
3/8/2023 21:45,8.848737649
3/8/2023 22:00,9.829121908
3/8/2023 22:15,9.829121908
3/8/2023 22:30,9.493117483
3/8/2023 22:45,10.50533009
3/8/2023 23:00,9.829121908
3/8/2023 23:15,11.56365498
3/8/2023 23:30,9.493117483
3/8/2023 23:45,10.50533009
3/9/2023 0:00,9.493117483
3/9/2023 0:15,11.56365498
3/9/2023 0:30,10.50533009
3/9/2023 0:45,10.50533009
3/9/2023 1:00,10.85715086
3/9/2023 1:15,11.56365498
3/9/2023 1:30,10.85715086
3/9/2023 1:45,10.85715086
3/9/2023 2:00,9.829121908
3/9/2023 2:15,9.829121908
3/9/2023 2:30,12.67520931
3/9/2023 2:45,11.56983896
3/9/2023 3:00,11.56983896
3/9/2023 3:15,13.43244858
3/9/2023 3:30,11.56365498
3/9/2023 3:45,11.56365498
3/9/2023 4:00,11.56365498
3/9/2023 4:15,10.50533009
3/9/2023 4:30,11.56365498
3/9/2023 4:45,11.56365498
3/9/2023 5:00,11.56365498
3/9/2023 5:15,10.50533009
3/9/2023 5:30,11.56365498
3/9/2023 5:45,10.50533009
3/9/2023 6:00,10.85715086
3/9/2023 6:15,11.56983896
3/9/2023 6:30,11.56983896
3/9/2023 6:45,10.51124902
3/9/2023 7:00,11.56983896
3/9/2023 7:15,11.56983896
3/9/2023 7:30,11.56983896
3/9/2023 7:45,11.56983896
3/9/2023 8:00,10.85715086
3/9/2023 8:15,11.56983896
3/9/2023 8:30,10.51124902
3/9/2023 8:45,9.829121908
3/9/2023 9:00,10.17047984
3/9/2023 9:15,10.17047984
3/9/2023 9:30,10.85715086
3/9/2023 9:45,6.748314132
3/9/2023 10:00,8.219448006
3/9/2023 10:15,7.612149723
3/9/2023 10:30,10.16464956
3/9/2023 10:45,8.528729472
3/9/2023 11:00,7.617253113
3/9/2023 11:15,10.16464956
3/9/2023 11:30,9.168602648
3/9/2023 11:45,6.748314132
3/9/2023 12:00,7.617253113
3/9/2023 12:15,7.617253113
3/9/2023 12:30,6.748314132
3/9/2023 12:45,6.748314132
3/9/2023 13:00,7.617253113
3/9/2023 13:15,7.617253113
3/9/2023 13:30,7.617253113
