sample,T1-A,T1-B,T1-C,T1-D,T2-A,T2-B,T3-C,T3-D,T5-A,T5-B,T5-C,T5-D,T6-B,T6-C,T6-D,T7-A,T7-B,T7-C,T7-D,T8-A,T8-C,T8-D
Clay,0.032373615,0.033052277,0.040281908,0.041335353,0.038846281,0.041997802,0.06644858,0.04338011,0.051220489,0.048599319,0.069994318,0.092011763,0.053831232,0.048810574,0.049071065,0.04862055,0.036150767,0.067727575,0.050080986,0.110048622,0.056459777,0.042835481
Silt,0.221343605,0.226082068,0.311392733,0.296289284,0.254834944,0.301156555,0.55326109,0.290909093,0.364945978,0.344793436,0.547168025,0.636976231,0.351115422,0.307136564,0.322835958,0.34082367,0.226866591,0.56929052,0.358276644,0.676012966,0.390545908,0.258244882
FineSand,0.696404434,0.673130971,0.638885297,0.653414114,0.68747916,0.641080314,0.360866898,0.625381331,0.577831133,0.572085456,0.382269369,0.271012007,0.594277402,0.61982379,0.589435974,0.587684926,0.652870493,0.357866818,0.583155167,0.213938411,0.545751889,0.583870355
CoarseSand,0.049878345,0.067734683,0.009440062,0.008961252,0.018839613,0.015765328,0.019423431,0.04032947,0.006002401,0.034521789,0.00056826,0,0.000775952,0.024229075,0.038657002,0.022870852,0.084112148,0.00511509,0.008487204,0,0.007242426,0.11504928
