Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2023-03-21 12:00:00,,,,,,
2023-03-21 12:15:00,,,,,,
2023-03-21 12:30:00,,,,,,
2023-03-21 12:45:00,,-2.717209115168922e-07,1.2533544460308969e-06,-2.94425135440312e-06,-3.863532358378869e-06,-3.08275894553784e-06
2023-03-21 13:00:00,,-2.1310376660451434e-07,1.358878056860442e-06,-2.872075763038769e-06,-3.823803402007722e-06,-3.0641467789441627e-06
2023-03-21 13:15:00,,-1.4799551782490566e-07,1.4621976272656062e-06,-2.793623193280436e-06,-3.782824462955735e-06,-3.040392013770243e-06
2023-03-21 13:30:00,,-7.710158441158789e-08,1.5636916352939524e-06,-2.712959642528571e-06,-3.7389080905965202e-06,-3.0142778740172673e-06
2023-03-21 13:45:00,,6.638884035521645e-10,1.663461090833571e-06,-2.6277456482409875e-06,-3.6919258201250414e-06,-2.9861454579148563e-06
2023-03-21 14:00:00,,8.63684486838813e-08,1.7623179635959399e-06,-2.537797217857581e-06,-3.6435567621481187e-06,-2.9559709803809284e-06
2023-03-21 14:15:00,,1.8030939582656197e-07,1.8601674478353472e-06,-2.442988379550835e-06,-3.592068491892667e-06,-2.9236738741303465e-06
2023-03-21 14:30:00,,2.80933200938243e-07,1.957475927186618e-06,-2.341279822195045e-06,-3.5355056292711635e-06,-2.889670238776588e-06
2023-03-21 14:45:00,,3.8912388195679256e-07,2.0540647238343063e-06,-2.2369938120089857e-06,-3.475586723205594e-06,-2.8538530012912324e-06
2023-03-21 15:00:00,,5.03537873687095e-07,2.1508214044257195e-06,-2.1259072892145576e-06,-3.4123975245278625e-06,-2.816459632056466e-06
2023-03-21 15:15:00,,6.231402537480356e-07,2.247917448172985e-06,-2.010429679001788e-06,-3.3460547790246444e-06,-2.777663370473728e-06
2023-03-21 15:30:00,,7.464568522556728e-07,2.344261243843092e-06,-1.8927755827701171e-06,-3.276707472628448e-06,-2.7376589135310282e-06
2023-03-21 15:45:00,,8.720338812722621e-07,2.4409292457339226e-06,-1.7711542097927467e-06,-3.2045595317930876e-06,-2.696681661334129e-06
2023-03-21 16:00:00,,9.973859871886815e-07,2.53758976125631e-06,-1.644201788869894e-06,-3.1298300115166365e-06,-2.6549791526287498e-06
2023-03-21 16:15:00,,1.1208866843029582e-06,2.6325705647914146e-06,-1.5141494839132128e-06,-3.052659376757358e-06,-2.612728282589458e-06
2023-03-21 16:30:00,,1.2415290993026604e-06,2.728389694336247e-06,-1.382717933900106e-06,-2.9731643557680354e-06,-2.5700807316172395e-06
2023-03-21 16:45:00,,1.3585284789007621e-06,2.8222388595672007e-06,-1.2484746106850502e-06,-2.891496792170787e-06,-2.527204650411237e-06
2023-03-21 17:00:00,,1.4711307413025805e-06,2.913785002594449e-06,-1.1117476651373812e-06,-2.8078180721921638e-06,-2.4837126010329482e-06
2023-03-21 17:15:00,,1.5782095664477591e-06,3.005625033520354e-06,-9.728725570343818e-07,-2.7222774980913827e-06,-2.4402339819496924e-06
2023-03-21 17:30:00,,1.6791793821721674e-06,3.094526210639687e-06,-8.321914250644997e-07,-2.635015623474178e-06,-2.3975758669542576e-06
2023-03-21 17:45:00,,1.773216901535419e-06,3.181639162561041e-06,-6.90027297695056e-07,-2.546139681619956e-06,-2.3552812070743376e-06
2023-03-21 18:00:00,,1.8598055835570298e-06,3.26509022598074e-06,-5.470039999514958e-07,-2.4558212538541817e-06,-2.312771640553719e-06
