Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
1679227200.0,,,,,,
1679228100.0,,,,,,
1679229000.0,,,,,,
1679229900.0,,,,,,
1679230800.0,3.43,3.84,2.31,2.87,2.87,4.76
1679231700.0,3.62,3.93,2.31,2.87,2.87,4.78
1679232600.0,3.81,4.02,2.37,2.87,2.87,4.78
1679233500.0,4.0,4.11,2.31,2.87,2.87,4.8
1679234400.0,4.12,4.19,2.37,2.81,2.87,4.8
1679235300.0,4.25,4.27,2.31,2.87,2.87,4.8
1679236200.0,4.37,4.35,2.37,2.87,2.87,4.81
1679237100.0,4.37,4.42,2.37,2.81,2.87,4.8
1679238000.0,4.43,4.48,2.37,2.87,2.87,4.8
1679238900.0,4.43,4.55,2.37,2.87,2.87,4.8
1679239800.0,4.43,4.6,2.37,2.81,2.87,4.8
1679240700.0,4.37,4.67,2.37,2.87,2.87,4.81
1679241600.0,4.31,4.72,2.43,2.81,2.87,4.81
1679242500.0,4.25,4.78,2.43,2.81,2.87,4.8
1679243400.0,4.12,4.81,2.43,2.81,2.87,4.8
1679244300.0,4.0,4.87,2.43,2.81,2.87,4.81
1679245200.0,3.87,4.91,2.5,2.81,2.87,4.8
1679246100.0,3.75,4.94,2.5,2.81,2.81,4.8
1679247000.0,3.56,4.98,2.5,2.81,2.87,4.8
1679247900.0,3.43,5.0,2.56,2.81,2.87,4.8
1679248800.0,3.31,5.02,2.56,2.81,2.87,4.8
1679249700.0,3.12,5.03,2.56,2.81,2.87,4.8
1679250600.0,3.06,5.03,2.62,2.81,2.87,4.8
1679251500.0,2.93,5.04,2.62,2.87,2.87,4.8
1679252400.0,2.81,5.03,2.62,2.81,2.81,4.8
1679253300.0,2.68,5.02,2.62,2.81,2.81,4.8
1679254200.0,2.62,5.01,2.68,2.87,2.81,4.8
1679255100.0,2.5,5.0,2.68,2.87,2.81,4.8
1679256000.0,2.43,4.98,2.68,2.87,2.81,4.8
1679256900.0,2.37,4.94,2.75,2.81,2.87,4.8
1679257800.0,2.31,4.92,2.68,2.87,2.81,4.78
1679258700.0,2.25,4.89,2.75,2.87,2.81,4.78
1679259600.0,2.18,4.87,2.75,2.87,2.87,4.78
1679260500.0,2.18,4.83,2.75,2.87,2.81,4.78
1679261400.0,2.12,4.8,2.75,2.87,2.87,4.78
1679262300.0,2.12,4.78,2.81,2.87,2.81,4.78
1679263200.0,2.06,4.76,2.75,2.93,2.87,4.78
1679264100.0,2.06,4.72,2.75,2.87,2.81,4.78
1679265000.0,2.0,4.7,2.81,2.87,2.81,4.78
1679265900.0,2.0,4.67,2.81,2.87,2.81,4.78
1679266800.0,2.0,4.65,2.81,2.93,2.81,4.78
1679267700.0,1.93,4.64,2.81,2.93,2.87,4.78
1679268600.0,1.93,4.6,2.81,2.93,2.87,4.78
1679269500.0,1.93,4.58,2.81,2.93,2.81,4.78
1679270400.0,1.93,4.56,2.75,2.93,2.87,4.78
1679271300.0,1.93,4.55,2.81,2.93,2.87,4.78
1679272200.0,1.93,4.53,2.81,2.93,2.81,4.78
1679273100.0,1.87,4.52,2.81,2.93,2.87,4.78
1679274000.0,1.87,4.5,2.75,2.93,2.87,4.78
1679274900.0,1.87,4.48,2.81,2.93,2.87,4.78
1679275800.0,1.81,4.47,2.81,2.93,2.87,4.78
1679276700.0,1.81,4.45,2.75,2.93,2.87,4.78
1679277600.0,1.75,4.44,2.75,2.93,2.87,4.78
1679278500.0,1.68,4.43,2.75,3.0,2.87,4.78
1679279400.0,1.68,4.41,2.75,2.93,2.87,4.78
1679280300.0,1.62,4.39,2.75,3.0,2.87,4.78
1679281200.0,1.62,4.37,2.75,2.93,2.87,4.78
1679282100.0,1.56,4.36,2.75,3.0,2.87,4.78
1679283000.0,1.56,4.35,2.75,2.93,2.87,4.78
1679283900.0,1.56,4.33,2.75,2.93,2.87,4.78
1679284800.0,1.5,4.32,2.75,3.0,2.87,4.78
1679285700.0,1.43,4.3,2.75,2.93,2.87,4.78
1679286600.0,1.43,4.28,2.75,2.93,2.87,4.78
1679287500.0,1.31,4.25,2.75,2.93,2.87,4.78
1679288400.0,1.25,4.24,2.68,2.93,2.87,4.78
1679289300.0,1.18,4.22,2.68,3.0,2.87,4.78
1679290200.0,1.06,4.2,2.75,2.93,2.87,4.78
1679291100.0,1.0,4.17,2.68,2.93,2.87,4.78
1679292000.0,0.93,4.15,2.68,2.93,2.87,4.78
1679292900.0,0.87,4.13,2.68,2.93,2.87,4.78
1679293800.0,0.87,4.1,2.68,2.93,2.87,4.78
1679294700.0,0.81,4.08,2.68,2.93,2.87,4.78
1679295600.0,0.81,4.05,2.68,2.93,2.87,4.78
1679296500.0,0.87,4.02,2.68,2.93,2.87,4.78
1679297400.0,0.93,4.0,2.68,2.93,2.87,4.78
1679298300.0,1.0,3.98,2.62,2.93,2.87,4.78
1679299200.0,0.93,3.95,2.62,2.93,2.87,4.78
1679300100.0,0.93,3.93,2.62,2.93,2.87,4.78
1679301000.0,0.93,3.92,2.62,2.93,2.87,4.78
1679301900.0,1.0,3.91,2.62,2.93,2.87,4.78
1679302800.0,1.0,3.89,2.62,3.0,2.87,4.78
1679303700.0,1.0,3.88,2.56,2.93,2.87,4.78
1679304600.0,1.0,3.87,2.56,2.93,2.87,4.78
1679305500.0,1.06,3.86,2.56,2.93,2.87,4.78
1679306400.0,1.12,3.84,2.56,2.93,2.87,4.78
1679307300.0,1.31,3.84,2.56,2.93,2.87,4.8
1679308200.0,1.56,3.83,2.56,2.93,2.87,4.8
1679309100.0,1.75,3.82,2.56,2.93,2.87,4.78
1679310000.0,1.87,3.82,2.56,2.93,2.87,4.78
1679310900.0,2.06,3.83,2.5,2.93,2.87,4.8
1679311800.0,2.25,3.84,2.5,2.93,2.87,4.78
1679312700.0,2.37,3.87,2.5,2.93,2.87,4.8
1679313600.0,2.5,3.9,2.5,2.93,2.87,4.8
1679314500.0,2.56,3.93,2.5,2.93,2.87,4.8
1679315400.0,2.68,3.96,2.5,2.87,2.87,4.8
1679316300.0,2.62,4.0,2.5,2.93,2.87,4.8
1679317200.0,2.68,4.04,2.5,2.93,2.87,4.8
1679318100.0,2.75,4.08,2.5,2.87,2.87,4.8
1679319000.0,2.81,4.11,2.43,2.93,2.87,4.8
1679319900.0,2.81,4.15,2.43,2.93,2.87,4.8
1679320800.0,2.81,4.19,2.5,2.87,2.87,4.8
1679321700.0,2.87,4.22,2.5,2.87,2.87,4.8
1679322600.0,2.93,4.25,2.5,2.87,2.87,4.8
