Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O]
3/1/2022 12:15,764.817,752.158,12.659
3/1/2022 12:30,764.642,751.983,12.659
3/1/2022 12:45,764.35,751.692,12.658
3/1/2022 13:00,764.35,751.517,12.833
3/1/2022 13:15,764.175,751.342,12.833
3/1/2022 13:30,763.825,751.342,12.483
3/1/2022 13:45,764,751.225,12.775
3/1/2022 14:00,763.825,751.225,12.6
3/1/2022 14:15,763.65,750.875,12.775
3/1/2022 14:30,763.65,750.875,12.775
3/1/2022 14:45,763.65,750.758,12.892
3/1/2022 15:00,763.533,750.583,12.95
3/1/2022 15:15,763.358,750.583,12.775
3/1/2022 15:30,763.533,750.408,13.125
3/1/2022 15:45,763.533,750.583,12.95
3/1/2022 16:00,763.533,750.583,12.95
3/1/2022 16:15,763.533,750.758,12.775
3/1/2022 16:30,763.533,750.758,12.775
3/1/2022 16:45,763.358,750.583,12.775
3/1/2022 17:00,763.533,750.583,12.95
3/1/2022 17:15,763.358,750.758,12.6
3/1/2022 17:30,763.533,750.758,12.775
3/1/2022 17:45,763.358,750.583,12.775
3/1/2022 18:00,763.533,750.583,12.95
3/1/2022 18:15,763.825,750.758,13.067
3/1/2022 18:30,763.65,750.583,13.067
3/1/2022 18:45,763.825,750.583,13.242
3/1/2022 19:00,764,750.583,13.417
3/1/2022 19:15,763.825,750.758,13.067
3/1/2022 19:30,764,750.758,13.242
3/1/2022 19:45,764.175,750.875,13.3
3/1/2022 20:00,764.35,751.05,13.3
3/1/2022 20:15,764.35,751.05,13.3
3/1/2022 20:30,764.35,751.05,13.3
3/1/2022 20:45,764.525,751.225,13.3
3/1/2022 21:00,764.525,751.342,13.183
3/1/2022 21:15,764.817,751.342,13.475
3/1/2022 21:30,764.817,751.342,13.475
3/1/2022 21:45,764.642,751.517,13.125
3/1/2022 22:00,764.992,751.517,13.475
3/1/2022 22:15,764.817,751.692,13.125
3/1/2022 22:30,764.992,751.517,13.475
3/1/2022 22:45,764.817,751.692,13.125
3/1/2022 23:00,764.992,751.692,13.3
3/1/2022 23:15,764.992,751.692,13.3
3/1/2022 23:30,765.167,751.692,13.475
3/1/2022 23:45,764.992,751.692,13.3
3/2/2022 0:00,764.992,751.517,13.475
3/2/2022 0:15,764.992,751.517,13.475
3/2/2022 0:30,765.167,751.692,13.475
3/2/2022 0:45,764.992,751.692,13.3
3/2/2022 1:00,764.992,751.517,13.475
3/2/2022 1:15,764.992,751.692,13.3
3/2/2022 1:30,765.167,751.692,13.475
3/2/2022 1:45,765.167,751.517,13.65
3/2/2022 2:00,765.342,751.692,13.65
3/2/2022 2:15,765.342,751.342,14
3/2/2022 2:30,765.342,751.692,13.65
3/2/2022 2:45,765.167,751.692,13.475
3/2/2022 3:00,764.992,751.517,13.475
3/2/2022 3:15,765.167,751.517,13.65
3/2/2022 3:30,764.992,751.517,13.475
3/2/2022 3:45,764.817,751.342,13.475
