Time,Pressure[cmH2O],Barometric,Real,Date,smooth
3/27/2022 18:45,747.725,747.025,0.7,2022-03-27 18:45:00,0.34343841394500707
3/27/2022 19:00,747.725,747.142,0.583,2022-03-27 19:00:00,0.34427336489154503
3/27/2022 19:15,747.9,746.85,1.05,2022-03-27 19:15:00,0.3450492066057127
3/27/2022 19:30,747.725,746.85,0.875,2022-03-27 19:30:00,0.34576432667053847
3/27/2022 19:45,747.9,746.85,1.05,2022-03-27 19:45:00,0.34641722042975714
3/27/2022 20:00,747.9,747.142,0.758,2022-03-27 20:00:00,0.3470063446481898
3/27/2022 20:15,747.9,747.142,0.758,2022-03-27 20:15:00,0.3475306179654738
3/27/2022 20:30,748.075,747.317,0.758,2022-03-27 20:30:00,0.3479889978375895
3/27/2022 20:45,748.192,747.2,0.992,2022-03-27 20:45:00,0.34838048688331774
3/27/2022 21:00,748.192,747.317,0.875,2022-03-27 21:00:00,0.3487045368658892
3/27/2022 21:15,748.367,747.492,0.875,2022-03-27 21:15:00,0.3489607147333516
3/27/2022 21:30,748.367,747.783,0.584,2022-03-27 21:30:00,0.34914874098239773
3/27/2022 21:45,748.367,747.667,0.7,2022-03-27 21:45:00,0.3492685287912588
3/27/2022 22:00,748.367,747.667,0.7,2022-03-27 22:00:00,0.3493201994604573
3/27/2022 22:15,748.192,747.667,0.525,2022-03-27 22:15:00,0.3493041188023022
3/27/2022 22:30,748.192,747.783,0.409,2022-03-27 22:30:00,0.34922082181738934
3/27/2022 22:45,748.075,747.492,0.583,2022-03-27 22:45:00,0.34907104031201625
3/27/2022 23:00,748.075,747.492,0.583,2022-03-27 23:00:00,0.34885586782966876
3/27/2022 23:15,748.075,747.492,0.583,2022-03-27 23:15:00,0.34857637135704655
3/27/2022 23:30,747.9,747.2,0.7,2022-03-27 23:30:00,0.3482338746604393
3/27/2022 23:45,748.075,747.317,0.758,2022-03-27 23:45:00,0.34783006964035346
3/28/2022 0:00,747.9,747.317,0.583,2022-03-28 00:00:00,0.3473666513226943
3/28/2022 0:15,748.075,747.317,0.758,2022-03-28 00:15:00,0.34684571163145
3/28/2022 0:30,747.9,747.2,0.7,2022-03-28 00:30:00,0.3462695696645202
3/28/2022 0:45,747.725,747.317,0.408,2022-03-28 00:45:00,0.3456404943915861
3/28/2022 1:00,748.075,747.317,0.758,2022-03-28 01:00:00,0.3449611558726421
3/28/2022 1:15,748.075,747.667,0.408,2022-03-28 01:15:00,0.3442343594249142
3/28/2022 1:30,748.075,747.783,0.292,2022-03-28 01:30:00,0.34346305533806226
3/28/2022 1:45,747.9,747.667,0.233,2022-03-28 01:45:00,0.3426503872244603
3/28/2022 2:00,747.725,747.492,0.233,2022-03-28 02:00:00,0.34179973892025367
3/28/2022 2:15,747.55,747.317,0.233,2022-03-28 02:15:00,0.3409146891089532
3/28/2022 2:30,747.55,747.2,0.35,2022-03-28 02:30:00,0.3399989251954232
3/28/2022 2:45,747.55,747.317,0.233,2022-03-28 02:45:00,0.3390561078877734
3/28/2022 3:00,747.258,747.025,0.233,2022-03-28 03:00:00,0.33809018214642084
3/28/2022 3:15,747.433,747.025,0.408,2022-03-28 03:15:00,0.3371051887538499
3/28/2022 3:30,747.258,747.2,0.058,2022-03-28 03:30:00,0.3361053460457118
3/28/2022 3:45,747.083,746.85,0.233,2022-03-28 03:45:00,0.3350949676861908
3/28/2022 4:00,747.083,746.85,0.233,2022-03-28 04:00:00,0.3340785442399268
3/28/2022 4:15,747.083,746.85,0.233,2022-03-28 04:15:00,0.3330604341427324
3/28/2022 4:30,746.967,746.733,0.234,2022-03-28 04:30:00,0.33204503235588406
3/28/2022 4:45,746.967,746.733,0.234,2022-03-28 04:45:00,0.33103690167573124
3/28/2022 5:00,747.083,746.733,0.35,2022-03-28 05:00:00,0.3300406824631937
3/28/2022 5:15,747.083,746.733,0.35,2022-03-28 05:15:00,0.32906097927884936
3/28/2022 5:30,746.967,746.733,0.234,2022-03-28 05:30:00,0.3281025148594775
3/28/2022 5:45,746.967,746.558,0.409,2022-03-28 05:45:00,0.32716990100444604
3/28/2022 6:00,746.967,746.733,0.234,2022-03-28 06:00:00,0.3262676403715652
3/28/2022 6:15,746.792,746.558,0.234,2022-03-28 06:15:00,0.3254002507433466
3/28/2022 6:30,746.967,746.733,0.234,2022-03-28 06:30:00,0.3245724040897808
3/28/2022 6:45,746.967,746.733,0.234,2022-03-28 06:45:00,0.32378847474250994
3/28/2022 7:00,746.792,746.558,0.234,2022-03-28 07:00:00,0.32305275647919546
3/28/2022 7:15,746.967,746.733,0.234,2022-03-28 07:15:00,0.32236972048738527
3/28/2022 7:30,747.083,746.733,0.35,2022-03-28 07:30:00,0.32174350853192185
3/28/2022 7:45,746.967,746.85,0.117,2022-03-28 07:45:00,0.3211779842772409
3/28/2022 8:00,747.258,747.2,0.058,2022-03-28 08:00:00,0.32067713750964205
3/28/2022 8:15,746.967,747.025,-0.058,2022-03-28 08:15:00,0.32024493756078287
3/28/2022 8:30,747.258,747.317,-0.059,2022-03-28 08:30:00,0.3198849849078908
3/28/2022 8:45,747.083,747.025,0.058,2022-03-28 08:45:00,0.3196006941621142
3/28/2022 9:00,747.258,747.142,0.116,2022-03-28 09:00:00,0.3193954973418714
3/28/2022 9:15,747.083,747.142,-0.059,2022-03-28 09:15:00,0.31927226477448445
3/28/2022 9:30,746.967,747.142,-0.175,2022-03-28 09:30:00,0.31923400548293407
3/28/2022 9:45,747.083,747.317,-0.234,2022-03-28 09:45:00,0.31928348997709916
3/28/2022 10:00,746.967,747.317,-0.35,2022-03-28 10:00:00,0.31942313082759044
3/28/2022 10:15,747.258,747.492,-0.234,2022-03-28 10:15:00,0.31965509185202423
3/28/2022 10:30,746.908,747.317,-0.409,2022-03-28 10:30:00,0.3199813343425084
3/28/2022 10:45,747.258,747.317,-0.059,2022-03-28 10:45:00,0.3204035028462834
3/28/2022 11:00,747.083,747.142,-0.059,2022-03-28 11:00:00,0.3209233937926104
3/28/2022 11:15,747.258,747.025,0.233,2022-03-28 11:15:00,0.3215420755807915
3/28/2022 11:30,747.083,747.142,-0.059,2022-03-28 11:30:00,0.3222603668590911
3/28/2022 11:45,747.083,747.025,0.058,2022-03-28 11:45:00,0.3230788355742073
3/28/2022 12:00,746.792,747.025,-0.233,2022-03-28 12:00:00,0.32399808206576347
3/28/2022 12:15,746.792,746.85,-0.058,2022-03-28 12:15:00,0.3250183629923758
3/28/2022 12:30,746.617,746.85,-0.233,2022-03-28 12:30:00,0.32613943771721715
3/28/2022 12:45,746.792,747.025,-0.233,2022-03-28 12:45:00,0.32736114933101235
3/28/2022 13:00,746.267,746.85,-0.583,2022-03-28 13:00:00,0.3286827128128788
3/28/2022 13:15,746.15,746.383,-0.233,2022-03-28 13:15:00,0.3301033166400779
3/28/2022 13:30,746.15,746.208,-0.058,2022-03-28 13:30:00,0.3316218148937722
3/28/2022 13:45,745.8,746.208,-0.408,2022-03-28 13:45:00,0.33323678935284345
3/28/2022 14:00,745.975,746.208,-0.233,2022-03-28 14:00:00,0.33494639374666946
3/28/2022 14:15,745.8,745.742,0.058,2022-03-28 14:15:00,0.33674885431923707
3/28/2022 14:30,745.508,745.742,-0.234,2022-03-28 14:30:00,0.3386419308926357
3/28/2022 14:45,745.508,745.625,-0.117,2022-03-28 14:45:00,0.3406231502974695
3/28/2022 15:00,745.333,745.45,-0.117,2022-03-28 15:00:00,0.3426897896696877
3/28/2022 15:15,745.042,744.983,0.059,2022-03-28 15:15:00,0.3448390334654857
3/28/2022 15:30,745.042,744.983,0.059,2022-03-28 15:30:00,0.3470678073441994
3/28/2022 15:45,745.042,744.808,0.234,2022-03-28 15:45:00,0.3493726104951454
3/28/2022 16:00,745.042,744.692,0.35,2022-03-28 16:00:00,0.3517500545966519
3/28/2022 16:15,744.867,744.808,0.059,2022-03-28 16:15:00,0.3541964493173905
3/28/2022 16:30,745.042,744.692,0.35,2022-03-28 16:30:00,0.3567079960759141
3/28/2022 16:45,745.042,744.517,0.525,2022-03-28 16:45:00,0.35928070331874096
3/28/2022 17:00,745.042,744.517,0.525,2022-03-28 17:00:00,0.36191028734969716
3/28/2022 17:15,745.158,744.342,0.816,2022-03-28 17:15:00,0.3645924024414744
3/28/2022 17:30,744.867,744.05,0.817,2022-03-28 17:30:00,0.3673228643530871
3/28/2022 17:45,744.692,743.875,0.817,2022-03-28 17:45:00,0.37009688116116857
3/28/2022 18:00,744.692,743.875,0.817,2022-03-28 18:00:00,0.37290993046184123
3/28/2022 18:15,744.517,743.875,0.642,2022-03-28 18:15:00,0.37575721174569926
3/28/2022 18:30,744.692,743.758,0.934,2022-03-28 18:30:00,0.3786340904908786
3/28/2022 18:45,744.225,743.408,0.817,2022-03-28 18:45:00,0.3815358010015269
3/28/2022 19:00,744.05,743.292,0.758,2022-03-28 19:00:00,0.3844575041776073
3/28/2022 19:15,743.758,742.942,0.816,2022-03-28 19:15:00,0.38739439948031784
3/28/2022 19:30,743.758,742.825,0.933,2022-03-28 19:30:00,0.39034163086607765
3/28/2022 19:45,743.758,742.825,0.933,2022-03-28 19:45:00,0.39329424827184506
3/28/2022 20:00,743.408,742.65,0.758,2022-03-28 20:00:00,0.39624746530407373
3/28/2022 20:15,743.583,742.358,1.225,2022-03-28 20:15:00,0.39919651100400316
3/28/2022 20:30,743.292,742.358,0.934,2022-03-28 20:30:00,0.40213661141789947
3/28/2022 20:45,743.292,742.358,0.934,2022-03-28 20:45:00,0.40506311461243927
3/28/2022 21:00,743.292,742.475,0.817,2022-03-28 21:00:00,0.4079716020345356
3/28/2022 21:15,743.292,742.358,0.934,2022-03-28 21:15:00,0.4108574925095975
3/28/2022 21:30,742.942,742.183,0.759,2022-03-28 21:30:00,0.4137164656788138
3/28/2022 21:45,743.117,742.183,0.934,2022-03-28 21:45:00,0.41654427051667836
3/28/2022 22:00,742.942,742.008,0.934,2022-03-28 22:00:00,0.41933673635659824
3/28/2022 22:15,742.65,741.717,0.933,2022-03-28 22:15:00,0.42208990001384045
3/28/2022 22:30,742.475,741.717,0.758,2022-03-28 22:30:00,0.42479988438586674
3/28/2022 22:45,742.475,741.717,0.758,2022-03-28 22:45:00,0.42746305654842603
3/28/2022 23:00,742.3,741.425,0.875,2022-03-28 23:00:00,0.43007604793292137
3/28/2022 23:15,742.3,741.717,0.583,2022-03-28 23:15:00,0.43263554833309004
3/28/2022 23:30,742.125,741.425,0.7,2022-03-28 23:30:00,0.43513854470168
3/28/2022 23:45,742.008,741.542,0.466,2022-03-28 23:45:00,0.4375821542636543
3/29/2022 0:00,741.658,741.075,0.583,2022-03-29 00:00:00,0.4399635436077462
3/29/2022 0:15,741.658,740.958,0.7,2022-03-29 00:15:00,0.44228019192707096
3/29/2022 0:30,741.483,740.783,0.7,2022-03-29 00:30:00,0.44452992095386723
3/29/2022 0:45,741.192,740.492,0.7,2022-03-29 00:45:00,0.44671051302913156
3/29/2022 1:00,740.842,740.2,0.642,2022-03-29 01:00:00,0.44882018039160904
3/29/2022 1:15,740.725,740.025,0.7,2022-03-29 01:15:00,0.4508572360839569
3/29/2022 1:30,741.017,740.317,0.7,2022-03-29 01:30:00,0.45282024496115586
3/29/2022 1:45,740.258,739.85,0.408,2022-03-29 01:45:00,0.45470811324044835
3/29/2022 2:00,740.55,740.025,0.525,2022-03-29 02:00:00,0.45651998486089707
3/29/2022 2:15,740.375,739.558,0.817,2022-03-29 02:15:00,0.4582549538318494
3/29/2022 2:30,740.083,739.267,0.816,2022-03-29 02:30:00,0.45991249983857785
3/29/2022 2:45,739.908,739.558,0.35,2022-03-29 02:45:00,0.4614922840470715
3/29/2022 3:00,739.617,739.092,0.525,2022-03-29 03:00:00,0.4629942942194152
3/29/2022 3:15,739.442,738.917,0.525,2022-03-29 03:15:00,0.4644187042567335
3/29/2022 3:30,738.975,738.45,0.525,2022-03-29 03:30:00,0.4657656886251726
3/29/2022 3:45,739.092,738.333,0.759,2022-03-29 03:45:00,0.46703584532572295
3/29/2022 4:00,738.625,738.158,0.467,2022-03-29 04:00:00,0.46822990046373686
3/29/2022 4:15,738.625,738.158,0.467,2022-03-29 04:15:00,0.46934876353279137
3/29/2022 4:30,738.508,737.867,0.641,2022-03-29 04:30:00,0.4703935786715602
3/29/2022 4:45,738.333,737.867,0.466,2022-03-29 04:45:00,0.4713654662551163
3/29/2022 5:00,738.333,737.692,0.641,2022-03-29 05:00:00,0.47226626575847086
3/29/2022 5:15,738.158,737.517,0.641,2022-03-29 05:15:00,0.4730972873733292
3/29/2022 5:30,737.983,737.517,0.466,2022-03-29 05:30:00,0.47386021725531235
3/29/2022 5:45,737.867,737.517,0.35,2022-03-29 05:45:00,0.4745570500486347
3/29/2022 6:00,737.983,737.517,0.466,2022-03-29 06:00:00,0.4751896208343116
3/29/2022 6:15,737.867,737.225,0.642,2022-03-29 06:15:00,0.47576005463045545
3/29/2022 6:30,737.517,737.05,0.467,2022-03-29 06:30:00,0.4762705472021053
3/29/2022 6:45,737.342,737.05,0.292,2022-03-29 06:45:00,0.4767234622096445
3/29/2022 7:00,737.517,736.933,0.584,2022-03-29 07:00:00,0.47712114706883946
3/29/2022 7:15,737.517,737.05,0.467,2022-03-29 07:15:00,0.477466155109048
3/29/2022 7:30,737.342,736.933,0.409,2022-03-29 07:30:00,0.47776102376716445
3/29/2022 7:45,737.225,736.933,0.292,2022-03-29 07:45:00,0.4780083852095259
3/29/2022 8:00,737.225,736.583,0.642,2022-03-29 08:00:00,0.4782107437832394
3/29/2022 8:15,737.05,736.933,0.117,2022-03-29 08:15:00,0.4783708726498933
3/29/2022 8:30,737.225,736.758,0.467,2022-03-29 08:30:00,0.4784914077915168
3/29/2022 8:45,737.225,737.05,0.175,2022-03-29 08:45:00,0.4785751246740704
3/29/2022 9:00,737.05,736.583,0.467,2022-03-29 09:00:00,0.4786245298960418
3/29/2022 9:15,737.05,736.933,0.117,2022-03-29 09:15:00,0.47864247024248296
3/29/2022 9:30,736.875,736.758,0.117,2022-03-29 09:30:00,0.4786315448224414
3/29/2022 9:45,736.875,736.583,0.292,2022-03-29 09:45:00,0.4785944665164551
3/29/2022 10:00,737.05,736.758,0.292,2022-03-29 10:00:00,0.47853371426920027
3/29/2022 10:15,736.583,736.758,-0.175,2022-03-29 10:15:00,0.4784518940335917
3/29/2022 10:30,736.583,736.292,0.291,2022-03-29 10:30:00,0.478351402948345
3/29/2022 10:45,736.7,736.292,0.408,2022-03-29 10:45:00,0.47823457799977614
3/29/2022 11:00,736.583,736.292,0.291,2022-03-29 11:00:00,0.4781051586049835
3/29/2022 11:15,736.233,736.117,0.116,2022-03-29 11:15:00,0.47796528964169577
3/29/2022 11:30,736.233,735.825,0.408,2022-03-29 11:30:00,0.4778168889662212
3/29/2022 11:45,735.942,735.65,0.292,2022-03-29 11:45:00,0.4776623975209437
3/29/2022 12:00,735.767,735.825,-0.058,2022-03-29 12:00:00,0.4775037092181855
3/29/2022 12:15,735.767,735.475,0.292,2022-03-29 12:15:00,0.47734288552418686
3/29/2022 12:30,735.592,735.183,0.409,2022-03-29 12:30:00,0.4771816770073805
3/29/2022 12:45,735.125,735.183,-0.058,2022-03-29 12:45:00,0.47702117902133845
3/29/2022 13:00,735.125,735.008,0.117,2022-03-29 13:00:00,0.4768623005972712
3/29/2022 13:15,735.592,735.008,0.584,2022-03-29 13:15:00,0.4767063565335653
3/29/2022 13:30,735.125,734.892,0.233,2022-03-29 13:30:00,0.4765547797392601
3/29/2022 13:45,735.125,734.717,0.408,2022-03-29 13:45:00,0.4764088022091371
3/29/2022 14:00,734.95,734.542,0.408,2022-03-29 14:00:00,0.4762693228737976
3/29/2022 14:15,734.95,734.425,0.525,2022-03-29 14:15:00,0.4761372870818099
3/29/2022 14:30,734.95,734.425,0.525,2022-03-29 14:30:00,0.47601346144976037
3/29/2022 14:45,734.95,734.308,0.642,2022-03-29 14:45:00,0.4758985678020471
3/29/2022 15:00,735.125,734.425,0.7,2022-03-29 15:00:00,0.4757929850072794
3/29/2022 15:15,734.833,734.25,0.583,2022-03-29 15:15:00,0.4756971040227439
3/29/2022 15:30,734.775,734.425,0.35,2022-03-29 15:30:00,0.4756111676234837
3/29/2022 15:45,734.95,734.25,0.7,2022-03-29 15:45:00,0.47553533531127484
3/29/2022 16:00,734.95,734.425,0.525,2022-03-29 16:00:00,0.47546953180016494
3/29/2022 16:15,734.658,734.25,0.408,2022-03-29 16:15:00,0.47541369423499746
3/29/2022 16:30,735.125,734.542,0.583,2022-03-29 16:30:00,0.4753674290419272
3/29/2022 16:45,734.95,734.6,0.35,2022-03-29 16:45:00,0.4753304882311516
3/29/2022 17:00,735.3,734.717,0.583,2022-03-29 17:00:00,0.47530248618413956
3/29/2022 17:15,735.475,734.892,0.583,2022-03-29 17:15:00,0.47528274377461255
3/29/2022 17:30,735.125,734.717,0.408,2022-03-29 17:30:00,0.4752707215138171
3/29/2022 17:45,735.125,734.892,0.233,2022-03-29 17:45:00,0.47526569829098775
3/29/2022 18:00,735.125,734.892,0.233,2022-03-29 18:00:00,0.47526688735351597
3/29/2022 18:15,735.475,735.067,0.408,2022-03-29 18:15:00,0.47527336928927694
3/29/2022 18:30,735.475,735.067,0.408,2022-03-29 18:30:00,0.47528412060368397
3/29/2022 18:45,735.125,734.892,0.233,2022-03-29 18:45:00,0.47529812207704
3/29/2022 19:00,735.3,734.892,0.408,2022-03-29 19:00:00,0.4753143231739739
3/29/2022 19:15,734.95,734.425,0.525,2022-03-29 19:15:00,0.47533147032102463
3/29/2022 19:30,734.95,734.308,0.642,2022-03-29 19:30:00,0.4753482807337812
3/29/2022 19:45,735.008,734.425,0.583,2022-03-29 19:45:00,0.47536382711233394
3/29/2022 20:00,735.592,734.775,0.817,2022-03-29 20:00:00,0.4753768455692073
3/29/2022 20:15,735.767,734.892,0.875,2022-03-29 20:15:00,0.47538608805817206
3/29/2022 20:30,735.767,735.242,0.525,2022-03-29 20:30:00,0.4753903828330294
3/29/2022 20:45,736.058,735.533,0.525,2022-03-29 20:45:00,0.47538838916740217
3/29/2022 21:00,736.058,735.358,0.7,2022-03-29 21:00:00,0.4753789575476034
3/29/2022 21:15,735.942,735.358,0.584,2022-03-29 21:15:00,0.47536098525221804
3/29/2022 21:30,736.233,735.533,0.7,2022-03-29 21:30:00,0.47533332706473785
3/29/2022 21:45,736.117,735.533,0.584,2022-03-29 21:45:00,0.47529479630559246
3/29/2022 22:00,735.942,735.358,0.584,2022-03-29 22:00:00,0.4752443155660252
3/29/2022 22:15,735.767,735.358,0.409,2022-03-29 22:15:00,0.4751809420260034
3/29/2022 22:30,735.592,735.067,0.525,2022-03-29 22:30:00,0.47510381146937636
3/29/2022 22:45,735.942,735.358,0.584,2022-03-29 22:45:00,0.4750119376607877
3/29/2022 23:00,736.117,735.65,0.467,2022-03-29 23:00:00,0.4749045320805379
3/29/2022 23:15,736.233,735.533,0.7,2022-03-29 23:15:00,0.47478095192632047
3/29/2022 23:30,736.233,735.65,0.583,2022-03-29 23:30:00,0.4746406289499131
3/29/2022 23:45,736.233,735.825,0.408,2022-03-29 23:45:00,0.4744830420149482
3/30/2022 0:00,736.233,736.0,0.233,2022-03-30 00:00:00,0.47430787016106124
3/30/2022 0:15,736.583,735.825,0.758,2022-03-30 00:15:00,0.47411493660617804
3/30/2022 0:30,736.758,736.0,0.758,2022-03-30 00:30:00,0.47390398411123025
3/30/2022 0:45,736.583,736.0,0.583,2022-03-30 00:45:00,0.47367491755335855
3/30/2022 1:00,736.583,736.0,0.583,2022-03-30 01:00:00,0.4734277755775693
3/30/2022 1:15,736.408,736.0,0.408,2022-03-30 01:15:00,0.47316291185790277
3/30/2022 1:30,736.408,735.825,0.583,2022-03-30 01:30:00,0.47288067625647784
3/30/2022 1:45,736.583,735.708,0.875,2022-03-30 01:45:00,0.47258154978669964
3/30/2022 2:00,736.583,735.825,0.758,2022-03-30 02:00:00,0.47226623053031586
3/30/2022 2:15,736.408,735.825,0.583,2022-03-30 02:15:00,0.471935459575821
3/30/2022 2:30,736.233,735.825,0.408,2022-03-30 02:30:00,0.4715901074733381
3/30/2022 2:45,736.233,735.825,0.408,2022-03-30 02:45:00,0.471231230421197
3/30/2022 3:00,736.408,735.533,0.875,2022-03-30 03:00:00,0.47085996089212756
3/30/2022 3:15,736.583,735.825,0.758,2022-03-30 03:15:00,0.470477687033227
3/30/2022 3:30,736.233,736.0,0.233,2022-03-30 03:30:00,0.47008593163970525
3/30/2022 3:45,736.117,735.825,0.292,2022-03-30 03:45:00,0.4696863991655412
3/30/2022 4:00,736.233,735.708,0.525,2022-03-30 04:00:00,0.46928075327850866
3/30/2022 4:15,736.233,735.65,0.583,2022-03-30 04:15:00,0.46887114174104694
3/30/2022 4:30,736.583,736.0,0.583,2022-03-30 04:30:00,0.4684594544356433
3/30/2022 4:45,736.583,735.708,0.875,2022-03-30 04:45:00,0.4680480457507898
3/30/2022 5:00,736.583,736.0,0.583,2022-03-30 05:00:00,0.46763923611052205
3/30/2022 5:15,736.758,735.825,0.933,2022-03-30 05:15:00,0.46723553673110696
3/30/2022 5:30,736.758,736.117,0.641,2022-03-30 05:30:00,0.4668394224849752
3/30/2022 5:45,736.875,736.117,0.758,2022-03-30 05:45:00,0.46645345887743517
3/30/2022 6:00,736.875,736.467,0.408,2022-03-30 06:00:00,0.46608056322110597
3/30/2022 6:15,736.758,736.117,0.641,2022-03-30 06:15:00,0.4657235485828031
3/30/2022 6:30,736.758,736.117,0.641,2022-03-30 06:30:00,0.4653852352974624
3/30/2022 6:45,736.875,736.292,0.583,2022-03-30 06:45:00,0.4650687758025965
3/30/2022 7:00,737.05,736.642,0.408,2022-03-30 07:00:00,0.46477723088026046
3/30/2022 7:15,737.225,736.758,0.467,2022-03-30 07:15:00,0.46451380441949763
3/30/2022 7:30,737.517,736.933,0.584,2022-03-30 07:30:00,0.4642817179446738
3/30/2022 7:45,737.4,737.05,0.35,2022-03-30 07:45:00,0.4640843174946776
3/30/2022 8:00,737.4,737.225,0.175,2022-03-30 08:00:00,0.46392486751695344
3/30/2022 8:15,737.692,737.05,0.642,2022-03-30 08:15:00,0.4638066411615454
3/30/2022 8:30,737.692,737.225,0.467,2022-03-30 08:30:00,0.4637331269128746
3/30/2022 8:45,737.692,737.225,0.467,2022-03-30 08:45:00,0.46370751706120983
3/30/2022 9:00,737.692,737.225,0.467,2022-03-30 09:00:00,0.4637331009338702
3/30/2022 9:15,737.517,737.225,0.292,2022-03-30 09:15:00,0.4638132027497709
3/30/2022 9:30,737.867,737.225,0.642,2022-03-30 09:30:00,0.46395095850446805
3/30/2022 9:45,737.692,737.4,0.292,2022-03-30 09:45:00,0.4641496142820926
3/30/2022 10:00,737.867,737.517,0.35,2022-03-30 10:00:00,0.4644124070312791
3/30/2022 10:15,737.692,737.692,0.0,2022-03-30 10:15:00,0.46474243581916136
3/30/2022 10:30,737.867,737.692,0.175,2022-03-30 10:30:00,0.4651427034479197
3/30/2022 10:45,737.983,737.692,0.291,2022-03-30 10:45:00,0.4656159777686516
3/30/2022 11:00,737.867,737.692,0.175,2022-03-30 11:00:00,0.4661651521834267
3/30/2022 11:15,737.867,737.517,0.35,2022-03-30 11:15:00,0.46679294876042243
3/30/2022 11:30,737.983,737.517,0.466,2022-03-30 11:30:00,0.46750193281677765
3/30/2022 11:45,737.808,737.517,0.291,2022-03-30 11:45:00,0.46829441035505714
3/30/2022 12:00,737.692,737.517,0.175,2022-03-30 12:00:00,0.46917260951495277
3/30/2022 12:15,737.517,737.342,0.175,2022-03-30 12:15:00,0.47013858187644003
3/30/2022 12:30,737.342,737.342,0.0,2022-03-30 12:30:00,0.47119410990264765
3/30/2022 12:45,737.342,737.517,-0.175,2022-03-30 12:45:00,0.4723410428886427
3/30/2022 13:00,737.517,737.225,0.292,2022-03-30 13:00:00,0.4735807463981465
3/30/2022 13:15,737.342,737.517,-0.175,2022-03-30 13:15:00,0.4749144704149325
3/30/2022 13:30,737.342,737.342,0.0,2022-03-30 13:30:00,0.47634328532634046
3/30/2022 13:45,737.225,737.05,0.175,2022-03-30 13:45:00,0.47786807237235357
3/30/2022 14:00,736.7,736.7,0.0,2022-03-30 14:00:00,0.47948928440194355
3/30/2022 14:15,736.875,736.7,0.175,2022-03-30 14:15:00,0.4812071978956186
3/30/2022 14:30,736.7,736.583,0.117,2022-03-30 14:30:00,0.48302193879330974
3/30/2022 14:45,736.408,736.292,0.116,2022-03-30 14:45:00,0.48493341242226035
3/30/2022 15:00,736.583,736.292,0.291,2022-03-30 15:00:00,0.48694120248802397
3/30/2022 15:15,736.525,736.292,0.233,2022-03-30 15:15:00,0.48904463551325644
3/30/2022 15:30,736.583,736.292,0.291,2022-03-30 15:30:00,0.4912429248861623
3/30/2022 15:45,736.233,735.825,0.408,2022-03-30 15:45:00,0.4935349349370884
3/30/2022 16:00,735.942,735.825,0.117,2022-03-30 16:00:00,0.4959191444231225
3/30/2022 16:15,736.058,735.825,0.233,2022-03-30 16:15:00,0.49839376273305497
3/30/2022 16:30,736.058,735.825,0.233,2022-03-30 16:30:00,0.5009566829123762
3/30/2022 16:45,736.058,735.942,0.116,2022-03-30 16:45:00,0.5036055949652173
3/30/2022 17:00,736.233,736.292,-0.059,2022-03-30 17:00:00,0.5063379239052197
3/30/2022 17:15,736.233,736.117,0.116,2022-03-30 17:15:00,0.5091510456898245
3/30/2022 17:30,736.058,736.0,0.058,2022-03-30 17:30:00,0.512041708292945
3/30/2022 17:45,735.942,735.533,0.409,2022-03-30 17:45:00,0.5150066626504072
3/30/2022 18:00,736.233,735.65,0.583,2022-03-30 18:00:00,0.5180424810125881
3/30/2022 18:15,736.117,735.825,0.292,2022-03-30 18:15:00,0.5211453342516555
3/30/2022 18:30,736.408,736.0,0.408,2022-03-30 18:30:00,0.5243111952908462
3/30/2022 18:45,736.408,736.117,0.291,2022-03-30 18:45:00,0.5275357642013585
3/30/2022 19:00,736.7,736.292,0.408,2022-03-30 19:00:00,0.5308146852932477
3/30/2022 19:15,736.583,736.0,0.583,2022-03-30 19:15:00,0.5341431557035071
3/30/2022 19:30,736.408,736.0,0.408,2022-03-30 19:30:00,0.5375164199515968
3/30/2022 19:45,736.875,736.292,0.583,2022-03-30 19:45:00,0.5409293066961894
3/30/2022 20:00,736.875,736.467,0.408,2022-03-30 20:00:00,0.5443765214039828
3/30/2022 20:15,737.225,736.758,0.467,2022-03-30 20:15:00,0.5478527854026936
3/30/2022 20:30,737.692,737.225,0.467,2022-03-30 20:30:00,0.5513526271413353
3/30/2022 20:45,737.867,737.692,0.175,2022-03-30 20:45:00,0.5548702960931388
3/30/2022 21:00,738.508,737.517,0.991,2022-03-30 21:00:00,0.5584000634486169
3/30/2022 21:15,738.508,737.983,0.525,2022-03-30 21:15:00,0.5619360027758018
3/30/2022 21:30,738.8,738.333,0.467,2022-03-30 21:30:00,0.565472167353751
3/30/2022 21:45,738.975,738.333,0.642,2022-03-30 21:45:00,0.5690026138877171
3/30/2022 22:00,739.15,738.625,0.525,2022-03-30 22:00:00,0.5725213371048253
3/30/2022 22:15,739.442,738.8,0.642,2022-03-30 22:15:00,0.5760220840450883
3/30/2022 22:30,739.617,739.092,0.525,2022-03-30 22:30:00,0.5794988266808786
3/30/2022 22:45,739.733,739.267,0.466,2022-03-30 22:45:00,0.582945496571827
3/30/2022 23:00,739.908,739.558,0.35,2022-03-30 23:00:00,0.5863559712962576
3/30/2022 23:15,740.083,739.733,0.35,2022-03-30 23:15:00,0.5897240684841808
3/30/2022 23:30,740.258,739.733,0.525,2022-03-30 23:30:00,0.5930438566559305
3/30/2022 23:45,740.258,739.733,0.525,2022-03-30 23:45:00,0.5963093864817508
3/31/2022 0:00,740.258,739.85,0.408,2022-03-31 00:00:00,0.5995148064913549
