Time,T1,Pressure Temp 1,T2,T3,T4,Pressure Temp 2
2022-03-04 12:00:00,,-3.8578594801854304e-05,-1.0599184639420012e-06,-4.551554088838415e-08,-2.3694555149056606e-07,-4.781852276966266e-08
2022-03-04 12:15:00,,-3.8636065589594026e-05,-1.063500894756892e-06,-5.1536058157615716e-08,-2.3892673717194515e-07,-4.850552679442505e-08
2022-03-04 12:30:00,,-3.869340930490281e-05,-1.0673147185425546e-06,-5.7733982401649524e-08,-2.408144269125711e-07,-4.9172246402076036e-08
2022-03-04 12:45:00,,-3.8750362798734455e-05,-1.071277861325314e-06,-6.41292985668154e-08,-2.426611434316119e-07,-4.9818189478567435e-08
2022-03-04 13:00:00,,-3.8806566596091924e-05,-1.0753112179208119e-06,-7.071106442025014e-08,-2.443780491632378e-07,-5.0438193269042225e-08
2022-03-04 13:15:00,,-3.886295388900792e-05,-1.0795359007378913e-06,-7.752545501982363e-08,-2.460342797333764e-07,-5.103443321671281e-08
2022-03-04 13:30:00,,-3.8919031816916714e-05,-1.0839012075456927e-06,-8.456468185900377e-08,-2.4763613498168563e-07,-5.160555457875544e-08
2022-03-04 13:45:00,,-3.89745915601836e-05,-1.088330026713737e-06,-9.182645337884824e-08,-2.491925095021982e-07,-5.214899319922642e-08
2022-03-04 14:00:00,,-3.902950620603059e-05,-1.09278499803119e-06,-9.930601973205368e-08,-2.5071224191394196e-07,-5.266525174462073e-08
2022-03-04 14:15:00,,-3.9083628951572374e-05,-1.09727542560696e-06,-1.0699009373854645e-07,-2.522040428190487e-07,-5.314991066795345e-08
2022-03-04 14:30:00,,-3.913707762362075e-05,-1.1017144573214587e-06,-1.148608791658205e-07,-2.536765127982113e-07,-5.360963541614736e-08
2022-03-04 14:45:00,,-3.918974319115975e-05,-1.106067238525887e-06,-1.2289511542932544e-07,-2.5513219616284913e-07,-5.4033797910542085e-08
2022-03-04 15:00:00,,-3.924130055199774e-05,-1.1102107799667363e-06,-1.310413318747088e-07,-2.565746743266341e-07,-5.442726816026061e-08
2022-03-04 15:15:00,,-3.929201810558221e-05,-1.1141562301867533e-06,-1.3930589038372558e-07,-2.580115199841336e-07,-5.478994102412427e-08
2022-03-04 15:30:00,,-3.9341942640177444e-05,-1.1178107508972823e-06,-1.4763197893546367e-07,-2.5944902697580305e-07,-5.5119511107541e-08
2022-03-04 15:45:00,,-3.939145271074029e-05,-1.1212363506210114e-06,-1.5607803735482838e-07,-2.6083297058411907e-07,-5.541883026335092e-08
2022-03-04 16:00:00,,-3.9440730627802517e-05,-1.1244419031007633e-06,-1.6458903243536538e-07,-2.623071007201334e-07,-5.568825264706886e-08
2022-03-04 16:15:00,,-3.9490072414228385e-05,-1.1274323370612071e-06,-1.7316047958527543e-07,-2.637863198035408e-07,-5.592877885019659e-08
2022-03-04 16:30:00,,-3.953955454125693e-05,-1.1301478679662061e-06,-1.8177757294633727e-07,-2.652827658645509e-07,-5.613875797621042e-08
2022-03-04 16:45:00,,-3.9589316079639096e-05,-1.1326362914278692e-06,-1.9046143322763178e-07,-2.6686178835355666e-07,-5.631928764973453e-08
2022-03-04 17:00:00,,-3.9639480478022526e-05,-1.1349282765652024e-06,-1.992197094415156e-07,-2.685071278882106e-07,-5.647444945036505e-08
2022-03-04 17:15:00,,-3.9690106463708225e-05,-1.136986286926878e-06,-2.0797066071196194e-07,-2.702277714725479e-07,-5.660322680506411e-08
2022-03-04 17:30:00,,-3.974123046969704e-05,-1.1388977493931866e-06,-2.167836847234973e-07,-2.720334125439059e-07,-5.670981471172274e-08
