sum_sq,df,F,PR(>F)
0.020044838307720768,1.0,0.2191781203660301,0.6640382738072002
0.36581823540133745,4.0,,
0.022409965910471393,1.0,0.25792656177484363,0.6382727333508856
0.34754025729283544,4.0,,
0.02407722834456378,1.0,0.24547925536244483,0.6462608857073647
0.3923301512221759,4.0,,
0.016612919796955197,1.0,0.16003575371121437,0.7095668749684193
0.4152302072931359,4.0,,
0.01370523696944879,1.0,0.12472095117837592,0.7417952931914025
0.4395488276816477,4.0,,
0.017686678039469907,1.0,0.1553301394128955,0.7136013832131791
0.4554603016857026,4.0,,
0.016864913104179872,1.0,0.14861531444031323,0.7194861198604074
0.4539212709724648,4.0,,
0.013588361899859458,1.0,0.11567231705396876,0.7508862263823777
0.46989157806943876,4.0,,
0.016679323150869882,1.0,0.1349926159568387,0.7319246118219845
0.4942292000979602,4.0,,
0.014921498762574155,1.0,0.11687548893469184,0.7496545156274005
0.5106801742121327,4.0,,
0.015156682460489481,1.0,0.11211700320226811,0.7545691198500363
0.5407451868168686,4.0,,
0.018047787062761833,1.0,0.1291157874273699,0.7375165607629453
0.5591194515361356,4.0,,
0.019181121329653345,1.0,0.129092305179108,0.7375391973750342
0.5943381769514663,4.0,,
0.020451587504155027,1.0,0.13219112247841985,0.734572310430436
0.6188490458576367,4.0,,
0.022785445577045704,1.0,0.1363474886107506,0.7306555740811882
0.6684522262700228,4.0,,
0.024189857958434393,1.0,0.13273792784112398,0.7340529825468274
0.7289508990192343,4.0,,
0.028312571619526865,1.0,0.1414061967349211,0.7259812378056183
0.8008863055019118,4.0,,
0.03442729305664023,1.0,0.15686188570483972,0.7122802100562156
0.8779007826393365,4.0,,
0.04010467592814593,1.0,0.16993340159930756,0.7013062238113361
0.9440092542303195,4.0,,
0.04434000219677045,1.0,0.17576530190278047,0.6965736914944438
1.0090729334347424,4.0,,
0.050080849470537286,1.0,0.19387553944422467,0.6824583646153745
1.0332577201662896,4.0,,
0.05030903203173886,1.0,0.1998503710830341,0.6779799146529774
1.0069339728338336,4.0,,
0.043541890833817216,1.0,0.18623911081127797,0.6883076805316186
0.9351825326945338,4.0,,
0.03497397220466117,1.0,0.18131933029792277,0.6921542027435259
0.7715442616558537,4.0,,
0.020383880143139115,1.0,0.14912536395039053,0.7190336756695147
0.5467582335603275,4.0,,
0.006938295286331619,1.0,0.09254435899266968,0.7761363489001472
0.2998905762319319,4.0,,
0.006938288888499248,1.0,0.09254427085080588,0.7761364515137948
0.299890585325794,4.0,,
0.00010205252860283745,1.0,0.0038562285597567767,0.9534634744178041
0.10585734431599583,4.0,,
0.0050345644131868355,1.0,1.6944851862690784,0.2629163889529367
0.011884587611584736,4.0,,
0.02125696883722424,1.0,2.1441780012799234,0.2169635268611927
0.03965523165434087,4.0,,
0.043075538745454986,1.0,0.9742039963166843,0.3795108215469012
0.17686455365946754,4.0,,
0.06501468650504447,1.0,0.6458687480961872,0.46663625570770323
0.4026495271473456,4.0,,
0.08425011495599703,1.0,0.5158050978991439,0.5123501264718857
0.6533484473041837,4.0,,
0.09564205475343747,1.0,0.3910135948174955,0.5656713306037238
0.9784013243639585,4.0,,
0.0985543491565028,1.0,0.3020588338009597,0.6118373842151522
1.305101366066251,4.0,,
0.09251281245801174,1.0,0.22893597693039555,0.6572920137989283
1.616396229171771,4.0,,
0.06616700299163716,1.0,0.14079397215910305,0.7265416909872192
1.8798248810500406,4.0,,
0.0661668858449664,1.0,0.1407939420019798,0.7265417186292593
1.8798219555223752,4.0,,
0.03354902575273407,1.0,0.06343926651906184,0.8135521203125363
2.1153476446738844,4.0,,
0.006320751286525637,1.0,0.009418510955235002,0.9273557093495743
2.68439515187374,4.0,,
0.006132773596059657,1.0,0.007128693663049794,0.9367701754741914
3.441176678890105,4.0,,
0.05526957139644132,1.0,0.05461005003900203,0.8266998949750747
4.048307691127788,4.0,,
0.05526993960160125,1.0,0.05461045030219025,0.8266992740816949
4.048304988936123,4.0,,
0.12429171168700312,1.0,0.13368113591323916,0.7331600815456278
3.7190501363683834,4.0,,
0.09339981035299234,1.0,1.9678191195345425,0.23332981001929382
0.18985446258919295,4.0,,
0.10824231725289943,1.0,2.7296159188234332,0.17384698925386258
0.15861911781281804,4.0,,
0.12717502769058991,1.0,3.7466889110464203,0.12500262906234438
0.13577324481425487,4.0,,
0.17573240950209376,1.0,6.390136408671827,0.06481124022505162
0.11000228994399153,4.0,,
0.3027523867137553,1.0,1.2538364125408528,0.3255133207654738
0.9658433386863885,4.0,,
0.10597979431422906,1.0,0.07998895309398471,0.7913447503718523
5.299721534782727,4.0,,
0.001389253085538509,1.0,0.038213363469595626,0.8545438142229721
0.14542065491239628,4.0,,
