sum_sq,df,F,PR(>F)
0.001922609936601856,1.0,21.22704249364947,0.044022243278031656
0.00018114722643788425,2.0,,
0.002029475579635762,1.0,8.673322785890075,0.09854732285569229
0.00046798110245299554,2.0,,
0.0022020390173259257,1.0,3.422954027985557,0.20552072642859034
0.0012866307869298776,2.0,,
0.0024635585426289563,1.0,1.63801697178764,0.3289933283958452
0.0030079768220476573,2.0,,
0.0030393483975820054,1.0,1.0941297314407574,0.4053448967493721
0.005555736783753734,2.0,,
0.003401835445376581,1.0,0.781484820004219,0.4699437909565894
0.008706081956545784,2.0,,
0.0037912823140157656,1.0,0.7787295888236577,0.4706167504382322
0.009737095824862246,2.0,,
0.003728423004825759,1.0,0.802146986083598,0.46496582669761183
0.009296109240600427,2.0,,
0.003649295155257473,1.0,0.7148649195869133,0.4868576250402152
0.010209747478911759,2.0,,
0.0037990503962930912,1.0,0.6669166682962298,0.4999296985752407
0.01139287883146935,2.0,,
0.004068943352932411,1.0,0.6667840334504511,0.49996699313427795
0.012204681422488727,2.0,,
0.004181540418776725,1.0,0.5863728591325646,0.5238526593774169
0.014262394152971465,2.0,,
0.004156815428146914,1.0,0.5543432547501438,0.5341460793862147
0.014997261687690215,2.0,,
0.003976009095640217,1.0,0.5007204589958514,0.5525287937107185
0.015881152943555518,2.0,,
0.0034072798208708926,1.0,0.4668190823382928,0.5649835793847696
0.014597860069489264,2.0,,
0.0027165658382728055,1.0,0.4410984634339155,0.5749156425550439
0.012317276361039948,2.0,,
0.0019137261425551339,1.0,0.379565864992239,0.60061227842382
0.010083763157123015,2.0,,
0.001333883658551164,1.0,0.3049972593840579,0.6362418254469316
0.008746856684843284,2.0,,
0.0009116317466445199,1.0,0.23032066584640398,0.6786466738284914
0.007916195824585432,2.0,,
0.0005987723111099869,1.0,0.1632092686701642,0.7253224646711605
0.007337479249662819,2.0,,
0.000497180631735886,1.0,0.1224377693698091,0.7598181300711466
0.008121360496763208,2.0,,
0.0005577371983353953,1.0,0.12884451531462293,0.7539853348361362
0.00865752332528036,2.0,,
0.0006196200994011497,1.0,0.1523603081517756,0.7339407062713292
0.008133615728630682,2.0,,
0.0005781892779784281,1.0,0.14428178765112132,0.7406030718033219
0.008014722958333607,2.0,,
0.000463322565854615,1.0,0.12437118085728427,0.7580393857665003
0.007450641903710425,2.0,,
0.0002679221801924971,1.0,0.06906761523102042,0.8172952287731271
0.007758257739067407,2.0,,
0.00026791494424292225,1.0,0.0690653298078809,0.817298150713286
0.007758304926311988,2.0,,
4.083722576299395e-05,1.0,0.011122978040108507,0.925631122596235
0.007342858291320617,2.0,,
2.990172223400289e-05,1.0,0.008512704932235226,0.9348976750542035
0.007025198799214444,2.0,,
0.0002046186952946604,1.0,0.060460161229873625,0.8287019025075681
0.006768711532762417,2.0,,
0.0006270046225603284,1.0,0.1601692821242708,0.7277012037195555
0.007829274305841656,2.0,,
0.001067629575660199,1.0,0.22846197060561405,0.6798125202972659
0.00934623449872286,2.0,,
0.0008276545839913041,1.0,0.18621113221261437,0.7081519676234161
0.008889421101272235,2.0,,
0.0009436413285804998,1.0,0.24865510595647605,0.6674650737563808
0.007589961404176211,2.0,,
0.0008989012511240402,1.0,0.33927504494922045,0.6191663506287001
0.005298952955756469,2.0,,
0.001234533003047233,1.0,0.40804679832894264,0.5883553021564571
0.006050938314443174,2.0,,
0.002265959613376667,1.0,0.36314985166889385,0.6079898566833746
0.012479474260904736,2.0,,
0.002265901057491944,1.0,0.3631361414556837,0.6079961195097089
0.012479622922734995,2.0,,
0.0043634807811504,1.0,0.3804228006750751,0.6002336651090024
0.02294016432983109,2.0,,
0.007789661206312364,1.0,0.47852255234028385,0.5606053469019583
0.03255713306809009,2.0,,
0.012447259595205451,1.0,0.5939302231500755,0.5214926994680736
0.041914888685704255,2.0,,
0.022492478481296995,1.0,0.6408728221550484,0.5073798368534381
0.070193266756615,2.0,,
0.022492263898076556,1.0,0.640872579436069,0.5073799075009141
0.07019262368150765,2.0,,
0.055638318687204334,1.0,0.6416698306675,0.5071479785992508
0.17341728106283666,2.0,,
0.004986842866802685,1.0,0.9669684698514477,0.4291136079513551
0.010314385674992687,2.0,,
0.0050114613649541,1.0,0.9206684829635777,0.4385507499705093
0.010886570915998994,2.0,,
0.004949408447680899,1.0,0.8873304992959042,0.44563672028593926
0.011155727097419167,2.0,,
0.004675475921802118,1.0,0.8117156273143438,0.4627007229096904
0.011519984990978867,2.0,,
0.004766835997957893,1.0,0.6366658821462384,0.508607822195312
0.014974372372173004,2.0,,
0.007598761936058759,1.0,0.052587315624351164,0.839937468679624
0.2889960001130031,2.0,,
0.0005030617123516719,1.0,0.013032937954966147,0.9195370921744878
0.07719851258249599,2.0,,
