Date_Time,U
2023-03-01 00:00:00,10.164649562399294
2023-03-01 00:15:00,11.207555845708283
2023-03-01 00:30:00,12.303773219591022
2023-03-01 00:45:00,12.303773219591022
2023-03-01 01:00:00,11.213652375835276
2023-03-01 01:15:00,12.297413116503108
2023-03-01 01:30:00,13.051008000176733
2023-03-01 01:45:00,13.051008000176733
2023-03-01 02:00:00,15.427364913186176
2023-03-01 02:15:00,13.439068984312062
2023-03-01 02:30:00,14.217040776900152
2023-03-01 02:45:00,13.051008000176733
2023-03-01 03:00:00,14.217040776900152
2023-03-01 03:15:00,14.217040776900152
2023-03-01 03:30:00,15.427364913186176
2023-03-01 03:45:00,13.432448580894922
2023-03-01 04:00:00,14.217040776900152
2023-03-01 04:15:00,16.261864207845242
2023-03-01 04:30:00,13.825574406883565
2023-03-01 04:45:00,13.825574406883565
2023-03-01 05:00:00,15.021048901677972
2023-03-01 05:15:00,15.021048901677972
2023-03-01 05:30:00,15.014086402644882
2023-03-01 05:45:00,16.254647841897746
2023-03-01 06:00:00,17.538660335138935
2023-03-01 06:15:00,15.838570482658195
2023-03-01 06:30:00,15.014086402644882
2023-03-01 06:45:00,15.014086402644882
2023-03-01 07:00:00,15.014086402644882
2023-03-01 07:15:00,15.014086402644882
2023-03-01 07:30:00,17.107994740546335
2023-03-01 07:45:00,15.838570482658195
2023-03-01 08:00:00,17.107994740546335
2023-03-01 08:15:00,15.014086402644882
2023-03-01 08:30:00,11.93109919271373
2023-03-01 08:45:00,13.81886849069916
2023-03-01 09:00:00,11.93109919271373
2023-03-01 09:15:00,11.93109919271373
2023-03-01 09:30:00,9.16860264837333
2023-03-01 09:45:00,10.505330090103245
2023-03-01 10:00:00,12.297413116503108
2023-03-01 10:15:00,11.207555845708283
2023-03-01 10:30:00,11.207555845708283
2023-03-01 10:45:00,10.164649562399294
2023-03-01 11:00:00,9.493117483397016
2023-03-01 11:15:00,11.207555845708283
2023-03-01 11:30:00,10.164649562399294
2023-03-01 11:45:00,8.528729472468886
2023-03-01 12:00:00,10.505330090103245
2023-03-01 12:15:00,10.164649562399294
2023-03-01 12:30:00,10.164649562399294
2023-03-01 12:45:00,9.16860264837333
2023-03-01 13:00:00,10.164649562399294
2023-03-01 13:15:00,11.207555845708283
2023-03-01 13:30:00,9.16860264837333
2023-03-01 13:45:00,10.164649562399294
2023-03-01 14:00:00,10.17047983742483
2023-03-01 14:15:00,10.17047983742483
2023-03-01 14:30:00,9.16860264837333
2023-03-01 14:45:00,10.164649562399294
2023-03-01 15:00:00,7.617253113400824
2023-03-01 15:15:00,8.219448006322963
2023-03-01 15:30:00,7.318852243933953
2023-03-01 15:45:00,8.219448006322963
2023-03-01 16:00:00,9.17416334123047
2023-03-01 16:15:00,10.85715085730533
2023-03-01 16:30:00,8.534108121013467
2023-03-01 16:45:00,10.17047983742483
2023-03-01 17:00:00,11.213652375835276
2023-03-01 17:15:00,10.17047983742483
2023-03-01 17:30:00,9.829121907574892
2023-03-01 17:45:00,9.829121907574892
