Date_Time,U
2022-03-01 00:00:00,1.7806209007183682
2022-03-01 00:15:00,1.8133061109299742
2022-03-01 00:30:00,1.845031204539138
2022-03-01 00:45:00,1.8757639179806977
2022-03-01 01:00:00,1.9054728251478408
2022-03-01 01:15:00,1.934127779667663
2022-03-01 01:30:00,1.9617003790955545
2022-03-01 01:45:00,1.9881628918090124
2022-03-01 02:00:00,2.01348948893317
2022-03-01 02:15:00,2.037655003899066
2022-03-01 02:30:00,2.0606360225822304
2022-03-01 02:45:00,2.0824104191083
2022-03-01 03:00:00,2.102956875254571
2022-03-01 03:15:00,2.1222558335214603
2022-03-01 03:30:00,2.140288862603286
2022-03-01 03:45:00,2.1803459230229794
2022-03-01 04:00:00,2.212344235355473
2022-03-01 04:15:00,2.2443167415897385
2022-03-01 04:30:00,2.2426534310685815
2022-03-01 04:45:00,2.2493568795830727
2022-03-01 05:00:00,2.266847649076304
2022-03-01 05:15:00,2.2764405357062234
2022-03-01 05:30:00,2.3051110153933303
2022-03-01 05:45:00,2.3146017730030044
2022-03-01 06:00:00,2.317008584465638
2022-03-01 06:15:00,2.2984898941082714
2022-03-01 06:30:00,2.2769022616958456
2022-03-01 06:45:00,2.2169444736814703
2022-03-01 07:00:00,2.1110642362428247
2022-03-01 07:15:00,1.9960964442945501
2022-03-01 07:30:00,1.8905908625927994
2022-03-01 07:45:00,1.764231024542583
2022-03-01 08:00:00,1.6566762717595078
2022-03-01 08:15:00,1.5824235587180193
2022-03-01 08:30:00,1.5208034565703463
2022-03-01 08:45:00,1.4952245765461933
2022-03-01 09:00:00,1.4740957064466014
2022-03-01 09:15:00,1.4949422974808286
2022-03-01 09:30:00,1.5261118504789153
2022-03-01 09:45:00,1.5352784758176203
2022-03-01 10:00:00,1.5572099598662554
2022-03-01 10:15:00,1.5934692160805295
2022-03-01 10:30:00,1.6511583130659313
2022-03-01 10:45:00,1.735574945167603
2022-03-01 11:00:00,1.828612758878798
2022-03-01 11:15:00,1.9203583835277986
2022-03-01 11:30:00,2.0250704435268587
2022-03-01 11:45:00,2.119745314695791
2022-03-01 12:00:00,2.2276048181710095
2022-03-01 12:15:00,2.3415863729128215
2022-03-01 12:30:00,2.4255102028187316
2022-03-01 12:45:00,2.5131104795789194
2022-03-01 13:00:00,2.537463513581415
2022-03-01 13:15:00,2.520425854132873
2022-03-01 13:30:00,2.4829831652122696
2022-03-01 13:45:00,2.4074831133491443
2022-03-01 14:00:00,2.323808881378229
2022-03-01 14:15:00,2.2203775621380255
2022-03-01 14:30:00,2.1478518935079043
2022-03-01 14:45:00,2.0973349681807654
2022-03-01 15:00:00,2.0327556156706583
2022-03-01 15:15:00,1.9916190289958333
2022-03-01 15:30:00,1.978572549963907
2022-03-01 15:45:00,1.9578485961100964
2022-03-01 16:00:00,1.9601000693250898
2022-03-01 16:15:00,1.9341446615352749
2022-03-01 16:30:00,1.9321689092335401
2022-03-01 16:45:00,1.9171385448984073
2022-03-01 17:00:00,1.8813878874517582
2022-03-01 17:15:00,1.8804590794242522
2022-03-01 17:30:00,1.8974027147844694
2022-03-01 17:45:00,1.9062958010544522
2022-03-01 18:00:00,1.9078677489874112
2022-03-01 18:15:00,1.8864038062597903
2022-03-01 18:30:00,1.8784111246784314
2022-03-01 18:45:00,1.880601329427878
2022-03-01 19:00:00,1.8560620517181898
2022-03-01 19:15:00,1.8555453619922229
2022-03-01 19:30:00,1.8355576135897058
2022-03-01 19:45:00,1.8158155010449202
2022-03-01 20:00:00,1.8216325119183676
2022-03-01 20:15:00,1.8167869598449473
2022-03-01 20:30:00,1.8183360010867462
2022-03-01 20:45:00,1.8150154176076434
2022-03-01 21:00:00,1.816691170672619
2022-03-01 21:15:00,1.836219251973319
2022-03-01 21:30:00,1.8178449734209843
2022-03-01 21:45:00,1.8250411334468823
2022-03-01 22:00:00,1.8426733659894066
2022-03-01 22:15:00,1.8476573933022136
2022-03-01 22:30:00,1.8549071533139458
