Date_Time,shear_stress
2021-07-01 00:00:00,0.6794979305267436
2021-07-01 00:15:00,0.6794979305267436
2021-07-01 00:30:00,0.6794979305267436
2021-07-01 00:45:00,0.6867934020358825
2021-07-01 01:00:00,0.6941277369015963
2021-07-01 01:15:00,0.6686278546792175
2021-07-01 01:30:00,0.6436050794894815
2021-07-01 01:45:00,0.6507057754903413
2021-07-01 02:00:00,0.6578454267876676
2021-07-01 02:15:00,0.6758648937306805
2021-07-01 02:30:00,0.6941277369015963
2021-07-01 02:45:00,0.7052024175603362
2021-07-01 03:00:00,0.7163646542351637
2021-07-01 03:15:00,0.6978095582970606
2021-07-01 03:30:00,0.6794979305267436
2021-07-01 03:45:00,0.6978095582970606
2021-07-01 04:00:00,0.7163646542351637
2021-07-01 04:15:00,0.7276146329974628
2021-07-01 04:30:00,0.7389521663147732
2021-07-01 04:45:00,0.7201049083318115
2021-07-01 05:00:00,0.7015011185166415
2021-07-01 05:15:00,0.7089134554281504
2021-07-01 05:30:00,0.7163646542351637
2021-07-01 05:45:00,0.7238549012525817
2021-07-01 06:00:00,0.731384009191449
2021-07-01 06:15:00,0.7427508531126131
2021-07-01 06:30:00,0.7542052506147364
2021-07-01 06:45:00,0.7542052506147364
2021-07-01 07:00:00,0.7542052506147364
2021-07-01 07:15:00,0.7465591833855058
2021-07-01 07:30:00,0.7389521663147732
2021-07-01 07:45:00,0.7465591833855058
2021-07-01 08:00:00,0.7542052506147364
2021-07-01 08:15:00,0.7542052506147364
2021-07-01 08:30:00,0.7542052506147364
2021-07-01 08:45:00,0.7465591833855058
2021-07-01 09:00:00,0.7389521663147732
2021-07-01 09:15:00,0.7276146329974628
2021-07-01 09:30:00,0.7163646542351637
2021-07-01 09:45:00,0.7089134554281504
2021-07-01 10:00:00,0.7015011185166415
2021-07-01 10:15:00,0.6978095582970606
2021-07-01 10:30:00,0.6941277369015963
2021-07-01 10:45:00,0.6686278546792175
2021-07-01 11:00:00,0.6436050794894815
2021-07-01 11:15:00,0.6330271644692539
2021-07-01 11:30:00,0.6225368974050024
2021-07-01 11:45:00,0.5984003469304454
2021-07-01 12:00:00,0.5747410790889075
2021-07-01 12:15:00,0.5581337272755549
2021-07-01 12:30:00,0.541769843629991
2021-07-01 12:45:00,0.5256494281522136
2021-07-01 13:00:00,0.5097724808422274
2021-07-01 13:15:00,0.796954749270394
2021-07-01 13:30:00,1.1480326538547228
2021-07-01 13:45:00,4.643741451989602
2021-07-01 14:00:00,10.487270241028899
2021-07-01 14:15:00,19.391018117062586
2021-07-01 14:30:00,31.009765277749853
2021-07-01 14:45:00,24.2486884146673
2021-07-01 15:00:00,18.31797430626452
2021-07-01 15:15:00,17.404114058570258
2021-07-01 15:30:00,16.513636016632105
2021-07-01 15:45:00,18.545341515264827
2021-07-01 16:00:00,20.694885051520746
2021-07-01 16:15:00,19.840580131140996
2021-07-01 16:30:00,19.00428210807413
