KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,10/4/2021 16:20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,40.2,-0.332,338.97,35.49,55.3,94.7,94.7,10.35,-0.47,0.02,54.3,35,37.06,0,1.207,NA,-32.9,11.421,-0.333,5.06,0
,,,STANDARD DEVIATION:,2.3,0.021,126.78,13.27,3.1,1,1,0.29,0.03,0,3,2,113.41,0,0.004,0.1,5.6,1.292,0.021,0.05,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17G101781,17G100304,21A106445,21A106445,17G101781,17G102845,17G102845,17G102845,17G100304,17G101781,17G101781,17G101781,17G100814,17G100814,17G102240,17H101000,17H101000,17G101781,17G100304,17H101020,17H101020
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond ï¿½S/,Depth m,fDOM QSU,fDOM RFU,nLF Cond ï¿½S/,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond ï¿½S/,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp ï¿,Vertical Position m,Battery V,Cable Pwr V
7/22/2021,16:00:00,0,LaJaraDownstream,42.9,-0.368,154.37,16.16,55.9,94,94,9.79,-0.522,0.02,55,36,1.64,0,1.208,7.48,-41.6,13.497,-0.369,5.17,0
7/22/2021,16:15:00,0,LaJaraDownstream,42.8,-0.37,153.82,16.1,55.9,94.1,94.1,9.83,-0.524,0.02,55,36,1.55,0,1.211,7.49,-41.9,13.378,-0.372,5.16,0
7/22/2021,16:30:00,0,LaJaraDownstream,42.6,-0.369,152.63,15.98,55.9,94.3,94.3,9.88,-0.524,0.02,55,36,1.51,0,1.208,7.48,-41.5,13.27,-0.371,5.15,0
7/22/2021,16:45:00,0,LaJaraDownstream,42.6,-0.366,151.94,15.91,56,93.4,93.4,9.81,-0.518,0.02,55,36,1.64,0,1.207,7.43,-38.9,13.14,-0.367,5.14,0
7/22/2021,17:00:00,0,LaJaraDownstream,42.6,-0.369,151.42,15.85,56.2,93.4,93.4,9.84,-0.524,0.03,55.3,36,1.44,0,1.206,7.41,-37.7,13.007,-0.371,5.15,0
7/22/2021,17:15:00,0,LaJaraDownstream,42.7,-0.371,151.91,15.9,56.5,93.1,93.1,9.84,-0.526,0.03,55.6,36,1.52,0,1.209,7.41,-37.5,12.863,-0.373,5.14,0
7/22/2021,17:30:00,0,LaJaraDownstream,42.7,-0.37,152.07,15.92,56.8,92.6,92.6,9.82,-0.524,0.03,55.8,36,1.62,0,1.204,7.36,-34.7,12.709,-0.372,5.15,0
7/22/2021,17:45:00,0,LaJaraDownstream,42.8,-0.368,151.87,15.9,57,92.8,92.8,9.87,-0.522,0.03,56.1,36,1.49,0,1.211,7.36,-34.4,12.574,-0.37,5.14,0
