Distance,Elevation
0,2723.067
0.1,2723.036
0.2,2723.006
0.3,2722.983
0.4,2722.936
0.5,2722.842
0.6,2722.621
0.7,2722.496
0.8,2722.482
0.9,2722.494
1,2722.471
1.1,2722.472
1.2,2722.471
1.3,2722.461
1.4,2722.515
1.5,2722.55
1.6,2722.582
1.7,2722.585
1.8,2722.576
1.9,2722.575
2,2722.591
