Distance,Elevation
0,2734.097
0.1,2734.045
0.2,2733.902
0.3,2733.838
0.4,2733.852
0.5,2733.811
0.6,2733.851
0.7,2733.813
0.8,2733.767
0.9,2733.782
1,2733.807
1.1,2734.062
1.2,2733.733
1.3,2733.955
1.4,2734.019
1.5,2734.046
1.6,2734.187
1.7,2734.217
1.8,2734.296
1.9,2734.394
