Distance,Elevation
0,2725.282
0.1,2725.232
0.2,2725.325
0.3,2725.163
0.4,2725.128
0.5,2725.104
0.6,2725.181
0.7,2725.143
0.8,2725.153
0.9,2725.146
1,2725.143
1.1,2725.189
1.2,2725.186
1.3,2725.156
1.4,2725.193
1.5,2725.196
1.6,2725.261
1.7,2725.275
1.8,2725.32
1.9,2725.391
2,2725.562
