Distance,Elevation
0,2738.652
0.1,2738.62
0.2,2738.584
0.3,2738.54
0.4,2738.53
0.5,2738.511
0.6,2738.382
0.7,2738.356
0.8,2738.445
0.9,2738.426
1,2738.335
1.1,2738.356
1.2,2738.318
1.25,2738.315
1.3,2738.32
1.4,2738.435
1.5,2738.34
1.6,2738.425
1.7,2738.41
1.8,2738.425
1.9,2738.437
2,2738.46
2.1,2738.535
2.2,2738.555
2.3,2738.595
