Distance,Elevation
0,2735.555
0.1,2735.486
0.2,2735.461
0.3,2735.448
0.4,2735.418
0.5,2735.422
0.6,2735.372
0.7,2735.451
0.8,2735.403
0.9,2735.527
1,2735.467
1.1,2735.47
1.2,2735.538
1.3,2735.749
1.4,2735.809
1.5,2735.903
1.6,2735.952
1.7,2735.998
1.8,2735.928
